c5_id,doc_idx,sent_idx,c119_input,sentence,entities,labels
20010421009329I,2406,0,"(-23)AIRCRAFT WAS IN CRUISE FLIGHT, THERE WAS A RPM LOSS AND PILOT COULD NOT MAINTAIN ALTITUDE. PILOT MADE AN EMERG","( -23 ) aircraft was in cruise flight , there was a rpm loss and pilot could not maintain altitude .",pilot,PER
20010421009329I,2406,1,"(-23)AIRCRAFT WAS IN CRUISE FLIGHT, THERE WAS A RPM LOSS AND PILOT COULD NOT MAINTAIN ALTITUDE. PILOT MADE AN EMERG",pilot made an emerg,pilot,PER
20010411007659I,2407,0,(-23)RIGHT TOP ENGINE COWL DEPARTED AIRCRAFT DURING FLIGHT. AIRCRAFT LANDED WITHOUT INCIDENT.  ACTUAL NUMBER OF PAX,( -23 ) right top engine cowl departed aircraft during flight .,aircraft,VEH
20010411007659I,2407,1,(-23)RIGHT TOP ENGINE COWL DEPARTED AIRCRAFT DURING FLIGHT. AIRCRAFT LANDED WITHOUT INCIDENT.  ACTUAL NUMBER OF PAX,aircraft landed without incident .,aircraft,VEH
20010428008109A,2409,0,"(-23)GYROCOPTER LOST POWER ON TAKE-OFF CLIMB, DUE TO HIGH ANGLE OF ATTACK PILOT COULD NOT GET PROPER AUTO-ROTATION ","( -23 ) gyrocopter lost power on take-off climb , due to high angle of attack pilot could not get proper auto-rotation",gyrocopter,VEH
20010428008109A,2409,0,"(-23)GYROCOPTER LOST POWER ON TAKE-OFF CLIMB, DUE TO HIGH ANGLE OF ATTACK PILOT COULD NOT GET PROPER AUTO-ROTATION ","( -23 ) gyrocopter lost power on take-off climb , due to high angle of attack pilot could not get proper auto-rotation",pilot,PER
20010518018039A,2410,0,"(-23) THE PILOT STATED THAT WHEN HE TOOK OFF, THE AIRCRAFT ENGINE QUIT AT ABOUT 100 TO 200 FEET AGL. THE AIRCRAFT H","( -23 ) the pilot stated that when he took off , the aircraft engine quit at about 100 to 200 feet agl .",pilot,PER
20010518018039A,2410,0,"(-23) THE PILOT STATED THAT WHEN HE TOOK OFF, THE AIRCRAFT ENGINE QUIT AT ABOUT 100 TO 200 FEET AGL. THE AIRCRAFT H","( -23 ) the pilot stated that when he took off , the aircraft engine quit at about 100 to 200 feet agl .",he,PER
20010518018039A,2410,0,"(-23) THE PILOT STATED THAT WHEN HE TOOK OFF, THE AIRCRAFT ENGINE QUIT AT ABOUT 100 TO 200 FEET AGL. THE AIRCRAFT H","( -23 ) the pilot stated that when he took off , the aircraft engine quit at about 100 to 200 feet agl .",aircraft,VEH
20010518018039A,2410,1,"(-23) THE PILOT STATED THAT WHEN HE TOOK OFF, THE AIRCRAFT ENGINE QUIT AT ABOUT 100 TO 200 FEET AGL. THE AIRCRAFT H",the aircraft h,aircraft,VEH
20010407005699A,2411,0,"(-23) ^PRIVACY DAT^ AND ONE PASSENGER WERE ENROUTE FROM PETERSBURGH, VA. (PTV) TO ORANGEBURGH, SC (OGB) IN N8084K A","( -23 ) ^privacy dat^ and one passenger were enroute from petersburgh , va. ( ptv ) to orangeburgh , sc ( ogb ) in n8084k a",passenger,PER
20010407005699A,2411,0,"(-23) ^PRIVACY DAT^ AND ONE PASSENGER WERE ENROUTE FROM PETERSBURGH, VA. (PTV) TO ORANGEBURGH, SC (OGB) IN N8084K A","( -23 ) ^privacy dat^ and one passenger were enroute from petersburgh , va. ( ptv ) to orangeburgh , sc ( ogb ) in n8084k a",petersburgh,GPE
20010407005699A,2411,0,"(-23) ^PRIVACY DAT^ AND ONE PASSENGER WERE ENROUTE FROM PETERSBURGH, VA. (PTV) TO ORANGEBURGH, SC (OGB) IN N8084K A","( -23 ) ^privacy dat^ and one passenger were enroute from petersburgh , va. ( ptv ) to orangeburgh , sc ( ogb ) in n8084k a",orangeburgh,GPE
20010407005699A,2411,0,"(-23) ^PRIVACY DAT^ AND ONE PASSENGER WERE ENROUTE FROM PETERSBURGH, VA. (PTV) TO ORANGEBURGH, SC (OGB) IN N8084K A","( -23 ) ^privacy dat^ and one passenger were enroute from petersburgh , va. ( ptv ) to orangeburgh , sc ( ogb ) in n8084k a",sc,GPE
20010726018379I,2412,0,"(-23) ON 07/26/01 PILOT ROBERT TAIBEDEAU, CERT #2034160, ATTEMPTED TO DEPART VGT. PRIOR TO THIS INCIDENT THIS PILOT","( -23 ) on 07/26/01 pilot robert taibedeau , cert # 2034160 , attempted to depart vgt .",pilot,PER
20010726018379I,2412,0,"(-23) ON 07/26/01 PILOT ROBERT TAIBEDEAU, CERT #2034160, ATTEMPTED TO DEPART VGT. PRIOR TO THIS INCIDENT THIS PILOT","( -23 ) on 07/26/01 pilot robert taibedeau , cert # 2034160 , attempted to depart vgt .",robert taibedeau,PER
20010726018379I,2412,1,"(-23) ON 07/26/01 PILOT ROBERT TAIBEDEAU, CERT #2034160, ATTEMPTED TO DEPART VGT. PRIOR TO THIS INCIDENT THIS PILOT",prior to this incident this pilot,pilot,PER
20010806023719I,2415,0,(-23)ON A SECOND FLIGHT OF THE DAY AFTER REFUELING THE HELICOPTER THE PILOT FAILED TO NOTICE THAT THE WIND GUST HAD,( -23 ) on a second flight of the day after refueling the helicopter the pilot failed to notice that the wind gust had,helicopter,VEH
20010723017949A,2416,0,"(-23) PILOT WAS ON A VFR FLIGHT FROM AUBURN/LEWISTON, ME (LEW) TO BUFFALO, NY (BUF). APPROXIMATELY 15 MILES SOUTHWE","( -23 ) pilot was on a vfr flight from auburn/lewiston , me ( lew ) to buffalo , ny ( buf ) .",pilot,PER
20010723017949A,2416,0,"(-23) PILOT WAS ON A VFR FLIGHT FROM AUBURN/LEWISTON, ME (LEW) TO BUFFALO, NY (BUF). APPROXIMATELY 15 MILES SOUTHWE","( -23 ) pilot was on a vfr flight from auburn/lewiston , me ( lew ) to buffalo , ny ( buf ) .",me,GPE
20010723017949A,2416,0,"(-23) PILOT WAS ON A VFR FLIGHT FROM AUBURN/LEWISTON, ME (LEW) TO BUFFALO, NY (BUF). APPROXIMATELY 15 MILES SOUTHWE","( -23 ) pilot was on a vfr flight from auburn/lewiston , me ( lew ) to buffalo , ny ( buf ) .",buffalo,GPE
20010723017949A,2416,0,"(-23) PILOT WAS ON A VFR FLIGHT FROM AUBURN/LEWISTON, ME (LEW) TO BUFFALO, NY (BUF). APPROXIMATELY 15 MILES SOUTHWE","( -23 ) pilot was on a vfr flight from auburn/lewiston , me ( lew ) to buffalo , ny ( buf ) .",ny,GPE
20010717021699I,2418,0,(-23) THE AIRMAN ATTEMPTED A TAKEOFF WITH PITOT COVER ATTACHED. TAKEOFF WAS ABORTED WHEN THE PILOT NOTICED THAT THE,( -23 ) the airman attempted a takeoff with pitot cover attached .,airman,PER
20010802021609I,2419,0,"(-23) PILOT STATED THAT JUST BEFORE TAKE OFF AT YUMA INTERNATIONAL AIRPORT, HE ADJUSTED HIS SEAT FORWARD BECAUSE HE","( -23 ) pilot stated that just before take off at yuma international airport , he adjusted his seat forward because he",pilot,PER
20010802021609I,2419,0,"(-23) PILOT STATED THAT JUST BEFORE TAKE OFF AT YUMA INTERNATIONAL AIRPORT, HE ADJUSTED HIS SEAT FORWARD BECAUSE HE","( -23 ) pilot stated that just before take off at yuma international airport , he adjusted his seat forward because he",he,PER
20010802021609I,2419,0,"(-23) PILOT STATED THAT JUST BEFORE TAKE OFF AT YUMA INTERNATIONAL AIRPORT, HE ADJUSTED HIS SEAT FORWARD BECAUSE HE","( -23 ) pilot stated that just before take off at yuma international airport , he adjusted his seat forward because he",his,PER
20010610033379I,2420,0,"(-23) SMALL TOW BAR WAS LEFT ATTACHED, AFTER A PRE-FLIGHT INSPECTION WAS COMPLETED IN HANGAR. PILOT WAS NOTIFIED TO","( -23 ) small tow bar was left attached , after a pre-flight inspection was completed in hangar .",hangar,FAC
20010610033379I,2420,1,"(-23) SMALL TOW BAR WAS LEFT ATTACHED, AFTER A PRE-FLIGHT INSPECTION WAS COMPLETED IN HANGAR. PILOT WAS NOTIFIED TO",pilot was notified to,pilot,PER
20010711020939I,2421,0,(-23) ON 07/11/01 FEDEX FLIGHT 1611 INBOUND TO IND REPORTED HEARING A LOUD NOISE FROM THE REAR OF THE AIRCRAFT. THE,( -23 ) on 07/11/01 fedex flight 1611 inbound to ind reported hearing a loud noise from the rear of the aircraft .,ind,GPE
20010711020939I,2421,0,(-23) ON 07/11/01 FEDEX FLIGHT 1611 INBOUND TO IND REPORTED HEARING A LOUD NOISE FROM THE REAR OF THE AIRCRAFT. THE,( -23 ) on 07/11/01 fedex flight 1611 inbound to ind reported hearing a loud noise from the rear of the aircraft .,aircraft,VEH
20010626037959I,2422,0,"(-23) ON 06/26/01 ABOUT 1000 EDT, DURING TAKEOFF ROLL, AIRCRAFT LEFT WHEEL HIT A SOFT SAND SPOT AND IT PULLED THE A","( -23 ) on 06/26/01 about 1000 edt , during takeoff roll , aircraft left wheel hit a soft sand spot and it pulled the a",aircraft,VEH
20011030034599I,2423,0,(-23) ON 10/30/2001 MR. HATTER PURCHASED 44.3 GALLONS OF FUEL FROM THE FUEL TRUCK AT MOORE COUNTY AIRPORT IN DUMAS ,( -23 ) on 10/30/2001 mr. hatter purchased 44.3 gallons of fuel from the fuel truck at moore county airport in dumas,mr. hatter,PER
20011003031879A,2424,0,"(-23) ON OCTOBER 3, 2001, ABOUT 1300L, N388BA, A LET-L33 SOLO GLIDER WAS SPINNING DOWN FROM 4000' WHEN A SMALL BATT","( -23 ) on october 3 , 2001 , about 1300l , n388ba , a let-l33 solo glider was spinning down from 4000 ' when a small batt",glider,VEH
20011014030309I,2425,1,(-23) WHILE TAXIING TO PARKING AFTER LANDING THE AIRCRAFT NOSE WHEEL DEPARTED THE TAXIWAY. THE AIRCRAFT WAS STOPPED,the aircraft was stopped,aircraft,VEH
20010907028149I,2426,0,"(-23) THE AIRMAN PERFORMED A NORMAL TAKEOFF FROM THE CAMBRIDGE AIRPORT. IMMEDIATELY AFTER LIFT OFF, THE PILOT HEARD",( -23 ) the airman performed a normal takeoff from the cambridge airport .,airman,PER
20010907028149I,2426,1,"(-23) THE AIRMAN PERFORMED A NORMAL TAKEOFF FROM THE CAMBRIDGE AIRPORT. IMMEDIATELY AFTER LIFT OFF, THE PILOT HEARD","immediately after lift off , the pilot heard",pilot,PER
20011019029729I,2427,0,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ","( -23 ) pilot statement : on friday , october 19 , 2001 , at 6:45 am , at love airfield in prescott , arizona , the plane a",pilot,PER
20011019029729I,2427,0,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ","( -23 ) pilot statement : on friday , october 19 , 2001 , at 6:45 am , at love airfield in prescott , arizona , the plane a",love airfield,FAC
20011019029729I,2427,0,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ","( -23 ) pilot statement : on friday , october 19 , 2001 , at 6:45 am , at love airfield in prescott , arizona , the plane a",prescott,GPE
20011019029729I,2427,0,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ","( -23 ) pilot statement : on friday , october 19 , 2001 , at 6:45 am , at love airfield in prescott , arizona , the plane a",arizona,GPE
20011019029729I,2427,0,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ","( -23 ) pilot statement : on friday , october 19 , 2001 , at 6:45 am , at love airfield in prescott , arizona , the plane a",plane,VEH
20010910029739I,2429,0,"(-23) DURING TAXI OUT, CFI NOTICED NOSE LANDING GEAR GREEN LIGHT WAS OUT. SHE ATTEMPTED TO SWAP LIGHTS TO VERIFY TH","( -23 ) during taxi out , cfi noticed nose landing gear green light was out .",cfi,PER
20010910029739I,2429,1,"(-23) DURING TAXI OUT, CFI NOTICED NOSE LANDING GEAR GREEN LIGHT WAS OUT. SHE ATTEMPTED TO SWAP LIGHTS TO VERIFY TH",she attempted to swap lights to verify th,she,PER
20011015027579A,2430,0,(-23) PILOT HAD RECEIVED AN IFR CLEARANCE AND WAS CLEARED FOR TAXI BY TYS GROUND CONTROL. PILOT REALIZED A WHEEL CH,( -23 ) pilot had received an ifr clearance and was cleared for taxi by tys ground control .,pilot,PER
20011015027579A,2430,1,(-23) PILOT HAD RECEIVED AN IFR CLEARANCE AND WAS CLEARED FOR TAXI BY TYS GROUND CONTROL. PILOT REALIZED A WHEEL CH,pilot realized a wheel ch,pilot,PER
20010822023659I,2431,0,"(-23) ON A FLIGHT FROM GARDEN VALLEY AIRPORT TO BOISE, IDAHO, THE ENGINE QUIT SUDDENLY. THE PILOT MADE AN ENGINE OU","( -23 ) on a flight from garden valley airport to boise , idaho , the engine quit suddenly .",boise,GPE
20010822023659I,2431,0,"(-23) ON A FLIGHT FROM GARDEN VALLEY AIRPORT TO BOISE, IDAHO, THE ENGINE QUIT SUDDENLY. THE PILOT MADE AN ENGINE OU","( -23 ) on a flight from garden valley airport to boise , idaho , the engine quit suddenly .",idaho,GPE
20010822023659I,2431,1,"(-23) ON A FLIGHT FROM GARDEN VALLEY AIRPORT TO BOISE, IDAHO, THE ENGINE QUIT SUDDENLY. THE PILOT MADE AN ENGINE OU",the pilot made an engine ou,pilot,PER
20011013029489I,2433,0,"(-23) ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF ","( -23 ) on october 13 , 2001 , a cessna ce-172 , n2529l , made an emergency landing on a frozen lake near the village of",cessna,ORG
20011013029489I,2433,0,"(-23) ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF ","( -23 ) on october 13 , 2001 , a cessna ce-172 , n2529l , made an emergency landing on a frozen lake near the village of",lake,LOC
20011013029489I,2433,0,"(-23) ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF ","( -23 ) on october 13 , 2001 , a cessna ce-172 , n2529l , made an emergency landing on a frozen lake near the village of",village,GPE
20010818039089I,2434,1,"(-23) THIS INCIDENT, ^PRIVACY DATA OMITTED^ IS CLOSED. ^PRIVACY DATA OMITTED^     INSPECTOR STATEMENT: ON AUGUST 18",^privacy data omitted^ inspector statement : on august 18,inspector,PER
20010904024339I,2435,0,"(23)PILOT STATED HE USED FUEL IN LEFT FUEL TANK, HE SELECTED RIGHT TANK, WHICH STILL HAD 10-15 GALLONS. AFTER ABOUT","( 23 ) pilot stated he used fuel in left fuel tank , he selected right tank , which still had 10-15 gallons .",pilot,PER
20010904024339I,2435,0,"(23)PILOT STATED HE USED FUEL IN LEFT FUEL TANK, HE SELECTED RIGHT TANK, WHICH STILL HAD 10-15 GALLONS. AFTER ABOUT","( 23 ) pilot stated he used fuel in left fuel tank , he selected right tank , which still had 10-15 gallons .",he,PER
20010904024339I,2435,0,"(23)PILOT STATED HE USED FUEL IN LEFT FUEL TANK, HE SELECTED RIGHT TANK, WHICH STILL HAD 10-15 GALLONS. AFTER ABOUT","( 23 ) pilot stated he used fuel in left fuel tank , he selected right tank , which still had 10-15 gallons .",he,PER
20011020029559I,2436,0,(-23) PILOT ATTEMPTED TO LAND AT KODIAK MUNICIPAL AIRPORT. HE GOT A NOSE GEAR UNSAFE INDICATION. HE NOTIFIED TOWER ,( -23 ) pilot attempted to land at kodiak municipal airport .,pilot,PER
20011020029559I,2436,1,(-23) PILOT ATTEMPTED TO LAND AT KODIAK MUNICIPAL AIRPORT. HE GOT A NOSE GEAR UNSAFE INDICATION. HE NOTIFIED TOWER ,he got a nose gear unsafe indication .,he,PER
20011020029559I,2436,2,(-23) PILOT ATTEMPTED TO LAND AT KODIAK MUNICIPAL AIRPORT. HE GOT A NOSE GEAR UNSAFE INDICATION. HE NOTIFIED TOWER ,he notified tower,he,PER
20011111035809I,2439,1,(-23) AFTER TAKE OFF ACFT HAD POWER FAILURE. PILOT FLEW BY TOWER AND CONFIRMED ALL GEAR DOWN. ACFT LANDED AND NOSE ,pilot flew by tower and confirmed all gear down .,pilot,PER
20011111035809I,2439,1,(-23) AFTER TAKE OFF ACFT HAD POWER FAILURE. PILOT FLEW BY TOWER AND CONFIRMED ALL GEAR DOWN. ACFT LANDED AND NOSE ,pilot flew by tower and confirmed all gear down .,tower,FAC
20011111035809I,2439,2,(-23) AFTER TAKE OFF ACFT HAD POWER FAILURE. PILOT FLEW BY TOWER AND CONFIRMED ALL GEAR DOWN. ACFT LANDED AND NOSE ,acft landed and nose,acft,VEH
20011221036699I,2440,0,(-23)INSPECTION OF THE AIRCRAFT BY THE FBO INDICATES THAT THE PILOT ATTEMPTED THE TAKE-OFF ROLL WITHOUT THE PARKING,( -23 ) inspection of the aircraft by the fbo indicates that the pilot attempted the take-off roll without the parking,pilot,PER
20020206000979I,2441,0,(-23) THE PILOT IN COMMAND TAXIED AND TOOK OFF WITH THE ENGINE HEATER EXTENSION CORD PLUGGED INTO THE AIRPLANE. UPO,( -23 ) the pilot in command taxied and took off with the engine heater extension cord plugged into the airplane .,pilot,PER
20020206000979I,2441,0,(-23) THE PILOT IN COMMAND TAXIED AND TOOK OFF WITH THE ENGINE HEATER EXTENSION CORD PLUGGED INTO THE AIRPLANE. UPO,( -23 ) the pilot in command taxied and took off with the engine heater extension cord plugged into the airplane .,airplane,VEH
20011213037619I,2444,1,(-23) ON 12/13/02 AT APPROXIMATELY 21:12 N111AM SUSTAINED HYDRAULIC FAILURE THUS LANDING AT PBI. DURING THE TAXI IN,during the taxi in,taxi,VEH
20020425011949I,2445,0,(-23) PILOT FORGOT TO REMOVE TOW BAR. WHILE TAXIING FOR TAKE-OFF PROP STRUCK TOW BAR.                              ,( -23 ) pilot forgot to remove tow bar .,pilot,PER
20020403006639I,2447,0,(-23) PIC REPORTED THE RIGHT SIDE EMERGENCY EXIT WINDOW/DOOR DEPARTED. THE AIRPLANE HAD DEPARTED ON A TEST FLIGHT A,( -23 ) pic reported the right side emergency exit window/door departed .,pic,PER
20020403006639I,2447,1,(-23) PIC REPORTED THE RIGHT SIDE EMERGENCY EXIT WINDOW/DOOR DEPARTED. THE AIRPLANE HAD DEPARTED ON A TEST FLIGHT A,the airplane had departed on a test flight a,airplane,VEH
20020529014479I,2449,0,"(-23) ON MAY 29, 2002, AT 1400 HOURS EDT, A PIPER PA-23-250, N6597Y, REGISTERED TO AIRLINE TRAINING ACADEMY, INC, E","( -23 ) on may 29 , 2002 , at 1400 hours edt , a piper pa-23-250 , n6597y , registered to airline training academy , inc , e",piper,ORG
20020529014479I,2449,0,"(-23) ON MAY 29, 2002, AT 1400 HOURS EDT, A PIPER PA-23-250, N6597Y, REGISTERED TO AIRLINE TRAINING ACADEMY, INC, E","( -23 ) on may 29 , 2002 , at 1400 hours edt , a piper pa-23-250 , n6597y , registered to airline training academy , inc , e",inc,ORG
20020418009469A,2451,0,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A","( -23 ) an amateur kit built airplane , a 4 place kis/pulsar super cruiser , crashed 1/4 mile east of the north perry a",airplane,VEH
20020324004129I,2452,0,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ","( -23 ) the pilot departed mowata airport in eunice , louisiana and arrived in midland , texas ( maf ) without any known",pilot,PER
20020324004129I,2452,0,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ","( -23 ) the pilot departed mowata airport in eunice , louisiana and arrived in midland , texas ( maf ) without any known",louisiana,GPE
20020324004129I,2452,0,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ","( -23 ) the pilot departed mowata airport in eunice , louisiana and arrived in midland , texas ( maf ) without any known",midland,GPE
20020324004129I,2452,0,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ","( -23 ) the pilot departed mowata airport in eunice , louisiana and arrived in midland , texas ( maf ) without any known",maf,GPE
20020815036819I,2453,0,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE","( -23 ) aircraft departed kn68 with pilot and three parachute jumpers on august 15 , 2002 at 0945 hrs .",aircraft,VEH
20020815036819I,2453,0,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE","( -23 ) aircraft departed kn68 with pilot and three parachute jumpers on august 15 , 2002 at 0945 hrs .",pilot,PER
20020815036819I,2453,0,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE","( -23 ) aircraft departed kn68 with pilot and three parachute jumpers on august 15 , 2002 at 0945 hrs .",jumpers,PER
20020815036819I,2453,1,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE",aircraft climbe,aircraft,VEH
20020718020329I,2454,0,"(-23) THE AIRCRAFT DEPARTED FROM BUY FOR A MAINTENANCE TEST FLIGHT. ON DEPARTURE, AT APPROXIMATELY 800 FT. AGL, THE",( -23 ) the aircraft departed from buy for a maintenance test flight .,aircraft,VEH
20020708018869I,2455,0,"(-23) ACCORDING TO PIC, HE ABORTED THE TAKE OFF AT 30 FT AGL DUE TO NO INDICATED AIRSPEED. DURING RESULTING LANDING","( -23 ) according to pic , he aborted the take off at 30 ft agl due to no indicated airspeed .",he,PER
20020618012459I,2456,0,(-23) THIS AIRCRAFT HAD JUST RECEIVED AN ANNUAL INSPECTION. DURING THE PREFLIGHT INSPECTION THE PILOT FAILED TO NOT,( -23 ) this aircraft had just received an annual inspection .,aircraft,VEH
20020618012459I,2456,1,(-23) THIS AIRCRAFT HAD JUST RECEIVED AN ANNUAL INSPECTION. DURING THE PREFLIGHT INSPECTION THE PILOT FAILED TO NOT,during the preflight inspection the pilot failed to not,pilot,PER
20020619014309A,2458,0,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q","( -23 ) n759ty , ce-182 was en route from hot springs , arkansas to fayetteville , tennessee , when the aircraft engine q",hot springs,GPE
20020619014309A,2458,0,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q","( -23 ) n759ty , ce-182 was en route from hot springs , arkansas to fayetteville , tennessee , when the aircraft engine q",arkansas,GPE
20020619014309A,2458,0,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q","( -23 ) n759ty , ce-182 was en route from hot springs , arkansas to fayetteville , tennessee , when the aircraft engine q",fayetteville,GPE
20020619014309A,2458,0,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q","( -23 ) n759ty , ce-182 was en route from hot springs , arkansas to fayetteville , tennessee , when the aircraft engine q",tennessee,GPE
20020710019879A,2459,0,(-23) THE PILOT STATED THAT DURING TAKE OFF HE REALIZED HE HAD FAILED TO REMOVE THE CONTROL LOCK. HE RAN OFF THE EN,( -23 ) the pilot stated that during take off he realized he had failed to remove the control lock .,pilot,PER
20020710019879A,2459,0,(-23) THE PILOT STATED THAT DURING TAKE OFF HE REALIZED HE HAD FAILED TO REMOVE THE CONTROL LOCK. HE RAN OFF THE EN,( -23 ) the pilot stated that during take off he realized he had failed to remove the control lock .,he,PER
20020710019879A,2459,0,(-23) THE PILOT STATED THAT DURING TAKE OFF HE REALIZED HE HAD FAILED TO REMOVE THE CONTROL LOCK. HE RAN OFF THE EN,( -23 ) the pilot stated that during take off he realized he had failed to remove the control lock .,he,PER
20020710019879A,2459,1,(-23) THE PILOT STATED THAT DURING TAKE OFF HE REALIZED HE HAD FAILED TO REMOVE THE CONTROL LOCK. HE RAN OFF THE EN,he ran off the en,he,PER
20020916037649A,2461,0,"(-23) INSPECTOR STATEMENT: ON SEPTEMBER 16, 2002 AT ABOUT 9:30 A.M. LOCAL TIME IN THE VICINITY OF THE CANADAIGUA AI","( -23 ) inspector statement : on september 16 , 2002 at about 9:30 a. m. local time in the vicinity of the canadaigua ai",inspector,PER
20021004034939I,2463,0,(-23) DURING PREFLIGHT JUST PRIOR TO DEPARTURE PILOT WAS DISTRACTED BY CELL PHONE CALL. PILOT FAILED TO REMOVE AIRC,( -23 ) during preflight just prior to departure pilot was distracted by cell phone call .,pilot,PER
20021004034939I,2463,1,(-23) DURING PREFLIGHT JUST PRIOR TO DEPARTURE PILOT WAS DISTRACTED BY CELL PHONE CALL. PILOT FAILED TO REMOVE AIRC,pilot failed to remove airc,pilot,PER
20021027029099I,2464,0,"(-23) PILOT DID NOT PERFORM A THOROUGH PREFLIGHT INSPECTION, THUS OVERLOOKING A PROPELLER LOCK ATTACHMENT. HE THEN ","( -23 ) pilot did not perform a thorough preflight inspection , thus overlooking a propeller lock attachment .",pilot,PER
20021027029099I,2464,1,"(-23) PILOT DID NOT PERFORM A THOROUGH PREFLIGHT INSPECTION, THUS OVERLOOKING A PROPELLER LOCK ATTACHMENT. HE THEN ",he then,he,PER
20021114030969I,2465,0,"(-23) PILOT REPORTED WHEN RETURNING TO LEVEL FLIGHT FROM INVERTED AEROBATIC MANEUVER, ENGINE ""BURBLED"". PILOT DECLA","( -23 ) pilot reported when returning to level flight from inverted aerobatic maneuver , engine `` burbled '' .",pilot,PER
20021114030969I,2465,1,"(-23) PILOT REPORTED WHEN RETURNING TO LEVEL FLIGHT FROM INVERTED AEROBATIC MANEUVER, ENGINE ""BURBLED"". PILOT DECLA",pilot decla,pilot,PER
20020917036549I,2466,0,(-23) WITNESS REPORTED SEEING CESSNA CE-401 N531MH DEPART EAGLE CREEK AIRPORT WITHOUT ANY LIGHTS AFTER DARK. AIR TR,( -23 ) witness reported seeing cessna ce-401 n531mh depart eagle creek airport without any lights after dark .,witness,PER
20020917036549I,2466,0,(-23) WITNESS REPORTED SEEING CESSNA CE-401 N531MH DEPART EAGLE CREEK AIRPORT WITHOUT ANY LIGHTS AFTER DARK. AIR TR,( -23 ) witness reported seeing cessna ce-401 n531mh depart eagle creek airport without any lights after dark .,eagle creek airport,FAC
20021024033449I,2468,0,(-23) CREW FAILED TO SWITCH ON THE WING AND ENGINE ANTI-ICE WHEN GROUND ICING CONDITIONS EXISTED. CORRECTED ON THE ,( -23 ) crew failed to switch on the wing and engine anti-ice when ground icing conditions existed .,crew,PER
