c5_id,doc_idx,sent_idx,c119_input,sentence,entities,labels
20060516012689I,2658,0,"(-23) DURING THE TAKE-OFF ROLL, THE TOW AIRCRAFT STOPPED DUE TO A WINDOW OPENING AND CAUSED THE GLIDER PILOT TO DIS","( -23 ) during the take-off roll , the tow aircraft stopped due to a window opening and caused the glider pilot to dis",aircraft,VEH
20060516012689I,2658,0,"(-23) DURING THE TAKE-OFF ROLL, THE TOW AIRCRAFT STOPPED DUE TO A WINDOW OPENING AND CAUSED THE GLIDER PILOT TO DIS","( -23 ) during the take-off roll , the tow aircraft stopped due to a window opening and caused the glider pilot to dis",glider,VEH
20060516012689I,2658,0,"(-23) DURING THE TAKE-OFF ROLL, THE TOW AIRCRAFT STOPPED DUE TO A WINDOW OPENING AND CAUSED THE GLIDER PILOT TO DIS","( -23 ) during the take-off roll , the tow aircraft stopped due to a window opening and caused the glider pilot to dis",pilot,PER
20060925028519I,2659,0,(-23) THE AIRCRAFT MADE A FORCED LANDING IN A FARMING FIELD 1/4 MILES SOUTH OF THE AIRPORT AFTER CONDUCTING A TOUCH,( -23 ) the aircraft made a forced landing in a farming field 1/4 miles south of the airport after conducting a touch,aircraft,VEH
20060925028519I,2659,0,(-23) THE AIRCRAFT MADE A FORCED LANDING IN A FARMING FIELD 1/4 MILES SOUTH OF THE AIRPORT AFTER CONDUCTING A TOUCH,( -23 ) the aircraft made a forced landing in a farming field 1/4 miles south of the airport after conducting a touch,field,LOC
20060925028519I,2659,0,(-23) THE AIRCRAFT MADE A FORCED LANDING IN A FARMING FIELD 1/4 MILES SOUTH OF THE AIRPORT AFTER CONDUCTING A TOUCH,( -23 ) the aircraft made a forced landing in a farming field 1/4 miles south of the airport after conducting a touch,airport,FAC
20060529013339A,2660,0,"(-23) ON MAY 29, 2006, AT 1730 CENTRAL DAYLIGHT TIME, AN AIR TRACTOR AT802A AGRICULTURE AIRPLANE N175LA, RECEIVED S","( -23 ) on may 29 , 2006 , at 1730 central daylight time , an air tractor at802a agriculture airplane n175la , received s",airplane,VEH
20060626014029A,2661,0,"(-23) ON FINAL APPROACH TO MINONG, WI, THE PILOT DECIDED HE WAS OUT OF POSITION AND INITIATED A GO AROUND. PILOT ST","( -23 ) on final approach to minong , wi , the pilot decided he was out of position and initiated a go around .",minong,GPE
20060626014029A,2661,0,"(-23) ON FINAL APPROACH TO MINONG, WI, THE PILOT DECIDED HE WAS OUT OF POSITION AND INITIATED A GO AROUND. PILOT ST","( -23 ) on final approach to minong , wi , the pilot decided he was out of position and initiated a go around .",wi,GPE
20060626014029A,2661,0,"(-23) ON FINAL APPROACH TO MINONG, WI, THE PILOT DECIDED HE WAS OUT OF POSITION AND INITIATED A GO AROUND. PILOT ST","( -23 ) on final approach to minong , wi , the pilot decided he was out of position and initiated a go around .",pilot,PER
20060626014029A,2661,0,"(-23) ON FINAL APPROACH TO MINONG, WI, THE PILOT DECIDED HE WAS OUT OF POSITION AND INITIATED A GO AROUND. PILOT ST","( -23 ) on final approach to minong , wi , the pilot decided he was out of position and initiated a go around .",he,PER
20060626014029A,2661,1,"(-23) ON FINAL APPROACH TO MINONG, WI, THE PILOT DECIDED HE WAS OUT OF POSITION AND INITIATED A GO AROUND. PILOT ST",pilot st,pilot,PER
20060725015959A,2662,0,"(-23) THE PILOT STATED HE WAS OVER LAKE HUGHES WHEN THE ENGINE ""SPUTTERED."" HE THOUGHT THE LEFT TANK WAS EMPTY, AND",( -23 ) the pilot stated he was over lake hughes when the engine `` sputtered. ``,pilot,PER
20060725015959A,2662,0,"(-23) THE PILOT STATED HE WAS OVER LAKE HUGHES WHEN THE ENGINE ""SPUTTERED."" HE THOUGHT THE LEFT TANK WAS EMPTY, AND",( -23 ) the pilot stated he was over lake hughes when the engine `` sputtered. ``,he,PER
20060725015959A,2662,0,"(-23) THE PILOT STATED HE WAS OVER LAKE HUGHES WHEN THE ENGINE ""SPUTTERED."" HE THOUGHT THE LEFT TANK WAS EMPTY, AND",( -23 ) the pilot stated he was over lake hughes when the engine `` sputtered. ``,lake hughes,LOC
20060725015959A,2662,1,"(-23) THE PILOT STATED HE WAS OVER LAKE HUGHES WHEN THE ENGINE ""SPUTTERED."" HE THOUGHT THE LEFT TANK WAS EMPTY, AND","he thought the left tank was empty , and",he,PER
20060725015959A,2662,1,"(-23) THE PILOT STATED HE WAS OVER LAKE HUGHES WHEN THE ENGINE ""SPUTTERED."" HE THOUGHT THE LEFT TANK WAS EMPTY, AND","he thought the left tank was empty , and",tank,VEH
20061005024779I,2663,0,"(-23) ON OCTOBER 5, 2006, A VANS (EXPERIMENTAL) RV-8, N4546Y, LOST DIRECTIONAL CONTROL WHILE LANDING ON RUNWAY 1 RI","( -23 ) on october 5 , 2006 , a vans ( experimental ) rv-8 , n4546y , lost directional control while landing on runway 1 ri",vans,VEH
20061005024779I,2663,0,"(-23) ON OCTOBER 5, 2006, A VANS (EXPERIMENTAL) RV-8, N4546Y, LOST DIRECTIONAL CONTROL WHILE LANDING ON RUNWAY 1 RI","( -23 ) on october 5 , 2006 , a vans ( experimental ) rv-8 , n4546y , lost directional control while landing on runway 1 ri",rv-8,VEH
20060725014899I,2664,0,(-23) AN ALLEGIANT AIR DC-9-83 WAS TAXIING FOR THE PURPOSE OF CONDUCTING A FERRY FLIGHT WHEN GROUND PERSONNEL NOTIC,( -23 ) an allegiant air dc-9-83 was taxiing for the purpose of conducting a ferry flight when ground personnel notic,dc-9-83,VEH
20060725014899I,2664,0,(-23) AN ALLEGIANT AIR DC-9-83 WAS TAXIING FOR THE PURPOSE OF CONDUCTING A FERRY FLIGHT WHEN GROUND PERSONNEL NOTIC,( -23 ) an allegiant air dc-9-83 was taxiing for the purpose of conducting a ferry flight when ground personnel notic,ferry,VEH
20060725014899I,2664,0,(-23) AN ALLEGIANT AIR DC-9-83 WAS TAXIING FOR THE PURPOSE OF CONDUCTING A FERRY FLIGHT WHEN GROUND PERSONNEL NOTIC,( -23 ) an allegiant air dc-9-83 was taxiing for the purpose of conducting a ferry flight when ground personnel notic,personnel,PER
20060616015289I,2665,0,"(-23) AIRCRAFT WAS CLEARED TO LAND ON RWY 15, UPON LANDING THE AIRCRAFT GEAR COLLAPSED. PILOT DID NOT KNOW WHICH GE","( -23 ) aircraft was cleared to land on rwy 15 , upon landing the aircraft gear collapsed .",aircraft,VEH
20060616015289I,2665,0,"(-23) AIRCRAFT WAS CLEARED TO LAND ON RWY 15, UPON LANDING THE AIRCRAFT GEAR COLLAPSED. PILOT DID NOT KNOW WHICH GE","( -23 ) aircraft was cleared to land on rwy 15 , upon landing the aircraft gear collapsed .",rwy 15,LOC
20060616015289I,2665,0,"(-23) AIRCRAFT WAS CLEARED TO LAND ON RWY 15, UPON LANDING THE AIRCRAFT GEAR COLLAPSED. PILOT DID NOT KNOW WHICH GE","( -23 ) aircraft was cleared to land on rwy 15 , upon landing the aircraft gear collapsed .",aircraft,VEH
20060616015289I,2665,1,"(-23) AIRCRAFT WAS CLEARED TO LAND ON RWY 15, UPON LANDING THE AIRCRAFT GEAR COLLAPSED. PILOT DID NOT KNOW WHICH GE",pilot did not know which ge,pilot,PER
20070203001149I,2666,0,"(-23) N694T CRASHED ON LANDING IN PADUCAH, KENTUCKY ON 02-03-07. 14:45 LOCAL TIME, PADUCAH TOWER: TOWER CLEARED N69","( -23 ) n694t crashed on landing in paducah , kentucky on 02-03-07 .",paducah,GPE
20070203001149I,2666,0,"(-23) N694T CRASHED ON LANDING IN PADUCAH, KENTUCKY ON 02-03-07. 14:45 LOCAL TIME, PADUCAH TOWER: TOWER CLEARED N69","( -23 ) n694t crashed on landing in paducah , kentucky on 02-03-07 .",kentucky,GPE
20070203001149I,2666,1,"(-23) N694T CRASHED ON LANDING IN PADUCAH, KENTUCKY ON 02-03-07. 14:45 LOCAL TIME, PADUCAH TOWER: TOWER CLEARED N69","14:45 local time , paducah tower : tower cleared n69",paducah,GPE
20070203001149I,2666,1,"(-23) N694T CRASHED ON LANDING IN PADUCAH, KENTUCKY ON 02-03-07. 14:45 LOCAL TIME, PADUCAH TOWER: TOWER CLEARED N69","14:45 local time , paducah tower : tower cleared n69",tower,FAC
20070203001149I,2666,1,"(-23) N694T CRASHED ON LANDING IN PADUCAH, KENTUCKY ON 02-03-07. 14:45 LOCAL TIME, PADUCAH TOWER: TOWER CLEARED N69","14:45 local time , paducah tower : tower cleared n69",tower,FAC
20070218007209I,2667,0,"(-23) ON FEBRUARY 18, 2007, N7235K, BE-58-P, TOOK OFF FROM ABERDEEN, SD. WHEN THE PILOT RETRACTED THE GEAR, HE HEAR","( -23 ) on february 18 , 2007 , n7235k , be-58-p , took off from aberdeen , sd .",aberdeen,GPE
20070218007209I,2667,0,"(-23) ON FEBRUARY 18, 2007, N7235K, BE-58-P, TOOK OFF FROM ABERDEEN, SD. WHEN THE PILOT RETRACTED THE GEAR, HE HEAR","( -23 ) on february 18 , 2007 , n7235k , be-58-p , took off from aberdeen , sd .",sd,GPE
20070218007209I,2667,1,"(-23) ON FEBRUARY 18, 2007, N7235K, BE-58-P, TOOK OFF FROM ABERDEEN, SD. WHEN THE PILOT RETRACTED THE GEAR, HE HEAR","when the pilot retracted the gear , he hear",pilot,PER
20070218007209I,2667,1,"(-23) ON FEBRUARY 18, 2007, N7235K, BE-58-P, TOOK OFF FROM ABERDEEN, SD. WHEN THE PILOT RETRACTED THE GEAR, HE HEAR","when the pilot retracted the gear , he hear",he,PER
20070121001759I,2668,0,"(-23) ON JANUARY 21, 2007 AT 2100 PST, SOCATA TB20 A/C, N711RP, S/N: 1081 LANDED AT TOA RWY 29R WITH THE LANDING GE","( -23 ) on january 21 , 2007 at 2100 pst , socata tb20 a/c , n711rp , s/n : 1081 landed at toa rwy 29r with the landing ge",1081,VEH
20070612825959I,2669,0,"(-23) DURING PUSH BACK OF FLIGHT #7643 AT APPROXIMATELY 200 FEET FROM GATE, THE PUSH BACK TUG CAUGHT FIRE WHILE STI","( -23 ) during push back of flight # 7643 at approximately 200 feet from gate , the push back tug caught fire while sti",gate,FAC
20070327004739I,2670,0,"(-23) THE FLIGHT DEPARTED ADDISON, TEXAS ON MARCH 27, 2007 FOR A BUSINESS TRIP TO IDAHO FALLS, IDAHO UNDER 14 CFR P","( -23 ) the flight departed addison , texas on march 27 , 2007 for a business trip to idaho falls , idaho under 14 cfr p",addison,GPE
20070327004739I,2670,0,"(-23) THE FLIGHT DEPARTED ADDISON, TEXAS ON MARCH 27, 2007 FOR A BUSINESS TRIP TO IDAHO FALLS, IDAHO UNDER 14 CFR P","( -23 ) the flight departed addison , texas on march 27 , 2007 for a business trip to idaho falls , idaho under 14 cfr p",texas,GPE
20070327004739I,2670,0,"(-23) THE FLIGHT DEPARTED ADDISON, TEXAS ON MARCH 27, 2007 FOR A BUSINESS TRIP TO IDAHO FALLS, IDAHO UNDER 14 CFR P","( -23 ) the flight departed addison , texas on march 27 , 2007 for a business trip to idaho falls , idaho under 14 cfr p",idaho falls,GPE
20070327004739I,2670,0,"(-23) THE FLIGHT DEPARTED ADDISON, TEXAS ON MARCH 27, 2007 FOR A BUSINESS TRIP TO IDAHO FALLS, IDAHO UNDER 14 CFR P","( -23 ) the flight departed addison , texas on march 27 , 2007 for a business trip to idaho falls , idaho under 14 cfr p",idaho,GPE
20061226027279A,2671,0,"(-23) THIS FLIGHT ORIGINATED AT 3SQ, ST. CHARLES MUNICIPAL (ST. CHARLES, MO) AND CONTINUED TO KLIT (LITTLE ROCK, AR","( -23 ) this flight originated at 3sq , st. charles municipal ( st. charles , mo ) and continued to klit ( little rock , ar",3sq,FAC
20061226027279A,2671,0,"(-23) THIS FLIGHT ORIGINATED AT 3SQ, ST. CHARLES MUNICIPAL (ST. CHARLES, MO) AND CONTINUED TO KLIT (LITTLE ROCK, AR","( -23 ) this flight originated at 3sq , st. charles municipal ( st. charles , mo ) and continued to klit ( little rock , ar",st. charles municipal,ORG
20061226027279A,2671,0,"(-23) THIS FLIGHT ORIGINATED AT 3SQ, ST. CHARLES MUNICIPAL (ST. CHARLES, MO) AND CONTINUED TO KLIT (LITTLE ROCK, AR","( -23 ) this flight originated at 3sq , st. charles municipal ( st. charles , mo ) and continued to klit ( little rock , ar",st. charles,GPE
20061226027279A,2671,0,"(-23) THIS FLIGHT ORIGINATED AT 3SQ, ST. CHARLES MUNICIPAL (ST. CHARLES, MO) AND CONTINUED TO KLIT (LITTLE ROCK, AR","( -23 ) this flight originated at 3sq , st. charles municipal ( st. charles , mo ) and continued to klit ( little rock , ar",mo,GPE
20061226027279A,2671,0,"(-23) THIS FLIGHT ORIGINATED AT 3SQ, ST. CHARLES MUNICIPAL (ST. CHARLES, MO) AND CONTINUED TO KLIT (LITTLE ROCK, AR","( -23 ) this flight originated at 3sq , st. charles municipal ( st. charles , mo ) and continued to klit ( little rock , ar",klit,GPE
20061226027279A,2671,0,"(-23) THIS FLIGHT ORIGINATED AT 3SQ, ST. CHARLES MUNICIPAL (ST. CHARLES, MO) AND CONTINUED TO KLIT (LITTLE ROCK, AR","( -23 ) this flight originated at 3sq , st. charles municipal ( st. charles , mo ) and continued to klit ( little rock , ar",little rock,GPE
20070407009039A,2672,0,"(-23) THE PILOT REPORTED PARTIAL LOSS OF POWER ABOUT 5 MILES SE OF THE LAKELAND LINDER AIRPORT (KLAL), THEREBY CAUS","( -23 ) the pilot reported partial loss of power about 5 miles se of the lakeland linder airport ( klal ) , thereby caus",pilot,PER
20070407009039A,2672,0,"(-23) THE PILOT REPORTED PARTIAL LOSS OF POWER ABOUT 5 MILES SE OF THE LAKELAND LINDER AIRPORT (KLAL), THEREBY CAUS","( -23 ) the pilot reported partial loss of power about 5 miles se of the lakeland linder airport ( klal ) , thereby caus",lakeland linder airport,FAC
20070407009039A,2672,0,"(-23) THE PILOT REPORTED PARTIAL LOSS OF POWER ABOUT 5 MILES SE OF THE LAKELAND LINDER AIRPORT (KLAL), THEREBY CAUS","( -23 ) the pilot reported partial loss of power about 5 miles se of the lakeland linder airport ( klal ) , thereby caus",klal,ORG
20070428007859A,2673,0,"(-23) PILOT DEPARTED HOLBROOK, AZ TO SHOW LOW, AZ WITH 6 GALLONS OF FUEL ON BOARD. HIS FLIGHT REQUIRED ABOUT 3 TO 3","( -23 ) pilot departed holbrook , az to show low , az with 6 gallons of fuel on board .",pilot,PER
20070428007859A,2673,0,"(-23) PILOT DEPARTED HOLBROOK, AZ TO SHOW LOW, AZ WITH 6 GALLONS OF FUEL ON BOARD. HIS FLIGHT REQUIRED ABOUT 3 TO 3","( -23 ) pilot departed holbrook , az to show low , az with 6 gallons of fuel on board .",holbrook,GPE
20070428007859A,2673,0,"(-23) PILOT DEPARTED HOLBROOK, AZ TO SHOW LOW, AZ WITH 6 GALLONS OF FUEL ON BOARD. HIS FLIGHT REQUIRED ABOUT 3 TO 3","( -23 ) pilot departed holbrook , az to show low , az with 6 gallons of fuel on board .",az,GPE
20070428007859A,2673,0,"(-23) PILOT DEPARTED HOLBROOK, AZ TO SHOW LOW, AZ WITH 6 GALLONS OF FUEL ON BOARD. HIS FLIGHT REQUIRED ABOUT 3 TO 3","( -23 ) pilot departed holbrook , az to show low , az with 6 gallons of fuel on board .",az,GPE
20070428007859A,2673,1,"(-23) PILOT DEPARTED HOLBROOK, AZ TO SHOW LOW, AZ WITH 6 GALLONS OF FUEL ON BOARD. HIS FLIGHT REQUIRED ABOUT 3 TO 3",his flight required about 3 to 3,his,PER
20070222004509A,2674,0,"(-23) ON 02/22/2007, AT APPROXIMATELY 1330 EST, THE AIRCRAFT TOOK OFF FROM RUNWAY 19 AT HUMMEL AIRPORT (W-75) AND O","( -23 ) on 02/22/2007 , at approximately 1330 est , the aircraft took off from runway 19 at hummel airport ( w-75 ) and o",aircraft,VEH
20070222004509A,2674,0,"(-23) ON 02/22/2007, AT APPROXIMATELY 1330 EST, THE AIRCRAFT TOOK OFF FROM RUNWAY 19 AT HUMMEL AIRPORT (W-75) AND O","( -23 ) on 02/22/2007 , at approximately 1330 est , the aircraft took off from runway 19 at hummel airport ( w-75 ) and o",hummel airport,FAC
20070222004509A,2674,0,"(-23) ON 02/22/2007, AT APPROXIMATELY 1330 EST, THE AIRCRAFT TOOK OFF FROM RUNWAY 19 AT HUMMEL AIRPORT (W-75) AND O","( -23 ) on 02/22/2007 , at approximately 1330 est , the aircraft took off from runway 19 at hummel airport ( w-75 ) and o",w-75,FAC
20070302003669A,2675,0,"(-23) 3/2/07 @ 1830 EST, N682RA, CESSNA 150, LEFT X51, HOMESTEAD AIRPORT, LOST POWER ON RETURN TOWARD TMB. UNABLE T","( -23 ) 3/2/07 @ 1830 est , n682ra , cessna 150 , left x51 , homestead airport , lost power on return toward tmb .",cessna 150,VEH
20070302003669A,2675,0,"(-23) 3/2/07 @ 1830 EST, N682RA, CESSNA 150, LEFT X51, HOMESTEAD AIRPORT, LOST POWER ON RETURN TOWARD TMB. UNABLE T","( -23 ) 3/2/07 @ 1830 est , n682ra , cessna 150 , left x51 , homestead airport , lost power on return toward tmb .",x51,FAC
20070302003669A,2675,0,"(-23) 3/2/07 @ 1830 EST, N682RA, CESSNA 150, LEFT X51, HOMESTEAD AIRPORT, LOST POWER ON RETURN TOWARD TMB. UNABLE T","( -23 ) 3/2/07 @ 1830 est , n682ra , cessna 150 , left x51 , homestead airport , lost power on return toward tmb .",homestead airport,FAC
20070202001609A,2676,0,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL","( -23 ) on a flight from noth platte , ne , to iowa city , ia , ( 487 statute miles ) the aircraft lost power near grinnell",noth platte,GPE
20070202001609A,2676,0,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL","( -23 ) on a flight from noth platte , ne , to iowa city , ia , ( 487 statute miles ) the aircraft lost power near grinnell",ne,GPE
20070202001609A,2676,0,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL","( -23 ) on a flight from noth platte , ne , to iowa city , ia , ( 487 statute miles ) the aircraft lost power near grinnell",iowa city,GPE
20070202001609A,2676,0,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL","( -23 ) on a flight from noth platte , ne , to iowa city , ia , ( 487 statute miles ) the aircraft lost power near grinnell",ia,GPE
20070202001609A,2676,0,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL","( -23 ) on a flight from noth platte , ne , to iowa city , ia , ( 487 statute miles ) the aircraft lost power near grinnell",aircraft,VEH
20070202001609A,2676,0,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL","( -23 ) on a flight from noth platte , ne , to iowa city , ia , ( 487 statute miles ) the aircraft lost power near grinnell",grinnell,GPE
20070514007929A,2677,0,"(-23) ON 05/14/2007, 1941 CDT, A GRUMMAN/SCHWEIZER MODEL G-164B, N8402K, REGISTERED TO WILSON FLYING SERVICE, INC, ","( -23 ) on 05/14/2007 , 1941 cdt , a grumman/schweizer model g-164b , n8402k , registered to wilson flying service , inc ,",cdt,VEH
20070514007929A,2677,0,"(-23) ON 05/14/2007, 1941 CDT, A GRUMMAN/SCHWEIZER MODEL G-164B, N8402K, REGISTERED TO WILSON FLYING SERVICE, INC, ","( -23 ) on 05/14/2007 , 1941 cdt , a grumman/schweizer model g-164b , n8402k , registered to wilson flying service , inc ,","wilson flying service , inc",ORG
20070705014169A,2678,0,(-23) THE PILOT ^PRIVACY DATA OMITTED^ REQUESTED TO BE FUELED AT THE CHANDLER AIRPORT PRIOR TO HIS DEPARTURE ON JUL,( -23 ) the pilot ^privacy data omitted^ requested to be fueled at the chandler airport prior to his departure on jul,pilot,PER
20070705014169A,2678,0,(-23) THE PILOT ^PRIVACY DATA OMITTED^ REQUESTED TO BE FUELED AT THE CHANDLER AIRPORT PRIOR TO HIS DEPARTURE ON JUL,( -23 ) the pilot ^privacy data omitted^ requested to be fueled at the chandler airport prior to his departure on jul,chandler airport,FAC
20070705014169A,2678,0,(-23) THE PILOT ^PRIVACY DATA OMITTED^ REQUESTED TO BE FUELED AT THE CHANDLER AIRPORT PRIOR TO HIS DEPARTURE ON JUL,( -23 ) the pilot ^privacy data omitted^ requested to be fueled at the chandler airport prior to his departure on jul,his,PER
20070525009559A,2679,0,"(-23) SHORTLY AFTER TAKE OFF, THE AIRCRAFT CRASHED ON AIRPORT PROPERTY. THE AIRCRAFT TOOK OFF FROM CNO RWY 26R FOR ","( -23 ) shortly after take off , the aircraft crashed on airport property .",aircraft,VEH
20070525009559A,2679,0,"(-23) SHORTLY AFTER TAKE OFF, THE AIRCRAFT CRASHED ON AIRPORT PROPERTY. THE AIRCRAFT TOOK OFF FROM CNO RWY 26R FOR ","( -23 ) shortly after take off , the aircraft crashed on airport property .",airport,ORG
20070525009559A,2679,0,"(-23) SHORTLY AFTER TAKE OFF, THE AIRCRAFT CRASHED ON AIRPORT PROPERTY. THE AIRCRAFT TOOK OFF FROM CNO RWY 26R FOR ","( -23 ) shortly after take off , the aircraft crashed on airport property .",property,FAC
20070525009559A,2679,1,"(-23) SHORTLY AFTER TAKE OFF, THE AIRCRAFT CRASHED ON AIRPORT PROPERTY. THE AIRCRAFT TOOK OFF FROM CNO RWY 26R FOR ",the aircraft took off from cno rwy 26r for,aircraft,VEH
20070525009559A,2679,1,"(-23) SHORTLY AFTER TAKE OFF, THE AIRCRAFT CRASHED ON AIRPORT PROPERTY. THE AIRCRAFT TOOK OFF FROM CNO RWY 26R FOR ",the aircraft took off from cno rwy 26r for,cno rwy 26r,FAC
20070412015929A,2680,0,(-23) PILOT WAS PERFORMING A TOUCH & GO AT GEU AS PART OF A NIGHT CURRENCY FLIGHT WHEN THE AFT CARGO DOOR ON THE RI,( -23 ) pilot was performing a touch & go at geu as part of a night currency flight when the aft cargo door on the ri,pilot,PER
20070412015929A,2680,0,(-23) PILOT WAS PERFORMING A TOUCH & GO AT GEU AS PART OF A NIGHT CURRENCY FLIGHT WHEN THE AFT CARGO DOOR ON THE RI,( -23 ) pilot was performing a touch & go at geu as part of a night currency flight when the aft cargo door on the ri,geu,ORG
20070501008469I,2682,0,"(-23) ON 05/01/2007 A BE-58 DEPARTED GYY ENROUTE TO HUF, AT APPROXIMATELY 2 MINUTES AFTER TAKEOFF AIRCRAFT RETURNED","( -23 ) on 05/01/2007 a be-58 departed gyy enroute to huf , at approximately 2 minutes after takeoff aircraft returned",be-58,VEH
20070501008469I,2682,0,"(-23) ON 05/01/2007 A BE-58 DEPARTED GYY ENROUTE TO HUF, AT APPROXIMATELY 2 MINUTES AFTER TAKEOFF AIRCRAFT RETURNED","( -23 ) on 05/01/2007 a be-58 departed gyy enroute to huf , at approximately 2 minutes after takeoff aircraft returned",gyy,GPE
20070501008469I,2682,0,"(-23) ON 05/01/2007 A BE-58 DEPARTED GYY ENROUTE TO HUF, AT APPROXIMATELY 2 MINUTES AFTER TAKEOFF AIRCRAFT RETURNED","( -23 ) on 05/01/2007 a be-58 departed gyy enroute to huf , at approximately 2 minutes after takeoff aircraft returned",huf,GPE
20070501008469I,2682,0,"(-23) ON 05/01/2007 A BE-58 DEPARTED GYY ENROUTE TO HUF, AT APPROXIMATELY 2 MINUTES AFTER TAKEOFF AIRCRAFT RETURNED","( -23 ) on 05/01/2007 a be-58 departed gyy enroute to huf , at approximately 2 minutes after takeoff aircraft returned",aircraft,VEH
20070711013499I,2684,0,"(-23) STUDENT PILOT DEPARTED KSEP AT APPROX. 10:00 AM, ENROUTE TO KGKY. AT APPROX. 1 NM NORTHWEST OF KGDJ PILOT NOT",( -23 ) student pilot departed ksep at approx .,student,PER
20070711013499I,2684,0,"(-23) STUDENT PILOT DEPARTED KSEP AT APPROX. 10:00 AM, ENROUTE TO KGKY. AT APPROX. 1 NM NORTHWEST OF KGDJ PILOT NOT",( -23 ) student pilot departed ksep at approx .,pilot,PER
20070711013499I,2684,0,"(-23) STUDENT PILOT DEPARTED KSEP AT APPROX. 10:00 AM, ENROUTE TO KGKY. AT APPROX. 1 NM NORTHWEST OF KGDJ PILOT NOT",( -23 ) student pilot departed ksep at approx .,ksep,ORG
20070711013499I,2684,1,"(-23) STUDENT PILOT DEPARTED KSEP AT APPROX. 10:00 AM, ENROUTE TO KGKY. AT APPROX. 1 NM NORTHWEST OF KGDJ PILOT NOT","10:00 am , enroute to kgky .",kgky,ORG
20070711013499I,2684,3,"(-23) STUDENT PILOT DEPARTED KSEP AT APPROX. 10:00 AM, ENROUTE TO KGKY. AT APPROX. 1 NM NORTHWEST OF KGDJ PILOT NOT",1 nm northwest of kgdj pilot not,kgdj,ORG
20070711013499I,2684,3,"(-23) STUDENT PILOT DEPARTED KSEP AT APPROX. 10:00 AM, ENROUTE TO KGKY. AT APPROX. 1 NM NORTHWEST OF KGDJ PILOT NOT",1 nm northwest of kgdj pilot not,pilot,PER
20070630826079I,2685,0,(-23) AIRCRAFT DEPARTED RAY AIRPORT AND AFTER TAKEOFF INTO THE CLIMB AIRCRAFT ENGINE STARTED TO HAVE PROBLEMS. PILO,( -23 ) aircraft departed ray airport and after takeoff into the climb aircraft engine started to have problems .,aircraft,VEH
20070630826079I,2685,0,(-23) AIRCRAFT DEPARTED RAY AIRPORT AND AFTER TAKEOFF INTO THE CLIMB AIRCRAFT ENGINE STARTED TO HAVE PROBLEMS. PILO,( -23 ) aircraft departed ray airport and after takeoff into the climb aircraft engine started to have problems .,ray airport,FAC
20070630826079I,2685,1,(-23) AIRCRAFT DEPARTED RAY AIRPORT AND AFTER TAKEOFF INTO THE CLIMB AIRCRAFT ENGINE STARTED TO HAVE PROBLEMS. PILO,pilo,pilo,PER
20070609013909I,2686,0,(-23) AT 1512 LCL PILOT DEPARTED RWY 11L AT BJC AND APPROX 200'-300' THE PASSENGER DOOR/CANOPY OPENED CAUSING PART ,( -23 ) at 1512 lcl pilot departed rwy 11l at bjc and approx 200'-300 ' the passenger door/canopy opened causing part,pilot,PER
20070609013909I,2686,0,(-23) AT 1512 LCL PILOT DEPARTED RWY 11L AT BJC AND APPROX 200'-300' THE PASSENGER DOOR/CANOPY OPENED CAUSING PART ,( -23 ) at 1512 lcl pilot departed rwy 11l at bjc and approx 200'-300 ' the passenger door/canopy opened causing part,passenger,PER
20070406014429I,2687,0,"(-23) 04/06/2007 AT 1502 LOCAL, COLGAN AIR FLIGHT 4912, RETURNED TO LAND ON RUNWAY 23 AT SHENADOAH REGIONAL AIRPORT","( -23 ) 04/06/2007 at 1502 local , colgan air flight 4912 , returned to land on runway 23 at shenadoah regional airport",colgan air,ORG
20070406014429I,2687,0,"(-23) 04/06/2007 AT 1502 LOCAL, COLGAN AIR FLIGHT 4912, RETURNED TO LAND ON RUNWAY 23 AT SHENADOAH REGIONAL AIRPORT","( -23 ) 04/06/2007 at 1502 local , colgan air flight 4912 , returned to land on runway 23 at shenadoah regional airport",runway,FAC
20070406014429I,2687,0,"(-23) 04/06/2007 AT 1502 LOCAL, COLGAN AIR FLIGHT 4912, RETURNED TO LAND ON RUNWAY 23 AT SHENADOAH REGIONAL AIRPORT","( -23 ) 04/06/2007 at 1502 local , colgan air flight 4912 , returned to land on runway 23 at shenadoah regional airport",shenadoah regional airport,FAC
