doc_idx,sent_idx,original_sentence,input,mention,bi_pred_entity,bi_qid,bi_desc,cross_pred_entity,cross_qid,cross_desc
2412,0,"(-23) ON 07/26/01 PILOT ROBERT TAIBEDEAU, CERT #2034160, ATTEMPTED TO DEPART VGT. PRIOR TO THIS INCIDENT THIS PILOT","(-23) on 07/26/01 pilot robert taibedeau, cert #2034160, attempted to depart vgt.",robert taibedeau,Robert F. Overmyer,Q519149," Robert Franklyn ""Bob"" Overmyer (July 14, 1936 – March 22, 1996), (Col, USMC), was an American test pilot, naval aviator, aeronautical engineer, physicist, United States Marine Corps officer and USAF/NASA astronaut. Overmyer was selected by the Air Force as an astronaut for its Manned Orbiting Laboratory in 1966. Upon cancellation of this program in 1969, he became a NASA astronaut and served support crew duties for the Apollo program, Skylab program and Apollo-Soyuz Test Project. In 1976, he was assigned to the Space Shuttle program and flew as pilot on STS-5 in 1982 and as commander on STS-51-B in 1985. He was selected as a lead investigator into the Space Shuttle ""Challenger"" disaster and retired from NASA in 1986. Ten years later, Overmyer died in Duluth, Minnesota while testing the Cirrus VK-30 composite homebuilt aircraft. ",Robert Benedict Bourdillon,Q56039970, Robert Benedict Bourdillon MC AFC DM CBE (8 September 1889 – 3 March 1971) was a British World War I pilot and medical researcher. 
2413,1,"(.19) ON AUGUST 5, 2001, ABOUT 2015 HOURS PACIFIC DAYLIGHT TIME, A CESSNA 336, N3838U, EXPERIENCED A LOSS OF POWER ","19) on august 5, 2001, about 2015 hours pacific daylight time, a cessna 336, n3838u, experienced a loss of power .",cessna 336,Cessna 340,Q2530939," The Cessna 340 is a twin piston engine pressurized business aircraft that was manufactured by Cessna.  The Cessna 335 is an unpressurized version, which appears the same externally as the 340. It sold in fewer numbers than the 340. ",Cessna 340,Q2530939," The Cessna 340 is a twin piston engine pressurized business aircraft that was manufactured by Cessna.  The Cessna 335 is an unpressurized version, which appears the same externally as the 340. It sold in fewer numbers than the 340. "
2414,1,"(-23)ON JUNE 6, 2001, ABOUT 0800 HRS. EASTERN STANDARD TIME, A CESSNA 150, N2207J, REGISTERED TT FREDERICK PISHOTTA"," eastern standard time, a cessna 150, n2207j, registered tt frederick pishotta.",eastern standard time,Eastern Time Zone,Q941023," The Eastern Time Zone (ET) is a time zone encompassing part or all of 22 states in the eastern part of the contiguous United States, parts of eastern Canada, the state of Quintana Roo in Mexico, Panama in Central America, and certain Caribbean and Atlantic islands, along with certain countries and parts of countries in South America. Places that use Eastern Standard Time (EST) when observing standard time (autumn/winter) are 5 hours behind Coordinated Universal Time ().  Eastern Daylight Time (EDT), when observing daylight saving time (spring/summer), is 4 hours behind Coordinated Universal Time ().  In the northern parts of the time zone, on the second Sunday in March, at 2:00 a.m. EST, clocks are advanced to 3:00 a.m. EDT leaving a one-hour ""gap"". On the first Sunday in November, at 2:00 a.m. EDT, clocks are moved back to 1:00 a.m. EST, thus ""duplicating"" one hour. Southern parts of the zone (Panama and the Caribbean) do not observe daylight saving time.  The largest city in the Eastern Time Zone is New York; the New York metropolitan area is the largest metropolitan area in the zone. ",Eastern Time Zone,Q941023," The Eastern Time Zone (ET) is a time zone encompassing part or all of 22 states in the eastern part of the contiguous United States, parts of eastern Canada, the state of Quintana Roo in Mexico, Panama in Central America, and certain Caribbean and Atlantic islands, along with certain countries and parts of countries in South America. Places that use Eastern Standard Time (EST) when observing standard time (autumn/winter) are 5 hours behind Coordinated Universal Time ().  Eastern Daylight Time (EDT), when observing daylight saving time (spring/summer), is 4 hours behind Coordinated Universal Time ().  In the northern parts of the time zone, on the second Sunday in March, at 2:00 a.m. EST, clocks are advanced to 3:00 a.m. EDT leaving a one-hour ""gap"". On the first Sunday in November, at 2:00 a.m. EDT, clocks are moved back to 1:00 a.m. EST, thus ""duplicating"" one hour. Southern parts of the zone (Panama and the Caribbean) do not observe daylight saving time.  The largest city in the Eastern Time Zone is New York; the New York metropolitan area is the largest metropolitan area in the zone. "
2414,1,"(-23)ON JUNE 6, 2001, ABOUT 0800 HRS. EASTERN STANDARD TIME, A CESSNA 150, N2207J, REGISTERED TT FREDERICK PISHOTTA"," eastern standard time, a cessna 150, n2207j, registered tt frederick pishotta.",cessna 150,Cessna 150,Q1057117," The Cessna 150 is a two-seat tricycle gear general aviation airplane that was designed for flight training, touring and personal use.  The Cessna 150 is the fifth most produced civilian plane ever, with 23,839 aircraft produced. The Cessna 150 was offered for sale in the 150 basic model, Commuter, Commuter II, Patroller and the aerobatic Aerobat models. ",Cessna 150,Q1057117," The Cessna 150 is a two-seat tricycle gear general aviation airplane that was designed for flight training, touring and personal use.  The Cessna 150 is the fifth most produced civilian plane ever, with 23,839 aircraft produced. The Cessna 150 was offered for sale in the 150 basic model, Commuter, Commuter II, Patroller and the aerobatic Aerobat models. "
2414,1,"(-23)ON JUNE 6, 2001, ABOUT 0800 HRS. EASTERN STANDARD TIME, A CESSNA 150, N2207J, REGISTERED TT FREDERICK PISHOTTA"," eastern standard time, a cessna 150, n2207j, registered tt frederick pishotta.",tt frederick pishotta,Brooke Knapp,Q4974450," Nancy Brooke Knapp (born 1940) is an American aviator, entrepreneur and realtor, best known for setting or breaking more than 100 world aviation speed records including the fastest speed around the world in a civilian jet aircraft in a Gulfstream III. ",Pan Am International Flight Academy,Q7129576," Pan Am International Flight Academy (PAIFA) is the only remaining division of the once iconic Pan American World Airways, which declared bankruptcy in January 1991 and shut down in December 1991. Today Pan Am International Flight Academy is a world leader in aviation training. In 2017 Pan Am International Flight Academy was awarded the Corporate Achievement Award by the Greater Miami Aviation Association recognizing the contributions of the corporation to the aviation industry. Pan Am International Flight Academy, Denver, was awarded the Export Achievement Certificate by the Denver office of the U.S. Commercial Services Division, a branch of the U.S. Department of Commerce. "
2416,0,"(-23) PILOT WAS ON A VFR FLIGHT FROM AUBURN/LEWISTON, ME (LEW) TO BUFFALO, NY (BUF). APPROXIMATELY 15 MILES SOUTHWE","(-23) pilot was on a vfr flight from auburn/lewiston, me (lew) to buffalo, ny (buf).",auburn,"Auburn, Maine",Q758545," Auburn is a city in and the county seat of Androscoggin County, Maine, United States. The population was 23,055 at the 2010 census. Auburn and Lewiston (directly across the Androscoggin River from each other) are known locally as the Twin Cities or Lewiston–Auburn (L–A). ",Auburn/Lewiston Municipal Airport,Q2901783," Auburn/Lewiston Municipal Airport is a public airport in Androscoggin County, Maine, opened in 1935. It is five miles southwest of the cities of Auburn and Lewiston, both of which own and operate the airport, though it is in the Auburn city limits.  The airport is not served by any airline, though Executive Airlines, Northeast Airlines, Air New England, Northeast Express Regional Airlines, and Bar Harbor Airlines have had scheduled flights to LEW in the past. The airport was the site of a Bar Harbor accident that killed ""America's Youngest Ambassador"" Samantha Smith.  The airport is also home of the Lufthansa Super Star restoration project. Starting in 2007, Lufthansa purchased three Lockheed L-1649A Super Star Propliners. Since 2007, they have been restoring the plane to be flown to Europe and used on special flights and other purposes. "
2416,0,"(-23) PILOT WAS ON A VFR FLIGHT FROM AUBURN/LEWISTON, ME (LEW) TO BUFFALO, NY (BUF). APPROXIMATELY 15 MILES SOUTHWE","(-23) pilot was on a vfr flight from auburn/lewiston, me (lew) to buffalo, ny (buf).",lewiston,"Lewiston, Maine",Q501170," Lewiston (; officially the City of Lewiston, Maine) is the second largest city in Maine and the most central city in Androscoggin County. The city borders the coastal sideways of the Gulf of Maine and is south of Augusta, the state's capital, and north of Portland, the cultural hub of Maine. It is one-half of the Lewiston-Auburn Metropolitan Statistical Area, commonly referred to as ""L.A."" or ""L-A."" Lewiston exerts a significant impact upon the diversity, religious variety, commerce, education, and economic power of Maine. It is known for a relatively low cost of living, substantial access to medical care, and an extremely low violent-crime rate. While the dominant language spoken in the city is English, it is home to the largest French-speaking population in the United States (by population) while it is second to St. Martin Parish, Louisiana, in percentage of speakers.  The Lewiston area traces its roots to 1669 with the early presence of the Androscoggin tribe (the namesake of the county in which the city resides). In the late 18th century, the area (then a part of Massachusetts) slowly became populated by Quebec families and was incorporated as ""Lewistown"" in 1795. The presence of the Androscoggin River and Lewistown Falls made the town an attractive area for manufacturing and hydro-power businesses. The rise of Boston rail and textile tycoon Benjamin Bates saw rapid economic growth rivaling that of Cambridge, Worcester, and Concord. The increase in economic stimulus prompted thousands of Quebecers to migrate, causing a population boom; the populace rose from 1,801","Lewiston, Maine",Q501170," Lewiston (; officially the City of Lewiston, Maine) is the second largest city in Maine and the most central city in Androscoggin County. The city borders the coastal sideways of the Gulf of Maine and is south of Augusta, the state's capital, and north of Portland, the cultural hub of Maine. It is one-half of the Lewiston-Auburn Metropolitan Statistical Area, commonly referred to as ""L.A."" or ""L-A."" Lewiston exerts a significant impact upon the diversity, religious variety, commerce, education, and economic power of Maine. It is known for a relatively low cost of living, substantial access to medical care, and an extremely low violent-crime rate. While the dominant language spoken in the city is English, it is home to the largest French-speaking population in the United States (by population) while it is second to St. Martin Parish, Louisiana, in percentage of speakers.  The Lewiston area traces its roots to 1669 with the early presence of the Androscoggin tribe (the namesake of the county in which the city resides). In the late 18th century, the area (then a part of Massachusetts) slowly became populated by Quebec families and was incorporated as ""Lewistown"" in 1795. The presence of the Androscoggin River and Lewistown Falls made the town an attractive area for manufacturing and hydro-power businesses. The rise of Boston rail and textile tycoon Benjamin Bates saw rapid economic growth rivaling that of Cambridge, Worcester, and Concord. The increase in economic stimulus prompted thousands of Quebecers to migrate, causing a population boom; the populace rose from 1,801"
2416,0,"(-23) PILOT WAS ON A VFR FLIGHT FROM AUBURN/LEWISTON, ME (LEW) TO BUFFALO, NY (BUF). APPROXIMATELY 15 MILES SOUTHWE","(-23) pilot was on a vfr flight from auburn/lewiston, me (lew) to buffalo, ny (buf).",me,Maine,Q724," Maine () is the northernmost state in the New England region of the northeastern United States. Maine is the 12th smallest by area, the 9th least populous, and the 38th most densely populated of the 50 U.S. states. It is bordered by New Hampshire to the west, the Atlantic Ocean to the southeast, and the Canadian provinces of New Brunswick and Quebec to the northeast and northwest, respectively. Maine is the only state to border just one other state; it is easternmost among the contiguous United States. It is the northernmost state east of the Great Lakes.  Maine is known for its jagged, rocky coastline; low, rolling mountains; heavily forested interior; and picturesque waterways, as well as its seafood cuisine, especially lobster and clams. There is a humid continental climate throughout most of the state, including in coastal areas such as its most populous city of Portland. Maine's capital city is Augusta.  For thousands of years, indigenous peoples were the only inhabitants of the territory that is now Maine. At the time of European arrival in what is now Maine, several Algonquian-speaking peoples inhabited the area. The first European settlement in the area was by the French in 1604 on Saint Croix Island, by Pierre Dugua, Sieur de Mons. The first English settlement was the short-lived Popham Colony, established by the Plymouth Company in 1607. A number of English settlements were established along the coast of Maine in the 1620s, although the rugged climate, deprivations, and conflict with the local peoples caused many",United States,Q30," The United States of America (USA), commonly known as the United States (U.S. or US) or America, is a country comprising 50 states, a federal district, five major self-governing territories, and various possessions. At , the United States is the world's third or fourth largest country by total area and is slightly smaller than the entire continent of Europe's . With a population of more than 327 million people, the U.S. is the third most populous country. Most of the country is located contiguously in North America between Canada and Mexico.  Paleo-Indians migrated from Siberia to the North American mainland at least 12,000 years ago. European colonization began in the 16th century. The United States emerged from the thirteen British colonies established along the East Coast. Following the French and Indian War, numerous disputes between Great Britain and the colonies led to the American Revolution, which began in 1775, and the subsequent Declaration of Independence in 1776. The war ended in 1783 with the United States becoming the first country to gain independence from a European power. The current constitution was adopted in 1788, with the first ten amendments, collectively named the Bill of Rights, being ratified in 1791 to guarantee many fundamental civil liberties. The United States expanded across North America throughout the 19th century until it spanned the continent by 1848. During the second half of the 19th century, the Civil War led to the abolition of slavery. The United States emerged from as a global superpower and a permanent member of the"
2416,0,"(-23) PILOT WAS ON A VFR FLIGHT FROM AUBURN/LEWISTON, ME (LEW) TO BUFFALO, NY (BUF). APPROXIMATELY 15 MILES SOUTHWE","(-23) pilot was on a vfr flight from auburn/lewiston, me (lew) to buffalo, ny (buf).",lew,Lincoln Regional Airport (Maine),Q6550980," Lincoln Regional Airport is a public airport located southwest of the central business district of Lincoln, a town in Penobscot County, Maine, United States. It is owned by the Town of Lincoln.  Although most U.S. airports use the same three-letter location identifier for the FAA and IATA, this airport is assigned LRG by the FAA but has no designation from the IATA (which assigned LRG to Lora Lai, Pakistan). ",Bethel Regional Airport,Q619581," Bethel Regional Airport is a public airport located two miles (3 km) northwest of the central business district of Bethel, a town in Oxford County, Maine, United States. It is owned by the Town of Bethel.  The airport is currently not served by any commercial airline, though on-demand service is available on Linear Air. A free shuttle runs between the town of Bethel and Sunday River ski resort, stopping at the airport on-demand and for occasional scheduled stops. "
2416,0,"(-23) PILOT WAS ON A VFR FLIGHT FROM AUBURN/LEWISTON, ME (LEW) TO BUFFALO, NY (BUF). APPROXIMATELY 15 MILES SOUTHWE","(-23) pilot was on a vfr flight from auburn/lewiston, me (lew) to buffalo, ny (buf).",buffalo,"Buffalo, New York",Q40435," Buffalo is the second largest city in the U.S. state of New York and the largest city in Western New York. , the population was 256,304. The city is the county seat of Erie County and a major gateway for commerce and travel across the Canada–United States border, forming part of the bi-national Buffalo Niagara Region.  The Buffalo area was inhabited before the 17th century by the Native American Iroquois tribe and later by French settlers. The city grew significantly in the 19th and 20th centuries as a result of immigration, the construction of the Erie Canal and rail transportation, and its close proximity to Lake Erie. This growth provided an abundance of fresh water and an ample trade route to the Midwestern United States while grooming its economy for the grain, steel and automobile industries that dominated the city's economy in the 20th century. Since the city's economy relied heavily on manufacturing, deindustrialization in the latter half of the 20th century led to a steady decline in population. While some manufacturing activity remains, Buffalo's economy has transitioned to service industries with a greater emphasis on healthcare, research and higher education, which emerged following the Great Recession.  Buffalo is on the eastern shore of Lake Erie, at the head of the Niagara River, 16 miles south of Niagara Falls. Its early embrace of electric power led to the nickname ""The City of Light"". The city is also famous for its urban planning and layout by Joseph Ellicott, an extensive system of parks designed","Buffalo, New York",Q40435," Buffalo is the second largest city in the U.S. state of New York and the largest city in Western New York. , the population was 256,304. The city is the county seat of Erie County and a major gateway for commerce and travel across the Canada–United States border, forming part of the bi-national Buffalo Niagara Region.  The Buffalo area was inhabited before the 17th century by the Native American Iroquois tribe and later by French settlers. The city grew significantly in the 19th and 20th centuries as a result of immigration, the construction of the Erie Canal and rail transportation, and its close proximity to Lake Erie. This growth provided an abundance of fresh water and an ample trade route to the Midwestern United States while grooming its economy for the grain, steel and automobile industries that dominated the city's economy in the 20th century. Since the city's economy relied heavily on manufacturing, deindustrialization in the latter half of the 20th century led to a steady decline in population. While some manufacturing activity remains, Buffalo's economy has transitioned to service industries with a greater emphasis on healthcare, research and higher education, which emerged following the Great Recession.  Buffalo is on the eastern shore of Lake Erie, at the head of the Niagara River, 16 miles south of Niagara Falls. Its early embrace of electric power led to the nickname ""The City of Light"". The city is also famous for its urban planning and layout by Joseph Ellicott, an extensive system of parks designed"
2416,0,"(-23) PILOT WAS ON A VFR FLIGHT FROM AUBURN/LEWISTON, ME (LEW) TO BUFFALO, NY (BUF). APPROXIMATELY 15 MILES SOUTHWE","(-23) pilot was on a vfr flight from auburn/lewiston, me (lew) to buffalo, ny (buf).",ny,New York (state),Q1384," New York is a state in the Northeastern United States. New York was one of the original thirteen colonies that formed the United States. With an estimated 19.54 million residents in 2018, it is the fourth most populous state. In order to distinguish the state from the city with the same name, it is sometimes referred to as New York State.  The state's most populous city, New York City, makes up over 40% of the state's population. Two-thirds of the state's population lives in the New York metropolitan area, and nearly 40% lives on Long Island. The state and city were both named for the 17th century Duke of York, the future King James II of England. With an estimated population of 8.62 million in 2017, New York City is the most populous city in the United States and the premier gateway for legal immigration to the United States. The New York metropolitan area is one of the most populous in the world. New York City is a global city, home to the United Nations Headquarters and has been described as the cultural, financial, and media capital of the world, as well as the world's most economically powerful city. The next four most populous cities in the state are Buffalo, Rochester, Yonkers, and Syracuse, while the state capital is Albany.  The 27th largest U.S. state in land area, New York has a diverse geography. The state is bordered by New Jersey and Pennsylvania to the south and Connecticut, Massachusetts, and Vermont to the",United States,Q30," The United States of America (USA), commonly known as the United States (U.S. or US) or America, is a country comprising 50 states, a federal district, five major self-governing territories, and various possessions. At , the United States is the world's third or fourth largest country by total area and is slightly smaller than the entire continent of Europe's . With a population of more than 327 million people, the U.S. is the third most populous country. Most of the country is located contiguously in North America between Canada and Mexico.  Paleo-Indians migrated from Siberia to the North American mainland at least 12,000 years ago. European colonization began in the 16th century. The United States emerged from the thirteen British colonies established along the East Coast. Following the French and Indian War, numerous disputes between Great Britain and the colonies led to the American Revolution, which began in 1775, and the subsequent Declaration of Independence in 1776. The war ended in 1783 with the United States becoming the first country to gain independence from a European power. The current constitution was adopted in 1788, with the first ten amendments, collectively named the Bill of Rights, being ratified in 1791 to guarantee many fundamental civil liberties. The United States expanded across North America throughout the 19th century until it spanned the continent by 1848. During the second half of the 19th century, the Civil War led to the abolition of slavery. The United States emerged from as a global superpower and a permanent member of the"
2417,0,(-23)ON TAKEOFF FOR A MIANTENANCE FERRY FLIGHT (SPECIAL FLIGHT PERMIT ISSUED) FROM FULTON COUNTY-BRONW FIELD (FTY) ,(-23)on takeoff for a miantenance ferry flight (special flight permit issued) from fulton county-bronw field (fty) ,fulton county-bronw field,Fulton County Airport (New York),Q3274255," Fulton County Airport is a county-owned, public-use airport in Fulton County, New York, United States. It is two nautical miles (3.7 km) east of the central business district of Johnstown. This airport is included in the FAA's National Plan of Integrated Airport Systems for 2009–2013, which categorized it as a ""general aviation"" facility. ",Fulton County Airport (Indiana),Q3275806," Fulton County Airport is two miles east of Rochester, in Fulton County, Indiana. It is owned by the Fulton County Airport Authority (formerly the Fulton County Board of Aviation Commissioners). "
2419,0,"(-23) PILOT STATED THAT JUST BEFORE TAKE OFF AT YUMA INTERNATIONAL AIRPORT, HE ADJUSTED HIS SEAT FORWARD BECAUSE HE","(-23) pilot stated that just before take off at yuma international airport, he adjusted his seat forward because he",yuma,"Yuma, Arizona",Q79820," Yuma () is a city in and the county seat of Yuma County, Arizona, United States. The city's population was 93,064 at the 2010 census, up from the 2000 census population of 77,515.  Yuma is the principal city of the Yuma, Arizona, Metropolitan Statistical Area, which consists of Yuma County. According to the United States Census Bureau, the 2014 estimated population of the Yuma MSA is 203,247. More than 85,000 retirees make Yuma their winter residence.  Yuma is in the state's southwest corner, in the Sonoran Desert, Yuma Desert sub-region. ","Yuma, Arizona",Q79820," Yuma () is a city in and the county seat of Yuma County, Arizona, United States. The city's population was 93,064 at the 2010 census, up from the 2000 census population of 77,515.  Yuma is the principal city of the Yuma, Arizona, Metropolitan Statistical Area, which consists of Yuma County. According to the United States Census Bureau, the 2014 estimated population of the Yuma MSA is 203,247. More than 85,000 retirees make Yuma their winter residence.  Yuma is in the state's southwest corner, in the Sonoran Desert, Yuma Desert sub-region. "
2420,0,"(-23) SMALL TOW BAR WAS LEFT ATTACHED, AFTER A PRE-FLIGHT INSPECTION WAS COMPLETED IN HANGAR. PILOT WAS NOTIFIED TO","(-23) small tow bar was left attached, after a pre-flight inspection was completed in hangar.",hangar,Hangar,Q192375," A hangar is a closed building structure to hold aircraft, or spacecraft. Hangars are built of metal, wood and concrete. The word ""hangar"" comes from Middle French ""hanghart"" (""enclosure near a house""), of Germanic origin, from Frankish *""haimgard"" (""home-enclosure"", ""fence around a group of houses""), from *""haim"" (""home, village, hamlet"") and ""gard"" (""yard"").  Hangars are used for protection from the weather, direct sunlight and for maintenance, repair, manufacture, assembly and storage of aircraft, aircraft carriers and ships. ",Hangar,Q192375," A hangar is a closed building structure to hold aircraft, or spacecraft. Hangars are built of metal, wood and concrete. The word ""hangar"" comes from Middle French ""hanghart"" (""enclosure near a house""), of Germanic origin, from Frankish *""haimgard"" (""home-enclosure"", ""fence around a group of houses""), from *""haim"" (""home, village, hamlet"") and ""gard"" (""yard"").  Hangars are used for protection from the weather, direct sunlight and for maintenance, repair, manufacture, assembly and storage of aircraft, aircraft carriers and ships. "
2423,1,(-23) ON 10/30/2001 MR. HATTER PURCHASED 44.3 GALLONS OF FUEL FROM THE FUEL TRUCK AT MOORE COUNTY AIRPORT IN DUMAS , hatter purchased 44.,hatter,Clyde Hatter,Q5136932," Clyde Melno Hatter (August 7, 1908 – October 16, 1937), also known as the ""Mad Hatter"", was a left-handed pitcher who played professional baseball for eight years from 1930 to 1937, including two stints in Major League Baseball in 1935 and 1937.  A native of Kentucky, Hatter played college baseball for Eastern Kentucky State Teachers College in 1928 and 1929. He signed with the Louisville Colonels in October 1929 and spent five years playing in the minor leagues, including four seasons with the Colonels. In September 1934, he was purchased by the Detroit Tigers. He played for the Tigers during portions of the 1935 and 1937 seasons, compiling a 1-0 record and 8.44 earned run average (ERA) in 11 major league games.  Hatter concluded his playing career with the Toledo Mud Hens in 1937. He was plagued by alcohol and behavioral problems and by a 1936 nervous breakdown. He died in October 1937 at age 28 after being discovered unconscious in the back seat of his father's car. Newspapers attributed Hatter's death to a heart attack, though teammate Marv Owen attributed it to alcohol. ",Hatmaking,Q663375," Hatmaking or millinery is the design, manufacture and sale of hats and head-wear. A person engaged in this trade is called a milliner or hatter.  Millinery is sold to women, men and children, though some definitions limit the term to women's hats. Historically, milliners, typically female shopkeepers, produced or imported an inventory of garments for men, women, and children, and sold these garments in their millinery shop. More recently, the term ""milliner"" has evolved to describe a person who designs, makes, sells or trims hats primarily for a female clientele. The origin of the term is probably the Middle English ""milener"", meaning an inhabitant of the city of Milan or one who deals in items from Milan, known for its fashion and clothing. "
2423,2,(-23) ON 10/30/2001 MR. HATTER PURCHASED 44.3 GALLONS OF FUEL FROM THE FUEL TRUCK AT MOORE COUNTY AIRPORT IN DUMAS ,3 gallons of fuel from the fuel truck at moore county airport in dumas .,moore county,"Moore County, North Carolina",Q507782," Moore County (moco) is a county located in the U.S. state of North Carolina. As of the 2010 census, the population was 88,247. Its county seat is Carthage and its largest town is Pinehurst. It is a border county between the Piedmont and the Atlantic Coastal Plain.  In the early years the economy was dependent on agriculture and lumber. The lumber business expanded after railroads reached the area, improving access to markets. It lies at the northern edge of the area known as the Sandhills region, and developed resorts in the late 19th century, aided by railroads.  In the early 21st century Moore County comprises the Aberdeen-Pinehurst-Southern Pines, North Carolina Micropolitan Statistical Area. It is sometimes included in the Research Triangle and Greater Raleigh-Durham CSA. ","Moore County, Texas",Q156464," Moore County is a county located in the U.S. state of Texas. As of the 2010 census, its population was 21,904. The county seat is Dumas. The county was created in 1876 and organized in 1892. It is named for Edwin Ward Moore, the commander of the Texas Navy.  The Dumas, TX Micropolitan Statistical Area includes all of Moore County.  Moore County history is highlighted in the Window on the Plains Museum in Dumas. "
2423,2,(-23) ON 10/30/2001 MR. HATTER PURCHASED 44.3 GALLONS OF FUEL FROM THE FUEL TRUCK AT MOORE COUNTY AIRPORT IN DUMAS ,3 gallons of fuel from the fuel truck at moore county airport in dumas .,dumas,"Dumas, Texas",Q975768," Dumas ( ) is a city in Moore County, Texas, United States. The population was 14,691 at the 2010 census. It is the county seat of Moore County. Located about 50 miles north of Amarillo, the city is named for its founder, Louis Dumas (1856–1923). Dumas Avenue, the main thoroughfare, is also United States Highways 287 and 87.  Window on the Plains Museum, which offers exhibits on Moore County and the Texas Panhandle, is located on South Dumas Avenue, the main thoroughfare. Dumas is home to Moore County Airport, a general-aviation airport 2 miles west of the central business district.  The Dumas government claims, with some documentation, that the song ""I'm a Ding Dong Daddy From Dumas"" was written about the city. Composed in the late 1920s by Phil Baxter (a native Texan who lived for a time in Dumas) and Carl Moore, the song has also sometimes been claimed by Dumas in Desha County in southeastern Arkansas. ","Dumas, Texas",Q975768," Dumas ( ) is a city in Moore County, Texas, United States. The population was 14,691 at the 2010 census. It is the county seat of Moore County. Located about 50 miles north of Amarillo, the city is named for its founder, Louis Dumas (1856–1923). Dumas Avenue, the main thoroughfare, is also United States Highways 287 and 87.  Window on the Plains Museum, which offers exhibits on Moore County and the Texas Panhandle, is located on South Dumas Avenue, the main thoroughfare. Dumas is home to Moore County Airport, a general-aviation airport 2 miles west of the central business district.  The Dumas government claims, with some documentation, that the song ""I'm a Ding Dong Daddy From Dumas"" was written about the city. Composed in the late 1920s by Phil Baxter (a native Texan who lived for a time in Dumas) and Carl Moore, the song has also sometimes been claimed by Dumas in Desha County in southeastern Arkansas. "
2426,0,"(-23) THE AIRMAN PERFORMED A NORMAL TAKEOFF FROM THE CAMBRIDGE AIRPORT. IMMEDIATELY AFTER LIFT OFF, THE PILOT HEARD",(-23) the airman performed a normal takeoff from the cambridge airport.,cambridge,Cambridge,Q350," Cambridge ( ) is a university city and the county town of Cambridgeshire, England, on the River Cam approximately north of London. At the United Kingdom Census 2011, its population was 123,867 including 24,506 students. Cambridge became an important trading centre during the Roman and Viking ages, and there is archaeological evidence of settlement in the area as early as the Bronze Age. The first town charters were granted in the 12th century, although modern city status was not officially conferred until 1951.  The world-renowned University of Cambridge was founded in 1209. The buildings of the university include King's College Chapel, Cavendish Laboratory, and the Cambridge University Library, one of the largest legal deposit libraries in the world. The city's skyline is dominated by several college buildings, along with the spire of the Our Lady and the English Martyrs Church, the chimney of Addenbrooke's Hospital and St John's College Chapel tower. Anglia Ruskin University, which evolved from the Cambridge School of Art and the Cambridgeshire College of Arts and Technology, also has its main campus in the city.  Cambridge is at the heart of the high-technology Silicon Fen with industries such as software and bioscience and many start-up companies born out of the university. More than 40 per cent of the workforce have a higher education qualification, more than twice the national average. The Cambridge Biomedical Campus, one of the largest biomedical research clusters in the world, is soon to house premises of AstraZeneca, a hotel and the relocated Papworth Hospital.  The",Cambridge,Q350," Cambridge ( ) is a university city and the county town of Cambridgeshire, England, on the River Cam approximately north of London. At the United Kingdom Census 2011, its population was 123,867 including 24,506 students. Cambridge became an important trading centre during the Roman and Viking ages, and there is archaeological evidence of settlement in the area as early as the Bronze Age. The first town charters were granted in the 12th century, although modern city status was not officially conferred until 1951.  The world-renowned University of Cambridge was founded in 1209. The buildings of the university include King's College Chapel, Cavendish Laboratory, and the Cambridge University Library, one of the largest legal deposit libraries in the world. The city's skyline is dominated by several college buildings, along with the spire of the Our Lady and the English Martyrs Church, the chimney of Addenbrooke's Hospital and St John's College Chapel tower. Anglia Ruskin University, which evolved from the Cambridge School of Art and the Cambridgeshire College of Arts and Technology, also has its main campus in the city.  Cambridge is at the heart of the high-technology Silicon Fen with industries such as software and bioscience and many start-up companies born out of the university. More than 40 per cent of the workforce have a higher education qualification, more than twice the national average. The Cambridge Biomedical Campus, one of the largest biomedical research clusters in the world, is soon to house premises of AstraZeneca, a hotel and the relocated Papworth Hospital.  The"
