,c5_id,doc_idx,sent_idx,c119_input,sentence,entities
3886,20051230029429A,2618,0,"(-23) PIC OF N5435L ATTEMPTED TO DEPART RUNWAY 27L AT THE BOULDER CITY AIRPORT (61B), FAILING TO REMOVE THE FLIGHT ","( -23 ) pic of n5435l attempted to depart runway 27l at the boulder city airport ( 61b ) , failing to remove the flight","[13, 15, 'FAC']"
3887,20051208032799A,2619,0,"(-23) N49815, A CE-152, ON 10/24/2005 WAS SUBJECT TO THE RISING WATER OF A TROPICAL HURRICANE AND RENDERED A CONSTR","( -23 ) n49815 , a ce-152 , on 10/24/2005 was subject to the rising water of a tropical hurricane and rendered a constr","[6, 6, 'VEH']"
3888,20051208032799A,2619,0,"(-23) N49815, A CE-152, ON 10/24/2005 WAS SUBJECT TO THE RISING WATER OF A TROPICAL HURRICANE AND RENDERED A CONSTR","( -23 ) n49815 , a ce-152 , on 10/24/2005 was subject to the rising water of a tropical hurricane and rendered a constr","[23, 23, 'PER']"
3889,20060412008079A,2621,0,(-23) PILOT BEGAN TAKEOFF ROLL ON GRASS AIRSTRIP IN KENLY NC. PRIOR TO LIFTOFF (TRANSITIONING FROM A 3 POINT ATTITU,( -23 ) pilot began takeoff roll on grass airstrip in kenly nc .,"[3, 3, 'PER']"
3890,20060412008079A,2621,0,(-23) PILOT BEGAN TAKEOFF ROLL ON GRASS AIRSTRIP IN KENLY NC. PRIOR TO LIFTOFF (TRANSITIONING FROM A 3 POINT ATTITU,( -23 ) pilot began takeoff roll on grass airstrip in kenly nc .,"[11, 12, 'GPE']"
3891,20060422007479I,2622,0,"(-23) THE PILOT STATED THAT HE TOPPED OFF ALL FUEL TANKS PRIOR TO DEPARTING GALVESTON, TEXAS (GLS). WHILE ENROUTE T","( -23 ) the pilot stated that he topped off all fuel tanks prior to departing galveston , texas ( gls ) .","[4, 4, 'PER']"
3892,20060422007479I,2622,0,"(-23) THE PILOT STATED THAT HE TOPPED OFF ALL FUEL TANKS PRIOR TO DEPARTING GALVESTON, TEXAS (GLS). WHILE ENROUTE T","( -23 ) the pilot stated that he topped off all fuel tanks prior to departing galveston , texas ( gls ) .","[7, 7, 'PER']"
3893,20060422007479I,2622,0,"(-23) THE PILOT STATED THAT HE TOPPED OFF ALL FUEL TANKS PRIOR TO DEPARTING GALVESTON, TEXAS (GLS). WHILE ENROUTE T","( -23 ) the pilot stated that he topped off all fuel tanks prior to departing galveston , texas ( gls ) .","[16, 16, 'GPE']"
3894,20060422007479I,2622,0,"(-23) THE PILOT STATED THAT HE TOPPED OFF ALL FUEL TANKS PRIOR TO DEPARTING GALVESTON, TEXAS (GLS). WHILE ENROUTE T","( -23 ) the pilot stated that he topped off all fuel tanks prior to departing galveston , texas ( gls ) .","[18, 18, 'GPE']"
3895,20060422007479I,2622,0,"(-23) THE PILOT STATED THAT HE TOPPED OFF ALL FUEL TANKS PRIOR TO DEPARTING GALVESTON, TEXAS (GLS). WHILE ENROUTE T","( -23 ) the pilot stated that he topped off all fuel tanks prior to departing galveston , texas ( gls ) .","[20, 20, 'GPE']"
3896,20060303004279I,2623,0,(-23) DURING CLIMB OUT FROM MID-CONTINENT AIRPORT RUNWAY 1R THE AMATEUR BUILT/EXPERIMENTAL CHALLENGER II SPEC. EXPE,( -23 ) during climb out from mid-continent airport runway 1r the amateur built/experimental challenger ii spec .,"[7, 8, 'FAC']"
3897,20060303004279I,2623,0,(-23) DURING CLIMB OUT FROM MID-CONTINENT AIRPORT RUNWAY 1R THE AMATEUR BUILT/EXPERIMENTAL CHALLENGER II SPEC. EXPE,( -23 ) during climb out from mid-continent airport runway 1r the amateur built/experimental challenger ii spec .,"[9, 9, 'FAC']"
3898,20060303004279I,2623,0,(-23) DURING CLIMB OUT FROM MID-CONTINENT AIRPORT RUNWAY 1R THE AMATEUR BUILT/EXPERIMENTAL CHALLENGER II SPEC. EXPE,( -23 ) during climb out from mid-continent airport runway 1r the amateur built/experimental challenger ii spec .,"[14, 15, 'VEH']"
3899,20060226002189I,2624,0,"(-23) SKYWEST 6379, CRJ7, DEPARTED SAN ANTONIO AT 0715C, FEBRUARY 26, 2006. THEN RETURNED AND LANDED AFTER BURNING ","( -23 ) skywest 6379 , crj7 , departed san antonio at 0715c , february 26 , 2006 .","[3, 4, 'VEH']"
3900,20060226002189I,2624,0,"(-23) SKYWEST 6379, CRJ7, DEPARTED SAN ANTONIO AT 0715C, FEBRUARY 26, 2006. THEN RETURNED AND LANDED AFTER BURNING ","( -23 ) skywest 6379 , crj7 , departed san antonio at 0715c , february 26 , 2006 .","[6, 6, 'VEH']"
3901,20060226002189I,2624,0,"(-23) SKYWEST 6379, CRJ7, DEPARTED SAN ANTONIO AT 0715C, FEBRUARY 26, 2006. THEN RETURNED AND LANDED AFTER BURNING ","( -23 ) skywest 6379 , crj7 , departed san antonio at 0715c , february 26 , 2006 .","[9, 10, 'GPE']"
3902,20051021027999I,2625,0,"(-23) ON OCTOBER 21, 2005, A CESSNA 310, REGISTRATION NUMBER N3346X, S/N 310L-0196, LOST ITS RIGHT BRAKE AS IT WAS ","( -23 ) on october 21 , 2005 , a cessna 310 , registration number n3346x , s/n 310l-0196 , lost its right brake as it was","[10, 11, 'VEH']"
3903,20051021027999I,2625,0,"(-23) ON OCTOBER 21, 2005, A CESSNA 310, REGISTRATION NUMBER N3346X, S/N 310L-0196, LOST ITS RIGHT BRAKE AS IT WAS ","( -23 ) on october 21 , 2005 , a cessna 310 , registration number n3346x , s/n 310l-0196 , lost its right brake as it was","[21, 21, 'VEH']"
3904,20051021027999I,2625,0,"(-23) ON OCTOBER 21, 2005, A CESSNA 310, REGISTRATION NUMBER N3346X, S/N 310L-0196, LOST ITS RIGHT BRAKE AS IT WAS ","( -23 ) on october 21 , 2005 , a cessna 310 , registration number n3346x , s/n 310l-0196 , lost its right brake as it was","[25, 25, 'VEH']"
3905,20060325004209I,2626,0,"(-23) ON MARCH 25, 2006, AT 1422 CDT, PILOT IN COMMAND REPORTED TO HOUSTON ARTCC OF LOSING THE AIRCRAFT'S REAR CANO","( -23 ) on march 25 , 2006 , at 1422 cdt , pilot in command reported to houston artcc of losing the aircraft 's rear cano","[13, 13, 'PER']"
3906,20060325004209I,2626,0,"(-23) ON MARCH 25, 2006, AT 1422 CDT, PILOT IN COMMAND REPORTED TO HOUSTON ARTCC OF LOSING THE AIRCRAFT'S REAR CANO","( -23 ) on march 25 , 2006 , at 1422 cdt , pilot in command reported to houston artcc of losing the aircraft 's rear cano","[18, 19, 'ORG']"
3907,20060325004209I,2626,0,"(-23) ON MARCH 25, 2006, AT 1422 CDT, PILOT IN COMMAND REPORTED TO HOUSTON ARTCC OF LOSING THE AIRCRAFT'S REAR CANO","( -23 ) on march 25 , 2006 , at 1422 cdt , pilot in command reported to houston artcc of losing the aircraft 's rear cano","[23, 23, 'VEH']"
3908,20060302003989I,2627,0,"(-23) ASH 6351, CRJ 2, RETURNED TO ONTARIO, CA AT 0723PST WITH A NOSE GEAR ISSUE. (THE ""REMOVE BEFORE FLIGHT"" RED S","( -23 ) ash 6351 , crj 2 , returned to ontario , ca at 0723pst with a nose gear issue .","[3, 4, 'VEH']"
3909,20060302003989I,2627,0,"(-23) ASH 6351, CRJ 2, RETURNED TO ONTARIO, CA AT 0723PST WITH A NOSE GEAR ISSUE. (THE ""REMOVE BEFORE FLIGHT"" RED S","( -23 ) ash 6351 , crj 2 , returned to ontario , ca at 0723pst with a nose gear issue .","[6, 7, 'VEH']"
3910,20060302003989I,2627,0,"(-23) ASH 6351, CRJ 2, RETURNED TO ONTARIO, CA AT 0723PST WITH A NOSE GEAR ISSUE. (THE ""REMOVE BEFORE FLIGHT"" RED S","( -23 ) ash 6351 , crj 2 , returned to ontario , ca at 0723pst with a nose gear issue .","[11, 11, 'GPE']"
3911,20060302003989I,2627,0,"(-23) ASH 6351, CRJ 2, RETURNED TO ONTARIO, CA AT 0723PST WITH A NOSE GEAR ISSUE. (THE ""REMOVE BEFORE FLIGHT"" RED S","( -23 ) ash 6351 , crj 2 , returned to ontario , ca at 0723pst with a nose gear issue .","[13, 13, 'GPE']"
3912,20051102032739I,2628,0,"(-23) THE PILOT ^PRIVACY DATA^ STATED THAT ON 11/02/05, HE STARTED HIS AIRPLANE AND SHUT IT DOWN BEFORE ENTERING RU","( -23 ) the pilot ^privacy data^ stated that on 11/02/05 , he started his airplane and shut it down before entering ru","[4, 4, 'PER']"
3913,20051102032739I,2628,0,"(-23) THE PILOT ^PRIVACY DATA^ STATED THAT ON 11/02/05, HE STARTED HIS AIRPLANE AND SHUT IT DOWN BEFORE ENTERING RU","( -23 ) the pilot ^privacy data^ stated that on 11/02/05 , he started his airplane and shut it down before entering ru","[12, 12, 'PER']"
3914,20051102032739I,2628,0,"(-23) THE PILOT ^PRIVACY DATA^ STATED THAT ON 11/02/05, HE STARTED HIS AIRPLANE AND SHUT IT DOWN BEFORE ENTERING RU","( -23 ) the pilot ^privacy data^ stated that on 11/02/05 , he started his airplane and shut it down before entering ru","[14, 14, 'PER']"
3915,20051102032739I,2628,0,"(-23) THE PILOT ^PRIVACY DATA^ STATED THAT ON 11/02/05, HE STARTED HIS AIRPLANE AND SHUT IT DOWN BEFORE ENTERING RU","( -23 ) the pilot ^privacy data^ stated that on 11/02/05 , he started his airplane and shut it down before entering ru","[15, 15, 'VEH']"
3916,20051102032739I,2628,0,"(-23) THE PILOT ^PRIVACY DATA^ STATED THAT ON 11/02/05, HE STARTED HIS AIRPLANE AND SHUT IT DOWN BEFORE ENTERING RU","( -23 ) the pilot ^privacy data^ stated that on 11/02/05 , he started his airplane and shut it down before entering ru","[18, 18, 'VEH']"
3917,20051108028679A,2629,0,(-23) THE AIRCRAFT WAS NOT PREFLIGHTED PRIOR TO DEPARTURE. THE LINE PERSON HAD REMOVED THE OIL DIPSTICK FROM THE RI,( -23 ) the aircraft was not preflighted prior to departure .,"[4, 4, 'VEH']"
3918,20051108028679A,2629,1,(-23) THE AIRCRAFT WAS NOT PREFLIGHTED PRIOR TO DEPARTURE. THE LINE PERSON HAD REMOVED THE OIL DIPSTICK FROM THE RI,the line person had removed the oil dipstick from the ri .,"[14, 14, 'PER']"
3919,20051009024969I,2630,0,(-23) ^PRIVACY DATA OMITTED^ HELICOPTER ENGINE POWER CHECKS WERE BEING CONDUCTED BY PILOT AND ONE CREWMEMBER. DURIN,( -23 ) ^privacy data omitted^ helicopter engine power checks were being conducted by pilot and one crewmember .,"[6, 6, 'VEH']"
3920,20051009024969I,2630,0,(-23) ^PRIVACY DATA OMITTED^ HELICOPTER ENGINE POWER CHECKS WERE BEING CONDUCTED BY PILOT AND ONE CREWMEMBER. DURIN,( -23 ) ^privacy data omitted^ helicopter engine power checks were being conducted by pilot and one crewmember .,"[7, 7, 'VEH']"
3921,20051009024969I,2630,0,(-23) ^PRIVACY DATA OMITTED^ HELICOPTER ENGINE POWER CHECKS WERE BEING CONDUCTED BY PILOT AND ONE CREWMEMBER. DURIN,( -23 ) ^privacy data omitted^ helicopter engine power checks were being conducted by pilot and one crewmember .,"[14, 14, 'PER']"
3922,20051009024969I,2630,0,(-23) ^PRIVACY DATA OMITTED^ HELICOPTER ENGINE POWER CHECKS WERE BEING CONDUCTED BY PILOT AND ONE CREWMEMBER. DURIN,( -23 ) ^privacy data omitted^ helicopter engine power checks were being conducted by pilot and one crewmember .,"[17, 17, 'PER']"
3923,20051009024969I,2630,1,(-23) ^PRIVACY DATA OMITTED^ HELICOPTER ENGINE POWER CHECKS WERE BEING CONDUCTED BY PILOT AND ONE CREWMEMBER. DURIN,durin .,"[19, 19, 'PER']"
3924,20060209010299I,2631,0,(-23) AIRTRAN AIRWAYS FLT 851 DEPARTED FROM MSP AT 1330Z HOURS ENROUTE TO ATL AND EXPERIENCED A LEFT GEAR DOOR UNSA,( -23 ) airtran airways flt 851 departed from msp at 1330z hours enroute to atl and experienced a left gear door unsa,"[3, 4, 'ORG']"
3925,20060209010299I,2631,0,(-23) AIRTRAN AIRWAYS FLT 851 DEPARTED FROM MSP AT 1330Z HOURS ENROUTE TO ATL AND EXPERIENCED A LEFT GEAR DOOR UNSA,( -23 ) airtran airways flt 851 departed from msp at 1330z hours enroute to atl and experienced a left gear door unsa,"[5, 6, 'VEH']"
3926,20060209010299I,2631,0,(-23) AIRTRAN AIRWAYS FLT 851 DEPARTED FROM MSP AT 1330Z HOURS ENROUTE TO ATL AND EXPERIENCED A LEFT GEAR DOOR UNSA,( -23 ) airtran airways flt 851 departed from msp at 1330z hours enroute to atl and experienced a left gear door unsa,"[9, 9, 'GPE']"
3927,20060209010299I,2631,0,(-23) AIRTRAN AIRWAYS FLT 851 DEPARTED FROM MSP AT 1330Z HOURS ENROUTE TO ATL AND EXPERIENCED A LEFT GEAR DOOR UNSA,( -23 ) airtran airways flt 851 departed from msp at 1330z hours enroute to atl and experienced a left gear door unsa,"[15, 15, 'GPE']"
3928,20051228030699A,2632,0,(-23) THE PILOT ^PRIVACY DA^ WAS ATTEMPTING TO TAKEOFF ON RUNWAY 32 AT HIS 2300 FT PRIVATE DIRT STRIP. AFTER LIFT-O,( -23 ) the pilot ^privacy da^ was attempting to takeoff on runway 32 at his 2300 ft private dirt strip .,"[4, 4, 'PER']"
3929,20051228030699A,2632,0,(-23) THE PILOT ^PRIVACY DA^ WAS ATTEMPTING TO TAKEOFF ON RUNWAY 32 AT HIS 2300 FT PRIVATE DIRT STRIP. AFTER LIFT-O,( -23 ) the pilot ^privacy da^ was attempting to takeoff on runway 32 at his 2300 ft private dirt strip .,"[15, 15, 'PER']"
3930,20051228030699A,2632,0,(-23) THE PILOT ^PRIVACY DA^ WAS ATTEMPTING TO TAKEOFF ON RUNWAY 32 AT HIS 2300 FT PRIVATE DIRT STRIP. AFTER LIFT-O,( -23 ) the pilot ^privacy da^ was attempting to takeoff on runway 32 at his 2300 ft private dirt strip .,"[20, 20, 'FAC']"
3931,20051116028339I,2633,0,(-23) PILOT DEPARTED DVT ON AN IFR FLIGHT PLAN. WHILE WAITING FOR DEPARTURE RELEASE FROM ATC THE ENTRANCE DOOR WAS ,( -23 ) pilot departed dvt on an ifr flight plan .,"[3, 3, 'PER']"
3932,20051116028339I,2633,1,(-23) PILOT DEPARTED DVT ON AN IFR FLIGHT PLAN. WHILE WAITING FOR DEPARTURE RELEASE FROM ATC THE ENTRANCE DOOR WAS ,while waiting for departure release from atc the entrance door was .,"[18, 18, 'ORG']"
3933,20050922030889I,2634,1,(-23) ON 09-22-05 AT APPROX. 0122 LOCAL N181FL ON FLIGHT FROM ENW TO MKE DEPARTING ON RWY 24R. AT ABOUT 400' OF RWY,0122 local n181fl on flight from enw to mke departing on rwy 24r .,"[14, 14, 'GPE']"
3934,20050922030889I,2634,1,(-23) ON 09-22-05 AT APPROX. 0122 LOCAL N181FL ON FLIGHT FROM ENW TO MKE DEPARTING ON RWY 24R. AT ABOUT 400' OF RWY,0122 local n181fl on flight from enw to mke departing on rwy 24r .,"[16, 16, 'GPE']"
3935,20050922030889I,2634,1,(-23) ON 09-22-05 AT APPROX. 0122 LOCAL N181FL ON FLIGHT FROM ENW TO MKE DEPARTING ON RWY 24R. AT ABOUT 400' OF RWY,0122 local n181fl on flight from enw to mke departing on rwy 24r .,"[19, 20, 'FAC']"
3936,20050922030889I,2634,2,(-23) ON 09-22-05 AT APPROX. 0122 LOCAL N181FL ON FLIGHT FROM ENW TO MKE DEPARTING ON RWY 24R. AT ABOUT 400' OF RWY,at about 400 of rwy .,"[26, 26, 'GPE']"
3937,20060409004559I,2635,0,"(-23) DURING THE PILOT'S PRELIGHT, HE DISCOVERED DEBRIS INSIDE OF THE ENGINE COWLING CONSISTENT WITH WHAT YOU MIGHT","( -23 ) during the pilot 's prelight , he discovered debris inside of the engine cowling consistent with what you might","[5, 5, 'PER']"
3938,20060409004559I,2635,0,"(-23) DURING THE PILOT'S PRELIGHT, HE DISCOVERED DEBRIS INSIDE OF THE ENGINE COWLING CONSISTENT WITH WHAT YOU MIGHT","( -23 ) during the pilot 's prelight , he discovered debris inside of the engine cowling consistent with what you might","[9, 9, 'PER']"
3939,20060409004559I,2635,0,"(-23) DURING THE PILOT'S PRELIGHT, HE DISCOVERED DEBRIS INSIDE OF THE ENGINE COWLING CONSISTENT WITH WHAT YOU MIGHT","( -23 ) during the pilot 's prelight , he discovered debris inside of the engine cowling consistent with what you might","[15, 15, 'VEH']"
3940,20060409004559I,2635,0,"(-23) DURING THE PILOT'S PRELIGHT, HE DISCOVERED DEBRIS INSIDE OF THE ENGINE COWLING CONSISTENT WITH WHAT YOU MIGHT","( -23 ) during the pilot 's prelight , he discovered debris inside of the engine cowling consistent with what you might","[20, 20, 'PER']"
3941,20060316004189I,2637,0,"(-23) ^PRIVACY DATA OMITTED ON 03-16-06, N101WA, A SC7-3 SKYVAN, PILOTED BY ^PRIVACY DATA O^ IMPACTED THE TAIL OF N","( -23 ) ^privacy data omitted on 03-16-06 , n101wa , a sc7-3 skyvan , piloted by ^privacy data o^ impacted the tail of n","[12, 12, 'VEH']"
3942,20060316004189I,2637,0,"(-23) ^PRIVACY DATA OMITTED ON 03-16-06, N101WA, A SC7-3 SKYVAN, PILOTED BY ^PRIVACY DATA O^ IMPACTED THE TAIL OF N","( -23 ) ^privacy data omitted on 03-16-06 , n101wa , a sc7-3 skyvan , piloted by ^privacy data o^ impacted the tail of n","[13, 13, 'VEH']"
3943,20060305003889I,2638,0,"(-23) THE PILOT IN COMMAND, ^PRIVACY DATA OMITTED^ FAILED TO ENSURE THE FRONT SEAT WAS PROPERLY LATCHED. THIS OVERS","( -23 ) the pilot in command , ^privacy data omitted^ failed to ensure the front seat was properly latched .","[4, 4, 'PER']"
3944,20061002024569A,2639,0,"(-23) THE AIRCRAFT HAD JUST BEEN REFUELED, PAX UNLOADED, AND NEW PAX LOADED FOR AN AIR TOUR. DURING THIS TIME THE P","( -23 ) the aircraft had just been refueled , pax unloaded , and new pax loaded for an air tour .","[4, 4, 'VEH']"
3945,20061002024569A,2639,0,"(-23) THE AIRCRAFT HAD JUST BEEN REFUELED, PAX UNLOADED, AND NEW PAX LOADED FOR AN AIR TOUR. DURING THIS TIME THE P","( -23 ) the aircraft had just been refueled , pax unloaded , and new pax loaded for an air tour .","[10, 10, 'VEH']"
3946,20061002024569A,2639,0,"(-23) THE AIRCRAFT HAD JUST BEEN REFUELED, PAX UNLOADED, AND NEW PAX LOADED FOR AN AIR TOUR. DURING THIS TIME THE P","( -23 ) the aircraft had just been refueled , pax unloaded , and new pax loaded for an air tour .","[15, 15, 'VEH']"
3947,20060922028919I,2640,0,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG","( -23 ) air tran flight 895 , a boeing 717 aircraft on a flight from boston , ma to chicago , il diverted to to champaig","[9, 10, 'VEH']"
3948,20060922028919I,2640,0,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG","( -23 ) air tran flight 895 , a boeing 717 aircraft on a flight from boston , ma to chicago , il diverted to to champaig","[11, 11, 'VEH']"
3949,20060922028919I,2640,0,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG","( -23 ) air tran flight 895 , a boeing 717 aircraft on a flight from boston , ma to chicago , il diverted to to champaig","[16, 16, 'GPE']"
3950,20060922028919I,2640,0,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG","( -23 ) air tran flight 895 , a boeing 717 aircraft on a flight from boston , ma to chicago , il diverted to to champaig","[18, 18, 'GPE']"
3951,20060922028919I,2640,0,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG","( -23 ) air tran flight 895 , a boeing 717 aircraft on a flight from boston , ma to chicago , il diverted to to champaig","[20, 20, 'GPE']"
3952,20060922028919I,2640,0,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG","( -23 ) air tran flight 895 , a boeing 717 aircraft on a flight from boston , ma to chicago , il diverted to to champaig","[22, 22, 'GPE']"
3953,20060922028919I,2640,0,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG","( -23 ) air tran flight 895 , a boeing 717 aircraft on a flight from boston , ma to chicago , il diverted to to champaig","[26, 26, 'GPE']"
3954,20060813017599A,2641,0,"(-23) PILOT REPORTED THIS AS THE FIRST FLIGHT OF THE DAY. 10 MINUTES INTO THE FLIGHT THE AIRCRAFT ENGINE STOPPED, P",( -23 ) pilot reported this as the first flight of the day .,"[3, 3, 'PER']"
3955,20060813017599A,2641,1,"(-23) PILOT REPORTED THIS AS THE FIRST FLIGHT OF THE DAY. 10 MINUTES INTO THE FLIGHT THE AIRCRAFT ENGINE STOPPED, P","10 minutes into the flight the aircraft engine stopped , p .","[20, 20, 'VEH']"
3956,20060718018299I,2642,0,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,( -23 ) the pilot in command ( pic ) failed to ensure all fuel tank caps were securely fastened prior to departure .,"[4, 4, 'PER']"
3957,20060718018299I,2642,0,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,( -23 ) the pilot in command ( pic ) failed to ensure all fuel tank caps were securely fastened prior to departure .,"[8, 8, 'PER']"
3958,20060930025049A,2643,0,(-23) THE PILOT ^PRIVACY D^ WAS OPERATING HIS AIRCRAFT IN AN UNAIRWORTHY CONDITION WHEN HE BECAME DISORIENTED AND D,( -23 ) the pilot ^privacy d^ was operating his aircraft in an unairworthy condition when he became disoriented and d,"[4, 4, 'PER']"
3959,20060930025049A,2643,0,(-23) THE PILOT ^PRIVACY D^ WAS OPERATING HIS AIRCRAFT IN AN UNAIRWORTHY CONDITION WHEN HE BECAME DISORIENTED AND D,( -23 ) the pilot ^privacy d^ was operating his aircraft in an unairworthy condition when he became disoriented and d,"[9, 9, 'PER']"
3960,20060930025049A,2643,0,(-23) THE PILOT ^PRIVACY D^ WAS OPERATING HIS AIRCRAFT IN AN UNAIRWORTHY CONDITION WHEN HE BECAME DISORIENTED AND D,( -23 ) the pilot ^privacy d^ was operating his aircraft in an unairworthy condition when he became disoriented and d,"[10, 10, 'VEH']"
3961,20060930025049A,2643,0,(-23) THE PILOT ^PRIVACY D^ WAS OPERATING HIS AIRCRAFT IN AN UNAIRWORTHY CONDITION WHEN HE BECAME DISORIENTED AND D,( -23 ) the pilot ^privacy d^ was operating his aircraft in an unairworthy condition when he became disoriented and d,"[16, 16, 'PER']"
3962,20061021023829A,2644,0,(-23) THE AIRCRAFT DEPARTED FROM A PRIVATE GRASS AIRSTRIP. THE PILOT BEGAN A RIGHT TURNING CLIMB TO AVOID FLYING OV,( -23 ) the aircraft departed from a private grass airstrip .,"[4, 4, 'VEH']"
3963,20061021023829A,2644,0,(-23) THE AIRCRAFT DEPARTED FROM A PRIVATE GRASS AIRSTRIP. THE PILOT BEGAN A RIGHT TURNING CLIMB TO AVOID FLYING OV,( -23 ) the aircraft departed from a private grass airstrip .,"[10, 10, 'FAC']"
3964,20061021023829A,2644,1,(-23) THE AIRCRAFT DEPARTED FROM A PRIVATE GRASS AIRSTRIP. THE PILOT BEGAN A RIGHT TURNING CLIMB TO AVOID FLYING OV,the pilot began a right turning climb to avoid flying ov .,"[13, 13, 'PER']"
3965,20060925023789A,2645,0,"(-23) ON 9/25/2006, AT APPROXIMATELY 1830, AIRCRAFT REGISTRATION N74475, PILOTED BY ^PRIVACY DATA OMITT^ EXPERIENCE","( -23 ) on 9/25/2006 , at approximately 1830 , aircraft registration n74475 , piloted by ^privacy data omitt^ experience","[10, 10, 'VEH']"
3966,20060707015529I,2646,0,(-23) THE PILOT ^PRIVACY D^ WAS PREPARING FOR A PLEASURE FLIGHT WITH TWO PASSENGERS (NON-RATED) AND DEMONSTRATING P,( -23 ) the pilot ^privacy d^ was preparing for a pleasure flight with two passengers ( non-rated ) and demonstrating p,"[4, 4, 'PER']"
3967,20060707015529I,2646,0,(-23) THE PILOT ^PRIVACY D^ WAS PREPARING FOR A PLEASURE FLIGHT WITH TWO PASSENGERS (NON-RATED) AND DEMONSTRATING P,( -23 ) the pilot ^privacy d^ was preparing for a pleasure flight with two passengers ( non-rated ) and demonstrating p,"[15, 15, 'PER']"
3968,20061007023069A,2647,1,(-23) THIS WAS A LOCAL TRAINING FLIGHT. ON THE INITIAL TAKEOFF THE PILOT STATED THAT HE HAD A GEAR INTRANSIT LIGHT ,on the initial takeoff the pilot stated that he had a gear intransit light .,"[15, 15, 'PER']"
3969,20061007023069A,2647,1,(-23) THIS WAS A LOCAL TRAINING FLIGHT. ON THE INITIAL TAKEOFF THE PILOT STATED THAT HE HAD A GEAR INTRANSIT LIGHT ,on the initial takeoff the pilot stated that he had a gear intransit light .,"[18, 18, 'PER']"
3970,20060905018529A,2648,0,"(-23) WHILE TAXIING FOR TAKEOFF, AIRCRAFT HIT POTHOLE IN TAXIWAY. RIGHT LANDING GEAR AND WING SHIFTED BACK. NO FIRE","( -23 ) while taxiing for takeoff , aircraft hit pothole in taxiway .","[8, 8, 'VEH']"
3971,20060905018529A,2648,1,"(-23) WHILE TAXIING FOR TAKEOFF, AIRCRAFT HIT POTHOLE IN TAXIWAY. RIGHT LANDING GEAR AND WING SHIFTED BACK. NO FIRE",right landing gear and wing shifted back .,"[18, 18, 'VEH']"
3972,20060730020309A,2649,0,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH","( -23 ) pilots departed oshkosh , wi enroute to an airport south of gary , in .","[3, 3, 'PER']"
3973,20060730020309A,2649,0,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH","( -23 ) pilots departed oshkosh , wi enroute to an airport south of gary , in .","[5, 5, 'GPE']"
3974,20060730020309A,2649,0,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH","( -23 ) pilots departed oshkosh , wi enroute to an airport south of gary , in .","[7, 7, 'GPE']"
3975,20060730020309A,2649,0,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH","( -23 ) pilots departed oshkosh , wi enroute to an airport south of gary , in .","[11, 11, 'FAC']"
3976,20060730020309A,2649,0,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH","( -23 ) pilots departed oshkosh , wi enroute to an airport south of gary , in .","[14, 14, 'GPE']"
