,doc_idx,sent_idx,original_sentence,input,head,relation,tail
310,2640,0,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG","( -23 ) air tran flight 895 , a boeing 717 aircraft on a flight from boston , ma to chicago , il diverted to to champaig",chicago,PART-WHOLE,il
311,2643,0,(-23) THE PILOT ^PRIVACY D^ WAS OPERATING HIS AIRCRAFT IN AN UNAIRWORTHY CONDITION WHEN HE BECAME DISORIENTED AND D,( -23 ) the pilot ^privacy d^ was operating his aircraft in an unairworthy condition when he became disoriented and d,his,ART,aircraft
312,2649,0,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH","( -23 ) pilots departed oshkosh , wi enroute to an airport south of gary , in .",pilots,PHYS,oshkosh
313,2649,0,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH","( -23 ) pilots departed oshkosh , wi enroute to an airport south of gary , in .",pilots,PHYS,airport
314,2649,0,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH","( -23 ) pilots departed oshkosh , wi enroute to an airport south of gary , in .",airport,PHYS,gary
315,2649,0,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH","( -23 ) pilots departed oshkosh , wi enroute to an airport south of gary , in .",gary,PART-WHOLE,in
316,2649,1,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH",the pilots elected to fly over lake mich .,pilots,PHYS,lake mich
317,2652,0,"(-23) ON JUNE 20, 2006, AMERICAN AIRLINES AIRCRAFT, N961TW A DC-9-82, ON A FLIGHT FROM LOS ANGELES, CA (LAX) TO O'H","( -23 ) on june 20 , 2006 , american airlines aircraft , n961tw a dc-9-82 , on a flight from los angeles , ca ( lax ) to o h",los angeles,PART-WHOLE,ca
318,2652,0,"(-23) ON JUNE 20, 2006, AMERICAN AIRLINES AIRCRAFT, N961TW A DC-9-82, ON A FLIGHT FROM LOS ANGELES, CA (LAX) TO O'H","( -23 ) on june 20 , 2006 , american airlines aircraft , n961tw a dc-9-82 , on a flight from los angeles , ca ( lax ) to o h",american airlines,ART,aircraft
319,2658,0,"(-23) DURING THE TAKE-OFF ROLL, THE TOW AIRCRAFT STOPPED DUE TO A WINDOW OPENING AND CAUSED THE GLIDER PILOT TO DIS","( -23 ) during the take-off roll , the tow aircraft stopped due to a window opening and caused the glider pilot to dis",pilot,ART,glider
320,2659,0,(-23) THE AIRCRAFT MADE A FORCED LANDING IN A FARMING FIELD 1/4 MILES SOUTH OF THE AIRPORT AFTER CONDUCTING A TOUCH,( -23 ) the aircraft made a forced landing in a farming field 1/4 miles south of the airport after conducting a touch,field,PHYS,airport
321,2661,0,"(-23) ON FINAL APPROACH TO MINONG, WI, THE PILOT DECIDED HE WAS OUT OF POSITION AND INITIATED A GO AROUND. PILOT ST","( -23 ) on final approach to minong , wi , the pilot decided he was out of position and initiated a go around .",minong,PART-WHOLE,wi
322,2661,0,"(-23) ON FINAL APPROACH TO MINONG, WI, THE PILOT DECIDED HE WAS OUT OF POSITION AND INITIATED A GO AROUND. PILOT ST","( -23 ) on final approach to minong , wi , the pilot decided he was out of position and initiated a go around .",pilot,PHYS,minong
323,2662,0,"(-23) THE PILOT STATED HE WAS OVER LAKE HUGHES WHEN THE ENGINE ""SPUTTERED."" HE THOUGHT THE LEFT TANK WAS EMPTY, AND","( -23 ) the pilot stated he was over lake hughes when the engine "" sputtered .",he,PHYS,lake hughes
324,2666,0,"(-23) N694T CRASHED ON LANDING IN PADUCAH, KENTUCKY ON 02-03-07. 14:45 LOCAL TIME, PADUCAH TOWER: TOWER CLEARED N69","( -23 ) n694t crashed on landing in paducah , kentucky on 02-03-07 .",paducah,PART-WHOLE,kentucky
325,2667,0,"(-23) ON FEBRUARY 18, 2007, N7235K, BE-58-P, TOOK OFF FROM ABERDEEN, SD. WHEN THE PILOT RETRACTED THE GEAR, HE HEAR","( -23 ) on february 18 , 2007 , n7235k , be-58-p , took off from aberdeen , sd .",aberdeen,PART-WHOLE,sd
326,2670,0,"(-23) THE FLIGHT DEPARTED ADDISON, TEXAS ON MARCH 27, 2007 FOR A BUSINESS TRIP TO IDAHO FALLS, IDAHO UNDER 14 CFR P","( -23 ) the flight departed addison , texas on march 27 , 2007 for a business trip to idaho falls , idaho under 14 cfr p",idaho falls,PART-WHOLE,idaho
327,2670,0,"(-23) THE FLIGHT DEPARTED ADDISON, TEXAS ON MARCH 27, 2007 FOR A BUSINESS TRIP TO IDAHO FALLS, IDAHO UNDER 14 CFR P","( -23 ) the flight departed addison , texas on march 27 , 2007 for a business trip to idaho falls , idaho under 14 cfr p",addison,PART-WHOLE,texas
328,2671,1,"(-23) THIS FLIGHT ORIGINATED AT 3SQ, ST. CHARLES MUNICIPAL (ST. CHARLES, MO) AND CONTINUED TO KLIT (LITTLE ROCK, AR","charles , mo ) and continued to klit ( little rock , ar .",little rock,PART-WHOLE,ar
329,2673,0,"(-23) PILOT DEPARTED HOLBROOK, AZ TO SHOW LOW, AZ WITH 6 GALLONS OF FUEL ON BOARD. HIS FLIGHT REQUIRED ABOUT 3 TO 3","( -23 ) pilot departed holbrook , az to show low , az with 6 gallons of fuel on board .",pilot,PHYS,holbrook
330,2673,0,"(-23) PILOT DEPARTED HOLBROOK, AZ TO SHOW LOW, AZ WITH 6 GALLONS OF FUEL ON BOARD. HIS FLIGHT REQUIRED ABOUT 3 TO 3","( -23 ) pilot departed holbrook , az to show low , az with 6 gallons of fuel on board .",holbrook,PART-WHOLE,az
331,2676,0,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL","( -23 ) on a flight from noth platte , ne , to iowa city , ia , ( 487 statute miles ) the aircraft lost power near grinnell",iowa city,PART-WHOLE,ia
332,2676,0,"(-23) ON A FLIGHT FROM NOTH PLATTE, NE, TO IOWA CITY, IA, (487 STATUTE MILES) THE AIRCRAFT LOST POWER NEAR GRINNELL","( -23 ) on a flight from noth platte , ne , to iowa city , ia , ( 487 statute miles ) the aircraft lost power near grinnell",noth platte,PART-WHOLE,ne
333,2678,0,(-23) THE PILOT ^PRIVACY DATA OMITTED^ REQUESTED TO BE FUELED AT THE CHANDLER AIRPORT PRIOR TO HIS DEPARTURE ON JUL,( -23 ) the pilot ^privacy data omitted^ requested to be fueled at the chandler airport prior to his departure on jul,pilot,PHYS,chandler airport
334,2679,0,"(-23) SHORTLY AFTER TAKE OFF, THE AIRCRAFT CRASHED ON AIRPORT PROPERTY. THE AIRCRAFT TOOK OFF FROM CNO RWY 26R FOR ","( -23 ) shortly after take off , the aircraft crashed on airport property .",property,PART-WHOLE,airport
335,2680,0,(-23) PILOT WAS PERFORMING A TOUCH & GO AT GEU AS PART OF A NIGHT CURRENCY FLIGHT WHEN THE AFT CARGO DOOR ON THE RI,( -23 ) pilot was performing a touch & go at geu as part of a night currency flight when the aft cargo door on the ri,pilot,PHYS,geu
336,2684,0,"(-23) STUDENT PILOT DEPARTED KSEP AT APPROX. 10:00 AM, ENROUTE TO KGKY. AT APPROX. 1 NM NORTHWEST OF KGDJ PILOT NOT",( -23 ) student pilot departed ksep at approx .,pilot,PHYS,ksep
337,2688,0,"(-23) 07/06/2007, CREST AIRPARK KENT WASHINGTON AT 8PM N756SE, HAD A GEAR UP EVENT WITH MINOR DAMAGE TO THE AIRCRAF","( -23 ) 07/06/2007 , crest airpark kent washington at 8pm n756se , had a gear up event with minor damage to the aircraf",crest airpark,PART-WHOLE,kent washington
338,2692,0,"(-23) 07/09/07 AIRCRAFT DEPARTED LAKELAND, FL (LAL) AT 800, VFR SOUTHBOUND. NO FLIGHT PLAN FILED. NO FURTHER CONTAC","( -23 ) 07/09/07 aircraft departed lakeland , fl ( lal ) at 800 , vfr southbound .",lakeland,PART-WHOLE,fl
339,2695,0,"(-23) DURING A VFR FLIGHT FROM NORTHWEST REGIONAL AIRPORT, ROANOKE, TX, TO OMAR N. BRADLEY AIRPORT IN MOBERLY, MO, ","( -23 ) during a vfr flight from northwest regional airport , roanoke , tx , to omar n .",roanoke,PART-WHOLE,tx
340,2695,0,"(-23) DURING A VFR FLIGHT FROM NORTHWEST REGIONAL AIRPORT, ROANOKE, TX, TO OMAR N. BRADLEY AIRPORT IN MOBERLY, MO, ","( -23 ) during a vfr flight from northwest regional airport , roanoke , tx , to omar n .",northwest regional airport,PART-WHOLE,roanoke
341,2695,1,"(-23) DURING A VFR FLIGHT FROM NORTHWEST REGIONAL AIRPORT, ROANOKE, TX, TO OMAR N. BRADLEY AIRPORT IN MOBERLY, MO, ","bradley airport in moberly , mo , .",moberly,PART-WHOLE,mo
342,2696,1,(-23) HE STATED THAT HE DID FIND WATER IN THE FUEL ON PREFLIGHT. HE HAD NOT FLOWN THE AIRCRAFT SINCE THE ANNUAL. HE,he had not flown the aircraft since the annual .,he,ART,aircraft
343,2698,0,(-23) PILOT TAXIED AIRCRAFT WITH GROUND POWER CART STILL ATTACHED. STRUCTURAL DAMAGE FROM EVENT WAS NOMINAL AND WAS,( -23 ) pilot taxied aircraft with ground power cart still attached .,pilot,ART,aircraft
344,2701,1,(-23) AIRCRAFT LOST POWER DURING FLIGHT AND ENGINE WAS OVERHEATING. PILOT ATTEMPTED LANDING ON GRASS RUNWAY. AIRCRA,pilot attempted landing on grass runway .,pilot,PHYS,runway
345,2703,0,"(-23) WITNESSES STATE: THE PILOT ^PRIVACY DATA OMITTED^ REPLACED THE VACUUM PUMP ON HIS GRUMMAN AA-5A, INSTALLING I","( -23 ) witnesses state: the pilot ^privacy data omitted^ replaced the vacuum pump on his grumman aa-5a , installing i",his,ART,aa-5a
346,2703,0,"(-23) WITNESSES STATE: THE PILOT ^PRIVACY DATA OMITTED^ REPLACED THE VACUUM PUMP ON HIS GRUMMAN AA-5A, INSTALLING I","( -23 ) witnesses state: the pilot ^privacy data omitted^ replaced the vacuum pump on his grumman aa-5a , installing i",his,ART,grumman
347,2704,0,"(-23) PILOT STATED THAT WHILE ENROUTE FROM LACROSS, WI TO PRINCETON, MN AT ABOUT 3 MILES SOUTH OF THE PRINCETON AIR","( -23 ) pilot stated that while enroute from lacross , wi to princeton , mn at about 3 miles south of the princeton air",princeton,PART-WHOLE,mn
348,2704,0,"(-23) PILOT STATED THAT WHILE ENROUTE FROM LACROSS, WI TO PRINCETON, MN AT ABOUT 3 MILES SOUTH OF THE PRINCETON AIR","( -23 ) pilot stated that while enroute from lacross , wi to princeton , mn at about 3 miles south of the princeton air",lacross,PART-WHOLE,wi
349,2704,0,"(-23) PILOT STATED THAT WHILE ENROUTE FROM LACROSS, WI TO PRINCETON, MN AT ABOUT 3 MILES SOUTH OF THE PRINCETON AIR","( -23 ) pilot stated that while enroute from lacross , wi to princeton , mn at about 3 miles south of the princeton air",pilot,PHYS,princeton
350,2706,0,"(-23) THE PILOT/OWNER WITH HIS WIFE ON-BOARD INTENDED TO MAKE A FLIGHT FOR PLEASURE FROM THE BOAT TO PAGE, AZ. DURI","( -23 ) the pilot/owner with his wife on-board intended to make a flight for pleasure from the boat to page , az .",his,PER-SOC,wife
351,2706,0,"(-23) THE PILOT/OWNER WITH HIS WIFE ON-BOARD INTENDED TO MAKE A FLIGHT FOR PLEASURE FROM THE BOAT TO PAGE, AZ. DURI","( -23 ) the pilot/owner with his wife on-board intended to make a flight for pleasure from the boat to page , az .",page,PART-WHOLE,az
352,2707,0,(-23) PILOT INITIATED TAKE-OFF ON RUNWAY 10 WITH LEFT AND RIGHT FUEL SHUT-OFF VALVES IN THE OFF POSITION. AT APPROX,( -23 ) pilot initiated take-off on runway 10 with left and right fuel shut-off valves in the off position .,pilot,PHYS,runway 10
353,2713,0,(-23) THE PILOT AND PASSENGER MADE A FULL STOP LANDING AT FULTON COUNTY AIRPORT TO REFUEL. AFTER REFUELING THE PILO,( -23 ) the pilot and passenger made a full stop landing at fulton county airport to refuel .,pilot,PHYS,fulton county airport
354,2713,0,(-23) THE PILOT AND PASSENGER MADE A FULL STOP LANDING AT FULTON COUNTY AIRPORT TO REFUEL. AFTER REFUELING THE PILO,( -23 ) the pilot and passenger made a full stop landing at fulton county airport to refuel .,passenger,PHYS,fulton county airport
355,2716,0,(-23) ON 09-08-07 AT 17:45 MOONEY N353TW MADE AN EMERGENCY LANDING AT THE KERRVILLE TX AIRPORT. THE NOSE GEAR WAS D,( -23 ) on 09-08-07 at 17:45 mooney n353tw made an emergency landing at the kerrville tx airport .,airport,PART-WHOLE,kerrville tx
356,2718,0,"(-23) THE PILOT ^PRIVACY DATA OMITTED^ DEPARTED MILWAUKEE TIMMERMAN AIRPORT (KMWC) ON JANUARY 18TH, 2008 AT 2258 UT","( -23 ) the pilot ^privacy data omitted^ departed milwaukee timmerman airport ( kmwc ) on january 18th , 2008 at 2258 ut",pilot,PHYS,milwaukee timmerman airport
357,2720,0,"(-23) PILOT STATED HE HAD FLOWN THE AIRCRAFT NUMEROUS TIMES WITH ALTERNATOR INOPERATIVE, RECHARGING BATTERY AT LAND","( -23 ) pilot stated he had flown the aircraft numerous times with alternator inoperative , recharging battery at land",he,ART,aircraft
358,2720,0,"(-23) PILOT STATED HE HAD FLOWN THE AIRCRAFT NUMEROUS TIMES WITH ALTERNATOR INOPERATIVE, RECHARGING BATTERY AT LAND","( -23 ) pilot stated he had flown the aircraft numerous times with alternator inoperative , recharging battery at land",pilot,ART,aircraft
359,2725,0,"(-23) THE SUBJECT AIRCRAFT LANDED AT PHX AND TAXIED TO THE PARKING AREA AT CUTTER AVIATION, FOLLOWING THE ""FOLLOW M","( -23 ) the subject aircraft landed at phx and taxied to the parking area at cutter aviation , following the "" follow m",area,PART-WHOLE,cutter aviation
360,2727,0,"(-23) DIAMOND DA42, DEPARTED LONG BEACH, CA, AIRPORT ON AN INSTRUCTIONAL FLIGHT AND LOST THE AFT PASSENGER DOOR THA","( -23 ) diamond da42 , departed long beach , ca , airport on an instructional flight and lost the aft passenger door tha",long beach,PART-WHOLE,ca
361,2734,0,"(-23) ON 07/02/2008, AT APPROXIMATELY 0700 CST, A GENERAL AVIATION ACCIDENT OCCURRED ONE MILE NE OF ALEXANDRIA, MN ","( -23 ) on 07/02/2008 , at approximately 0700 cst , a general aviation accident occurred one mile ne of alexandria , mn",alexandria,PART-WHOLE,mn
362,2737,0,(-23) THE PILOT ^PRIVACY DATA OMITTED^ DEPARTED MEADOW LAKE AIRPORT. THEN MINUTES INTO THE FLIGHT THE ENGINE QUIT. ,( -23 ) the pilot ^privacy data omitted^ departed meadow lake airport .,pilot,PHYS,meadow lake airport
363,2738,0,(-23) THE PILOT SPENT 8 HOURS PREPARING THE AIRCRAFT FOR FLIGHT AS IT HAD NOT BEEN FLOWN FOR APPROXIMATELY 1 YEAR. ,( -23 ) the pilot spent 8 hours preparing the aircraft for flight as it had not been flown for approximately 1 year .,pilot,ART,aircraft
364,2739,0,(-23)  THE PILOT HAD PREVIOUSLY CONDUCTED FULL STOP/TAXI LANDINGS ON THE MORNING OF APR 27 AT CLARK COUNTY AIRPORT ,( -23 ) the pilot had previously conducted full stop/taxi landings on the morning of apr 27 at clark county airport,pilot,PHYS,clark county airport
365,2743,0,(-23) A/C RELOCATED TO NEW HANGAR TO CHECK SIZE AND PILOT ABILITY TO PUSH BACK BY HIMSELF. DUE TO SLOPE PILOT WAS U,( -23 ) a/c relocated to new hangar to check size and pilot ability to push back by himself .,a/c,PHYS,hangar
366,2744,0,"(-23) ON 2/23/08 @ APPROXIMATELY 2130 DURING TAXI AT IAD TO THE WESTERN MOST PORTION OF LANDMARK AVIATION FBO, AIRC","( -23 ) on 2/23/08 @ approximately 2130 during taxi at iad to the western most portion of landmark aviation fbo , airc",portion,PART-WHOLE,landmark aviation
367,2745,0,"(-23) PILOT TOOK OFF FOR LEESBURG AIRPORT AND WHILE CLIMBING AT ABOUT 300', THE CANOPY OPENED IN FLIGHT CAUSING HIS","( -23 ) pilot took off for leesburg airport and while climbing at about 300 , the canopy opened in flight causing his",pilot,PHYS,leesburg airport
