,c5_id,doc_idx,sent_idx,c119_input,sentence,entities
1351,19940702017269A,1790,1,STRUCK TREES AND RESIDENCE ON MISSED APPROACH. WINDSHEAR AND FAILURE PROPER POWER.AWS NOT WORKING.NO WEATHER UPDATE,windshear and failure proper power .,"[10, 12, 'OtherScientificTerm']"
1352,19940620029349I,1792,0,TRIED TO HOVER TAXI WITH FUEL HOSE ATTACHED TO FUEL TANK. MADE HARD LANDING.                                       ,tried to hover taxi with fuel hose attached to fuel tank .,"[5, 6, 'OtherScientificTerm']"
1353,19940620029349I,1792,0,TRIED TO HOVER TAXI WITH FUEL HOSE ATTACHED TO FUEL TANK. MADE HARD LANDING.                                       ,tried to hover taxi with fuel hose attached to fuel tank .,"[9, 10, 'OtherScientificTerm']"
1354,19940619015629A,1793,0,MAINTENANCE NEW ENGINE TEST FLIGHT. NOSED UP AND STALLED AFTER TAKEOFF. ELEVATOR TRIM FULL NOSE HIGH.COULD OVERCOME,maintenance new engine test flight .,"[2, 4, 'Task']"
1355,19940604028919I,1795,0,POWER LOSS ON LIFTOFF. LANDED REMAINING RUNWAY. FUEL SELECTOR NOT IN DETENT.                                       ,power loss on liftoff .,"[0, 1, 'OtherScientificTerm']"
1356,19940827034779I,1796,3,ELECTRICAL FAILURE ON TAKEOFF. CIRCLE. WRONG MANUAL GEAR EXTEND. NO ELECTRICAL DEFECTS.PILOT LACKED BASIC INFO.    ,no electrical defects .,"[13, 14, 'OtherScientificTerm']"
1357,19940612014969A,1800,0,GUSTY WIND ON LANDING. ELECTED GO AROUND. DUMPED FLAPS. LOST LIFT AND IMPACTED RUNWAY.                             ,gusty wind on landing .,"[0, 1, 'OtherScientificTerm']"
1358,19940612014969A,1800,3,GUSTY WIND ON LANDING. ELECTED GO AROUND. DUMPED FLAPS. LOST LIFT AND IMPACTED RUNWAY.                             ,lost lift and impacted runway .,"[12, 13, 'OtherScientificTerm']"
1359,19940526031279I,1802,1,RIGHT ENGINE COWL DOOR DEPARTED IN FLIGHT. STRUCK ROTORS AND TAIL ROTOR DRIVE. MAY HAVE IMPROPERLY CLOSED SAME.    ,struck rotors and tail rotor drive .,"[11, 13, 'OtherScientificTerm']"
1360,19941107042069I,1803,0,BURNING OIL FUMES ON CLIMBOUT. RETURNED TO AIRPORT. RESIDUAL OIL ON TURBO CHARGER. NEW AIRCRAFT.                   ,burning oil fumes on climbout .,"[0, 2, 'OtherScientificTerm']"
1361,19941107042069I,1803,2,BURNING OIL FUMES ON CLIMBOUT. RETURNED TO AIRPORT. RESIDUAL OIL ON TURBO CHARGER. NEW AIRCRAFT.                   ,residual oil on turbo charger .,"[10, 11, 'OtherScientificTerm']"
1362,19941107042069I,1803,2,BURNING OIL FUMES ON CLIMBOUT. RETURNED TO AIRPORT. RESIDUAL OIL ON TURBO CHARGER. NEW AIRCRAFT.                   ,residual oil on turbo charger .,"[13, 14, 'Method']"
1363,19941113038169A,1804,2,DURING CLIMBOUT ENGINE QUIT. STRUCK TREES LANDING. INADEQUATE FUEL SUMPING. WATER RUST IN CARB. PRIOR WATER IN FUEL,inadequate fuel sumping .,"[9, 11, 'OtherScientificTerm']"
1364,19941129039879A,1808,1,TEST FLIGHT. LOST POWER. HAD HISTORY COMPRESSOR STALLS. DEFERRED INSPECTION. ENGINE STALLED. STATOR VANES ERRODED. ,lost power .,"[3, 4, 'OtherScientificTerm']"
1365,19941129039879A,1808,3,TEST FLIGHT. LOST POWER. HAD HISTORY COMPRESSOR STALLS. DEFERRED INSPECTION. ENGINE STALLED. STATOR VANES ERRODED. ,deferred inspection .,"[11, 12, 'Task']"
1366,19941129039879A,1808,5,TEST FLIGHT. LOST POWER. HAD HISTORY COMPRESSOR STALLS. DEFERRED INSPECTION. ENGINE STALLED. STATOR VANES ERRODED. ,stator vanes erroded .,"[17, 18, 'OtherScientificTerm']"
1367,19940918028309A,1812,1,MAINTENANCE TEST FLIGHT. FUEL TRANSFER PUMP SHUT OFF TO CHECK FLOAT. NO RESTART. NO FUEL. CRASHED.FLOAT SHOWED FULL,fuel transfer pump shut off to check float .,"[4, 6, 'Method']"
1368,19941210044449I,1814,1,PRACTICE DEPARTURE STALL. RAISED GEAR. BURN SMELL. UNABLE EXTEND. USED MANUAL GEAR MOTOR ON. LANDED GEAR DOWN.     ,raised gear .,"[4, 5, 'OtherScientificTerm']"
1369,19941210044449I,1814,2,PRACTICE DEPARTURE STALL. RAISED GEAR. BURN SMELL. UNABLE EXTEND. USED MANUAL GEAR MOTOR ON. LANDED GEAR DOWN.     ,burn smell .,"[7, 8, 'OtherScientificTerm']"
1370,19941127039199A,1820,1,VFR NOT ADVISED. LOW IFR TIME AND KNOWN INOP VACUMM PUMP PROCEEDED INTO IMC. LOST CONTROL. CRASHED.                ,low ifr time and known inop vacumm pump proceeded into imc .,"[5, 6, 'OtherScientificTerm']"
1371,19941127039199A,1820,1,VFR NOT ADVISED. LOW IFR TIME AND KNOWN INOP VACUMM PUMP PROCEEDED INTO IMC. LOST CONTROL. CRASHED.                ,low ifr time and known inop vacumm pump proceeded into imc .,"[14, 14, 'OtherScientificTerm']"
1372,19940918037579I,1821,2,ENGINE QUIT ON CLIMBOUT. LANDED FARM FIELD. FUEL LINE IN WING CRUSHED BY FOLDING WING. LINE NOT INSPECTED PREFLIGHT,fuel line in wing crushed by folding wing .,"[15, 16, 'OtherScientificTerm']"
1373,19941118043129I,1822,3,ENGINE QUIT ON CLIMBOUT. MADE 180. LANDED SAFE ON GRASS. WATER IN FUEL DUE TO FUEL TANK SENDING UNIT SEAL LEAKING. ,water in fuel due to fuel tank sending unit seal leaking .,"[18, 19, 'OtherScientificTerm']"
1374,19950114000459A,1828,1,NEWLY PURCHASED DEPARTING TO FERRY HOME. PASS SIDE SEAT BELT PREVENTED GEAR BAR LOCK. TRYING TO CLEAR LOST CONTROL.,pass side seat belt prevented gear bar lock .,"[12, 14, 'OtherScientificTerm']"
1375,19950115000449A,1829,0,UNEVEN FUEL FLOW. SLIPPED TO EQUILIZE FUEL IN TANKS. LOST POWER. NO RESTART. FUELED FROM CANS. SUMPS NOT USED.     ,uneven fuel flow .,"[0, 2, 'OtherScientificTerm']"
1376,19950115000449A,1829,2,UNEVEN FUEL FLOW. SLIPPED TO EQUILIZE FUEL IN TANKS. LOST POWER. NO RESTART. FUELED FROM CANS. SUMPS NOT USED.     ,lost power .,"[11, 12, 'OtherScientificTerm']"
1377,19950128000899A,1832,2,TURNED WRONG WAY AFTER TAKEOFF. THEN DESCENDED INTO TREES. FAILED REMOVE AIRSCOOP COVER CAUSING POWER LOSS.        ,failed remove airscoop cover causing power loss .,"[13, 14, 'OtherScientificTerm']"
1378,19950128000899A,1832,2,TURNED WRONG WAY AFTER TAKEOFF. THEN DESCENDED INTO TREES. FAILED REMOVE AIRSCOOP COVER CAUSING POWER LOSS.        ,failed remove airscoop cover causing power loss .,"[16, 17, 'OtherScientificTerm']"
1379,19950203001139A,1835,3,VIBRATION ON SLOW SPRAY RUN. FELL TO GROUND. ROLLED OVER. LOST A ROTOR BLADE. WAS ADVISED OF CRACK AT ROTOR HUB.   ,lost a rotor blade .,"[15, 16, 'OtherScientificTerm']"
1380,19950209001419A,1836,4,FIRST FLIGHT AFTER PAINTING. ENGINE QUIT. LANDED IN FIELD. FOUND WATER IN FUEL. INADEQUATE FUEL SUMPING.           ,inadequate fuel sumping .,"[17, 19, 'OtherScientificTerm']"
1381,19950219004799A,1840,0,DEPARTED WITH KNOWN BRAKE PROBLEM. BRAKE FAILED LANDING. EXITED RUNWAY. NOSED OVER.                                ,departed with known brake problem .,"[3, 4, 'OtherScientificTerm']"
1382,19950219004799A,1840,1,DEPARTED WITH KNOWN BRAKE PROBLEM. BRAKE FAILED LANDING. EXITED RUNWAY. NOSED OVER.                                ,brake failed landing .,"[6, 6, 'OtherScientificTerm']"
1383,19950226002529A,1843,0,THE BLIMP HAD A HISTORY OF UNRESOLVED ELECTRICAL SYSTEM CHARGING PROBLEMS. THE GROUND CREW WERE GIVEN RIDES AFTER T,the blimp had a history of unresolved electrical system charging problems .,"[7, 10, 'Task']"
1384,19950311003709A,1844,3,UNABLE TO ROTATE ON TAKEOFF. ABORTED AND RAN OFF END RUNWAY. NOSED OVER. HAD FORGOTTEN TO REMOVE THE CONTROL LOCK. ,had forgotten to remove the control lock .,"[21, 22, 'OtherScientificTerm']"
1385,19950411014559A,1853,0,TRIED TO TAKEOFF FROM TRAILOR WITHOUT REMOVING SHIPPING BLOCK. LOST CONTROL ROLLED OVER.                           ,tried to takeoff from trailor without removing shipping block .,"[7, 8, 'OtherScientificTerm']"
1386,19950416008229A,1856,1,STARTED ENGINE AND FORGOT TO UNTIE MAIN ROTOR BLADE. BLADE BROKE OFF AT 60 PERCENT POWER.                          ,blade broke off at 60 percent power .,"[10, 10, 'OtherScientificTerm']"
1387,19950526019579I,1861,3,ENGINE QUIT AFTER REFUELING. LANDED RICE FIELD. FOUND WATER IN FUEL. REMOVED ENGINE FOR HARD LANDING CHECK.        ,removed engine for hard landing check .,"[15, 15, 'OtherScientificTerm']"
1388,19950417029249I,1864,2,2 TAKEOFF ABORTS.AUTO THROTTLE FAILED ENGAGE.TAKEOFF EPR NOT PROGRAMED IN TO FMC.CHECK LIST IMPROPERLY PERFORMED.  ,takeoff epr not programed in to fmc .,"[15, 15, 'Method']"
1389,19950421009249A,1866,3,BOUNCED LANDING. TRIED GO AROUND WITH IDLE POWER. OVERFLEW RUNWAY INTO MARSH. UNFAMILIAR WITH VERNIER THROTTLE.    ,unfamiliar with vernier throttle .,"[17, 18, 'OtherScientificTerm']"
1390,19950429009899A,1869,4,FAILED ACCELERATE ON TOW. PILOT RELEASED GLIDER. ABORTED TAKEOFF. GLIDER GROUND LOOPED. SPEED BRAKES WERE STILL ON.,speed brakes were still on .,"[16, 17, 'OtherScientificTerm']"
1391,19950703016069A,1870,0,"LOW ROTOR RPM DEMO. AIRCRAFT BEGAN UNCOMMANDED TURN. LANDED HARD, BOUNCED. LEFT ANTITORQUE CABLE BROKE DUE WEAR.   ",low rotor rpm demo .,"[0, 3, 'OtherScientificTerm']"
1392,19950626014879A,1871,0,LOCAL SURVEY FLIGHT. LOST TAIL ROTOR CONTROL. SPUN TO IMPACT. TAIL ROTOR SEPERATED WHEN FOULED BY LOOSE SURVEY TAPE,local survey flight .,"[0, 2, 'Task']"
1393,19950626014879A,1871,1,LOCAL SURVEY FLIGHT. LOST TAIL ROTOR CONTROL. SPUN TO IMPACT. TAIL ROTOR SEPERATED WHEN FOULED BY LOOSE SURVEY TAPE,lost tail rotor control .,"[5, 7, 'OtherScientificTerm']"
1394,19950626014879A,1871,3,LOCAL SURVEY FLIGHT. LOST TAIL ROTOR CONTROL. SPUN TO IMPACT. TAIL ROTOR SEPERATED WHEN FOULED BY LOOSE SURVEY TAPE,tail rotor seperated when fouled by loose survey tape .,"[13, 14, 'OtherScientificTerm']"
1395,19950712040299A,1873,1,REPORTED POWER LOSS. LOST ELECTRICS. BELEIVED LOW ON FUEL. LANDED GEAR UP ON ROAD. ENGINES RUNNING. BATTERY PROBLEM,lost electrics .,"[4, 5, 'OtherScientificTerm']"
1396,19950712040299A,1873,5,REPORTED POWER LOSS. LOST ELECTRICS. BELEIVED LOW ON FUEL. LANDED GEAR UP ON ROAD. ENGINES RUNNING. BATTERY PROBLEM,battery problem .,"[21, 22, 'OtherScientificTerm']"
1397,19950728028999I,1879,0,GROUND LOOPED DURING DOWNWIND TAKEOFF AT EAA CONVENTION. FAILED TO LOCK TAILWHEEL. STOPPED IN A DITCH.             ,ground looped during downwind takeoff at eaa convention .,"[3, 4, 'OtherScientificTerm']"
1398,19950728028999I,1879,1,GROUND LOOPED DURING DOWNWIND TAKEOFF AT EAA CONVENTION. FAILED TO LOCK TAILWHEEL. STOPPED IN A DITCH.             ,failed to lock tailwheel .,"[12, 12, 'OtherScientificTerm']"
1399,19950730035019I,1880,4,LOST RADIO CONTACT 10 MILES OUT. SQAWKED 7500 IN ERROR. LANDED IKK. MET BY POLICE. GENERATOR FAILED.               ,generator failed .,"[19, 19, 'Method']"
1400,19950802021639A,1881,3,LOST POWER ON CLIMBOUT. LANDED IN TREES. NO OIL. DIPSTICK NOT INSTALLED. ENGINE SHOWED POOR MAINTENANCE.           ,dipstick not installed .,"[12, 12, 'Method']"
1401,19950609018129A,1883,1,"LOST POWER BOTH ENGINES. CLEARED FENCE, DITCH AND TREES. SETTLED OPEN FIELD. RAN INTO TREES. WATER, DIRT IN FUEL.  ","cleared fence , ditch and trees .","[5, 6, 'OtherScientificTerm']"
1402,19950609018129A,1883,1,"LOST POWER BOTH ENGINES. CLEARED FENCE, DITCH AND TREES. SETTLED OPEN FIELD. RAN INTO TREES. WATER, DIRT IN FUEL.  ","cleared fence , ditch and trees .","[8, 8, 'OtherScientificTerm']"
1403,19950609018129A,1883,1,"LOST POWER BOTH ENGINES. CLEARED FENCE, DITCH AND TREES. SETTLED OPEN FIELD. RAN INTO TREES. WATER, DIRT IN FUEL.  ","cleared fence , ditch and trees .","[10, 10, 'OtherScientificTerm']"
1404,19950809033989I,1884,1,STRUCK A DEER ON LANDING ROLLOUT. COLLAPSED NOSE GEAR. SUDDEN ENGINE STIPPAGE. ANIMAL CONTROL INADEQUATE.          ,collapsed nose gear .,"[7, 9, 'OtherScientificTerm']"
1405,19950809033989I,1884,2,STRUCK A DEER ON LANDING ROLLOUT. COLLAPSED NOSE GEAR. SUDDEN ENGINE STIPPAGE. ANIMAL CONTROL INADEQUATE.          ,sudden engine stippage .,"[11, 13, 'OtherScientificTerm']"
1406,19950809033989I,1884,3,STRUCK A DEER ON LANDING ROLLOUT. COLLAPSED NOSE GEAR. SUDDEN ENGINE STIPPAGE. ANIMAL CONTROL INADEQUATE.          ,animal control inadequate .,"[15, 16, 'Method']"
1407,19950812023259A,1885,0,POWER START DUE DEPLETED BATTERY. SMELLED SHORT EN ROUTE.PULLED FUSE.CRANKED GEAR COLLAPSED LANDING. NO SHORT FOUND,power start due depleted battery .,"[0, 1, 'OtherScientificTerm']"
1408,19950812023259A,1885,3,POWER START DUE DEPLETED BATTERY. SMELLED SHORT EN ROUTE.PULLED FUSE.CRANKED GEAR COLLAPSED LANDING. NO SHORT FOUND,cranked gear collapsed landing .,"[14, 15, 'OtherScientificTerm']"
1409,19950617021269I,1886,0,ELECTRICAL SYSTEM EMERGENCY. LANDED AT BETH PAGE INSTEAD FRG. APPARENTLY FAILED TO TURN ON ALTERNATORS.            ,electrical system emergency .,"[0, 2, 'Task']"
1410,19950617021269I,1886,2,ELECTRICAL SYSTEM EMERGENCY. LANDED AT BETH PAGE INSTEAD FRG. APPARENTLY FAILED TO TURN ON ALTERNATORS.            ,apparently failed to turn on alternators .,"[16, 16, 'OtherScientificTerm']"
1411,19950826026079A,1889,0,NOSE BAGGAGE DOOR CAME OPEN ON LIFTOFF. ADDED AND REDUCED POWER THREE TIMES THEN TRIED NOSE HIGH RETURN.HIT POLE.  ,nose baggage door came open on liftoff .,"[0, 2, 'OtherScientificTerm']"
1412,19950826026079A,1889,1,NOSE BAGGAGE DOOR CAME OPEN ON LIFTOFF. ADDED AND REDUCED POWER THREE TIMES THEN TRIED NOSE HIGH RETURN.HIT POLE.  ,added and reduced power three times then tried nose high return .,"[16, 18, 'OtherScientificTerm']"
1413,19950626014949A,1890,0,ENGINE FAILED ON POLICE SURVEILANCE FLIGHT. AUTOROTATED TO EDGE OF CLEARING. STRUCK TREES. WATER IN FUEL.          ,engine failed on police surveilance flight .,"[3, 5, 'Task']"
1414,19950903030819A,1891,2,STRUCK POWER LINES ON APPROACH. CAME TO REST WING CAUGHT BY POWER LINE. PILOT REPORTED MISUSED SPOILERS. (-23) DURI,pilot reported misused spoilers .,"[18, 18, 'Method']"
1415,19950903033269I,1892,0,TRIED TO TAKEOFF MOTOR GLIDER WITH FULL FLAPS. STALLED.                                                            ,tried to takeoff motor glider with full flaps .,"[3, 4, 'Method']"
1416,19950701026479I,1893,1,DURING CHECK OUT IN 680 FLP NOSE GEAR COLLAPSED LANDING. HAD LOOSE STEERING MISSING BUSHING AND LOOSE GEAR.        ,had loose steering missing bushing and loose gear .,"[12, 13, 'OtherScientificTerm']"
1417,19950701026479I,1893,1,DURING CHECK OUT IN 680 FLP NOSE GEAR COLLAPSED LANDING. HAD LOOSE STEERING MISSING BUSHING AND LOOSE GEAR.        ,had loose steering missing bushing and loose gear .,"[17, 18, 'OtherScientificTerm']"
1418,19950910028399A,1896,0,EN ROUTE TO SPRAY LOUD BANG AND TAIL ROTOR VIBRATION. LOST ANTI TORQUE CONTROL. SPUN IN. ENGINE MOUNTS BROKE.RUSTED,en route to spray loud bang and tail rotor vibration .,"[3, 5, 'OtherScientificTerm']"
1419,19950910028399A,1896,0,EN ROUTE TO SPRAY LOUD BANG AND TAIL ROTOR VIBRATION. LOST ANTI TORQUE CONTROL. SPUN IN. ENGINE MOUNTS BROKE.RUSTED,en route to spray loud bang and tail rotor vibration .,"[7, 9, 'OtherScientificTerm']"
1420,19950910028399A,1896,1,EN ROUTE TO SPRAY LOUD BANG AND TAIL ROTOR VIBRATION. LOST ANTI TORQUE CONTROL. SPUN IN. ENGINE MOUNTS BROKE.RUSTED,lost anti torque control .,"[11, 14, 'Method']"
1421,19950708017569A,1900,0,AILERON PROBLEM ON CLIMBOUT. LOST CONTROL TURNING BACK AND STALLED. AILERON PROBLEM KNOWN PRIOR TO FLIGHT.         ,aileron problem on climbout .,"[0, 1, 'Method']"
1422,19950708017569A,1900,1,AILERON PROBLEM ON CLIMBOUT. LOST CONTROL TURNING BACK AND STALLED. AILERON PROBLEM KNOWN PRIOR TO FLIGHT.         ,lost control turning back and stalled .,"[5, 6, 'OtherScientificTerm']"
1423,19950708017569A,1900,2,AILERON PROBLEM ON CLIMBOUT. LOST CONTROL TURNING BACK AND STALLED. AILERON PROBLEM KNOWN PRIOR TO FLIGHT.         ,aileron problem known prior to flight .,"[12, 13, 'OtherScientificTerm']"
1424,19950924037039I,1901,1,LANDED ON LAKE WITHOUT RETRACTING. AMPHIBIOUS GEAR. FLIPPED OVER.                                                  ,amphibious gear .,"[6, 7, 'OtherScientificTerm']"
1425,19951012037469I,1903,1,"NARRATIVE: STUDENT PILOT ON HER FIRST CROSS COUNTRY SOLO. RECEIVED WEATHER BRIEFING, FILED A VFR PLAN, THEN DEPARTE","received weather briefing , filed a vfr plan , then departe .","[16, 17, 'OtherScientificTerm']"
1426,19950717033279I,1904,2,CLIMBING THRU FL390 IN HEAVY RAIN. NR1 ENGINE FLAMED OUT. IGNITION SWITCH WAS NOT PUT IN AIR POSITION. RETURNED.   ,ignition switch was not put in air position .,"[12, 13, 'Method']"
1427,19950721019499A,1905,2,LOST POWER AFTER SWITCHING TANKS. HIT WIRES LANDING. FUEL TANKS WERE EMPTY. BLADDER WAS COLLAPSED. FALSE READING. (,fuel tanks were empty .,"[10, 11, 'OtherScientificTerm']"
1428,19950723039379I,1906,0,FAILED TO CONNECT FUEL LINES TO WING TANKS. LOST POWER EN ROUTE. GEAR COLLAPSED LANDING.                           ,failed to connect fuel lines to wing tanks .,"[3, 4, 'OtherScientificTerm']"
1429,19950723039379I,1906,0,FAILED TO CONNECT FUEL LINES TO WING TANKS. LOST POWER EN ROUTE. GEAR COLLAPSED LANDING.                           ,failed to connect fuel lines to wing tanks .,"[6, 7, 'OtherScientificTerm']"
1430,19950727025109I,1907,3,LEFT HYDRAULICS LOST. SKYDROL FUMES IN CABIN. DISPATCHED GENERATOR INOP.APS WAS USED APU HYDRAULIC LINE BURST.     ,aps was used apu hydraulic line burst .,"[13, 13, 'Method']"
1431,19950727025109I,1907,3,LEFT HYDRAULICS LOST. SKYDROL FUMES IN CABIN. DISPATCHED GENERATOR INOP.APS WAS USED APU HYDRAULIC LINE BURST.     ,aps was used apu hydraulic line burst .,"[17, 19, 'OtherScientificTerm']"
1432,19951117041119I,1909,0,"NARRATIVE: ON FINAL APPROACH TO RUNWAY 34 AT PAM, THE PILOT NOTICED THAT AILERON CONTROL WAS MINIMAL. AFTER AN UNEV","narrative: on final approach to runway 34 at pam , the pilot noticed that aileron control was minimal .","[14, 15, 'OtherScientificTerm']"
1433,19951027034839A,1910,3,ON TAKEOFF ROLL NO LIFTOFF UNTIL OFF END RUNWAY. OVER AUTO INTO TREES. EXPLODED. FOUND CONTROL LOCK STILL IN PLACE.,found control lock still in place .,"[18, 19, 'OtherScientificTerm']"
1434,19950802033319I,1911,1,WHILE HOLDING HAD A RIGHT PROP BRAKE FIRE. BRAKE WAS PLACARDED PER MEL. USED PROP BRAKE IN VIOLATION OF MEL.       ,brake was placarded per mel .,"[9, 9, 'OtherScientificTerm']"
1435,19950802033319I,1911,2,WHILE HOLDING HAD A RIGHT PROP BRAKE FIRE. BRAKE WAS PLACARDED PER MEL. USED PROP BRAKE IN VIOLATION OF MEL.       ,used prop brake in violation of mel .,"[16, 17, 'OtherScientificTerm']"
1436,19950802033319I,1911,2,WHILE HOLDING HAD A RIGHT PROP BRAKE FIRE. BRAKE WAS PLACARDED PER MEL. USED PROP BRAKE IN VIOLATION OF MEL.       ,used prop brake in violation of mel .,"[21, 21, 'OtherScientificTerm']"
1437,19951113036469A,1916,3,UNCONTROLLABLE ON LIFTOFF. ABORTED. LANDED OFF END RUNWAY. CONTROL LOCK WAS STILL ON.                              ,control lock was still on .,"[11, 12, 'OtherScientificTerm']"
1438,19951114046609I,1918,0,"NARRATIVE: DELTA FLIGHT 981 WAS BEING MARSHALLED INTO PARKING AT AVL WITH WING WALKERS. JUST PRIOR TO STOPPING, AN ",narrative: delta flight 981 was being marshalled into parking at avl with wing walkers .,"[12, 13, 'Method']"
1439,19950822025369A,1919,0,TOO AIRCRAFT SANS PERMISSION WITH MASKING TAPES ON STATIC PORTS. OBSERVED LOW AND WOBBLY. ENGINES SPUTTERING.      ,too aircraft sans permission with masking tapes on static ports .,"[5, 6, 'OtherScientificTerm']"
1440,19950822025369A,1919,0,TOO AIRCRAFT SANS PERMISSION WITH MASKING TAPES ON STATIC PORTS. OBSERVED LOW AND WOBBLY. ENGINES SPUTTERING.      ,too aircraft sans permission with masking tapes on static ports .,"[8, 9, 'OtherScientificTerm']"
1441,19950822025369A,1919,2,TOO AIRCRAFT SANS PERMISSION WITH MASKING TAPES ON STATIC PORTS. OBSERVED LOW AND WOBBLY. ENGINES SPUTTERING.      ,engines sputtering .,"[16, 17, 'Task']"
1442,19950826026019A,1920,0,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.",explosion lifting logs .,"[0, 2, 'OtherScientificTerm']"
1443,19950826026019A,1920,3,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.",failed release logs and use se procedures .,"[14, 16, 'OtherScientificTerm']"
1444,19950826026019A,1920,3,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.",failed release logs and use se procedures .,"[19, 20, 'Method']"
1445,19951211040329A,1924,3,FLYING IN HEAVY SNOW. LOST POWER IFR AT NIGHT. HIT TREES LANDING. ICED INDUCTION SYSTEM. FAILED USE ALTERNATE AIR. ,iced induction system .,"[15, 17, 'Method']"
1446,19960120003039I,1926,1,"NARRATIVE: N2114J DEPARTED RUNWAY 32 AT KBVY ON SATURDAY, JANUARY 20, 1996 AT 11:19 AM. THE VFR OPERATIONS WAS DUAL",the vfr operations was dual .,"[19, 20, 'Task']"
1447,19960128001019A,1929,0,EN ROUTE TURNED ON BOOST PUMP UNKNOWNLY FLOODING ENGINE. LOST POWER. SMELLED FUEL. NOSED OVER DITCHING IN A LAKE.  ,en route turned on boost pump unknownly flooding engine .,"[7, 8, 'Method']"
1448,19960128001019A,1929,1,EN ROUTE TURNED ON BOOST PUMP UNKNOWNLY FLOODING ENGINE. LOST POWER. SMELLED FUEL. NOSED OVER DITCHING IN A LAKE.  ,lost power .,"[10, 11, 'OtherScientificTerm']"
1449,19950929030639A,1930,0,STALLED AS CLIMB ANGLE VARIED ON TAKEOFF. FOUND SEAT HAD SLID REARWARD.LOST CONTROL. SERVICE LETTER NOT COMPLIED.  ,stalled as climb angle varied on takeoff .,"[2, 3, 'OtherScientificTerm']"
1450,19960115000389A,1931,3,"DECLARED EMERGENCY. ATC LOST CONTACT. DIVED IN, CRASHED AND BURNED. ICY CONDITIONS. POOR MAINTAINED.               ",icy conditions .,"[14, 15, 'OtherScientificTerm']"
1451,19960129005889A,1932,3,ROLLED OVER ATTEMPTING TAKEOFF FROM SHIP HELIPAD. FELL INTO OCEAN INVERTED. SANK. REAR TIEDOWN STRAP NOT REMOVED.  ,rear tiedown strap not removed .,"[15, 17, 'OtherScientificTerm']"
1452,19951009037079A,1934,2,LOST POWER ON TAKEOFF. COLLIDED WITH TREES. USED AUTO FUEL. CARB NEEDLE VALVE SWELLED. CUT FUEL FLOW. SELECTOR OFF ,used auto fuel .,"[10, 11, 'OtherScientificTerm']"
1453,19951009043849I,1935,0,NARRATIVE: NOSE GEAR FAILED TO RETRACT AFTER TAKE OFF. AIRCRAFT MADE A GO-AROUND AND LANDED. CREW DISCOVERED NOSE P,narrative: nose gear failed to retract after take off .,"[1, 2, 'OtherScientificTerm']"
1454,19951015035799A,1938,0,LOST POWER EN ROUTE DUE FUEL STARVATION. TRIED FOR FIELD. HIT FENCE. SLID INTO DITCH. HEADER TANK PUMP PRIOR INOP. ,lost power en route due fuel starvation .,"[5, 6, 'OtherScientificTerm']"
1455,19951031041599A,1940,1,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,reduced power .,"[7, 8, 'OtherScientificTerm']"
1456,19960307006059I,1941,0,NARRATIVE:I96SW010017 AIRCRAFT NOSEWHEEL STRUCK LOOSE DEBRIS ON ABQ RAMP (TAXIWAY LIGHT LENS) DURING NIGHT TAXI OPE,narrative:i96sw010017 aircraft nosewheel struck loose debris on abq ramp ( taxiway light lens ) during night taxi ope,"[10, 12, 'OtherScientificTerm']"
1457,19960425012409I,1945,0,NARRATIVE: AT ROTATION DURING TAKEOFF A VIBRATION WAS FELT AS WELL AS RAPID PRESSURIZATION FLUCTUATIONS. THE LANDIN,narrative: at rotation during takeoff a vibration was felt as well as rapid pressurization fluctuations .,"[12, 14, 'OtherScientificTerm']"
1458,19960513033919I,1949,0,NARRATIVE: THE AIRCRAFT HAD JUST BEEN RETURNED TO SERVICE AFTER A REPAIR TO THE RIGHT ENGINE FOR AN OIL LEAK. MAINT,narrative: the aircraft had just been returned to service after a repair to the right engine for an oil leak .,"[18, 19, 'OtherScientificTerm']"
1459,19960518010799A,1950,0,RETRACTED FLAPS ON CLIMBOUT. STALLED. SETTLED. VEERED OFF RUNWAY. HIT CONCRETE WALL. SEVERED WING AND TAIL.        ,retracted flaps on climbout .,"[0, 1, 'OtherScientificTerm']"
1460,19960603016879I,1953,1,"NARRATIVE: PILOT DEPARTED OLIVE BRANCH, MS AND DURING CLIMB OUT THE LEFT DOOR POPPED OPEN. A PRECAUTIONARY LANDING ",a precautionary landing .,"[18, 19, 'OtherScientificTerm']"
1461,19960608013129A,1955,0,FAILED REMOVE TAPED STATIC PORTS. USED FULL POWER FROM TAKEOFF TO VERY HARD NOSE FIRST IMPACT. DAMAGED GEAR. WINGS.,failed remove taped static ports .,"[2, 4, 'OtherScientificTerm']"
