,index,input,head,relation,tail
3847,2191,"(-5)ON 12/01/98, AIRCRAFT N244AE, A SABB-340B, TYPE AIRCRAFT HAD UNDERGONE OVERNIGHT MAINTENANCE. MAINTENANCE CONSI",SABB-340B,subclass of,AIRCRAFT
3848,2192,"(-5) UPON TOUCHDOWN, THE AIRCRAFT VEERED SHARPLY TO THE LEFT, THE PILOT TRIED TO MAINTAIN CONTROL WITH FULL RIGHT R",PILOT,uses,AIRCRAFT
3849,2193,"(.4) ON DECEMBER 17, 1999, AT 1024 HOURS PACIFIC STANDARD TIME, A CESSNA 172N, N738UA, OPERATED BY THE PILOT WAS SU",CESSNA 172N,instance of,N738UA
3850,2194,"(.19) ON SEPTEMBER 30, 1999, AT 2240 CENTRAL DAYLIGHT TIME, A CESSNA 150F AIRPLANE, N8092S, WAS SUBSTANTIALLY DAMAG",CESSNA 150F,subclass of,AIRPLANE
3851,2195,"(.23) AFTER VIEWING THE VIDEO TAPE FROM A CAMERA ATTACHED TO MR. JACK LARRISON'S HELMET, I AGREE WITH THE ATTACHED ",A CAMERA ATTACHED TO MR. JACK LARRISON'S HELMET,instance of,CAMERA
3852,2196,(-5)ON 1-20-99 KITTY HAWK FLT 503 MHR-TOL DIVERTED TO MCI DUE TO LOSS OF ENGINE OIL FROM THE #1 ENGINE. INSPECTORS ,KITTY HAWK FLT 503,manufacturer,MCI
3853,2197,(-23) THE PILOT IN COMMAND OF A PART 135 AIR AMBULANCE FLIGHT TOOK OFF FROM RUNWAY 06 AT THE LADY'S ISLAND AIRPORT ,A PART 135 AIR AMBULANCE FLIGHT,start point,LADY'S ISLAND AIRPORT
3854,2198,NARRATIVE: ON LOWERING THE LANDING GEAR THE NOSE GEAR FAILED TO EXTEND. THE PILOT LANDED WITH THE NOSE GEAR RETRACT,LANDING GEAR,has part,NOSE GEAR
3855,2198,NARRATIVE: ON LOWERING THE LANDING GEAR THE NOSE GEAR FAILED TO EXTEND. THE PILOT LANDED WITH THE NOSE GEAR RETRACT,LANDING GEAR,has part,NOSE GEAR
3856,2198,NARRATIVE: ON LOWERING THE LANDING GEAR THE NOSE GEAR FAILED TO EXTEND. THE PILOT LANDED WITH THE NOSE GEAR RETRACT,NOSE GEAR,part of,LANDING GEAR
3857,2198,NARRATIVE: ON LOWERING THE LANDING GEAR THE NOSE GEAR FAILED TO EXTEND. THE PILOT LANDED WITH THE NOSE GEAR RETRACT,NOSE GEAR,part of,NOSE GEAR
3858,2198,NARRATIVE: ON LOWERING THE LANDING GEAR THE NOSE GEAR FAILED TO EXTEND. THE PILOT LANDED WITH THE NOSE GEAR RETRACT,NOSE GEAR,part of,LANDING GEAR
3859,2198,NARRATIVE: ON LOWERING THE LANDING GEAR THE NOSE GEAR FAILED TO EXTEND. THE PILOT LANDED WITH THE NOSE GEAR RETRACT,NOSE GEAR,part of,NOSE GEAR
3860,2199,"(-23) THE PILOT IN COMMAND OF N789SL HAD FILED AN IFR FLIGHT PLAN FROM PALM SPRINGS (PSP), CA, TO OCEANSIDE (CRQ), ","PALM SPRINGS (PSP), CA",twinned administrative body,OCEANSIDE (CRQ)
3861,2199,"(-23) THE PILOT IN COMMAND OF N789SL HAD FILED AN IFR FLIGHT PLAN FROM PALM SPRINGS (PSP), CA, TO OCEANSIDE (CRQ), ",OCEANSIDE (CRQ),twinned administrative body,"PALM SPRINGS (PSP), CA"
3862,2200,"PAPILLION HELICOPTERS ACFT (1969 BELL 206B HELICOPTER) WAS ON A TRAINING FLIGHT WHEN THE ENGINE FAILED ON TAKE-OFF,",PAPILLION HELICOPTERS ACFT,instance of,HELICOPTER
3863,2201,"ISUA AIR TAXI ACFT EXPERIENCED #2 ENGINE PROBLEMS AFTER TAKE-OFF AND RETURNED TO LAND ON RWY 3, WHILE N838MA WAS ON",ISUA,subsidiary,TAXI ACFT
3864,2201,"ISUA AIR TAXI ACFT EXPERIENCED #2 ENGINE PROBLEMS AFTER TAKE-OFF AND RETURNED TO LAND ON RWY 3, WHILE N838MA WAS ON",TAXI ACFT,parent organization,ISUA
3865,2202,ON DOWNWIND LOW ROTOR RPM. AUTOROTATED. LANDED OFF FIELD. SKIDS DUG IN. ROLLED. NO DEFECTS. KNOWN FALSE ROTOR HORN.,FALSE ROTOR HORN,subclass of,ROTOR
3866,2203,TOOK OFF WITHOUT NOTING REAR ENGINE NOT RUNNING. STALLED ON DOWNWIND CLIMBING TURN. POH ADVISE LEADING REAR ENGINE.,CLIMBING,different from,RUNNING
3867,2203,TOOK OFF WITHOUT NOTING REAR ENGINE NOT RUNNING. STALLED ON DOWNWIND CLIMBING TURN. POH ADVISE LEADING REAR ENGINE.,RUNNING,different from,CLIMBING
3868,2204,ON TAKEOFF UNSECURED PALLETS TRAVEL REARWARD STUCK AFT BULKHEAD AND DOOR. ABORTED. PALLETS WENT FORWARD HIT WALL.  ,PALLETS,located in the administrative territorial entity,TAKEOFF
3869,2204,ON TAKEOFF UNSECURED PALLETS TRAVEL REARWARD STUCK AFT BULKHEAD AND DOOR. ABORTED. PALLETS WENT FORWARD HIT WALL.  ,PALLETS,located in the administrative territorial entity,TAKEOFF
3870,2205,(.4) THE PILOT REPORTED THAT HE HAD FORGOTTEN TO REMOVE THE FUEL VENT COVER DURING HIS PREFLIGHT INSPECTION. SHORTL,PILOT,has part,PREFLIGHT INSPECTION
3871,2205,(.4) THE PILOT REPORTED THAT HE HAD FORGOTTEN TO REMOVE THE FUEL VENT COVER DURING HIS PREFLIGHT INSPECTION. SHORTL,PREFLIGHT INSPECTION,part of,PILOT
3872,2206,ALASKA DEPT FISH. BRAKE DRAGGED ON TAKEOFF IGNORED. NOSED OVER. PARKING BRAKE WAS ON.                              ,TAKEOFF,located in the administrative territorial entity,ALASKA
3873,2207,"N7991Y DEPARTED MLC, LEFT ENGINE FAILED, ACFT CRASHED 2 MILES SOUTH OF AIRPORT.(.19) ON MAY 28, 1999, AT 1630 CENTR",N7991Y,point in time,"May 28, 1999"
3874,2208,DISTRACTED ROLLED OFF EDGE TAXIWAY TAIL HIT GROUND. CONTINUED TO OPERATE. LATER FOUND MORE DAMAGE THAN REPORTED.   ,TAXIWAY,instance of,EDGE
3875,2209,GEAR SLOW RETRACTING ON CLIMBOUT. UNABLE LOCK DOWN. USED BOTTLE. NOSE GEAR STILL UP. HYDRAULIC FLUID DEPLETED.     ,HYDRAULIC FLUID,use,CLIMBOUT
3876,2210,(-23) ACCORDING TO THE PILOT HE DEPARTED FRONT RANGE AIRPORT DURING THE HOURS OF DARKNESS. DURING THE START AND RUN,FRONT RANGE AIRPORT,place served by transport hub,HOURS OF DARKNESS
3877,2210,(-23) ACCORDING TO THE PILOT HE DEPARTED FRONT RANGE AIRPORT DURING THE HOURS OF DARKNESS. DURING THE START AND RUN,HOURS OF DARKNESS,place served by transport hub,FRONT RANGE AIRPORT
3878,2211,"(-23) UPON TAKEOFF, THE DOOR IMMEDIATELY AFTER THE AIRCRAFT LEFT THE GROUND. THE PILOT ELECTED TO LAND ON THE REMAI",REMAI,located in the administrative territorial entity,TAKEOFF
3879,2212,VEERED OFF TAXIWAY. STRUCK TAXIWAY LIGHT. WAS ADVISED DAMAGED PROP. CONTINUED TO LIT.                              ,LIT.,facet of,TAXIWAY
3880,2213,(.4) THE HELICOPTER LOST ENGINE POWER DURING TAKEOFF DUE TO CONTAMINATED FUEL. THE COMMERCIAL HELICOPTER PILOT STAT,TAKEOFF,instance of,HELICOPTER
3881,2214,"(-23) ON AUG. 2, 1999, N711BN, A BE-90, DEPARTED FROM WEST PALM BEACH INT'L WITH PILOT DUANE CRITHFIELD, CERTIFICAT",WEST PALM BEACH INT'L,item operated,BE-90
3882,2215,DEPARTED HYA TO REPOSITION TO ACK. DOOR LIGHT CAME ON. TRIED CLOSE CREW DOOR. DOOR DEPARTED. RETURNED. CUT HIS ARM.,DEPARTED HYA TO REPOSITION TO ACK,has effect,TRIED CLOSE CREW DOOR
3883,2215,DEPARTED HYA TO REPOSITION TO ACK. DOOR LIGHT CAME ON. TRIED CLOSE CREW DOOR. DOOR DEPARTED. RETURNED. CUT HIS ARM.,DEPARTED HYA TO REPOSITION TO ACK,has effect,RETURNED
3884,2215,DEPARTED HYA TO REPOSITION TO ACK. DOOR LIGHT CAME ON. TRIED CLOSE CREW DOOR. DOOR DEPARTED. RETURNED. CUT HIS ARM.,TRIED CLOSE CREW DOOR,has cause,DEPARTED HYA TO REPOSITION TO ACK
3885,2215,DEPARTED HYA TO REPOSITION TO ACK. DOOR LIGHT CAME ON. TRIED CLOSE CREW DOOR. DOOR DEPARTED. RETURNED. CUT HIS ARM.,RETURNED,has cause,DEPARTED HYA TO REPOSITION TO ACK
3886,2216,TRANSMISSION ACCESS DOOR SEPARATED HIT MAIN ROTOR. LANDED OK. MECHANIC HAD FAILED TO LATCH DOOR AFTER MAINTENANCE. ,TRANSMISSION ACCESS DOOR SEPARATED HIT MAIN ROTOR,has part,LATCH DOOR
3887,2216,TRANSMISSION ACCESS DOOR SEPARATED HIT MAIN ROTOR. LANDED OK. MECHANIC HAD FAILED TO LATCH DOOR AFTER MAINTENANCE. ,LATCH DOOR,part of,TRANSMISSION ACCESS DOOR SEPARATED HIT MAIN ROTOR
3888,2217,(-23) NOSE GEAR FAILED TO RETRACT AFTER TAKE OFF. EMERGENCY EQUIPMENT WAS NOTIFIED BUT NOT ON STANDBY.  THE BOEING ,NOSE GEAR,subclass of,EMERGENCY EQUIPMENT
3889,2218,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN",CIERNIA GLASAIR III,date of official opening,"SEPTEMBER 23, 1999"
3890,2219,(-23) OPERATOR EXPERIENCED LOW OIL PRESSURE INDICATION ON CLIMB. OPERATOR RETURNED TO AIRPORT AND MADE A NORMAL LAN,Operation Enduring Freedom,followed by,Operation Enduring Freedom II
3891,2219,(-23) OPERATOR EXPERIENCED LOW OIL PRESSURE INDICATION ON CLIMB. OPERATOR RETURNED TO AIRPORT AND MADE A NORMAL LAN,Operation Enduring Freedom II,follows,Operation Enduring Freedom
3892,2220,(-23)THE PILOT LINED UP FOR TAKE OFF ON RUNWAY 31C ON THE RIGHT HAND RUNWAY SHOULDER MARKING LINE INSTEAD OF THE CE,PILOT,has part,SHOULDER MARKING
3893,2220,(-23)THE PILOT LINED UP FOR TAKE OFF ON RUNWAY 31C ON THE RIGHT HAND RUNWAY SHOULDER MARKING LINE INSTEAD OF THE CE,SHOULDER MARKING,part of,PILOT
3894,2221,SLOW SPEED ON TAKEOFF. BEGAN DUMPING LOAD. ROTATED END RUNWAY. SETTLED HIT DITCH. NOSED OVER. FAILED CHECK GROSS WT,TAKEOFF,located in the administrative territorial entity,WT
3895,2221,SLOW SPEED ON TAKEOFF. BEGAN DUMPING LOAD. ROTATED END RUNWAY. SETTLED HIT DITCH. NOSED OVER. FAILED CHECK GROSS WT,WT,contains administrative territorial entity,TAKEOFF
3896,2222,DURING RUNUP AT END RUNWAY. PASSENGER EXITED ON HIS OWN TO WIPE DEW OFF WINDSHIELD. BACKED INTO PROPELLER. (-23) TH,DEW,opposite of,WINDSHIELD
3897,2222,DURING RUNUP AT END RUNWAY. PASSENGER EXITED ON HIS OWN TO WIPE DEW OFF WINDSHIELD. BACKED INTO PROPELLER. (-23) TH,WINDSHIELD,opposite of,DEW
3898,2223,LOST NR4 ENGINE COWL ON TAKEOFF. INDICATES MAINTENANCE FAILED TO FASTEN COWLING.                                   ,LOST NR4 ENGINE COWL,manufacturer,TAKEOFF
3899,2223,LOST NR4 ENGINE COWL ON TAKEOFF. INDICATES MAINTENANCE FAILED TO FASTEN COWLING.                                   ,TAKEOFF,product or material produced,LOST NR4 ENGINE COWL
3900,2224,LOST POWER DESCENDING TO SPRAY. DUMPED LOAD. HIT STUMP LANDING. NOSED OVER. FUEL UNIT HAD KNOWN PRIOR LOW PRESSURE.,FUEL UNIT,product or material produced,SPRAY
3901,2225,HIGH OIL TEMP. LOUD POP. AUTOROTATED. ROCKED LANDING. CHOPPED TAIL. SHOP RAG WRAPPED ON TAIL SHAFT. BLOCKED COOLER.,SHOP RAG,has part,TAIL SHAFT
3902,2225,HIGH OIL TEMP. LOUD POP. AUTOROTATED. ROCKED LANDING. CHOPPED TAIL. SHOP RAG WRAPPED ON TAIL SHAFT. BLOCKED COOLER.,TAIL SHAFT,part of,SHOP RAG
3903,2226,DISTRACTED AND FORGOT TO RAISE GEAR ON AMPHIBIOUS FLOATS FOR WATER LANDING. FLIPPED OVER. (-23) PILOT FORGOT TO RET,AMPHIBIOUS FLOATS,subclass of,WATER LANDING
3904,2227,POSITIONING FLIGHT LOST CABIN DOOR OFF AIRCRAFT. CABIN CREWMAN APPARENTLY FAILED LATCH DOOR. WARNING LIGHT INOP.   ,LATCH DOOR,part of,AIRCRAFT
3905,2228,STALLED ON PULLUP FROM ABORTED LANDING ON DIRT STRIP. FULL NOSE UP TRIM. RISING TERRAIN OFF END OF STRIP.          ,STALLED,subclass of,TRIM
3906,2229,HOPPER FIRE INFLIGHT. PILOT LANDED ON ROAD BETWEEN TREES. SULPHUR DUST A FACTOR. NON COMPLIANCE WITH ADS ON SUBJECT,PILOT,has effect,INFLIGHT
3907,2229,HOPPER FIRE INFLIGHT. PILOT LANDED ON ROAD BETWEEN TREES. SULPHUR DUST A FACTOR. NON COMPLIANCE WITH ADS ON SUBJECT,INFLIGHT,has cause,PILOT
3908,2230,CRUISE 800FT OVER OCEAN. TAIL ROTOR GEAR BOX SEPARATED. REMOVED MAINTENANCE PRIO. GEAR BOX LOOSE. PITCHED. ROLLED. ,CRUISE 800FT,has part,MAINTENANCE PRIO
3909,2230,CRUISE 800FT OVER OCEAN. TAIL ROTOR GEAR BOX SEPARATED. REMOVED MAINTENANCE PRIO. GEAR BOX LOOSE. PITCHED. ROLLED. ,MAINTENANCE PRIO,part of,CRUISE 800FT
3910,2231,SMOKE IN AIRCRAFT ON CLIMBOUT. OXYGEN MASKS DEPLOYED. RETURNED. EVACUATED. SMOKE FROM ENGINE WASH. SLIDES SAFTIED. ,AIRCRAFT,has part,ENGINE WASH
3911,2231,SMOKE IN AIRCRAFT ON CLIMBOUT. OXYGEN MASKS DEPLOYED. RETURNED. EVACUATED. SMOKE FROM ENGINE WASH. SLIDES SAFTIED. ,ENGINE WASH,part of,AIRCRAFT
3912,2232,"NARRATIVE: NORMAL TWO PILOT OPERATION BUT BECAUSE THIS WAS A MAINTENANCE RUN TO DAYTON, ONLY ONE PILOT PERFORMED PR",PILOT,use,MAINTENANCE
3913,2232,"NARRATIVE: NORMAL TWO PILOT OPERATION BUT BECAUSE THIS WAS A MAINTENANCE RUN TO DAYTON, ONLY ONE PILOT PERFORMED PR",MAINTENANCE,uses,PILOT
3914,2232,"NARRATIVE: NORMAL TWO PILOT OPERATION BUT BECAUSE THIS WAS A MAINTENANCE RUN TO DAYTON, ONLY ONE PILOT PERFORMED PR",MAINTENANCE,uses,PILOT
3915,2232,"NARRATIVE: NORMAL TWO PILOT OPERATION BUT BECAUSE THIS WAS A MAINTENANCE RUN TO DAYTON, ONLY ONE PILOT PERFORMED PR",PILOT,use,MAINTENANCE
3916,2233,FUELED PRIOR DEPARTURE. FUEL VENTED. RETURNED. FAILED COMPLETE CHECK LIST. LANDED GEAR UP. FOUND FUEL CAP ON RUNWAY,FUEL CAP,product or material produced,FUEL
3917,2234,"NARRATIVE: ON MONDAY, NOVEMBER 20, 1995, AT APPROXIMATELY 1400 EST, STUDENT PILOT PAUL HOSEFROS INITIATED A TAKEOFF",TAKEOFF,inception,"NOVEMBER 20, 1995"
3918,2235,"NARRATIVE: THE PILOT, DAVID EDWARD SHIPLEY, PILOT IN COMMAND, STATED THAT WHILE PERFORMING AN EXTERNAL LOAD LIFT OF",The PILOT,has part,PILOT IN COMMAND
3919,2235,"NARRATIVE: THE PILOT, DAVID EDWARD SHIPLEY, PILOT IN COMMAND, STATED THAT WHILE PERFORMING AN EXTERNAL LOAD LIFT OF",PILOT IN COMMAND,part of,The PILOT
3920,2236,"NARRATIVE: ON DECEMBER 22, 1995, A NORTHERN AIR CARGO, INC., DOUGLAS DC-6 AIRCRAFT N1027N, FLIGHT NO. 60, DEPARTED ",DOUGLAS DC-6,subclass of,AIRCRAFT
3921,2237,CRASHED INTO TREES ON TAKEOFF. HAD TAXIED CARB HEAT ON. UNFILTERED AIR OPEN TO DIRT AND ICE ON FILTER REDUCED POWER,TAKEOFF,has part,CARB HEAT
3922,2238,"NARRATIVE: ON JANUARY 27, 1996, HORIZON AIR WAS ATTEMPTING TO REPOSITION N26952, AN SA-227 AS FLIGHT 3059, BACK TO ",HORIZON AIR WAS ATTEMPTING TO REPOSITION N26952,point in time,"JANUARY 27, 1996"
3923,2239,NARRATIVE: DOWNWIND FOR LANDING RUNWAY 29 AT WINONA NOSE GEAR WOULD NOT EXTEND. NOSE GEAR UP LANDING WAS MADE. NOSE,LANDING RUNWAY 29,located in the administrative territorial entity,WINONA
3924,2240,"(.4)THE AIRCRAFT WAS PUSHED BACK FROM THE GATE, AND BOTH ENGINES WERE STARTED. THE PNEUMATICS WERE SHIFTED FROM THE",PNEUMATICS,has part,ENGINES
3925,2240,"(.4)THE AIRCRAFT WAS PUSHED BACK FROM THE GATE, AND BOTH ENGINES WERE STARTED. THE PNEUMATICS WERE SHIFTED FROM THE",ENGINES,part of,PNEUMATICS
3926,2241,"NARRATIVE: AIRCRAFT DEPARTED FORT SMITH, ARKANSAS. DURING GEAR RETRACTION, THE LANDING GEAR CIRCUIT BREAKER POPPED.",FORT SMITH,located in the administrative territorial entity,ARKANSAS
3927,2242,"NARRATIVE: ON MARCH 18, 1996 AT 2215Z, AN ATR-72 (N27806) ON A FLIGHT FROM BROWNSVILLE TO HOUSTON INTERCONTINENTAL ",BROWNSVILLE,twinned administrative body,HOUSTON
3928,2242,"NARRATIVE: ON MARCH 18, 1996 AT 2215Z, AN ATR-72 (N27806) ON A FLIGHT FROM BROWNSVILLE TO HOUSTON INTERCONTINENTAL ",HOUSTON,twinned administrative body,BROWNSville
3929,2243,NARRATIVE: THE AIRCRAFT WAS BEING FERRIED FOR MAINTENANCE. THE GEAR BLOCKED DOWN AND THE NOSE BLOCK FELL OUT DURING,AIRCRAFT,has part,GEAR BLOCK
3930,2243,NARRATIVE: THE AIRCRAFT WAS BEING FERRIED FOR MAINTENANCE. THE GEAR BLOCKED DOWN AND THE NOSE BLOCK FELL OUT DURING,AIRCRAFT,has part,NOSE BLOCK
3931,2243,NARRATIVE: THE AIRCRAFT WAS BEING FERRIED FOR MAINTENANCE. THE GEAR BLOCKED DOWN AND THE NOSE BLOCK FELL OUT DURING,GEAR BLOCK,part of,AIRCRAFT
3932,2243,NARRATIVE: THE AIRCRAFT WAS BEING FERRIED FOR MAINTENANCE. THE GEAR BLOCKED DOWN AND THE NOSE BLOCK FELL OUT DURING,NOSE BLOCK,part of,AIRCRAFT
3933,2244,NARRATIVE: DURING PREFLIGHT PILOT ADDED OIL AND SPILLED SOME. AFTER TAKEOFF PILOT REPORTED OIL SPLATTERED ON WINDSH,PILOT,has part,PILOT REPORTED OIL SPLATTERED ON WINDSH
3934,2244,NARRATIVE: DURING PREFLIGHT PILOT ADDED OIL AND SPILLED SOME. AFTER TAKEOFF PILOT REPORTED OIL SPLATTERED ON WINDSH,PILOT REPORTED OIL SPLATTERED ON WINDSH,part of,PILOT
3935,2245,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,A GRASS RUNWAY,part of,ALTITU
3936,2245,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,ALTITU,has part,A GRASS RUNWAY
3937,2246,NOT ACCELERATING NORMAL. TRIED DUMP LOAD. MISSED. GOT AIRBORNE END RUNWAY. JUMPED CREEK. HIT BANK. FAILED USE FLAPS,AIRBORNE,has part,CREEK
3938,2246,NOT ACCELERATING NORMAL. TRIED DUMP LOAD. MISSED. GOT AIRBORNE END RUNWAY. JUMPED CREEK. HIT BANK. FAILED USE FLAPS,CREEK,part of,AIRBORNE
3939,2247,"(.4)DURING FLIGHT, THE PILOT REPORTED SHUTTING DOWN THE LEFT ENGINE DUE TO A LOSS OF OIL PRESSURE. HE DECLARED AN E",PILOT,has part,ENGINE
3940,2247,"(.4)DURING FLIGHT, THE PILOT REPORTED SHUTTING DOWN THE LEFT ENGINE DUE TO A LOSS OF OIL PRESSURE. HE DECLARED AN E",ENGINE,part of,PILOT
3941,2248,"NARRATIVE: ON MAY 8, 1996, WHILE ON A CLIMB ATTITUDE, N88CP EXPERIENCED A DEPARTURE OF THE MAIN PASSENGER ENTRANCE ",CLIMB ATTITUDE,opposite of,MAIN PASSENGER ENTRANCE
3942,2248,"NARRATIVE: ON MAY 8, 1996, WHILE ON A CLIMB ATTITUDE, N88CP EXPERIENCED A DEPARTURE OF THE MAIN PASSENGER ENTRANCE ",MAIN PASSENGER ENTRANCE,opposite of,CLIMB ATTITUDE
3943,2249,"NARRATIVE: AIRCRAFT DEPARTED FOR PARADROP OPERATION. AT ALTITUDE, JUMP DOOR WAS OPENED AND LATCHED. WHEN LAST JUMPE",PARADROP,subclass of,AIRCRAFT
3944,2250,"NARRATIVE: ON JUNE 1, 1996, APPROXIMATELY 0615 CDT FOLLOWING DEPARTURE FROM THE DENVER INTERNATIONAL AIRPORT, COMMA",DENVER INTERNATIONAL AIRPORT,place served by transport hub,COMMA
3945,2251,"NARRATIVE: ON AN IFR FLIGHT PLAN FROM CHICAGO, IL TO SAN ANTONIO, TX N898CB, A CESSNA 560, EXPERIENCED A RAPID LOSS","CHICAGO, IL",twinned administrative body,"SAN ANTONIO, TX"
3946,2251,"NARRATIVE: ON AN IFR FLIGHT PLAN FROM CHICAGO, IL TO SAN ANTONIO, TX N898CB, A CESSNA 560, EXPERIENCED A RAPID LOSS","SAN ANTONIO, TX",twinned administrative body,"CHICAGO, IL"
3947,2252,STRUCK TREES ON TAKEOFF DUE PARTIAL POWER LOSS. POSSIBLE FUEL CONTAMINATION. NOT FUELED OR FLOW FOR 10 MONTHS.     ,POSSIBLE FUEL CONTAMINATION,location,TAKEOFF
3948,2253,"NARRATIVE: THE PILOT WAS GIVING FLIGHT INSTRUCTION. ON TAKE OFF ROLL AT CGE, THE PILOT PULLED BACK THE MIXTURE CONT",PILOT,uses,MIXTURE CONT
3949,2253,"NARRATIVE: THE PILOT WAS GIVING FLIGHT INSTRUCTION. ON TAKE OFF ROLL AT CGE, THE PILOT PULLED BACK THE MIXTURE CONT",MIXTURE CONT,used by,PILOT
3950,2254,MAINTENANCE TEST. LOST POWER. AUTOROTATED. ROLLED LANDING.NR2 GOVERNOR CONTROL LEVER OFF.NR2 WORKED ON PRIOR FLIGHT,NR2,use,MAINTENANCE
3951,2254,MAINTENANCE TEST. LOST POWER. AUTOROTATED. ROLLED LANDING.NR2 GOVERNOR CONTROL LEVER OFF.NR2 WORKED ON PRIOR FLIGHT,NR2,use,MAINTENANCE
3952,2255,DESCENDING AFTER JUMPERS AWAY. ENGINE QUIT. HIT WIRE ON FORCED LANDING. NOSED OVER. CARB WORN OUT. ENGINE OVER TBO.,CARB WORN OUT,subclass of,ENGINE QUIT
3953,2256,LOST POWER IN PATTERN. HIT EMBANKMENT LANDING. CLAIMS TAXI TEST NEWLY PURCHASED. AIRBORNE DUE GUST. SLUDGE IN FUEL.,AIRBORNE,instance of,PATTERN
3954,2257,ENGINE QUIT ON CLIMBOUT. LANDED IN TREES. RUST DEBRIS AND WATER IN FUEL. ORIGINAL CARB. FLOW 438 HRS SINCE 1978.   ,1978,point in time,1978
3955,2258,LOST POWER ON INITAL CLIMBOUT. REPORTED TOOK OFF CARB HEAT ON. RICH MIXTURE FOULED PLUGS. HIT DITCH LANDING.       ,LOST POWER ON INITAL CLIMBOUT,has cause,CARB HEAT
3956,2258,LOST POWER ON INITAL CLIMBOUT. REPORTED TOOK OFF CARB HEAT ON. RICH MIXTURE FOULED PLUGS. HIT DITCH LANDING.       ,CARB HEAT,has effect,LOST Power ON INITAL CLIMBOUT
3957,2259,PUBLIC AIRCRAFT DUAL FLIGHT. DURING AUTOROTATION DEMO RUN ON LANDING RIGHT SKID FAILED. EXCEEDED SKID WEAR LIMITS. ,SKID WEAR LIMITS,facet of,AUTOROTATION
3958,2260,"NARRATIVE: ON SEPTEMBER 25, 1996, AT 0652 MST, A BEECH SUPER KING AIR B200, PILOTED BY MR. ROY A. GOODART TOOK OFF ",B200,manufacturer,BEECH
3959,2261,BATTERY ACID SPILLED IN FORWARD CARGO HOLE FROM ELECTRIC WHEEL CHAIR. CAPTAIN FAILED NOTE HAZMAT CONDITION.        ,COVID-19 pandemic,point in time,2020
3960,2262,"NARRATIVE: ON OCTOBER 16, 1996, MR. CARL N. LEWIS, PILOT-IN-COMMAND OF MOONEY, N9266V, TOOK OFF FROM MONTGOMERY AIR",PILOT-IN-COMMAND,part of,MONTGOMERY AIR
3961,2262,"NARRATIVE: ON OCTOBER 16, 1996, MR. CARL N. LEWIS, PILOT-IN-COMMAND OF MOONEY, N9266V, TOOK OFF FROM MONTGOMERY AIR",MONTGOMERY AIR,has part,PILOT-IN-COMMAND
3962,2263,"LEFT TANK RESEALED, SEALER DRYING. RIGHT TANK LOW FUEL. NO FUEL AT NEARBY FIELD. RAN OUT. LANDED GEAR UP ON ROAD.  ",LEFT TANK,opposite of,RIGHT TANK
3963,2263,"LEFT TANK RESEALED, SEALER DRYING. RIGHT TANK LOW FUEL. NO FUEL AT NEARBY FIELD. RAN OUT. LANDED GEAR UP ON ROAD.  ",RIGHT TANK,opposite of,LEFT TANK
3964,2264,PRIOR DEMO FLIGHT. CONNECTING ROD BENT BY HYDRO LOCK IN NR5 CYL ON STARTUP. BROKE. HIT COUNTER WT. BROKE PORP SHAFT,BROKE PORP SHAFT,has part,HYDRO LOCK
3965,2265,SEEDING BURN FOREST AREA. TOOK OFF WITH LONG LINE HOOKED OVER SKID. HELICOPTER TRIED CLIMB STRUCK RISING TERRAIN.  ,SEEDING BURN FOREST AREA,instance of,TERRAIN
3966,2266,"NARRATIVE: AIRCRAFT WAS FUELED WITH 40 GALLONS OF JET-A, BRINGING THE TOTAL FUEL ON BOARD TO 85 GALLONS. DURING CLI",JET-A,subclass of,AIRCRAFT
3967,2267,NEW PURCHASE. LOST CONTROL LANDING ROLL. VEERED OFF RUNWAY. GEAR ATTACH BOLT FAILED DUE STRESS. UNSKILLED IN TYPE. ,LOST CONTROL,has cause,GEAR ATTACH BOLT
3968,2267,NEW PURCHASE. LOST CONTROL LANDING ROLL. VEERED OFF RUNWAY. GEAR ATTACH BOLT FAILED DUE STRESS. UNSKILLED IN TYPE. ,GEAR ATTACH BOLT,has effect,LOST CONTROL
3969,2268,LOST CONTROL AT NIGHT NO GROUND LIGHT. VACUUM SYSTEM INOP. SPATIAL DISORIENTAIOTN. SPIRAL DIVE. BROKE UP VFR ONLY. ,SPIRAL DIVE,subclass of,VACUUM
3970,2269,EN ROUTE UNABLE BUDGE FUEL SELECTOR. LOW FUEL. QUIT OF FINEAL. HIT TREE SHORT OF RUNWAY. SELECTOR JAMMED BY RUST. (,EN ROUTE,has part,FUEL SELECTOR
3971,2269,EN ROUTE UNABLE BUDGE FUEL SELECTOR. LOW FUEL. QUIT OF FINEAL. HIT TREE SHORT OF RUNWAY. SELECTOR JAMMED BY RUST. (,FUEL SELECTOR,part of,EN ROUTE
