c5_id,c119_input,entities,labels_raw,labels,confidence
20051009024969I,(-23) ^PRIVACY DATA OMITTED^ HELICOPTER ENGINE POWER CHECKS WERE BEING CONDUCTED BY PILOT AND ONE CREWMEMBER. DURIN,23,"[{'value': 'CARDINAL', 'confidence': 0.9432801008224487}]",CARDINAL,0.9432801008224487
20051009024969I,(-23) ^PRIVACY DATA OMITTED^ HELICOPTER ENGINE POWER CHECKS WERE BEING CONDUCTED BY PILOT AND ONE CREWMEMBER. DURIN,ONE,"[{'value': 'CARDINAL', 'confidence': 0.6006953120231628}]",CARDINAL,0.6006953120231628
20051009024969I,(-23) ^PRIVACY DATA OMITTED^ HELICOPTER ENGINE POWER CHECKS WERE BEING CONDUCTED BY PILOT AND ONE CREWMEMBER. DURIN,DURIN,"[{'value': 'PERSON', 'confidence': 0.9490258097648621}]",PERSON,0.9490258097648621
20060209010299I,(-23) AIRTRAN AIRWAYS FLT 851 DEPARTED FROM MSP AT 1330Z HOURS ENROUTE TO ATL AND EXPERIENCED A LEFT GEAR DOOR UNSA,23,"[{'value': 'CARDINAL', 'confidence': 0.9999740123748779}]",CARDINAL,0.9999740123748779
20060209010299I,(-23) AIRTRAN AIRWAYS FLT 851 DEPARTED FROM MSP AT 1330Z HOURS ENROUTE TO ATL AND EXPERIENCED A LEFT GEAR DOOR UNSA,AIRTRAN AIRWAYS,"[{'value': 'ORG', 'confidence': 0.8293687701225281}]",ORG,0.8293687701225281
20060209010299I,(-23) AIRTRAN AIRWAYS FLT 851 DEPARTED FROM MSP AT 1330Z HOURS ENROUTE TO ATL AND EXPERIENCED A LEFT GEAR DOOR UNSA,FLT 851,"[{'value': 'PRODUCT', 'confidence': 0.9855777621269226}]",PRODUCT,0.9855777621269226
20060209010299I,(-23) AIRTRAN AIRWAYS FLT 851 DEPARTED FROM MSP AT 1330Z HOURS ENROUTE TO ATL AND EXPERIENCED A LEFT GEAR DOOR UNSA,MSP,"[{'value': 'FAC', 'confidence': 0.8888729810714722}]",FAC,0.8888729810714722
20060209010299I,(-23) AIRTRAN AIRWAYS FLT 851 DEPARTED FROM MSP AT 1330Z HOURS ENROUTE TO ATL AND EXPERIENCED A LEFT GEAR DOOR UNSA,1330Z HOURS,"[{'value': 'TIME', 'confidence': 0.9999846816062927}]",TIME,0.9999846816062927
20051228030699A,(-23) THE PILOT ^PRIVACY DA^ WAS ATTEMPTING TO TAKEOFF ON RUNWAY 32 AT HIS 2300 FT PRIVATE DIRT STRIP. AFTER LIFT-O,23,"[{'value': 'CARDINAL', 'confidence': 0.9997534155845642}]",CARDINAL,0.9997534155845642
20051228030699A,(-23) THE PILOT ^PRIVACY DA^ WAS ATTEMPTING TO TAKEOFF ON RUNWAY 32 AT HIS 2300 FT PRIVATE DIRT STRIP. AFTER LIFT-O,RUNWAY 32,"[{'value': 'FAC', 'confidence': 0.9999805092811584}]",FAC,0.9999805092811584
20051228030699A,(-23) THE PILOT ^PRIVACY DA^ WAS ATTEMPTING TO TAKEOFF ON RUNWAY 32 AT HIS 2300 FT PRIVATE DIRT STRIP. AFTER LIFT-O,2300 FT,"[{'value': 'QUANTITY', 'confidence': 0.9999327659606934}]",QUANTITY,0.9999327659606934
20051116028339I,(-23) PILOT DEPARTED DVT ON AN IFR FLIGHT PLAN. WHILE WAITING FOR DEPARTURE RELEASE FROM ATC THE ENTRANCE DOOR WAS ,23,"[{'value': 'CARDINAL', 'confidence': 0.9916468262672424}]",CARDINAL,0.9916468262672424
20050922030889I,(-23) ON 09-22-05 AT APPROX. 0122 LOCAL N181FL ON FLIGHT FROM ENW TO MKE DEPARTING ON RWY 24R. AT ABOUT 400' OF RWY,23,"[{'value': 'CARDINAL', 'confidence': 0.963860034942627}]",CARDINAL,0.963860034942627
20050922030889I,(-23) ON 09-22-05 AT APPROX. 0122 LOCAL N181FL ON FLIGHT FROM ENW TO MKE DEPARTING ON RWY 24R. AT ABOUT 400' OF RWY,09-22-05,"[{'value': 'DATE', 'confidence': 0.8306755423545837}]",DATE,0.8306755423545837
20050922030889I,(-23) ON 09-22-05 AT APPROX. 0122 LOCAL N181FL ON FLIGHT FROM ENW TO MKE DEPARTING ON RWY 24R. AT ABOUT 400' OF RWY,0122,"[{'value': 'CARDINAL', 'confidence': 0.7063102126121521}]",CARDINAL,0.7063102126121521
20050922030889I,(-23) ON 09-22-05 AT APPROX. 0122 LOCAL N181FL ON FLIGHT FROM ENW TO MKE DEPARTING ON RWY 24R. AT ABOUT 400' OF RWY,MKE,"[{'value': 'LOC', 'confidence': 0.912016749382019}]",LOC,0.912016749382019
20050922030889I,(-23) ON 09-22-05 AT APPROX. 0122 LOCAL N181FL ON FLIGHT FROM ENW TO MKE DEPARTING ON RWY 24R. AT ABOUT 400' OF RWY,RWY 24R,"[{'value': 'FAC', 'confidence': 0.9998902082443237}]",FAC,0.9998902082443237
20050922030889I,(-23) ON 09-22-05 AT APPROX. 0122 LOCAL N181FL ON FLIGHT FROM ENW TO MKE DEPARTING ON RWY 24R. AT ABOUT 400' OF RWY,ABOUT 400',"[{'value': 'QUANTITY', 'confidence': 0.7004905144373575}]",QUANTITY,0.7004905144373575
20060409004559I,"(-23) DURING THE PILOT'S PRELIGHT, HE DISCOVERED DEBRIS INSIDE OF THE ENGINE COWLING CONSISTENT WITH WHAT YOU MIGHT",23,"[{'value': 'CARDINAL', 'confidence': 0.999968409538269}]",CARDINAL,0.999968409538269
20060331006109I,"(-23) ON ROLL OUT AFTER LANDING THE NOSE WHEEL OF CESSNA CITATION CE-750, N947QS, STRUCK A HOLE ON THE CENTERLINE O",23,"[{'value': 'CARDINAL', 'confidence': 0.9999940395355225}]",CARDINAL,0.9999940395355225
20060331006109I,"(-23) ON ROLL OUT AFTER LANDING THE NOSE WHEEL OF CESSNA CITATION CE-750, N947QS, STRUCK A HOLE ON THE CENTERLINE O",CESSNA,"[{'value': 'ORG', 'confidence': 0.999991774559021}]",ORG,0.999991774559021
20060331006109I,"(-23) ON ROLL OUT AFTER LANDING THE NOSE WHEEL OF CESSNA CITATION CE-750, N947QS, STRUCK A HOLE ON THE CENTERLINE O",CE-750,"[{'value': 'PRODUCT', 'confidence': 0.8708973526954651}]",PRODUCT,0.8708973526954651
20060331006109I,"(-23) ON ROLL OUT AFTER LANDING THE NOSE WHEEL OF CESSNA CITATION CE-750, N947QS, STRUCK A HOLE ON THE CENTERLINE O",N947QS,"[{'value': 'PRODUCT', 'confidence': 0.8729574084281921}]",PRODUCT,0.8729574084281921
20060316004189I,"(-23) ^PRIVACY DATA OMITTED ON 03-16-06, N101WA, A SC7-3 SKYVAN, PILOTED BY ^PRIVACY DATA O^ IMPACTED THE TAIL OF N",23,"[{'value': 'CARDINAL', 'confidence': 0.9904370903968811}]",CARDINAL,0.9904370903968811
20060316004189I,"(-23) ^PRIVACY DATA OMITTED ON 03-16-06, N101WA, A SC7-3 SKYVAN, PILOTED BY ^PRIVACY DATA O^ IMPACTED THE TAIL OF N",03-16-06,"[{'value': 'DATE', 'confidence': 0.9484021067619324}]",DATE,0.9484021067619324
20060316004189I,"(-23) ^PRIVACY DATA OMITTED ON 03-16-06, N101WA, A SC7-3 SKYVAN, PILOTED BY ^PRIVACY DATA O^ IMPACTED THE TAIL OF N",N101WA,"[{'value': 'PRODUCT', 'confidence': 0.998969316482544}]",PRODUCT,0.998969316482544
20060316004189I,"(-23) ^PRIVACY DATA OMITTED ON 03-16-06, N101WA, A SC7-3 SKYVAN, PILOTED BY ^PRIVACY DATA O^ IMPACTED THE TAIL OF N",SC7-3,"[{'value': 'PRODUCT', 'confidence': 0.773746907711029}]",PRODUCT,0.773746907711029
20060305003889I,"(-23) THE PILOT IN COMMAND, ^PRIVACY DATA OMITTED^ FAILED TO ENSURE THE FRONT SEAT WAS PROPERLY LATCHED. THIS OVERS",23,"[{'value': 'CARDINAL', 'confidence': 0.997550904750824}]",CARDINAL,0.997550904750824
20061002024569A,"(-23) THE AIRCRAFT HAD JUST BEEN REFUELED, PAX UNLOADED, AND NEW PAX LOADED FOR AN AIR TOUR. DURING THIS TIME THE P",23,"[{'value': 'CARDINAL', 'confidence': 0.9148061871528625}]",CARDINAL,0.9148061871528625
20061002024569A,"(-23) THE AIRCRAFT HAD JUST BEEN REFUELED, PAX UNLOADED, AND NEW PAX LOADED FOR AN AIR TOUR. DURING THIS TIME THE P",AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9998716115951538}]",PRODUCT,0.9998716115951538
20060922028919I,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG",23,"[{'value': 'CARDINAL', 'confidence': 0.9887740612030029}]",CARDINAL,0.9887740612030029
20060922028919I,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG",895,"[{'value': 'CARDINAL', 'confidence': 0.8364213109016418}]",CARDINAL,0.8364213109016418
20060922028919I,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG",BOEING,"[{'value': 'ORG', 'confidence': 0.999612033367157}]",ORG,0.999612033367157
20060922028919I,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG",717 AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9906378388404846}]",PRODUCT,0.9906378388404846
20060922028919I,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG",BOSTON,"[{'value': 'GPE', 'confidence': 0.9888307452201843}]",GPE,0.9888307452201843
20060922028919I,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG",MA,"[{'value': 'GPE', 'confidence': 0.9951183795928955}]",GPE,0.9951183795928955
20060922028919I,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG",CHICAGO,"[{'value': 'GPE', 'confidence': 0.9964547157287598}]",GPE,0.9964547157287598
20060922028919I,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG",IL,"[{'value': 'GPE', 'confidence': 0.7213802337646484}]",GPE,0.7213802337646484
20060922028919I,"(-23) AIR TRAN FLIGHT 895, A BOEING 717 AIRCRAFT ON A FLIGHT FROM BOSTON, MA TO CHICAGO, IL DIVERTED TO TO CHAMPAIG",CHAMPAIG,"[{'value': 'GPE', 'confidence': 0.9999579191207886}]",GPE,0.9999579191207886
20060813017599A,"(-23) PILOT REPORTED THIS AS THE FIRST FLIGHT OF THE DAY. 10 MINUTES INTO THE FLIGHT THE AIRCRAFT ENGINE STOPPED, P",FIRST,"[{'value': 'ORDINAL', 'confidence': 0.9999737739562988}]",ORDINAL,0.9999737739562988
20060813017599A,"(-23) PILOT REPORTED THIS AS THE FIRST FLIGHT OF THE DAY. 10 MINUTES INTO THE FLIGHT THE AIRCRAFT ENGINE STOPPED, P",THE DAY,"[{'value': 'DATE', 'confidence': 0.9999921917915344}]",DATE,0.9999921917915344
20060813017599A,"(-23) PILOT REPORTED THIS AS THE FIRST FLIGHT OF THE DAY. 10 MINUTES INTO THE FLIGHT THE AIRCRAFT ENGINE STOPPED, P",10 MINUTES,"[{'value': 'TIME', 'confidence': 0.9999728202819824}]",TIME,0.9999728202819824
20060813017599A,"(-23) PILOT REPORTED THIS AS THE FIRST FLIGHT OF THE DAY. 10 MINUTES INTO THE FLIGHT THE AIRCRAFT ENGINE STOPPED, P",AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9999790191650391}]",ORG,0.9999790191650391
20060718018299I,(-23) THE PILOT IN COMMAND (PIC) FAILED TO ENSURE ALL FUEL TANK CAPS WERE SECURELY FASTENED PRIOR TO DEPARTURE. SUB,23,"[{'value': 'CARDINAL', 'confidence': 0.970410168170929}]",CARDINAL,0.970410168170929
20060930025049A,(-23) THE PILOT ^PRIVACY D^ WAS OPERATING HIS AIRCRAFT IN AN UNAIRWORTHY CONDITION WHEN HE BECAME DISORIENTED AND D,23,"[{'value': 'CARDINAL', 'confidence': 0.9962375164031982}]",CARDINAL,0.9962375164031982
20061021023829A,(-23) THE AIRCRAFT DEPARTED FROM A PRIVATE GRASS AIRSTRIP. THE PILOT BEGAN A RIGHT TURNING CLIMB TO AVOID FLYING OV,23,"[{'value': 'CARDINAL', 'confidence': 0.993208110332489}]",CARDINAL,0.993208110332489
20061021023829A,(-23) THE AIRCRAFT DEPARTED FROM A PRIVATE GRASS AIRSTRIP. THE PILOT BEGAN A RIGHT TURNING CLIMB TO AVOID FLYING OV,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9996200799942017}]",PRODUCT,0.9996200799942017
20060925023789A,"(-23) ON 9/25/2006, AT APPROXIMATELY 1830, AIRCRAFT REGISTRATION N74475, PILOTED BY ^PRIVACY DATA OMITT^ EXPERIENCE",23,"[{'value': 'CARDINAL', 'confidence': 0.9913104772567749}]",CARDINAL,0.9913104772567749
20060925023789A,"(-23) ON 9/25/2006, AT APPROXIMATELY 1830, AIRCRAFT REGISTRATION N74475, PILOTED BY ^PRIVACY DATA OMITT^ EXPERIENCE",9/25/2006,"[{'value': 'DATE', 'confidence': 0.9999894618988037}]",DATE,0.9999894618988037
20060925023789A,"(-23) ON 9/25/2006, AT APPROXIMATELY 1830, AIRCRAFT REGISTRATION N74475, PILOTED BY ^PRIVACY DATA OMITT^ EXPERIENCE",1830,"[{'value': 'TIME', 'confidence': 0.8441992402076721}]",TIME,0.8441992402076721
20060925023789A,"(-23) ON 9/25/2006, AT APPROXIMATELY 1830, AIRCRAFT REGISTRATION N74475, PILOTED BY ^PRIVACY DATA OMITT^ EXPERIENCE",AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9996404647827148}]",ORG,0.9996404647827148
20060707015529I,(-23) THE PILOT ^PRIVACY D^ WAS PREPARING FOR A PLEASURE FLIGHT WITH TWO PASSENGERS (NON-RATED) AND DEMONSTRATING P,23,"[{'value': 'CARDINAL', 'confidence': 0.9994474053382874}]",CARDINAL,0.9994474053382874
20060707015529I,(-23) THE PILOT ^PRIVACY D^ WAS PREPARING FOR A PLEASURE FLIGHT WITH TWO PASSENGERS (NON-RATED) AND DEMONSTRATING P,TWO,"[{'value': 'CARDINAL', 'confidence': 0.9999961853027344}]",CARDINAL,0.9999961853027344
20061007023069A,(-23) THIS WAS A LOCAL TRAINING FLIGHT. ON THE INITIAL TAKEOFF THE PILOT STATED THAT HE HAD A GEAR INTRANSIT LIGHT ,23,"[{'value': 'CARDINAL', 'confidence': 0.996465802192688}]",CARDINAL,0.996465802192688
20060905018529A,"(-23) WHILE TAXIING FOR TAKEOFF, AIRCRAFT HIT POTHOLE IN TAXIWAY. RIGHT LANDING GEAR AND WING SHIFTED BACK. NO FIRE",23,"[{'value': 'CARDINAL', 'confidence': 0.999890923500061}]",CARDINAL,0.999890923500061
20060905018529A,"(-23) WHILE TAXIING FOR TAKEOFF, AIRCRAFT HIT POTHOLE IN TAXIWAY. RIGHT LANDING GEAR AND WING SHIFTED BACK. NO FIRE",AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9997358918190002}]",PRODUCT,0.9997358918190002
20060905018529A,"(-23) WHILE TAXIING FOR TAKEOFF, AIRCRAFT HIT POTHOLE IN TAXIWAY. RIGHT LANDING GEAR AND WING SHIFTED BACK. NO FIRE",TAXIWAY,"[{'value': 'GPE', 'confidence': 0.9999932050704956}]",GPE,0.9999932050704956
20060730020309A,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH",23,"[{'value': 'CARDINAL', 'confidence': 0.999174177646637}]",CARDINAL,0.999174177646637
20060730020309A,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH",OSHKOSH,"[{'value': 'GPE', 'confidence': 0.9946221113204956}]",GPE,0.9946221113204956
20060730020309A,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH",WI,"[{'value': 'GPE', 'confidence': 0.9986911416053772}]",GPE,0.9986911416053772
20060730020309A,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH",GARY,"[{'value': 'GPE', 'confidence': 0.9989511966705322}]",GPE,0.9989511966705322
20060730020309A,"(-23) PILOTS DEPARTED OSHKOSH, WI ENROUTE TO AN AIRPORT SOUTH OF GARY, IN. THE PILOTS ELECTED TO FLY OVER LAKE MICH",LAKE MICH,"[{'value': 'LOC', 'confidence': 0.9999775290489197}]",LOC,0.9999775290489197
20060621012279A,"(-23) THE PILOT ^PRIVACY DA^ STATED THAT DURING TAKEOFF (AT ROTATION) HIS SEAT SLID BACK, CAUSING HIM TO OVERROTATE",23,"[{'value': 'CARDINAL', 'confidence': 0.9927977919578552}]",CARDINAL,0.9927977919578552
20060915026939A,"(-23) ON SEPTEMBER 15, 2006 AT 1309 EST, A LANCAIR 350, N6500V, REGISTERED TO PRALL EQUIPMENT LEASING INC. DURING C",23,"[{'value': 'CARDINAL', 'confidence': 0.8243447542190552}]",CARDINAL,0.8243447542190552
20060915026939A,"(-23) ON SEPTEMBER 15, 2006 AT 1309 EST, A LANCAIR 350, N6500V, REGISTERED TO PRALL EQUIPMENT LEASING INC. DURING C","SEPTEMBER 15, 2006","[{'value': 'DATE', 'confidence': 0.9999902546405792}]",DATE,0.9999902546405792
20060915026939A,"(-23) ON SEPTEMBER 15, 2006 AT 1309 EST, A LANCAIR 350, N6500V, REGISTERED TO PRALL EQUIPMENT LEASING INC. DURING C",1309 EST,"[{'value': 'TIME', 'confidence': 0.9997176229953766}]",TIME,0.9997176229953766
20060915026939A,"(-23) ON SEPTEMBER 15, 2006 AT 1309 EST, A LANCAIR 350, N6500V, REGISTERED TO PRALL EQUIPMENT LEASING INC. DURING C",LANCAIR,"[{'value': 'PRODUCT', 'confidence': 0.6835517287254333}]",PRODUCT,0.6835517287254333
20060915026939A,"(-23) ON SEPTEMBER 15, 2006 AT 1309 EST, A LANCAIR 350, N6500V, REGISTERED TO PRALL EQUIPMENT LEASING INC. DURING C",350,"[{'value': 'PRODUCT', 'confidence': 0.8456219434738159}]",PRODUCT,0.8456219434738159
20060915026939A,"(-23) ON SEPTEMBER 15, 2006 AT 1309 EST, A LANCAIR 350, N6500V, REGISTERED TO PRALL EQUIPMENT LEASING INC. DURING C",N6500V,"[{'value': 'GPE', 'confidence': 0.5580229759216309}]",GPE,0.5580229759216309
20060915026939A,"(-23) ON SEPTEMBER 15, 2006 AT 1309 EST, A LANCAIR 350, N6500V, REGISTERED TO PRALL EQUIPMENT LEASING INC. DURING C",PRALL EQUIPMENT LEASING INC,"[{'value': 'ORG', 'confidence': 0.9999894499778748}]",ORG,0.9999894499778748
20060620030979A,"(-23) ON JUNE 20, 2006, AMERICAN AIRLINES AIRCRAFT, N961TW A DC-9-82, ON A FLIGHT FROM LOS ANGELES, CA (LAX) TO O'H",23,"[{'value': 'CARDINAL', 'confidence': 0.9974683523178101}]",CARDINAL,0.9974683523178101
20060620030979A,"(-23) ON JUNE 20, 2006, AMERICAN AIRLINES AIRCRAFT, N961TW A DC-9-82, ON A FLIGHT FROM LOS ANGELES, CA (LAX) TO O'H","JUNE 20, 2006","[{'value': 'DATE', 'confidence': 0.9999932050704956}]",DATE,0.9999932050704956
20060620030979A,"(-23) ON JUNE 20, 2006, AMERICAN AIRLINES AIRCRAFT, N961TW A DC-9-82, ON A FLIGHT FROM LOS ANGELES, CA (LAX) TO O'H",AMERICAN AIRLINES,"[{'value': 'ORG', 'confidence': 0.9522773325443268}]",ORG,0.9522773325443268
20060620030979A,"(-23) ON JUNE 20, 2006, AMERICAN AIRLINES AIRCRAFT, N961TW A DC-9-82, ON A FLIGHT FROM LOS ANGELES, CA (LAX) TO O'H",DC-9-82,"[{'value': 'PRODUCT', 'confidence': 0.998542308807373}]",PRODUCT,0.998542308807373
20060620030979A,"(-23) ON JUNE 20, 2006, AMERICAN AIRLINES AIRCRAFT, N961TW A DC-9-82, ON A FLIGHT FROM LOS ANGELES, CA (LAX) TO O'H",LOS ANGELES,"[{'value': 'GPE', 'confidence': 0.999984622001648}]",GPE,0.999984622001648
20060620030979A,"(-23) ON JUNE 20, 2006, AMERICAN AIRLINES AIRCRAFT, N961TW A DC-9-82, ON A FLIGHT FROM LOS ANGELES, CA (LAX) TO O'H",CA,"[{'value': 'GPE', 'confidence': 0.9998419284820557}]",GPE,0.9998419284820557
20060620030979A,"(-23) ON JUNE 20, 2006, AMERICAN AIRLINES AIRCRAFT, N961TW A DC-9-82, ON A FLIGHT FROM LOS ANGELES, CA (LAX) TO O'H",LAX,"[{'value': 'GPE', 'confidence': 0.9981008172035217}]",GPE,0.9981008172035217
20060813015989A,"(-23) WHILE OPERATING PUBLIC USE FOR THE U.S. FOREST SERVICE THE EUROCOPTER AS-350B3, REGISTRATION N355EV, CRASHED ",23,"[{'value': 'CARDINAL', 'confidence': 0.9890275001525879}]",CARDINAL,0.9890275001525879
20060813015989A,"(-23) WHILE OPERATING PUBLIC USE FOR THE U.S. FOREST SERVICE THE EUROCOPTER AS-350B3, REGISTRATION N355EV, CRASHED ",U.S.,"[{'value': 'NORP', 'confidence': 0.8771697878837585}]",NORP,0.8771697878837585
20060813015989A,"(-23) WHILE OPERATING PUBLIC USE FOR THE U.S. FOREST SERVICE THE EUROCOPTER AS-350B3, REGISTRATION N355EV, CRASHED ",EUROCOPTER,"[{'value': 'PRODUCT', 'confidence': 0.9615678191184998}]",PRODUCT,0.9615678191184998
20060813015989A,"(-23) WHILE OPERATING PUBLIC USE FOR THE U.S. FOREST SERVICE THE EUROCOPTER AS-350B3, REGISTRATION N355EV, CRASHED ",AS-350B3,"[{'value': 'PRODUCT', 'confidence': 0.9995899796485901}]",PRODUCT,0.9995899796485901
20060813015989A,"(-23) WHILE OPERATING PUBLIC USE FOR THE U.S. FOREST SERVICE THE EUROCOPTER AS-350B3, REGISTRATION N355EV, CRASHED ",N355EV,"[{'value': 'PRODUCT', 'confidence': 0.6528090238571167}]",PRODUCT,0.6528090238571167
20060823017199A,(-23) PRIOR TO TAXI AND TAKEOFF THE PILOT FAILED TO REMOVE THE AIRCRAFT TOW BAR BEFORE TAKEOFF CAUSING SUBSTANTIAL ,23,"[{'value': 'CARDINAL', 'confidence': 0.9999209642410278}]",CARDINAL,0.9999209642410278
20060823017199A,(-23) PRIOR TO TAXI AND TAKEOFF THE PILOT FAILED TO REMOVE THE AIRCRAFT TOW BAR BEFORE TAKEOFF CAUSING SUBSTANTIAL ,AIRCRAFT,"[{'value': 'PRODUCT', 'confidence': 0.9998158812522888}]",PRODUCT,0.9998158812522888
20061013024299A,"(-23) PER THE PILOT'S WRITTEN STATEMENT TAKEN POST CRASH AND DATED 10/31/2006: ""TEST FLEW AIRCRAFT (1ST FLIGHT) AT ",23,"[{'value': 'CARDINAL', 'confidence': 0.9996994733810425}]",CARDINAL,0.9996994733810425
20061013024299A,"(-23) PER THE PILOT'S WRITTEN STATEMENT TAKEN POST CRASH AND DATED 10/31/2006: ""TEST FLEW AIRCRAFT (1ST FLIGHT) AT ",10/31/2006,"[{'value': 'DATE', 'confidence': 0.9999905586242676}]",DATE,0.9999905586242676
20061013024299A,"(-23) PER THE PILOT'S WRITTEN STATEMENT TAKEN POST CRASH AND DATED 10/31/2006: ""TEST FLEW AIRCRAFT (1ST FLIGHT) AT ",1ST,"[{'value': 'ORDINAL', 'confidence': 0.999919056892395}]",ORDINAL,0.999919056892395
20061107028419I,"(-23) THE COMMERCIALLY RATED PILOT FAILED TO REMOVE THE CYCLIC CONTROL LOCK PRIOR TO ATTEMPTING FLIGHT, UPON REALIZ",23,"[{'value': 'CARDINAL', 'confidence': 0.9996532201766968}]",CARDINAL,0.9996532201766968
20061021020769I,"(-23) ON OCTOBER 21, 2006 AIRCRAFT N237JH S/N237 DEPARTED COVEY TRIALS (X09) AT ABOUT 1730 CDT. THE PILOT STATED TH",23,"[{'value': 'CARDINAL', 'confidence': 0.9962838292121887}]",CARDINAL,0.9962838292121887
20061021020769I,"(-23) ON OCTOBER 21, 2006 AIRCRAFT N237JH S/N237 DEPARTED COVEY TRIALS (X09) AT ABOUT 1730 CDT. THE PILOT STATED TH","OCTOBER 21, 2006","[{'value': 'DATE', 'confidence': 0.9999909400939941}]",DATE,0.9999909400939941
20061021020769I,"(-23) ON OCTOBER 21, 2006 AIRCRAFT N237JH S/N237 DEPARTED COVEY TRIALS (X09) AT ABOUT 1730 CDT. THE PILOT STATED TH",AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9999319314956665}]",ORG,0.9999319314956665
20061021020769I,"(-23) ON OCTOBER 21, 2006 AIRCRAFT N237JH S/N237 DEPARTED COVEY TRIALS (X09) AT ABOUT 1730 CDT. THE PILOT STATED TH",N237JH,"[{'value': 'CARDINAL', 'confidence': 0.6563919186592102}]",CARDINAL,0.6563919186592102
20061021020769I,"(-23) ON OCTOBER 21, 2006 AIRCRAFT N237JH S/N237 DEPARTED COVEY TRIALS (X09) AT ABOUT 1730 CDT. THE PILOT STATED TH",N237,"[{'value': 'CARDINAL', 'confidence': 0.8169099688529968}]",CARDINAL,0.8169099688529968
20061021020769I,"(-23) ON OCTOBER 21, 2006 AIRCRAFT N237JH S/N237 DEPARTED COVEY TRIALS (X09) AT ABOUT 1730 CDT. THE PILOT STATED TH",1730,"[{'value': 'CARDINAL', 'confidence': 0.6861488819122314}]",CARDINAL,0.6861488819122314
20060516012689I,"(-23) DURING THE TAKE-OFF ROLL, THE TOW AIRCRAFT STOPPED DUE TO A WINDOW OPENING AND CAUSED THE GLIDER PILOT TO DIS",23,"[{'value': 'CARDINAL', 'confidence': 0.9981461763381958}]",CARDINAL,0.9981461763381958
20060925028519I,(-23) THE AIRCRAFT MADE A FORCED LANDING IN A FARMING FIELD 1/4 MILES SOUTH OF THE AIRPORT AFTER CONDUCTING A TOUCH,23,"[{'value': 'CARDINAL', 'confidence': 0.9999831914901733}]",CARDINAL,0.9999831914901733
20060925028519I,(-23) THE AIRCRAFT MADE A FORCED LANDING IN A FARMING FIELD 1/4 MILES SOUTH OF THE AIRPORT AFTER CONDUCTING A TOUCH,AIRCRAFT,"[{'value': 'ORG', 'confidence': 0.9927220940589905}]",ORG,0.9927220940589905
20060925028519I,(-23) THE AIRCRAFT MADE A FORCED LANDING IN A FARMING FIELD 1/4 MILES SOUTH OF THE AIRPORT AFTER CONDUCTING A TOUCH,1/4 MILES,"[{'value': 'QUANTITY', 'confidence': 0.9999874532222748}]",QUANTITY,0.9999874532222748
20060529013339A,"(-23) ON MAY 29, 2006, AT 1730 CENTRAL DAYLIGHT TIME, AN AIR TRACTOR AT802A AGRICULTURE AIRPLANE N175LA, RECEIVED S",23,"[{'value': 'CARDINAL', 'confidence': 0.8945130109786987}]",CARDINAL,0.8945130109786987
