,doc_idx,sent_idx,original_sentence,input,mention,biencoder_predicted_entity,crossencoder_predicted_entity
906,2506,0,"(-23) ^PRIVACY DATA OMITTED^ PILOT STATED THAT AFTER TAKEOFF FROM RUNWAY 26 AT DAHL CREEK, ALASKA HIS AIRCRAFT ENGI","(-23) ^privacy data omitted^ pilot stated that after takeoff from runway 26 at dahl creek, alaska his aircraft engi",dahl creek,Dahl Creek Airport,Dahl Creek Airport
907,2506,0,"(-23) ^PRIVACY DATA OMITTED^ PILOT STATED THAT AFTER TAKEOFF FROM RUNWAY 26 AT DAHL CREEK, ALASKA HIS AIRCRAFT ENGI","(-23) ^privacy data omitted^ pilot stated that after takeoff from runway 26 at dahl creek, alaska his aircraft engi",alaska,Alaska,Alaska
908,2507,1,(-23) AIRCRAFT WAS BEING MARSHALLED TO PARKING POSITION A52J ON CONCOURSE 1 EAST RAMP. THE PAINTED TAXI LINES AT TH, the painted taxi lines at th.,th,Texarkana Urban Transit District,"Terre Haute, Indianapolis and Eastern Traction Company"
909,2508,0,"(-23) N4975B WHEN LANDING ON RUNWAY 22, AVON PARK, FL, AIRCRAFT RAN INTO APPROX. (1) FOOT OF STANDING WATER ON THE ","(-23) n4975b when landing on runway 22, avon park, fl, aircraft ran into approx.",avon park,"Avon Park, Florida","Avon Park, Florida"
910,2508,0,"(-23) N4975B WHEN LANDING ON RUNWAY 22, AVON PARK, FL, AIRCRAFT RAN INTO APPROX. (1) FOOT OF STANDING WATER ON THE ","(-23) n4975b when landing on runway 22, avon park, fl, aircraft ran into approx.",fl,Florida,Florida
911,2513,0,(-23) THE PILOT OF N17655 BE-55 DECLARED AN EMERGENCY ON TAKEOFF WHEN PASSENGER NOTICED OIL STREAKS ON THE LEFT ENG,(-23) the pilot of n17655 be-55 declared an emergency on takeoff when passenger noticed oil streaks on the left eng,n17655 be-55,LOT Polish Airlines Flight 165,Wien Consolidated Airlines Flight 55
912,2514,0,"(-23) ON TAKE OFF THE NOSE WHEEL OF FEDEX FLIGHT 1238, AN A300 AIRBUS STRUCK A RED FLAGGED ITEM LOCATED ON THE CENT","(-23) on take off the nose wheel of fedex flight 1238, an a300 airbus struck a red flagged item located on the cent",airbus,Airbus,Airbus
913,2515,0,"(-23) ON JULY 16, 2003, N1674T, A CESSNA 414, PILOTED BY BENJAMIN BELL WAS TAXIING FOR TAKE-OFF AT HANOVER COUNTY A","(-23) on july 16, 2003, n1674t, a cessna 414, piloted by benjamin bell was taxiing for take-off at hanover county a",cessna 414,Cessna 414,Cessna 414
914,2515,0,"(-23) ON JULY 16, 2003, N1674T, A CESSNA 414, PILOTED BY BENJAMIN BELL WAS TAXIING FOR TAKE-OFF AT HANOVER COUNTY A","(-23) on july 16, 2003, n1674t, a cessna 414, piloted by benjamin bell was taxiing for take-off at hanover county a",benjamin bell,Benjamin Taylor A Bell,Benjamin Bell
915,2515,0,"(-23) ON JULY 16, 2003, N1674T, A CESSNA 414, PILOTED BY BENJAMIN BELL WAS TAXIING FOR TAKE-OFF AT HANOVER COUNTY A","(-23) on july 16, 2003, n1674t, a cessna 414, piloted by benjamin bell was taxiing for take-off at hanover county a",hanover county,"Hanover County, Virginia","Hanover County, Virginia"
916,2517,0,"(-23) PILOT DEPARTED DANVILLE, IL (KDNV) WITH INOPERATIVE FUEL GAUGES ENROUTE TO MORGANTOWN, WV (MGW). THE AIRCRAFT","(-23) pilot departed danville, il (kdnv) with inoperative fuel gauges enroute to morgantown, wv (mgw).",danville,"Danville, Illinois","Danville, Illinois"
917,2517,0,"(-23) PILOT DEPARTED DANVILLE, IL (KDNV) WITH INOPERATIVE FUEL GAUGES ENROUTE TO MORGANTOWN, WV (MGW). THE AIRCRAFT","(-23) pilot departed danville, il (kdnv) with inoperative fuel gauges enroute to morgantown, wv (mgw).",il,Illinois,Illinois
918,2517,0,"(-23) PILOT DEPARTED DANVILLE, IL (KDNV) WITH INOPERATIVE FUEL GAUGES ENROUTE TO MORGANTOWN, WV (MGW). THE AIRCRAFT","(-23) pilot departed danville, il (kdnv) with inoperative fuel gauges enroute to morgantown, wv (mgw).",morgantown,"Morgantown, West Virginia","Morgantown, West Virginia"
919,2518,0,(-23) ACCORDING TO VERBAL AND WRITTEN STATEMENTS FROM THE PILOT ROBERT WOLVERTON AND AIRPORT MANAGER ELDIN NIMMO: O,(-23) according to verbal and written statements from the pilot robert wolverton and airport manager eldin nimmo: o,robert wolverton,Robert Lee Wolverton,Robert Lee Wolverton
920,2518,0,(-23) ACCORDING TO VERBAL AND WRITTEN STATEMENTS FROM THE PILOT ROBERT WOLVERTON AND AIRPORT MANAGER ELDIN NIMMO: O,(-23) according to verbal and written statements from the pilot robert wolverton and airport manager eldin nimmo: o,eldin nimmo,Eldin Adilović,Elon Musk
921,2519,0,(-23) SHORTLY AFTER TAKE-OFF FROM WATSONVILLE MUNICIPAL AIRPORT (WVI) AT APPROXIMATELY 1300 PST THE AIRCRAFT ENGINE,(-23) shortly after take-off from watsonville municipal airport (wvi) at approximately 1300 pst the aircraft engine,watsonville,"Watsonville, California","Watsonville, California"
922,2522,1,"(-23) PILOT STATEMENT: ON OCT. 5, 2003 AT APPROXIMATELY 0715Z, MY CESSNA 182H (N1919X) RAN OUT OF FUEL AND CRASHED "," 5, 2003 at approximately 0715z, my cessna 182h (n1919x) ran out of fuel and crashed .",cessna 182h,Cessna 182 Skylane,Cessna 182 Skylane
923,2524,0,"(-23) THE PILOT IN COMMAMD FAILED TO FOLLOW THE CHECKLIST. IN DOING SO, THE PILOT IN COMMAND ENDANGERED THE PROPERT",(-23) the pilot in commamd failed to follow the checklist.,commamd,2014 Dubai 24 Hour,AirMed International
924,2526,0,"(-23) AFTER LANDING AT RENO, NEVADA ON 11/13/2003 AND BLOWING OUT THE MAIN TIRES DUE TO A WOW SWITCH RIGGING PROBLE","(-23) after landing at reno, nevada on 11/13/2003 and blowing out the main tires due to a wow switch rigging proble",reno,"Reno, Nevada","Reno, Nevada"
925,2526,0,"(-23) AFTER LANDING AT RENO, NEVADA ON 11/13/2003 AND BLOWING OUT THE MAIN TIRES DUE TO A WOW SWITCH RIGGING PROBLE","(-23) after landing at reno, nevada on 11/13/2003 and blowing out the main tires due to a wow switch rigging proble",nevada,Nevada,Nevada
926,2527,0,"(-23) ON NOVEMBER 11, 2003 ATP RATED PIC AND SIC DEPARTED PALWAUKEE AIRPORT (PWK), WHEELING, IL ON A 14 CFR 135 - O","(-23) on november 11, 2003 atp rated pic and sic departed palwaukee airport (pwk), wheeling, il on a 14 cfr 135 - o",palwaukee airport,Chicago Executive Airport,Chicago Executive Airport
927,2527,0,"(-23) ON NOVEMBER 11, 2003 ATP RATED PIC AND SIC DEPARTED PALWAUKEE AIRPORT (PWK), WHEELING, IL ON A 14 CFR 135 - O","(-23) on november 11, 2003 atp rated pic and sic departed palwaukee airport (pwk), wheeling, il on a 14 cfr 135 - o",il,Illinois,Illinois
928,2528,0,"(-23) AMERICAN AIRLINES FLIGHT #847, B-737-823, N972AN, WHILE PARKED AT BOSTON TERMINAL B, GATE 26, WAS STRUCK BY A","(-23) american airlines flight #847, b-737-823, n972an, while parked at boston terminal b, gate 26, was struck by a",american airlines,American Airlines,American Airlines
929,2528,0,"(-23) AMERICAN AIRLINES FLIGHT #847, B-737-823, N972AN, WHILE PARKED AT BOSTON TERMINAL B, GATE 26, WAS STRUCK BY A","(-23) american airlines flight #847, b-737-823, n972an, while parked at boston terminal b, gate 26, was struck by a",boston,Boston,Boston
930,2529,1,(-23) MR. JASPART DID NOT KNOW WHAT THE VFR TRANSPONDER CODE WAS AND WAS SQUAKING 7600. HE WAS ALSO CONFUSED WHILE , jaspart did not know what the vfr transponder code was and was squaking 7600.,jaspart,Hervé Jaubert,JASPAR
931,2531,1,"(-23) AFTER THE PREVIOUS FLIGHT, PIC HAD PLACED TAPE OVER THE PILOT TUBE IN LIEU OF A COVER. WHILE PREPARING FOR TH", while preparing for th.,th,2014 Dubai 24 Hour,1998 Wyoming Cowboys football team
932,2533,0,(-23) AIRCRAFT DEPARTED JZI AND THE AIRCRAFT'S LEFT ENGINE FAILED SHORTLY AFTER TAKEOFF. THE AIRCRAFT IMPACTED THE ,(-23) aircraft departed jzi and the aircraft's left engine failed shortly after takeoff.,jzi,J-Z Airport,General Electric J85
933,2533,0,(-23) AIRCRAFT DEPARTED JZI AND THE AIRCRAFT'S LEFT ENGINE FAILED SHORTLY AFTER TAKEOFF. THE AIRCRAFT IMPACTED THE ,(-23) aircraft departed jzi and the aircraft's left engine failed shortly after takeoff.,aircraft's,Aircraft,Aircraft
934,2534,1,"(-23) ON 03-18-04 MR. MAUCH JR. PILOTED AN UNWORTHY AIRCRAFT, DURING THE TAKEOFF SEQUENCE AND SHORTLY AFTER LIFT OF", mauch jr.,mauch jr,Frank Mahnic Jr.,Bob Maher Jr.
935,2535,2,"(-23) PILOT T.O. FROM HIS PRIVATE STRIP, CLIMBED TO 6000FT AND WENT INVERTED DURING AN ACROBATIC MANEUVER (AEROBATI"," from his private strip, climbed to 6000ft and went inverted during an acrobatic maneuver (aerobati.",aerobati,Aerobatics,Aerobatics
936,2536,0,"(-23) ON FEBRUARY 1, 2004, AT 1700 EASTERN STANDARD TIME, A SAAB 340A, N158SD, OPERATED BY SHUTTLE AMERICA INC. (UH","(-23) on february 1, 2004, at 1700 eastern standard time, a saab 340a, n158sd, operated by shuttle america inc.",eastern standard,Eastern Time Zone,Eastern Time Zone
937,2536,0,"(-23) ON FEBRUARY 1, 2004, AT 1700 EASTERN STANDARD TIME, A SAAB 340A, N158SD, OPERATED BY SHUTTLE AMERICA INC. (UH","(-23) on february 1, 2004, at 1700 eastern standard time, a saab 340a, n158sd, operated by shuttle america inc.",saab 340a,Saab 340,Saab 340
938,2536,0,"(-23) ON FEBRUARY 1, 2004, AT 1700 EASTERN STANDARD TIME, A SAAB 340A, N158SD, OPERATED BY SHUTTLE AMERICA INC. (UH","(-23) on february 1, 2004, at 1700 eastern standard time, a saab 340a, n158sd, operated by shuttle america inc.",shuttle america inc,Shuttle America,Shuttle America
939,2536,1,"(-23) ON FEBRUARY 1, 2004, AT 1700 EASTERN STANDARD TIME, A SAAB 340A, N158SD, OPERATED BY SHUTTLE AMERICA INC. (UH", (uh.,uh,University of Oklahoma,University of Houston
940,2537,0,"(-23) PILOT DEPARTED WINNIE, TX AIRPORT WITH TOW BAR ATTACHED TO NOSE GEAR. MINOR DAMAGE TO NOSE GEAR DOORS ON LAND","(-23) pilot departed winnie, tx airport with tow bar attached to nose gear.",winnie,"Winnie, Texas","Winnie, Texas"
941,2537,0,"(-23) PILOT DEPARTED WINNIE, TX AIRPORT WITH TOW BAR ATTACHED TO NOSE GEAR. MINOR DAMAGE TO NOSE GEAR DOORS ON LAND","(-23) pilot departed winnie, tx airport with tow bar attached to nose gear.",tx,Texas,Texas
942,2538,0,"(-23) DELTA AIRLINES FLIGHT 364, AIRCRAFT N3738B, A B-737-800, WAS ENROUTE TO ATLANTA FROM KANSAS CITY. AT APPROXIM","(-23) delta airlines flight 364, aircraft n3738b, a b-737-800, was enroute to atlanta from kansas city.",delta airlines,Delta Air Lines,Delta Air Lines
943,2538,0,"(-23) DELTA AIRLINES FLIGHT 364, AIRCRAFT N3738B, A B-737-800, WAS ENROUTE TO ATLANTA FROM KANSAS CITY. AT APPROXIM","(-23) delta airlines flight 364, aircraft n3738b, a b-737-800, was enroute to atlanta from kansas city.",atlanta,Atlanta,Atlanta
944,2538,0,"(-23) DELTA AIRLINES FLIGHT 364, AIRCRAFT N3738B, A B-737-800, WAS ENROUTE TO ATLANTA FROM KANSAS CITY. AT APPROXIM","(-23) delta airlines flight 364, aircraft n3738b, a b-737-800, was enroute to atlanta from kansas city.",kansas city,"Kansas City, Missouri","Kansas City, Missouri"
945,2539,0,"(-23) ON 3/6/04 AT APPROXIMATELY 0932 E, A CHAUTAUQUA AIRLINES, FLIGHT 4912, N971RP, RETURNED TO ROC DUE TO A LANDI","(-23) on 3/6/04 at approximately 0932 e, a chautauqua airlines, flight 4912, n971rp, returned to roc due to a landi",chautauqua,Chautauqua,Chautauqua
946,2539,0,"(-23) ON 3/6/04 AT APPROXIMATELY 0932 E, A CHAUTAUQUA AIRLINES, FLIGHT 4912, N971RP, RETURNED TO ROC DUE TO A LANDI","(-23) on 3/6/04 at approximately 0932 e, a chautauqua airlines, flight 4912, n971rp, returned to roc due to a landi",roc,Taiwan,Taiwan
947,2539,0,"(-23) ON 3/6/04 AT APPROXIMATELY 0932 E, A CHAUTAUQUA AIRLINES, FLIGHT 4912, N971RP, RETURNED TO ROC DUE TO A LANDI","(-23) on 3/6/04 at approximately 0932 e, a chautauqua airlines, flight 4912, n971rp, returned to roc due to a landi",a landi,Land's Inn Ranch Airport,Lander (spacecraft)
948,2541,0,"(-23) ON JANUARY 8, 2004, ABOUT 1427 CENTRAL STANDARD TIME, A BEECH E-90, N48TA, OPERATED BY TIDEWATER AERO, SUSTAI","(-23) on january 8, 2004, about 1427 central standard time, a beech e-90, n48ta, operated by tidewater aero, sustai",sustai,Susak,Scandinavian Airlines
949,2542,0,"(-23) AMERICAN AIRLINES FLIGHT 1453, AIRCRAFT N497AA, AN MD-82, LANDED AT MCI FROM LGA. WHILE TAXIING, DUE TO A HEA","(-23) american airlines flight 1453, aircraft n497aa, an md-82, landed at mci from lga.",american airlines,American Airlines,American Airlines
950,2542,0,"(-23) AMERICAN AIRLINES FLIGHT 1453, AIRCRAFT N497AA, AN MD-82, LANDED AT MCI FROM LGA. WHILE TAXIING, DUE TO A HEA","(-23) american airlines flight 1453, aircraft n497aa, an md-82, landed at mci from lga.",mci,Mili Airport,MCI Inc.
951,2542,0,"(-23) AMERICAN AIRLINES FLIGHT 1453, AIRCRAFT N497AA, AN MD-82, LANDED AT MCI FROM LGA. WHILE TAXIING, DUE TO A HEA","(-23) american airlines flight 1453, aircraft n497aa, an md-82, landed at mci from lga.",lga,La Cumplida Airport,Los Angeles World Airports
952,2547,0,"(-23) ON JUNE 9, 2004, AT 2208 MDT, A CESSNA 172, N9474L, REGISTERED TO CIVIL AIR PATROL, OPERATING AS A PUBLIC USE","(-23) on june 9, 2004, at 2208 mdt, a cessna 172, n9474l, registered to civil air patrol, operating as a public use",cessna 172,Cessna 172,Cessna 172
953,2551,0,(-23) PILOT DEPARTED FREDERICKSBURG SHANNON AIRPORT (EZF) WITH THE AIRCRAFT TOW BAR ATTACHED. IMMEDIATELY AFTER DEP,(-23) pilot departed fredericksburg shannon airport (ezf) with the aircraft tow bar attached.,fredericksburg shannon airport,Shannon Airport (Virginia),Shannon Airport (Virginia)
954,2551,0,(-23) PILOT DEPARTED FREDERICKSBURG SHANNON AIRPORT (EZF) WITH THE AIRCRAFT TOW BAR ATTACHED. IMMEDIATELY AFTER DEP,(-23) pilot departed fredericksburg shannon airport (ezf) with the aircraft tow bar attached.,ezf,A.J. Eisenberg Airport,Operational Test and Evaluation Force
955,2551,1,(-23) PILOT DEPARTED FREDERICKSBURG SHANNON AIRPORT (EZF) WITH THE AIRCRAFT TOW BAR ATTACHED. IMMEDIATELY AFTER DEP, immediately after dep.,dep,DEP,Delayed Entry Program
956,2553,0,(-23) THE PILOT REQUESTED A LONG LANDING ON 13L AT DALLAS LOVEFIELD AND THE REQUEST WAS APPROVED. N3217Q LANDED RUN,(-23) the pilot requested a long landing on 13l at dallas lovefield and the request was approved.,dallas lovefield,Dallas Love Field,Dallas Love Field
957,2557,2,"(-23) PILOT REPORTED AIRCRAFT ACCIDENT TO FSDO AT APPROXIMATELY 10:20 ON 08/23/2004. PILOT, OWNER MR. GARY JONES ST", gary jones st.,gary jones,Gary Jones (actor),Gary Jones (actor)
958,2558,1,"(-23) MR. JAY YOSHINAGA, PILOT AND ^PRIVACY DATA OMITTED^, MECHANIC, WERE DEPARTING RUNWAY 24 AT FUL WHEN THE AIRCR"," jay yoshinaga, pilot and ^privacy data omitted^, mechanic, were departing runway 24 at ful when the aircr.",jay yoshinaga,Kira Yoshinaka,Yoshinaga Fujita
959,2558,1,"(-23) MR. JAY YOSHINAGA, PILOT AND ^PRIVACY DATA OMITTED^, MECHANIC, WERE DEPARTING RUNWAY 24 AT FUL WHEN THE AIRCR"," jay yoshinaga, pilot and ^privacy data omitted^, mechanic, were departing runway 24 at ful when the aircr.",aircr,List of accidents and incidents involving the Grumman A-6 Intruder,Air traffic control
960,2559,0,"(-23) ON SEPTEMBER 15, 2004, ON ABOUT 1200, AN AIR TRACTOR INC. AT-502-B AIRCRAFT N90375, REGISTERED TO GLADEVIEW A","(-23) on september 15, 2004, on about 1200, an air tractor inc.",air tractor inc,Air Tractor,Air Tractor
961,2560,0,"(-23) THE AIRCRAFT DEPARTED FROM RUNWAY 24 AT N57, NEW GARDEN AIRPORT. ACCORDING TO WITNESSES, THE AIRCRAFT CLIMBED","(-23) the aircraft departed from runway 24 at n57, new garden airport.",new garden,"New Garden, Missouri",New Garden Airport
962,2561,0,"(-23) ^PRIVACY DATA OMITTED^ ON 7-26-04 PILOT IN COMMAND, AVERON J. ROSSER HAD DEPARTED THE BETTLES, ALASKA AIRPORT","(-23) ^privacy data omitted^ on 7-26-04 pilot in command, averon j.",averon j,Avinor,Avinor
963,2561,1,"(-23) ^PRIVACY DATA OMITTED^ ON 7-26-04 PILOT IN COMMAND, AVERON J. ROSSER HAD DEPARTED THE BETTLES, ALASKA AIRPORT"," rosser had departed the bettles, alaska airport.",rosser,Ross River Airport,Ronald E. Rosser
964,2561,1,"(-23) ^PRIVACY DATA OMITTED^ ON 7-26-04 PILOT IN COMMAND, AVERON J. ROSSER HAD DEPARTED THE BETTLES, ALASKA AIRPORT"," rosser had departed the bettles, alaska airport.",alaska,Alaska,Alaska
965,2562,0,(-23) THE FLIGHT DEPARTED PETALUMA MUNI AIRPORT (069) AT ABOUT 1000 PDT ON 09/28/04. AFTER SEVERAL ENROUTE WATER LA,(-23) the flight departed petaluma muni airport (069) at about 1000 pdt on 09/28/04.,petaluma muni airport,Petaluma Municipal Airport,Sacramento International Airport
966,2563,0,"(-23) ON AUGUST 21, 2004, AT 08:45 EDT, A MOONEY M20J, N202MG, S/N 24-1630 WAS RETURNING FROM A LOCAL FLIGHT, LANDI","(-23) on august 21, 2004, at 08:45 edt, a mooney m20j, n202mg, s/n 24-1630 was returning from a local flight, landi",landi,"Landis, North Carolina",Landi Renzo
967,2565,0,"(-23) THE PILOT DEPARTED DANVILLE, IL ENROUTE TO CRYSTAL LAKE, IL IN CESSNA 182, N92848, ON AUGUST 23, 2004. THE EN","(-23) the pilot departed danville, il enroute to crystal lake, il in cessna 182, n92848, on august 23, 2004.",danville,"Danville, Illinois","Danville, Illinois"
968,2565,0,"(-23) THE PILOT DEPARTED DANVILLE, IL ENROUTE TO CRYSTAL LAKE, IL IN CESSNA 182, N92848, ON AUGUST 23, 2004. THE EN","(-23) the pilot departed danville, il enroute to crystal lake, il in cessna 182, n92848, on august 23, 2004.",il,Illinois,Illinois
969,2565,0,"(-23) THE PILOT DEPARTED DANVILLE, IL ENROUTE TO CRYSTAL LAKE, IL IN CESSNA 182, N92848, ON AUGUST 23, 2004. THE EN","(-23) the pilot departed danville, il enroute to crystal lake, il in cessna 182, n92848, on august 23, 2004.",crystal lake,"Crystal Lake, Illinois","Crystal Lake, Illinois"
970,2565,0,"(-23) THE PILOT DEPARTED DANVILLE, IL ENROUTE TO CRYSTAL LAKE, IL IN CESSNA 182, N92848, ON AUGUST 23, 2004. THE EN","(-23) the pilot departed danville, il enroute to crystal lake, il in cessna 182, n92848, on august 23, 2004.",il,Illinois,Illinois
971,2565,0,"(-23) THE PILOT DEPARTED DANVILLE, IL ENROUTE TO CRYSTAL LAKE, IL IN CESSNA 182, N92848, ON AUGUST 23, 2004. THE EN","(-23) the pilot departed danville, il enroute to crystal lake, il in cessna 182, n92848, on august 23, 2004.",cessna,Cessna,Cessna
972,2565,1,"(-23) THE PILOT DEPARTED DANVILLE, IL ENROUTE TO CRYSTAL LAKE, IL IN CESSNA 182, N92848, ON AUGUST 23, 2004. THE EN", the en.,the en,N,N
973,2567,0,"(-23) ON OCTOBER 6, 2004, AT 1515 LOCAL TIME (FEDERAL STATES OF MICRONESIA), A SINGLE-ENGINE HUGHES 369HS, N74AM, R","(-23) on october 6, 2004, at 1515 local time (federal states of micronesia), a single-engine hughes 369hs, n74am, r",federal states of micronesia,Federated States of Micronesia,Federated States of Micronesia
974,2568,0,(-23) PILOT TATOM DEPARTED THE SOUTH HELIPAD AT ST. FRANCIS HOSPITAL ON A MAINTENANCE FLIGHT. DURING THE FLIGHT BOT,(-23) pilot tatom departed the south helipad at st.,pilot tatom,Absalom Tatom,TomTom
975,2568,0,(-23) PILOT TATOM DEPARTED THE SOUTH HELIPAD AT ST. FRANCIS HOSPITAL ON A MAINTENANCE FLIGHT. DURING THE FLIGHT BOT,(-23) pilot tatom departed the south helipad at st.,south helipad,South Hill Heliport,Helipad
976,2568,0,(-23) PILOT TATOM DEPARTED THE SOUTH HELIPAD AT ST. FRANCIS HOSPITAL ON A MAINTENANCE FLIGHT. DURING THE FLIGHT BOT,(-23) pilot tatom departed the south helipad at st.,st,"Storhøe (Fokstugu, Dovre)","St. John's, Newfoundland and Labrador"
977,2568,1,(-23) PILOT TATOM DEPARTED THE SOUTH HELIPAD AT ST. FRANCIS HOSPITAL ON A MAINTENANCE FLIGHT. DURING THE FLIGHT BOT, francis hospital on a maintenance flight.,francis hospital,Saint-Francis Hospital,Saint Francis Memorial Hospital
978,2569,2,"(-23) N3889B, A BE-35-F35, CO-OWNED AND REGISTERED TO H.N. AND PATRICIA MCCUTCHEN, WAS BASED AT THE STILLWATER, OK "," and patricia mccutchen, was based at the stillwater, ok .",patricia mccutchen,Bingham McCutchen,Bingham McCutchen
979,2569,2,"(-23) N3889B, A BE-35-F35, CO-OWNED AND REGISTERED TO H.N. AND PATRICIA MCCUTCHEN, WAS BASED AT THE STILLWATER, OK "," and patricia mccutchen, was based at the stillwater, ok .",stillwater,"Stillwater, Oklahoma","Stillwater, Oklahoma"
980,2571,1,(-23) PILOT REPORTED THE LANDING GEAR RETRACTED DURING TAKE-OFF ROLL. PILOT FURTHER REPORTED THAT PRIOR TO EGRESSIN, pilot further reported that prior to egressin.,egressin,Egreš,Egret
981,2573,0,"(-23) PILOT DEPARTED AURORA MUNICIPAL AIRPORT (2H2), AURORA, MISSOURI, VFR ENROUTE TO AIR PARK SOUTH AIRPORT (2K2),","(-23) pilot departed aurora municipal airport (2h2), aurora, missouri, vfr enroute to air park south airport (2k2),",aurora municipal airport,Aurora Municipal Airport,Aurora Municipal Airport
982,2573,0,"(-23) PILOT DEPARTED AURORA MUNICIPAL AIRPORT (2H2), AURORA, MISSOURI, VFR ENROUTE TO AIR PARK SOUTH AIRPORT (2K2),","(-23) pilot departed aurora municipal airport (2h2), aurora, missouri, vfr enroute to air park south airport (2k2),",aurora,"Aurora, Missouri","Aurora, Missouri"
983,2573,0,"(-23) PILOT DEPARTED AURORA MUNICIPAL AIRPORT (2H2), AURORA, MISSOURI, VFR ENROUTE TO AIR PARK SOUTH AIRPORT (2K2),","(-23) pilot departed aurora municipal airport (2h2), aurora, missouri, vfr enroute to air park south airport (2k2),",missouri,Missouri,Missouri
984,2573,0,"(-23) PILOT DEPARTED AURORA MUNICIPAL AIRPORT (2H2), AURORA, MISSOURI, VFR ENROUTE TO AIR PARK SOUTH AIRPORT (2K2),","(-23) pilot departed aurora municipal airport (2h2), aurora, missouri, vfr enroute to air park south airport (2k2),",vfr,Visual flight rules,Visual flight rules
985,2573,0,"(-23) PILOT DEPARTED AURORA MUNICIPAL AIRPORT (2H2), AURORA, MISSOURI, VFR ENROUTE TO AIR PARK SOUTH AIRPORT (2K2),","(-23) pilot departed aurora municipal airport (2h2), aurora, missouri, vfr enroute to air park south airport (2k2),",air park south airport,Air Park South,Air Park South
986,2574,0,"(-23) ON RAMP AT HILO AIRPORT, PILOT CLOSED AIRSTAIR DOOR FROM OUTSIDE. WHEN FINISHED UNLOADING CARGO, HE PROCEEDED","(-23) on ramp at hilo airport, pilot closed airstair door from outside.",hilo airport,Hilo International Airport,Hilo International Airport
987,2575,1,(-23) ^PRIVACY DATA OMITT^ THE PILOT MADE AN EMERGENCY LANDING WITHOUT INCIDENT. HE CONTACTED NORTHLAND AVIATION AN, he contacted northland aviation an.,northland aviation,Northland Films,North American Aviation
988,2578,1,(-23) AIRCRAFT WAS STOPPED ON TAXIWAY ECHO IN LINE FOR TAKEOFF. AN AMERICAN AIRLINES BAGGAGE CART BROKE AWAY FROM T, an american airlines baggage cart broke away from t.,american,American Airlines,American Airlines
989,2581,0,"(-23) WHILE BEING TOWED TO GATE 22, NWAA, A-320 AIRCRAFT, N327NW COLLIDED WITH THE TUG WHEN THE TUG APPLIED THE BRA","(-23) while being towed to gate 22, nwaa, a-320 aircraft, n327nw collided with the tug when the tug applied the bra",nwaa,Military operations area,National Aeronautic Association
990,2582,0,"(-23) AIRCRAFT N42WA DEPARTED RWY 27 ON IFR FLIGHT PLAN. AIRCRAFT ROTATED NORMALLY. AT 50 FT ALT, AIRCRAFT BEGAN CL",(-23) aircraft n42wa departed rwy 27 on ifr flight plan.,aircraft n42wa,List of aircraft (Q),List of aircraft (N)
991,2583,1,"(-23) 02/09/05-ON SCENE INVESTIGATION CONDUCTED OF ACFT INCIDENT. 02/08/05 @ 1645 MOONEY, N1202X, M20C, WAS ENROUTE"," 02/08/05 @ 1645 mooney, n1202x, m20c, was enroute.",mooney,"Mooney Mooney, New South Wales",Mooney
992,2584,0,"(-23) ON FEBRUARY 14, 2005 ABOUT 1030 ALASKA DAY LIGHT TIME, A CESSNA 207-A AIRPLANE, N6470H, SUSTAINED MINOR DAMAG","(-23) on february 14, 2005 about 1030 alaska day light time, a cessna 207-a airplane, n6470h, sustained minor damag",alaska day,Alaska Day,Alaska Day
993,2585,0,(-23) PILOT STARTED ENGINES AT OGG AIRPORT WITH 8 PASSENGERS ON-BOARD. THERE WAS A METAL OBJECT LEFT IN FRONT OF TH,(-23) pilot started engines at ogg airport with 8 passengers on-board.,ogg,"Ogg, Texas",Ogg
994,2587,0,"(-23) ^PRIVACY DATA OMITTED^ AIRCRAFT ENROUTE FROM CMH TO OTTAWA, CANADA. AT APPROX 7,500 FT. AIRCRAFT EXPERIENCED ","(-23) ^privacy data omitted^ aircraft enroute from cmh to ottawa, canada.",ottawa,Ottawa,Ottawa
995,2587,0,"(-23) ^PRIVACY DATA OMITTED^ AIRCRAFT ENROUTE FROM CMH TO OTTAWA, CANADA. AT APPROX 7,500 FT. AIRCRAFT EXPERIENCED ","(-23) ^privacy data omitted^ aircraft enroute from cmh to ottawa, canada.",canada,Canada,Canada
996,2589,0,(-23) THE PILOT ^PRIVACY D^ STATED THAT HE AND ^PRIVACY DAT^ FLEW DOWN TO KOYUKUK TO WORK ON HIS BELLANCA SCOUT 8GC,(-23) the pilot ^privacy d^ stated that he and ^privacy dat^ flew down to koyukuk to work on his bellanca scout 8gc,koyukuk,"Koyukuk, Alaska","Koyukuk, Alaska"
997,2589,0,(-23) THE PILOT ^PRIVACY D^ STATED THAT HE AND ^PRIVACY DAT^ FLEW DOWN TO KOYUKUK TO WORK ON HIS BELLANCA SCOUT 8GC,(-23) the pilot ^privacy d^ stated that he and ^privacy dat^ flew down to koyukuk to work on his bellanca scout 8gc,bellanca,AviaBellanca Aircraft,AviaBellanca Aircraft
