,index,input,sentence,head,relation,tail
3839,2449,"(-23) on may 29, 2002, at 1400 hours edt, a piper pa-23-250, n6597y, registered to airline training academy, inc, e",<triplet> pa-23-250 <subj> piper <obj> subclass of,pa-23-250,subclass of,piper
3840,2450,"(-23) during flight transitioning from climb to cruise, the engine cowling separated from the engine compartment an",<triplet> cruise <subj> climb <obj> opposite of,cruise,opposite of,climb
3841,2451,"(-23) an amateur kit built airplane, a 4 place kis/pulsar super cruiser, crashed 1/4 mile east of the north perry a",<triplet> super cruiser <subj> kis <obj> subclass of,super cruiser,subclass of,kis
3842,2452,"(-23) the pilot departed mowata airport in eunice, louisiana and arrived in midland, texas (maf) without any known ","<triplet> mowata airport <subj> eunice, louisiana <obj> place served by transport hub",mowata airport,place served by transport hub,"eunice, louisiana"
3843,2453,"(-23) aircraft departed kn68 with pilot and three parachute jumpers on august 15, 2002 at 0945 hrs. aircraft climbe",<triplet> pilot <subj> parachute jumpers <obj> field of this occupation <triplet> parachute jumpers <subj> pilot <obj> practiced by,pilot,field of this occupation,parachute jumpers
3844,2453,"(-23) aircraft departed kn68 with pilot and three parachute jumpers on august 15, 2002 at 0945 hrs. aircraft climbe",<triplet> pilot <subj> parachute jumpers <obj> field of this occupation <triplet> parachute jumpers <subj> pilot <obj> practiced by,parachute jumpers,practiced by,pilot
3845,2454,"(-23) the aircraft departed from buy for a maintenance test flight. on departure, at approximately 800 ft. agl, the",<triplet> buy <subj> agl <obj> located in the administrative territorial entity <triplet> agl <subj> buy <obj> contains administrative territorial entity,buy,located in the administrative territorial entity,agl
3846,2454,"(-23) the aircraft departed from buy for a maintenance test flight. on departure, at approximately 800 ft. agl, the",<triplet> buy <subj> agl <obj> located in the administrative territorial entity <triplet> agl <subj> buy <obj> contains administrative territorial entity,agl,contains administrative territorial entity,buy
3847,2455,"(-23) according to pic, he aborted the take off at 30 ft agl due to no indicated airspeed. during resulting landing","<triplet> John F. Kennedy Airport <subj> Washington, D.C. <obj> place served by transport hub",John F. Kennedy Airport,place served by transport hub,"Washington, D.C."
3848,2456,(-23) this aircraft had just received an annual inspection. during the preflight inspection the pilot failed to not,<triplet> F/A-18 Hornet <subj> Boeing 707 <obj> derivative work <triplet> Boeing 707 <subj> F/A-18 Hornet <obj> based on,F/A-18 Hornet,derivative work,Boeing 707
3849,2456,(-23) this aircraft had just received an annual inspection. during the preflight inspection the pilot failed to not,<triplet> F/A-18 Hornet <subj> Boeing 707 <obj> derivative work <triplet> Boeing 707 <subj> F/A-18 Hornet <obj> based on,Boeing 707,based on,F/A-18 Hornet
3850,2457,"(.19) on august 1, 2002, about 2030 eastern daylight time, a grumman american aa-5b, n81310, was destroyed when it ",<triplet> aa-5b <subj> grumman american <obj> subclass of,aa-5b,subclass of,grumman american
3851,2458,"(-23) n759ty, ce-182 was en route from hot springs, arkansas to fayetteville, tennessee, when the aircraft engine q",<triplet> hot springs <subj> arkansas <obj> located in the administrative territorial entity,hot springs,located in the administrative territorial entity,arkansas
3852,2459,(-23) the pilot stated that during take off he realized he had failed to remove the control lock. he ran off the en,<triplet> Take off <subj> control lock <obj> has cause <triplet> control lock <subj> take off <obj> has effect,Take off,has cause,control lock
3853,2459,(-23) the pilot stated that during take off he realized he had failed to remove the control lock. he ran off the en,<triplet> Take off <subj> control lock <obj> has cause <triplet> control lock <subj> take off <obj> has effect,control lock,has effect,take off
3854,2460,(-23) ^privacy data omitted^ the pilot refueled the aircraft at his destination from two five gallon containers he ,<triplet> two five gallon containers <subj> refueled <obj> use,two five gallon containers,use,refueled
3855,2461,"(-23) inspector statement: on september 16, 2002 at about 9:30 a.m. local time in the vicinity of the canadaigua ai",<triplet> Canada <subj> ai <obj> contains administrative territorial entity <triplet> ai <subj> Canada <obj> located in the administrative territorial entity,Canada,contains administrative territorial entity,ai
3856,2461,"(-23) inspector statement: on september 16, 2002 at about 9:30 a.m. local time in the vicinity of the canadaigua ai",<triplet> Canada <subj> ai <obj> contains administrative territorial entity <triplet> ai <subj> Canada <obj> located in the administrative territorial entity,ai,located in the administrative territorial entity,Canada
3857,2462,(-23) aircraft wingtip struck light pole while taxiing in an area of construction. the pole lights were unlit as wa,<triplet> aircraft <subj> wingtip <obj> has part <triplet> wingtip <subj> aircraft <obj> part of,aircraft,has part,wingtip
3858,2462,(-23) aircraft wingtip struck light pole while taxiing in an area of construction. the pole lights were unlit as wa,<triplet> aircraft <subj> wingtip <obj> has part <triplet> wingtip <subj> aircraft <obj> part of,wingtip,part of,aircraft
3859,2463,(-23) during preflight just prior to departure pilot was distracted by cell phone call. pilot failed to remove airc,<triplet> preflight <subj> departure <obj> followed by <triplet> departure <subj> preflight <obj> follows,preflight,followed by,departure
3860,2463,(-23) during preflight just prior to departure pilot was distracted by cell phone call. pilot failed to remove airc,<triplet> preflight <subj> departure <obj> followed by <triplet> departure <subj> preflight <obj> follows,departure,follows,preflight
3861,2464,"(-23) pilot did not perform a thorough preflight inspection, thus overlooking a propeller lock attachment. he then ",<triplet> lock attachment <subj> propeller <obj> part of,lock attachment,part of,propeller
3862,2465,"(-23) pilot reported when returning to level flight from inverted aerobatic maneuver, engine ""burbled"". pilot decla",<triplet> inverted aerobatic maneuver <subj> level flight <obj> subclass of,inverted aerobatic maneuver,subclass of,level flight
3863,2466,(-23) witness reported seeing cessna ce-401 n531mh depart eagle creek airport without any lights after dark. air tr,<triplet> cessna ce-401 <subj> eagle creek airport <obj> start point,cessna ce-401,start point,eagle creek airport
3864,2467,"(-23) on november 17, 2002, at 1630 local time a cessna 152, n4823l registered to aero wings inc. and operated by j",<triplet> 1630 local time <subj> 1630 <obj> point in time,1630 local time,point in time,1630
3865,2468,(-23) crew failed to switch on the wing and engine anti-ice when ground icing conditions existed. corrected on the ,<triplet> icing <subj> anti-ice <obj> has cause,icing,has cause,anti-ice
3866,2469,"(.19) on october 2, 2002, about 1540 eastern daylight time, a beagle aircraft b.206 basset, n72kb, was destroyed af",<triplet> eastern daylight time <subj> 1540 <obj> point in time,eastern daylight time,point in time,1540
3867,2470,(-23) pilot reported aircraft would not rotate on take-off roll. aborted takeoff and aircraft skidded off the end o,<triplet> aborted takeoff <subj> take-off roll <obj> different from <triplet> take-off roll <subj> aborted takeoff <obj> different from,aborted takeoff,different from,take-off roll
3868,2470,(-23) pilot reported aircraft would not rotate on take-off roll. aborted takeoff and aircraft skidded off the end o,<triplet> aborted takeoff <subj> take-off roll <obj> different from <triplet> take-off roll <subj> aborted takeoff <obj> different from,take-off roll,different from,aborted takeoff
3869,2471,(-23) witnesses at the departure airport stated that pilot had significant difficulty starting the aircraft immedia,<triplet> pilot <subj> aircraft immedia <obj> item operated <triplet> aircraft immedia <subj> pilot <obj> operator,pilot,item operated,aircraft immedia
3870,2471,(-23) witnesses at the departure airport stated that pilot had significant difficulty starting the aircraft immedia,<triplet> pilot <subj> aircraft immedia <obj> item operated <triplet> aircraft immedia <subj> pilot <obj> operator,aircraft immedia,operator,pilot
3871,2472,(-23) ms bomberger landed at ctj after a second no flap approach and ran off the end of the runway causing the nose,<triplet> runway <subj> ctj <obj> located in the administrative territorial entity,runway,located in the administrative territorial entity,ctj
3872,2473,"(.19) on january 9, 2003, approximately 1500 central standard time, an aerospatiale as-350-ba single-engine helicop",<triplet> as-350-ba <subj> aerospatiale <obj> manufacturer,as-350-ba,manufacturer,aerospatiale
3873,2474,"(-23) during the takeoff roll the pilot in command noticed a ""vibration"". the vibration continued and as the aircra",<triplet> pilot <subj> roll <obj> field of this occupation <triplet> roll <subj> pilot <obj> practiced by,pilot,field of this occupation,roll
3874,2474,"(-23) during the takeoff roll the pilot in command noticed a ""vibration"". the vibration continued and as the aircra",<triplet> pilot <subj> roll <obj> field of this occupation <triplet> roll <subj> pilot <obj> practiced by,roll,practiced by,pilot
3875,2475,(-23) aircraft had been grounded because the brakes were inoperative. cfk and student pilot failed to check the dis,<triplet> (23) aircraft had been grounded <subj> brakes were inoperative <obj> has cause <triplet> brakes were inoperative <subj> (23) aircraft had been grounded <obj> has effect,(23) aircraft had been grounded,has cause,brakes were inoperative
3876,2475,(-23) aircraft had been grounded because the brakes were inoperative. cfk and student pilot failed to check the dis,<triplet> (23) aircraft had been grounded <subj> brakes were inoperative <obj> has cause <triplet> brakes were inoperative <subj> (23) aircraft had been grounded <obj> has effect,brakes were inoperative,has effect,(23) aircraft had been grounded
3877,2476,(-23) while beginning a takeoff roll on runway 4 the crew of n961ll aborted the takeoff after reaching an airspeed ,<triplet> aborted the takeoff <subj> takeoff roll <obj> subclass of,aborted the takeoff,subclass of,takeoff roll
3878,2477,"(-23) on december 19, 2002, about 1530 mountain standard time, a beechcraft a36, n323d, landed the aircraft without",<triplet> a36 <subj> beechcraft <obj> manufacturer,a36,manufacturer,beechcraft
3879,2478,"(-23) on december 19, 2002, at approximately 1:03 am, a falcon da-20 landed at staniford international airport with",<triplet> staniford international airport <subj> staniford <obj> place served by transport hub,staniford international airport,place served by transport hub,staniford
3880,2479,"(-23) bags from aft baggage struck the tail rotor in flight, subsequently the tail rotor failed the pilot landed in",<triplet> tail rotor <subj> tail rotor failed <obj> has effect <triplet> tail rotor failed <subj> tail rotor <obj> has cause,tail rotor,has effect,tail rotor failed
3881,2479,"(-23) bags from aft baggage struck the tail rotor in flight, subsequently the tail rotor failed the pilot landed in",<triplet> tail rotor <subj> tail rotor failed <obj> has effect <triplet> tail rotor failed <subj> tail rotor <obj> has cause,tail rotor failed,has cause,tail rotor
3882,2480,"(-23) crew waited for aircraft to be taxied to gate from hangar, assuming that it had been inside and deiced. on th",<triplet> deiced <subj> taxied <obj> subclass of,deiced,subclass of,taxied
3883,2481,"(-23) on 02/08/2003 at approximately 22:30, a lear jet operated by fs air, on a medevac operation, slid off the end",<triplet> fs air <subj> medevac <obj> use,fs air,use,medevac
3884,2482,"(-23) on january 30, 2003, about 0330 alaska standard time, a cessna 208b airplane, n1276p, sustained substantial d",<triplet> alaska standard time <subj> alaska <obj> applies to jurisdiction,alaska standard time,applies to jurisdiction,alaska
3885,2483,"(-23) no ntsb accident no, as this is an ultra-light aircraft, and they elected not to do an accident report. ^priv",<triplet> (23)no ntsb accident no <subj> accident report <obj> instance of,(23)no ntsb accident no,instance of,accident report
3886,2484,"(-23) on june 11, 2003 at approximately 1242 edt, a steven d. ayers experimental rv-6a aircraft crashed during take","<triplet> crashed during take <subj> june 11, 2003 <obj> point in time",crashed during take,point in time,"june 11, 2003"
3887,2485,(-23) a hose used to fill the chemical tank for aerial application was not removed before the pilot attempted to ta,<triplet> aerial application <subj> pilot <obj> practiced by <triplet> pilot <subj> aerial application <obj> field of this occupation,aerial application,practiced by,pilot
3888,2485,(-23) a hose used to fill the chemical tank for aerial application was not removed before the pilot attempted to ta,<triplet> aerial application <subj> pilot <obj> practiced by <triplet> pilot <subj> aerial application <obj> field of this occupation,pilot,field of this occupation,aerial application
3889,2486,(-23) during taxi from hanger to fuel pumps aircraft was on taxiway when a telephone man hole cover broke as aircra,<triplet> hanger <subj> fuel pumps <obj> connects with <triplet> fuel pumps <subj> hanger <obj> connects with,hanger,connects with,fuel pumps
3890,2486,(-23) during taxi from hanger to fuel pumps aircraft was on taxiway when a telephone man hole cover broke as aircra,<triplet> hanger <subj> fuel pumps <obj> connects with <triplet> fuel pumps <subj> hanger <obj> connects with,fuel pumps,connects with,hanger
3891,2487,"(-23) on june 15, 2003 at approximately 1730 central daylight time, n20553 experienced a loss of power during take ",<triplet> 1730 central daylight time <subj> 1730 <obj> point in time,1730 central daylight time,point in time,1730
3892,2488,(-23) pilot failed to assure the oil filler cap was secure and took off. oil was observed coming out of the engine ,<triplet> oil filler cap <subj> engine <obj> part of,oil filler cap,part of,engine
3893,2489,(-23) aircraft experienced loss of engine power while in flight. partial power was restored and pilot attempted to ,<triplet> aircraft <subj> pilot <obj> has part <triplet> pilot <subj> aircraft <obj> part of,aircraft,has part,pilot
3894,2489,(-23) aircraft experienced loss of engine power while in flight. partial power was restored and pilot attempted to ,<triplet> aircraft <subj> pilot <obj> has part <triplet> pilot <subj> aircraft <obj> part of,pilot,part of,aircraft
3895,2490,(-23) a meal cart released on landing and traveled nearly to door #2. the cart hit several passengers as it travers,<triplet> (23) <subj> meal cart <obj> instance of,(23),instance of,meal cart
3896,2491,(-23) ^privacy data omitted^ on 6/17/2003 n7401p had a right main gear failure while landing at fox field lancaster,<triplet> N7401p <subj> 6/17/2003 <obj> point in time,N7401p,point in time,6/17/2003
3897,2492,"(-23) on april 17, 2003, at 19:09 central standard time, an experimental amateur built model bucker bu133r, n103s, ",<triplet> bu133r <subj> bucker <obj> subclass of,bu133r,subclass of,bucker
3898,2493,"(-23) on may 31, 2003, approximately 1030 central daylight time, an aerotek pitts s-2a single-engine aerobatic bi-p",<triplet> aerotek pitts s-2a <subj> aerobatic <obj> use,aerotek pitts s-2a,use,aerobatic
3899,2494,"(-23) the aircraft departed bartlesville municipal airport (bvo) bartlesville, ok at 1147 am local time for a local",<triplet> bartlesville municipal airport <subj> bartlesville <obj> place served by transport hub,bartlesville municipal airport,place served by transport hub,bartlesville
3900,2495,"(-23) after gear maintenance at sweet water, the emergency gear handle not stowed. passenger seat belt interfered w",<triplet> seat belt <subj> emergency gear handle <obj> has part,seat belt,has part,emergency gear handle
3901,2496,(-23) mr. campbell flew his aircraft after the vacuum pump was removed for replacement. the mechanic (ia) who remov,<triplet> World War I <subj> World War II <obj> followed by <triplet> World War II <subj> World War I <obj> follows,World War I,followed by,World War II
3902,2496,(-23) mr. campbell flew his aircraft after the vacuum pump was removed for replacement. the mechanic (ia) who remov,<triplet> World War I <subj> World War II <obj> followed by <triplet> World War II <subj> World War I <obj> follows,World War II,follows,World War I
3903,2497,(-23) rotorcraft attempted to lift off of trailer while the right rear skid was secured with the tiedown strap. rot,<triplet> rotorcraft <subj> rear skid <obj> has part <triplet> rear skid <subj> rotorcraft <obj> part of,rotorcraft,has part,rear skid
3904,2497,(-23) rotorcraft attempted to lift off of trailer while the right rear skid was secured with the tiedown strap. rot,<triplet> rotorcraft <subj> rear skid <obj> has part <triplet> rear skid <subj> rotorcraft <obj> part of,rear skid,part of,rotorcraft
3905,2498,"(-23) cruise flight 4500 westbound 4 south of incident site engine quit. established max glide, fuel selector lh, a",<triplet> cruise <subj> engine <obj> has part <triplet> engine <subj> cruise <obj> part of,cruise,has part,engine
3906,2498,"(-23) cruise flight 4500 westbound 4 south of incident site engine quit. established max glide, fuel selector lh, a",<triplet> cruise <subj> engine <obj> has part <triplet> engine <subj> cruise <obj> part of,engine,part of,cruise
3907,2499,"(-23) date: june 3, 2003 logan international airport boston ma (bos) 12:35 edt asi: donald e. small n452fj dornier ",<triplet> logan international airport <subj> boston <obj> place served by transport hub,logan international airport,place served by transport hub,boston
3908,2500,"(-23) while enroute from denver centennial (apa) to pueblo co (pub), approximately 7 miles south of apa, pilot cont",<triplet> apa <subj> denver <obj> located in the administrative territorial entity,apa,located in the administrative territorial entity,denver
3909,2501,"(-23) enroute to muscle shoals ala. (msl) from reform ala. (3m8) at 3000 feet, mr. richardson experienced loss of r",<triplet> (msl) <subj> (3m8) <obj> said to be the same as <triplet> (3m8) <subj> (msl) <obj> said to be the same as,(msl),said to be the same as,(3m8)
3910,2501,"(-23) enroute to muscle shoals ala. (msl) from reform ala. (3m8) at 3000 feet, mr. richardson experienced loss of r",<triplet> (msl) <subj> (3m8) <obj> said to be the same as <triplet> (3m8) <subj> (msl) <obj> said to be the same as,(3m8),said to be the same as,(msl)
3911,2502,"(-23) the pilot wrote, ""while leveling off at 700 ft agl i felt a vibration in the rotor system. after confirming a",<triplet> (23) <subj> (200) <obj> said to be the same as <triplet> (200) <subj> (23) <obj> said to be the same as,(23),said to be the same as,(200)
3912,2502,"(-23) the pilot wrote, ""while leveling off at 700 ft agl i felt a vibration in the rotor system. after confirming a",<triplet> (23) <subj> (200) <obj> said to be the same as <triplet> (200) <subj> (23) <obj> said to be the same as,(200),said to be the same as,(23)
3913,2503,(-23) canopy was not secured properly prior to take-off and opened in flight just after rotation. pilot lost contro,<triplet> take-off <subj> rotation <obj> follows <triplet> rotation <subj> take-off <obj> followed by,take-off,follows,rotation
3914,2503,(-23) canopy was not secured properly prior to take-off and opened in flight just after rotation. pilot lost contro,<triplet> take-off <subj> rotation <obj> follows <triplet> rotation <subj> take-off <obj> followed by,rotation,followed by,take-off
3915,2504,(-23) the pilot forgot or overlooked removing the right aileron to flap gust lock during the preflight. at rotation,<triplet> flap gust lock <subj> aileron <obj> has part,flap gust lock,has part,aileron
3916,2505,"(-23) on takeoff, aircraft pitched up to an excessive nose high attitude, then hit the ground hard, skidded to a st",<triplet> nose high <subj> takeoff <obj> subclass of,nose high,subclass of,takeoff
3917,2506,"(-23) ^privacy data omitted^ pilot stated that after takeoff from runway 26 at dahl creek, alaska his aircraft engi",<triplet> dahl creek <subj> alaska <obj> located in the administrative territorial entity,dahl creek,located in the administrative territorial entity,alaska
3918,2507,(-23) aircraft was being marshalled to parking position a52j on concourse 1 east ramp. the painted taxi lines at th,<triplet> Concourse 1 <subj> concourse 1 east ramp <obj> has part <triplet> concourse 1 east ramp <subj> Concourse 1 <obj> part of,Concourse 1,has part,concourse 1 east ramp
3919,2507,(-23) aircraft was being marshalled to parking position a52j on concourse 1 east ramp. the painted taxi lines at th,<triplet> Concourse 1 <subj> concourse 1 east ramp <obj> has part <triplet> concourse 1 east ramp <subj> Concourse 1 <obj> part of,concourse 1 east ramp,part of,Concourse 1
3920,2508,"(-23) n4975b when landing on runway 22, avon park, fl, aircraft ran into approx. (1) foot of standing water on the ",<triplet> avon park <subj> fl <obj> located in the administrative territorial entity,avon park,located in the administrative territorial entity,fl
3921,2509,"(-23) after leveling off at a cruising altitude of 5000 ft in imc conditions, the pilot stated that the engine bega",<triplet> imc <subj> cruising altitude <obj> subclass of,imc,subclass of,cruising altitude
3922,2510,(-23) engine was not running properly during takeoff. pilot continued the take off and the engine failed at approxi,<triplet> Take off <subj> takeoff <obj> different from <triplet> takeoff <subj> take off <obj> different from,Take off,different from,takeoff
3923,2510,(-23) engine was not running properly during takeoff. pilot continued the take off and the engine failed at approxi,<triplet> Take off <subj> takeoff <obj> different from <triplet> takeoff <subj> take off <obj> different from,takeoff,different from,take off
3924,2511,"(-23) on september 10, 2003 at approximately 1400 local time, mr. bird water taxied the aircraft from brown's seapl",<triplet> brown's <subj> seapl <obj> instance of,brown's,instance of,seapl
3925,2512,"(-23) at about 5 pm sunday july 6, 2003 the pilot departed trident basin northbound with one passenger. after takeo","<triplet> John F. Kennedy Airport <subj> Washington, D.C. <obj> place served by transport hub",John F. Kennedy Airport,place served by transport hub,"Washington, D.C."
3926,2513,(-23) the pilot of n17655 be-55 declared an emergency on takeoff when passenger noticed oil streaks on the left eng,<triplet> n17655 <subj> be-55 <obj> instance of,n17655,instance of,be-55
3927,2514,"(-23) on take off the nose wheel of fedex flight 1238, an a300 airbus struck a red flagged item located on the cent",<triplet> a300 <subj> airbus <obj> subclass of,a300,subclass of,airbus
3928,2515,"(-23) on july 16, 2003, n1674t, a cessna 414, piloted by benjamin bell was taxiing for take-off at hanover county a",<triplet> hanover county <subj> cessna <obj> instance of,hanover county,instance of,cessna
3929,2516,"(-23) on september 1, 2003, at approximately 1130(lcl), a cessna model 172-f n8578u crashed on a field near the faj",<triplet> 172-f n8578u <subj> cessna <obj> manufacturer,172-f n8578u,manufacturer,cessna
3930,2517,"(-23) pilot departed danville, il (kdnv) with inoperative fuel gauges enroute to morgantown, wv (mgw). the aircraft",<triplet> morgantown <subj> wv <obj> located in the administrative territorial entity,morgantown,located in the administrative territorial entity,wv
3931,2518,(-23) according to verbal and written statements from the pilot robert wolverton and airport manager eldin nimmo: o,<triplet> robert wolverton <subj> pilot <obj> occupation,robert wolverton,occupation,pilot
3932,2519,(-23) shortly after take-off from watsonville municipal airport (wvi) at approximately 1300 pst the aircraft engine,<triplet> municipal airport <subj> watsonville <obj> place served by transport hub,municipal airport,place served by transport hub,watsonville
3933,2520,(-23) rated pilot took off with the flaps extended. takeoffs are to be made with the flaps up according to the poh.,<triplet> (-23) rated pilot <subj> poh <obj> uses <triplet> poh <subj> (-23) rated pilot <obj> used by,(-23) rated pilot,uses,poh
3934,2520,(-23) rated pilot took off with the flaps extended. takeoffs are to be made with the flaps up according to the poh.,<triplet> (-23) rated pilot <subj> poh <obj> uses <triplet> poh <subj> (-23) rated pilot <obj> used by,poh,used by,(-23) rated pilot
3935,2521,"(-23) on september 18, 2003, at 1750 eastern daylight time, a cessna 172m, n13375, registered to and operated by mr",<triplet> 1750 eastern daylight time <subj> 1750 <obj> point in time,1750 eastern daylight time,point in time,1750
3936,2522,"(-23) pilot statement: on oct. 5, 2003 at approximately 0715z, my cessna 182h (n1919x) ran out of fuel and crashed ","<triplet> crashed <subj> Oct. 5, 2003 <obj> point in time",crashed,point in time,"Oct. 5, 2003"
3937,2523,"(-23) on 10-22-2003 airport was notamed closed to facilitate boring 10"" test holes, on the centerline of runway 20,",<triplet> airport <subj> runway 20 <obj> has part <triplet> runway 20 <subj> airport <obj> part of,airport,has part,runway 20
3938,2523,"(-23) on 10-22-2003 airport was notamed closed to facilitate boring 10"" test holes, on the centerline of runway 20,",<triplet> airport <subj> runway 20 <obj> has part <triplet> runway 20 <subj> airport <obj> part of,runway 20,part of,airport
3939,2524,"(-23) the pilot in commamd failed to follow the checklist. in doing so, the pilot in command endangered the propert",<triplet> commamd <subj> propert <obj> said to be the same as <triplet> propert <subj> commamd <obj> said to be the same as,commamd,said to be the same as,propert
3940,2524,"(-23) the pilot in commamd failed to follow the checklist. in doing so, the pilot in command endangered the propert",<triplet> commamd <subj> propert <obj> said to be the same as <triplet> propert <subj> commamd <obj> said to be the same as,propert,said to be the same as,commamd
3941,2525,(-23) the pic of n8454y stated that there were inadequate markings and lighting on the area where he was taxiing hi,<triplet> 2008 Summer Olympics <subj> 2008 <obj> point in time <subj> Beijing <obj> location <subj> China <obj> country <triplet> Beijing <subj> China <obj> country <triplet> China <subj> Beijing <obj> capital,2008 Summer Olympics,point in time,2008
3942,2525,(-23) the pic of n8454y stated that there were inadequate markings and lighting on the area where he was taxiing hi,<triplet> 2008 Summer Olympics <subj> 2008 <obj> point in time <subj> Beijing <obj> location <subj> China <obj> country <triplet> Beijing <subj> China <obj> country <triplet> China <subj> Beijing <obj> capital,2008 Summer Olympics,location,Beijing
3943,2525,(-23) the pic of n8454y stated that there were inadequate markings and lighting on the area where he was taxiing hi,<triplet> 2008 Summer Olympics <subj> 2008 <obj> point in time <subj> Beijing <obj> location <subj> China <obj> country <triplet> Beijing <subj> China <obj> country <triplet> China <subj> Beijing <obj> capital,2008 Summer Olympics,country,China
3944,2525,(-23) the pic of n8454y stated that there were inadequate markings and lighting on the area where he was taxiing hi,<triplet> 2008 Summer Olympics <subj> 2008 <obj> point in time <subj> Beijing <obj> location <subj> China <obj> country <triplet> Beijing <subj> China <obj> country <triplet> China <subj> Beijing <obj> capital,Beijing,country,China
3945,2525,(-23) the pic of n8454y stated that there were inadequate markings and lighting on the area where he was taxiing hi,<triplet> 2008 Summer Olympics <subj> 2008 <obj> point in time <subj> Beijing <obj> location <subj> China <obj> country <triplet> Beijing <subj> China <obj> country <triplet> China <subj> Beijing <obj> capital,China,capital,Beijing
3946,2526,"(-23) after landing at reno, nevada on 11/13/2003 and blowing out the main tires due to a wow switch rigging proble",<triplet> reno <subj> nevada <obj> located in the administrative territorial entity,reno,located in the administrative territorial entity,nevada
3947,2527,"(-23) on november 11, 2003 atp rated pic and sic departed palwaukee airport (pwk), wheeling, il on a 14 cfr 135 - o",<triplet> 14 cfr 135 <subj> cfr <obj> instance of,14 cfr 135,instance of,cfr
3948,2528,"(-23) american airlines flight #847, b-737-823, n972an, while parked at boston terminal b, gate 26, was struck by a",<triplet> american airlines <subj> boston <obj> airline hub,american airlines,airline hub,boston
3949,2529,(-23) mr. jaspart did not know what the vfr transponder code was and was squaking 7600. he was also confused while ,<triplet> vfr <subj> transponder <obj> instance of,vfr,instance of,transponder
3950,2530,"(-23) in a statement on october 21, 2003, the pilot stated he attempted to take off with the control lock installed","<triplet> attempted to take off <subj> october 21, 2003 <obj> point in time",attempted to take off,point in time,"october 21, 2003"
3951,2531,"(-23) after the previous flight, pic had placed tape over the pilot tube in lieu of a cover. while preparing for th",<triplet> previous flight <subj> pilot tube <obj> has part <triplet> pilot tube <subj> previous flight <obj> part of,previous flight,has part,pilot tube
3952,2531,"(-23) after the previous flight, pic had placed tape over the pilot tube in lieu of a cover. while preparing for th",<triplet> previous flight <subj> pilot tube <obj> has part <triplet> pilot tube <subj> previous flight <obj> part of,pilot tube,part of,previous flight
3953,2532,(-23) after landing on the snow covered runway the flight was cleared by atct to take any left turn and taxi to the,<triplet> taxi <subj> runway <obj> uses,taxi,uses,runway
3954,2533,(-23) aircraft departed jzi and the aircraft's left engine failed shortly after takeoff. the aircraft impacted the ,<triplet> JZ <subj> jzi <obj> located in the administrative territorial entity,JZ,located in the administrative territorial entity,jzi
3955,2534,"(-23) on 03-18-04 mr. mauch jr. piloted an unworthy aircraft, during the takeoff sequence and shortly after lift of",<triplet> 03-18-04 <subj> 03-18-04 <obj> point in time,03-18-04,point in time,03-18-04
3956,2536,"(-23) on february 1, 2004, at 1700 eastern standard time, a saab 340a, n158sd, operated by shuttle america inc. (uh",<triplet> shuttle america inc. <subj> saab 340a <obj> item operated,shuttle america inc.,item operated,saab 340a
3957,2537,"(-23) pilot departed winnie, tx airport with tow bar attached to nose gear. minor damage to nose gear doors on land","<triplet> airport <subj> winnie,tx <obj> place served by transport hub",airport,place served by transport hub,"winnie,tx"
3958,2538,"(-23) delta airlines flight 364, aircraft n3738b, a b-737-800, was enroute to atlanta from kansas city. at approxim",<triplet> delta airlines <subj> b-737-800 <obj> item operated <triplet> b-737-800 <subj> delta airlines <obj> operator,delta airlines,item operated,b-737-800
3959,2538,"(-23) delta airlines flight 364, aircraft n3738b, a b-737-800, was enroute to atlanta from kansas city. at approxim",<triplet> delta airlines <subj> b-737-800 <obj> item operated <triplet> b-737-800 <subj> delta airlines <obj> operator,b-737-800,operator,delta airlines
3960,2539,"(-23) on 3/6/04 at approximately 0932 e, a chautauqua airlines, flight 4912, n971rp, returned to roc due to a landi",<triplet> chautauqua airlines <subj> roc <obj> airline hub,chautauqua airlines,airline hub,roc
3961,2540,"(-23) on march 3, 2004, at approximately 1745 pst, n42746, a hot air balloon executed a forced landing into a resid",<triplet> hot air balloon <subj> executed a forced landing <obj> significant event <triplet> executed a forced landing <subj> hot air balloon <obj> item operated,hot air balloon,significant event,executed a forced landing
3962,2540,"(-23) on march 3, 2004, at approximately 1745 pst, n42746, a hot air balloon executed a forced landing into a resid",<triplet> hot air balloon <subj> executed a forced landing <obj> significant event <triplet> executed a forced landing <subj> hot air balloon <obj> item operated,executed a forced landing,item operated,hot air balloon
3963,2541,"(-23) on january 8, 2004, about 1427 central standard time, a beech e-90, n48ta, operated by tidewater aero, sustai",<triplet> 1427 central standard time <subj> 1427 <obj> point in time,1427 central standard time,point in time,1427
3964,2542,"(-23) american airlines flight 1453, aircraft n497aa, an md-82, landed at mci from lga. while taxiing, due to a hea",<triplet> american airlines flight 1453 <subj> md-82 <obj> item operated,american airlines flight 1453,item operated,md-82
3965,2543,"(-23) pilot and passengers stated the aircraft take off was normal, however, during climb out the aircraft had a lo",<triplet> take off <subj> climb out <obj> followed by <triplet> climb out <subj> take off <obj> follows,take off,followed by,climb out
3966,2543,"(-23) pilot and passengers stated the aircraft take off was normal, however, during climb out the aircraft had a lo",<triplet> take off <subj> climb out <obj> followed by <triplet> climb out <subj> take off <obj> follows,climb out,follows,take off
