c5,c119,c119_output,c119_score
19970810027479I,NARRATIVE: PILOT FUELED AIRCRAFT AND PLACED FUEL SELECTOR ON LEFT TANK. PILOT BOARDED HIS TWO DOGS AND UPON HIS ENT,NARRATIVE: PILOT FUELED AIRCRAFT AND PLACED FUEL SELECTOR ON LEFT TANK. PILOT BOARDED HIS TWO DOGS AND UPON HIS ENT,-0.12302999943494797
19980409012039I,NARRATIVE: UPON LANDING AIRCRAFT PILOT LOST CONTROL (UNKNOWN REASON) AND RECOVERY POSITIONED AIRCRAFT PERPENDICULAR,NARRATIVE: UPON LANDING AIRCRAFT PILOT LOST CONTROL (UNKNOWN REASON) AND RECOVERY POSITIONED AIRCRAFT PERPENDICULAR,-0.2531459629535675
19970811028149I,GROUND LOOPED TO LEFT LANDING. FOLDED RIGHT GEAR. WING TIP HIT. PILOT ACCIDENTLY PULLED BRAKE ON INSTEAD CARB HEAT.,GROUND LOOPED TO LEFT LANDING. FOLDED RIGHT GEAR. WING TIP HIT. PILOT ACCIDENTLY PULLED BRAKE ON INSTEAD CARB HEAT.,-0.16133898496627808
19980415008799I,"NARRATIVE: AT THE DIRECTION OF AIR TRAFFIC CONTROL (ATC), THE AIRCRAFT WAS HOLDING FOR DEPARTURE CLEARANCE AT RUNWA","NARRATIVE: AT THE DIRECTION OF { AIR } [ Air (newspaper) ] TRAFFIC CONTROL (ATC), THE AIRCRAFT WAS HOLDING FOR DEPARTURE CLEARANCE AT { RUNWA } [ Runwa ]",-0.4401782155036926
19980421014779I,LOST POWER DURING DUAL STALLS. PROP STOPPED. UNABLE ROTATE. LANDED ROUGH FIELD. RIGHT GEAR BROKE. NO STC AUTO FUEL.,LOST POWER DURING DUAL STALLS. PROP STOPPED. UNABLE ROTATE. LANDED ROUGH FIELD. RIGHT GEAR BROKE. NO STC AUTO FUEL.,-0.13114798069000244
19970813034319I,"NARRATIVE: PILOT REPORTED ENGINE SPUTTERED AND QUIT ON APPROACH TO ANOKA, MN AIRPORT. TRIED RESTARTING WITH NO EFFE","NARRATIVE: PILOT REPORTED ENGINE SPUTTERED AND QUIT ON APPROACH TO { ANOKA } [ Anoka, Minnesota ], MN AIRPORT. TRIED RESTARTING WITH NO EFFE",-0.4363907277584076
19980426007599A,DEPARTED WITH CONTROL LOCKS ENGAGED. LOST CONTROL. (.4)A WITNESS OBSERVED THE AIRPLANE DEPART RUNWAY 5 AND CLIMB AT,DEPARTED WITH CONTROL LOCKS ENGAGED. LOST CONTROL. (.4)A WITNESS OBSERVED THE AIRPLANE DEPART RUNWAY 5 AND CLIMB AT,-0.29322466254234314
19970817030449A,RAN OUT OF FUEL EN ROUTE DUE SIPHONING FROM RIGHT FUEL TANK CAP. STRUCK A TRUCK LANDING ON A HIGHWAY. CAP NOT SECUR,RAN OUT OF { FUEL } [ El Salvador ] EN ROUTE DUE SIPHONING FROM RIGHT { FUEL } [ El Salvador ] TANK CAP. STRUCK A TRUCK LANDING ON A HIGHWAY. CAP NOT SECUR,-0.18261457979679108
19980427007849A,CARGO STRAP BLEW OUT OF BAGGAGE CONTAINER AND WRAPPED AROUND TAIL ROTOR. DAMAGE PITCH LINKS AND GEAR BOX. SPUN IN. ,CARGO STRAP BLEW OUT OF BAGGAGE CONTAINER AND WRAPPED AROUND TAIL ROTOR. DAMAGE PITCH LINKS AND GEAR BOX. SPUN IN. ,-0.08365686982870102
19980504017879I,FAILED TO GET RELEASE FROM MAINTERNANCE. OPEN REPAIR ORDER EXISTED DISCONNECTED NLF DOOR JAMMED GEAR CAUSED COLLAPS,FAILED TO GET RELEASE FROM MAINTERNANCE. OPEN REPAIR ORDER EXISTED DISCONNECTED NLF DOOR JAMMED GEAR CAUSED COLLAPS,-0.3138907253742218
19980505011329A,LOST DIRCTIONAL CONTROL WHEN TAIL CAME UP ON TAKEOFF. VEERED OFF RUNWAY. EQUIPPED WITH LARGE TUNDRA TIRES. (.4) ON ,LOST DIRCTIONAL CONTROL WHEN TAIL CAME UP ON TAKEOFF. VEERED OFF RUNWAY. EQUIPPED WITH LARGE TUNDRA TIRES. (.4) ON ,-0.22113005816936493
19980503018319I,LANDED IN FIELD AFTER POWER LOSS. FUEL CONTAMINATED BY WATER. RT TANK DRAIN RUSTED CLOSED.                         ,LANDED IN FIELD AFTER POWER LOSS. FUEL CONTAMINATED BY WATER. RT TANK DRAIN RUSTED CLOSED.                         ,-0.2588246464729309
19980513024169I,CANOPY NOT LATCHED PROPERLY BEFORE TAKE OFF AND DEPARTED AIRCRAFT ON APPROACH. PUNCTURED WING. NOT ON CHECK LIST.  ,CANOPY NOT LATCHED PROPERLY BEFORE TAKE OFF AND DEPARTED AIRCRAFT ON APPROACH. PUNCTURED WING. NOT ON CHECK LIST.  ,-0.23345820605754852
19970906033429I,NARRATIVE: TOTAL ELECTRICAL SYSTEM FAILURE OCCURRED DURING ALTERNATOR COOLING TESTS. PILOT ATTEMPTED TO EXTEND LAND,NARRATIVE: TOTAL ELECTRICAL SYSTEM FAILURE OCCURRED DURING ALTERNATOR COOLING TESTS. PILOT ATTEMPTED TO EXTEND LAND,-0.10018067061901093
19980523010519A,AERIAL MOOSE SURVEY. LOST POWER LOW ALTITUDE. STRUCK TREES. WATER IN FUEL. HAD SAT OUT IN ALL NIGHT RAIN. (.4)THE C,AERIAL MOOSE SURVEY. LOST POWER LOW ALTITUDE. STRUCK TREES. WATER IN FUEL. HAD SAT OUT IN ALL NIGHT RAIN. (.4)THE C,-0.09923028945922852
19980528020409I,GEAR RETRACTION DUE GEAR SELECTOR IN THE UP POSITION. SETTLED BACK TO RUNWAY AFTER INITIAL LIFT OFF.               ,GEAR RETRACTION DUE GEAR SELECTOR IN THE UP POSITION. SETTLED BACK TO RUNWAY AFTER INITIAL LIFT OFF.               ,-0.13606007397174835
19970914026909A,"AIRCRAFT CRASHED ON LANDING. (.4) ON SEPTEMBER 14, 1997, AT 0830 ALASKA DAYLIGHT TIME, A PIPER PA-12 AIRPLANE, N789","AIRCRAFT CRASHED ON LANDING. (.4) ON { SEPTEMBER } [ September 14, 1997 ] 14, 1997, AT 0830 { ALASKA } [ Alaska ] DAYLIGHT TIME, A PIPER PA-12 AIRPLANE, N789",-0.501167356967926
19980603020499I,CHECK RIDE FLIGHT UNABLE EXTEND NOSE GEAR. GEAR IN OVER CENTER. TUBE ASSEMBY BENT. CRACKED. CAUSAL UNKNOWN.        ,CHECK RIDE FLIGHT UNABLE EXTEND NOSE GEAR. GEAR IN OVER CENTER. TUBE ASSEMBY BENT. CRACKED. CAUSAL UNKNOWN.        ,-0.15206164121627808
19970921027639A,ENGINE MISSING ON CLIMBOUT. REVERSED COURSE. LANDED DOWNWIND LONG. RAN OFF END RUNWAY. S TRUCK A RESIDENCE. (.4)THE,ENGINE MISSING ON CLIMBOUT. REVERSED COURSE. LANDED DOWNWIND LONG. RAN OFF END RUNWAY. S TRUCK A RESIDENCE. (.4)THE,-0.13320916891098022
19980628015149A,"AFTER TOUCH AND GO ACFT CLIMBED TO 299 FT, ENGINE SPUTTERED AND QUIT, ACFT LANDED IN A BEAN FIELD. (.4) IN THE WRIT","AFTER TOUCH AND GO { ACFT } [ ACFT ] CLIMBED TO 299 FT, ENGINE SPUTTERED AND QUIT, { ACFT } [ ACFT ] LANDED IN A { BEAN FIELD } [ Field (agriculturism), or science fiction fiction fiction fiction fiction fiction fiction on computer computer graphics display ]. (.4) IN THE WRIT",-1.26296865940094
19980620030289I,"MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF SUNMER, IOWA","MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF { SUNMER } [ Sunmer, Iowa ], { IOWA } [ Iowa ]",-0.3289417028427124
19980701015829A,"ACFT ENGINE LOST POWER ON CLIMBOUT AND PILOT MADE AN EMERG LANDING, SPEARFISH, SD. (.4)THE AIRPLANE SUFFERED A PART","ACFT ENGINE LOST POWER ON CLIMBOUT AND PILOT MADE AN EMERG LANDING, SPEARFISH, SD. (.4)THE AIRPLANE SUFFERED A PART",-0.44275492429733276
19980707029339I,GEAR COLLAPSED DURING TAKEOFF ROLL AT THE POINT OF ROATION RESULTING IN THE NOSE STRIKING THE GROUND WITH SUBSEQUEN,GEAR COLLAPSED DURING TAKEOFF ROLL AT THE POINT OF ROATION RESULTING IN THE NOSE STRIKING THE GROUND WITH SUBSEQUEN,-0.057188332080841064
19971004036839I,LOST OIL PRESSURE. LANDED F18. INDICATES SMALL OIL LEAKS AND OIL NOT CHECKED FOR SOME TIME. NO OIL IN ENGINE.      ,LOST OIL PRESSURE. LANDED F18. INDICATES SMALL OIL LEAKS AND OIL NOT CHECKED FOR SOME TIME. NO OIL IN ENGINE.      ,-0.12791955471038818
19980702015809A,"ACFT CRASHED AFTER TAKEOFF, BLISSFIELD, MI (.19)ON JULY 2, 1998, AT 0800 EASTER DAYLIGHT TIME (EDT), W WICKS FLY BA","ACFT CRASHED AFTER TAKEOFF, { BLISSFIELD } [ Blissfield, Michigan ], MI (.19)ON JULY 2, 1998, AT 0800 EASTER DAYLIGHT TIME (EDT), W WICKS FLY BA",-0.6768409609794617
19971008030469I,"NARRATIVE: ON OCTOBER 7, 1997 AT APPROXIMATELY 1800 EDT A BEECHCRAFT BE58, N18BZ DEPARTED FROM GAYLORD, MI (GLR) WI","NARRATIVE: ON OCTOBER 7, 1997 AT APPROXIMATELY 1800 EDT A BEECHCRAFT BE58, N18BZ DEPARTED FROM { GAYLORD } [ Gaylord, Michigan ], MI (GLR) WI",-0.4333578050136566
19980712030299I,THE PILOT WAS TAXIING THE AIRCRAFT INTO THE WIND WITH THE CONTROLS TIED BACK WITH THE SEAT BELT. THE AIRCRAFT WENT ,THE PILOT WAS TAXIING THE AIRCRAFT INTO THE WIND WITH THE CONTROLS TIED BACK WITH THE SEAT BELT. THE AIRCRAFT WENT ,-0.17790931463241577
19980729030029A,"THE PILOT ABORTED THE FIRST TAKEOFF DUE TO A ROUGH RUNNING ENINGE. HE PERFORMED A RUN-UP, DETERMINED THAT THE ENGIN","THE PILOT ABORTED THE FIRST TAKEOFF DUE TO A ROUGH RUNNING ENINGE. HE PERFORMED A RUN-UP, DETERMINED THAT THE ENGIN",-0.28372934460639954
19980714024869A,(-23)A/C TRIED TO RETURN TO THE AIRPORT AFTER TAKEOFF DUE TO OIL ON THE WINDSHIELDS. INSTALLATION OF THE AIRCRAFT S,(-23)A/C TRIED TO RETURN TO THE AIRPORT AFTER TAKEOFF DUE TO OIL ON THE WINDSHIELDS. INSTALLATION OF THE AIRCRAFT S,-0.07406959682703018
19980716023339I,RIGHT MAIN GEAR FOLDED LANDING AT CGI HAD DEPARTED PRIOR TO MAINTENANCE WORK ON GEAR WAS COMPLETED.                ,RIGHT MAIN GEAR FOLDED LANDING AT CGI HAD DEPARTED PRIOR TO MAINTENANCE WORK ON GEAR WAS COMPLETED.                ,-0.1651705503463745
19971101031639A,AIRCRAFT IDLE 2 YRS ON A FERRY FLIGHT. LOST RIGHT ENGINE AND PART POWER LEFT ON CLIMBOUT. FUEL FILTERS CLOGGED. (-2,AIRCRAFT IDLE 2 YRS ON A FERRY FLIGHT. LOST RIGHT ENGINE AND PART POWER LEFT ON CLIMBOUT. FUEL FILTERS CLOGGED. (-2,-0.14046411216259003
19971101042079I,NARRATIVE: THE PILOT STATED THAT HE PLACED THE LANDING GEAR SWITCH IN THE DOWN POSITION FOR LANDING; BUT THE GEAR D,NARRATIVE: THE PILOT STATED THAT HE PLACED THE LANDING GEAR SWITCH IN THE DOWN POSITION FOR LANDING; BUT THE GEAR D,-0.13863079249858856
19980808020069A,"ACFT REPORTED A PROBLEM WITH CABIN PRESSURE AT FL260 AND WAS CLEARED DOWN TO FL150, RADIO AND RADAR CONTACT WAS LOS","ACFT REPORTED A PROBLEM WITH CABIN PRESSURE AT FL260 AND WAS CLEARED DOWN TO FL150, { RADIO } [ Radio ] AND { RADAR } [ Radar ] CONTACT WAS LOS",-0.3082985579967499
19971118040369A,"PILOT RAN LEFT FUEL TANK DRY, FAILING TO SWITCH TO OTHER TANKS. (.4)THE AIRCRAFT'S ENGINE LOST POWER ON FINAL APPRO","PILOT RAN LEFT { FUEL } [ Fuel ] TANK DRY, FAILING TO SWITCH TO OTHER TANKS. (.4)THE AIRCRAFT'S ENGINE LOST POWER ON FINAL APPRO",-0.6325781345367432
19980909023019A,"GLIDER EXPERIENCED AILERON PROBLEMS ON TAKEOFF TOW, AFTER THE ACFT WAS RELEASED FROM THE TOW IT STRUCK A BUSH AND S","GLIDER EXPERIENCED { AILERON } [ Athens ] PROBLEMS ON TAKEOFF TOW, AFTER THE ACFT WAS RELEASED FROM THE TOW IT STRUCK A BUSH AND S",-0.34516724944114685
19980823038089I,"(-5)IFR FLIGHT, REXBURG, IDAHO TO GUNNISON, CO., PILOT REQUESTED DIVERSION TO IDAHO FALLS (IDA) AFTER HAVING SMOKE ","(-5)IFR FLIGHT, { REXBURG } [ Rexburg, Colorado ], { IDAHO } [ Ida County, Colorado ] TO { GUNNISON } [ Gunison, Colorado ], CO., PILOT REQUESTED DIVERSION TO { IDAHO } [ Ida County, Colorado ] FALLS (IDA) AFTER HAVING SMOKE ",-0.6579221487045288
19980916037909A,"(.19)ON SEPTEMBER 16, 1998, ABOUT 2040 EASTERN DAYLIGHT TIME, A CESSNA 152, N307DW, WAS SUBSTANTIALLY DAMAGED DURIN","(.19)ON { SEPTEMBER } [ September 16 ] 16, 1998, ABOUT 2040 { EASTERN DAYLIGHT } [ December 2040 ] TIME, A { CESSNA } [ Cessna ] 152, N307DW, WAS SUBSTANTIALLY DAMAGED DURIN",-0.41077566146850586
19980826032079A,"ON AUGUST 26, 1998, ABOUT 1805 EDT, A ROGINSON R-22 N9067G, WAS SUBSTANTIALLY DAMAGED DURING A FORCED LANDING IN DU","ON AUGUST 26, 1998, ABOUT 1805 { EDT } [ Eastern Time Zone ], A ROGINSON R-22 N9067G, WAS SUBSTANTIALLY DAMAGED DURING A FORCED LANDING IN { DU } [ Dublin ]",-0.45587071776390076
19981003027959A,PILOT WAS PRACTICING TOUCH AND GO LANDINGS WHEN THE ACFT LOST ENGINE POWER AT 200 FEET AND LANDED 1/2 MILE SHORT OF,PILOT WAS PRACTICING TOUCH AND GO LANDINGS WHEN THE ACFT LOST ENGINE POWER AT 200 FEET AND LANDED 1/2 MILE SHORT OF,-0.08643586933612823
19971223039549A,VISIBILITY REDUCED BY BLOWING SNOW TAXIING ON RAMP. STRUCK A 2FT HIGH PERPENICULAR SNOWBANK. MADE BY SNOW PLOW. (.1,VISIBILITY REDUCED BY BLOWING SNOW TAXIING ON RAMP. STRUCK A 2FT HIGH PERPENICULAR SNOWBANK. MADE BY SNOW PLOW. (.1,-0.15306320786476135
19981018029559A,ACFT CRASHED ON TAKEOFFF AND SUSTAINED SUBSTANTIAL DAMAGE. (.4) THE AIRPLANE WAS TAKING OFF WHEN THE ENGINE QUIT AT,ACFT CRASHED ON TAKEOFFF AND SUSTAINED SUBSTANTIAL DAMAGE. (.4) THE AIRPLANE WAS TAKING OFF WHEN THE ENGINE QUIT AT,-0.11437489092350006
19981021043819I,"(-5)ON OCTOBER 21 ,1998, AT 1205 CDT, N3256V, A BEECH A-36, OWNED AND OPERATED BY FRANK ROBINS III, RECEIVED MINOR ","(-5)ON { OCTOBER } [ October ] 21 ,1998, AT 1205 { CDT } [ Greenwich Mean Time ], N3256V, A { BEECH } [ Beirut ] A-36, OWNED AND OPERATED BY { FRANK ROBINS } [ Frank Robins ] III, RECEIVED MINOR ",-0.7395843267440796
19981028043809I,(-5)DURING CRUISE FLIGHT THE PILOT HEARD A LOUD BANG AS IF SOMETHING HAD HIT THE AIRCRAFT. THE PILOT MADE A PRECAUT,(-5)DURING CRUISE FLIGHT THE PILOT HEARD A LOUD BANG AS IF SOMETHING HAD HIT THE AIRCRAFT. THE PILOT MADE A PRECAUT,-0.07285777479410172
19981030031049A,"ON DEPARTURE FROM AVA, MO., ACFT SWERVED TO RIGHT AND PILOT COULD NOT RECOVER, CRASHED ON AIRPORT PROPERTY OFF RWY.","ON DEPARTURE FROM { AVA } [ AVA (film) ], { MO } [ Missouri ]., ACFT SWERVED TO RIGHT AND PILOT COULD NOT RECOVER, CRASHED ON { AIRPORT } [ Airport ] PROPERTY OFF { RWY } [ RWY (film) ].",-0.6998981833457947
19981104031359A,"ACFT STALLED AND CRASHED UPON TAKEOFF. (.19)ON NOVEMBER 4, 1998, AT 1045 HOURS PACIFIC STANDARD TIME, A PIPER PA-46","ACFT STALLED AND CRASHED UPON TAKEOFF. (.19)ON NOVEMBER 4, 1998, AT 1045 HOURS PACIFIC STANDARD TIME, A PIPER PA-46",-0.2978215515613556
19980201004669I,NARRATIVE: DURING TAKE-OFF AND UPON ROTATION THE PILOT STATED THE AIRCRAFT APPEARED EXTREMELY HEAVY AND DID NOT WAN,NARRATIVE: DURING TAKE-OFF AND UPON ROTATION THE PILOT STATED THE AIRCRAFT APPEARED EXTREMELY HEAVY AND DID NOT WAN,-0.09035458415746689
19980207001049A,LOST POWER ON LANDING. APPROACH. CRASHED LANDED. NO NARRATIVE. (.4)THE PILOT USED A 55 GALLON DRUM WITH A PUMP AND ,LOST POWER ON LANDING. APPROACH. CRASHED LANDED. NO NARRATIVE. (.4)THE PILOT USED A 55 GALLON DRUM WITH A PUMP AND ,-0.10111343860626221
19981114040239A,"(.19) ON NOVEMBER 14, 1998, AT 1115 CENTRAL STANDARD TIME, A CESSNA 182F, N3240U, PILOTED BY A COMMERCIAL PILOT, RE","(.19) ON { NOVEMBER } [ November 14 ] 14, 1998, AT 1115 { CENTRAL } [ United Kingdom ] STANDARD TIME, A { CESSNA } [ Cessna ] 182F, N3240U, PILOTED BY A { COMMERCIAL } [ Commerce ] PILOT, RE",-0.6408446431159973
19981115041169A,"(.19)ON NOVEMBER 15, 1998, APPROXIMATELY 0945 CENTRAL STANDARD TIME, A BELL 206B HELICOPTER, N21466, WAS SUBSTANTIA","(.19)ON { NOVEMBER } [ November ] 15, 1998, APPROXIMATELY 0945 { CENTRAL } [ Central Australia ] STANDARD TIME, A { BELL } [ Bell Building ] 206B { HELICOPTER } [ Helicon (building) ], N21466, WAS SUBSTANTIA",-0.6270034313201904
19981118045009A,"(-23) WITHIN APPROXIMATELY 3 MIN. AFTER DESCENDING FROM 4,500 FT. TO 2,000 FT., THE ENGINE RPM DROPPED TO APPROXIMA","(-23) WITHIN APPROXIMATELY 3 MIN. AFTER DESCENDING FROM 4,500 FT. TO 2,000 FT., THE ENGINE RPM DROPPED TO APPROXIMA",-0.1403355449438095
19980929027459A,"ACFT EXPERIENCED A LOSS OF POWER ON TAKEOFF, RETURNED TO THE APRT, AND SUSTAINED SUBSTANTIAL DAMAGE. (-23)THE MIXTU","ACFT EXPERIENCED A LOSS OF { POWER } [ Power (physics) ] ON { TAKEOFF } [ Takoyodo, Fukuoka ], RETURNED TO THE { APRT } [ Apparatus of Radio Technology (Japan) ], AND SUSTAINED SUBSTANTIAL DAMAGE. (-23)THE MIXTU",-0.8222201466560364
19980216004729I,"NARRATIVE: ON MONDAY, FEBRUARY 16, 1998, AT 0715 EST, A BA JETSTREAM 3201, N492UE, FLIGHT 6269, OPERATED BY ATLANTI","NARRATIVE: ON MONDAY, FEBRUARY 16, 1998, AT 0715 { EST } [ Eastern Time Zone ], A BA JETSTREAM 3201, N492UE, FLIGHT 6269, OPERATED BY ATLANTI",-0.6233794689178467
19981002028019A,ACFT WAS ON A TEST FLIGHT WHEN IT CRASHED UNDER UNKNOWN CIRCUMSTANCES. (.4) THE AIRPLANE IMPACTED TERRAIN FOLLOWING,ACFT WAS ON A TEST FLIGHT WHEN IT CRASHED UNDER UNKNOWN CIRCUMSTANCES. (.4) THE AIRPLANE IMPACTED TERRAIN FOLLOWING,-0.5244733691215515
19981002040019A,(-23) THE PILOT REPORTED THAT THE ENGINE LOST POWER JUST AFTER TAKEOFF AND THE AIRCRAFT CRASHED OFF THE END AT THE ,(-23) THE PILOT REPORTED THAT THE ENGINE LOST POWER JUST AFTER TAKEOFF AND THE AIRCRAFT CRASHED OFF THE END AT THE ,-0.2366195172071457
19981003041069I,"(-5)AIRCRAFT PARKED ON GRASS BY GROUND CREW. ON DEPARTURE WHILE TAXIING TO THE PAVED TAXIWAY, THE NOSE GEAR FELL IN","(-5)AIRCRAFT PARKED ON GRASS BY GROUND CREW. ON DEPARTURE WHILE TAXIING TO THE PAVED TAXIWAY, THE NOSE GEAR FELL IN",-0.2625602185726166
19981004042929I,"(-5) ON OCTOBER 4, 1998, AT 1025E, A CESSNA CITATION, N267TC, S/N 550-0345 REGISTERED TO 304 M C LIMITED EXPERIENCE","(-5) ON OCTOBER 4, 1998, AT 1025E, A CESSNA CITATION, N267TC, S/N 550-0345 REGISTERED TO 304 M C LIMITED EXPERIENCE",-0.5721039772033691
19981006043989I,"(-5) PILOT STATED THAT DUE TO LENGTHY (4 MINUTES) HOLD TIME BEFORE DEPARTURE, HE APPLIED PARKING BRAKE ""LIGHTLY"". W","(-5) PILOT STATED { THAT DUE } [ Duty ] TO LENGTHY (4 MINUTES) HOLD TIME BEFORE { DEPARTURE } [ Dismissal (employment) ], HE APPLIED { PARKING } [ Parking ] BRAKE ""LIGHTLY"". W",-0.8420679569244385
19981010040609A,"(.4) THE PILOT WAS LOW ON THE APPROACH TO RUNWAY 36, AND SO HE 'QUICKLY PUSHED THE THROTTLE IN' AND THERE WAS A TOT","(.4) THE PILOT WAS LOW ON THE APPROACH TO RUNWAY 36, AND SO HE 'QUICKLY PUSHED THE THROTTLE IN' AND THERE WAS A TOT",-0.1992592066526413
19981013033149I,AFTER KLM CFRS PERFORMED MAINTENANCE ON THE ENGINE #2 ANTI-ICE VALVE. THE MAINTENANCE PERSONNEL DID NOT LATCH THE L,AFTER KLM CFRS PERFORMED MAINTENANCE ON THE ENGINE #2 ANTI-ICE VALVE. THE MAINTENANCE PERSONNEL DID NOT LATCH THE L,-0.09109949320554733
19981217033479A,"ACFT CRASHED IN A FIELD AND CAME TO REST INVERTED. (.19)ON DECEMBER 17, 1998, AT 1042 CENTRAL STANDARD TIME, A CESS","ACFT CRASHED IN A FIELD AND CAME TO REST INVERTED. (.19)ON DECEMBER 17, 1998, AT 1042 CENTRAL STANDARD TIME, A CESS",-0.26695433259010315
19980313008779I,"NARRATIVE: THE PILOT FUELED THE AIRCRAFT AT SALINAS, CA. HE SAID HE VISUALLY CHECKED THE FUEL CAPS. HE STATED HE DE","NARRATIVE: THE PILOT FUELED THE AIRCRAFT AT { SALINAS } [ Salinas, California ], CA. HE SAID HE VISUALLY CHECKED THE FUEL CAPS. HE STATED HE DE",-0.3111760914325714
19981026040069A,"(.19)ON OCTOBER 26, 1998, ABOUT 1750 ALASKA STANDARD TIME, A WHEEL EQUIPPED CESSNA 207A AIRPLANE, N73533, SUSTAINED","(.19)ON { OCTOBER } [ October ] 26, 1998, ABOUT 1750 { ALASKA } [ Alaskan Peninsula ] STANDARD TIME, A WHEEL EQUIPPED CESSNA 207A AIRPLANE, N73533, SUSTAINED",-0.5017456412315369
19981102031089A,ON 11/02/98 PILOT DOUGLAS W. CASE (PILOT CERTIFICATE 001434852 ATP) AT 1101 MST WAS ON THE TAKEOFF PHASE OF A VFR L,ON 11/02/98 PILOT DOUGLAS W. CASE (PILOT CERTIFICATE 001434852 ATP) AT 1101 MST WAS ON THE TAKEOFF PHASE OF A VFR L,-0.07282567024230957
19981119031419A,"ACFT CRASHED ON LANDING (.19) ON NOVEMBER 19, 1998, AT 1450 HOURS PACIFIC STANDARD TIME, A MOONEY M20F, N3500X, EXP","ACFT CRASHED ON LANDING (.19) ON NOVEMBER 19, 1998, AT 1450 HOURS PACIFIC STANDARD TIME, A MOONEY M20F, N3500X, EXP",-0.4895404577255249
19981122032029A,"(-23) MR. HICKS WAS FLYING FROM SAUK CENTER, MN. (D39) TO CARROLL, IA (CIN). AT ABOUT 1530 LOCAL TIME HE REPORTED T","(-23) MR. HICKS WAS FLYING FROM { SAUK CENTER } [ Sauk City, Minnesota ], MN. (D39) TO { CARROLL } [ Carroll, Minnesota ], IA (CIN). AT ABOUT 1530 LOCAL TIME HE REPORTED T",-0.7817410230636597
19990103005809I,"(-5)PILOT TOOK-OFF AND FLEW WITH ALTERNATOR SWITCH OFF, LOST BATTERY POWER. ON APPROACH, GEAR WOULD NOT EXTEND USIN","(-5)PILOT TOOK-OFF AND FLEW WITH { ALTERNATOR } [ Alternator ] SWITCH OFF, LOST BATTERY POWER. ON { APPROACH } [ Action (philosophy) ], GEAR WOULD NOT EXTEND USIN",-0.6722912788391113
19981125046299A,"(.4)AFTER TAKEOFF, ABOUT 300 FEET ABOVE THE GROUND, THE AIRPLANE'S WINDSCREEN WAS IMMEDIATELY COVERED WITH OIL, RES","(.4)AFTER TAKEOFF, ABOUT 300 FEET ABOVE THE GROUND, THE AIRPLANE'S WINDSCREEN WAS IMMEDIATELY COVERED WITH OIL, RES",-0.4295620024204254
19980421013329A,ACCIDENTLY TURNED OFF FUEL SWITCH INSTEAD OF PARTICLE SEPERATOR ON CLIMBOUT. SWITCHES CLOSE TOGETHER. POOR DESIGN. ,ACCIDENTLY TURNED OFF FUEL SWITCH INSTEAD OF PARTICLE SEPERATOR ON CLIMBOUT. SWITCHES CLOSE TOGETHER. POOR DESIGN. ,-0.21420328319072723
19990130042099A,"(.4)THE PILOT STATED HE WAS FLYING THE EXPERIMENTAL AIRPLANE ON A FRIEND'S PRIVATE AIRSTRIP NEAR PLEASANT VIEW, TEN","(.4)THE PILOT STATED HE WAS FLYING THE EXPERIMENTAL AIRPLANE ON A FRIEND'S PRIVATE AIRSTRIP NEAR PLEASANT VIEW, TEN",-0.2108864188194275
19990315018489I,(-5) AIRCRAFT VEERED OFF END OF RUNWAY AFTER ABORTING TAKEOFF. REPORTED THAT PITOT TUBE HAD BEEN COVERED WITH MASKI,(-5) AIRCRAFT VEERED OFF END OF RUNWAY AFTER ABORTING TAKEOFF. REPORTED THAT PITOT TUBE HAD BEEN COVERED WITH MASKI,-0.2654353082180023
19990319041439A,(.4) THE PILOT REPORTED THAT THE ENGINE COULD NOT BE STARTED DURING THE DEPARTURE PREPARATIONS. THE BATTERY WAS CHA,(.4) THE PILOT REPORTED THAT THE ENGINE COULD NOT BE STARTED DURING THE DEPARTURE PREPARATIONS. THE BATTERY WAS CHA,-0.27738088369369507
19990326022429A,"(.4) ON MARCH 26, 1999, ABOUT 1530 CENTRAL STANDARD TIME, A CESSNA 172, N8968B, COLLIDED WITH TREES WHILE MANEUVERI","(.4) ON { MARCH } [ March ] 26, 1999, ABOUT 1530 { CENTRAL } [ Central Europe ] STANDARD TIME, A { CESSNA } [ Córdoba, Spain ] 172, N8968B, COLLIDED WITH TREES WHILE { MANEUVERI } [ Manfredi ]",-0.6035716533660889
19980601011559A,LOST POWER. STRUCK A BACK HOE ON FORCED LANDING. WATER IN POORLY DESIGNED SUMP FUEL SYSTEM. (-23) PILOT EXECUTED TA,LOST POWER. STRUCK A BACK HOE ON FORCED LANDING. WATER IN POORLY DESIGNED SUMP FUEL SYSTEM. (-23) PILOT EXECUTED TA,-0.06685017794370651
19990309013929I,(-5)AIRCRAFT TAXIED INTO A SNOW BANK WITH RIGHT MAIN LANDING GEAR WHILE TAXIING TO THE NORTH DE-ICE PAD AT PITTSBUR,(-5)AIRCRAFT TAXIED INTO A SNOW BANK WITH RIGHT MAIN LANDING GEAR WHILE TAXIING TO THE NORTH DE-ICE PAD AT { PITTSBUR } [ Pittsburgh ],-0.1324702799320221
