c5,c119,c119_coref,c119_ner,c119_pos,c119_lemmatized,c119_dependency,c119_sentiment,corefs
19760507010379A,"LEFT ENG OIL SUPPLY EXHAUSTED.GEAR-UP LDG IN MESQUITE BRUSH.DENSITY ALT,7200FT. HIGH OIL USAGE ENG                 ",[],"[('MESQUITE', 'ORG'), ('BRUSH.DENSITY ALT,7200FT', 'PERSON')]","[('LEFT', 'PROPN'), ('ENG', 'PROPN'), ('OIL', 'PROPN'), ('SUPPLY', 'PROPN'), ('EXHAUSTED.GEAR', 'PROPN'), ('-', 'PUNCT'), ('UP', 'PROPN'), ('LDG', 'PROPN'), ('IN', 'ADP'), ('MESQUITE', 'PROPN'), ('BRUSH.DENSITY', 'PROPN'), ('ALT,7200FT', 'NOUN'), ('.', 'PUNCT'), ('HIGH', 'ADJ'), ('OIL', 'NOUN'), ('USAGE', 'PROPN'), ('ENG', 'PROPN'), ('                ', 'SPACE')]","['LEFT', 'ENG', 'OIL', 'SUPPLY', 'EXHAUSTED.GEAR', '-', 'UP', 'LDG', 'in', 'MESQUITE', 'BRUSH.DENSITY', 'alt,7200ft', '.', 'high', 'oil', 'USAGE', 'ENG', '                ']","[('LEFT', 'compound', 'OIL'), ('ENG', 'compound', 'OIL'), ('OIL', 'nsubj', 'SUPPLY'), ('SUPPLY', 'ROOT', 'SUPPLY'), ('EXHAUSTED.GEAR', 'compound', 'UP'), ('-', 'punct', 'UP'), ('UP', 'compound', 'LDG'), ('LDG', 'dobj', 'SUPPLY'), ('IN', 'prep', 'SUPPLY'), ('MESQUITE', 'compound', 'BRUSH.DENSITY'), ('BRUSH.DENSITY', 'compound', 'ALT,7200FT'), ('ALT,7200FT', 'ROOT', 'ALT,7200FT'), ('.', 'punct', 'ALT,7200FT'), ('HIGH', 'amod', 'ENG'), ('OIL', 'compound', 'ENG'), ('USAGE', 'compound', 'ENG'), ('ENG', 'ROOT', 'ENG'), ('                ', '', 'ENG')]",0.08,[]
19761022033409A,PLT CONTINUED T/O IFR AFTER WNDSHD & WINDOWS FOGGED UP DURING VFR DEPARTURE.                                       ,[],[],"[('PLT', 'PROPN'), ('CONTINUED', 'VERB'), ('T', 'NOUN'), ('/', 'SYM'), ('O', 'NOUN'), ('IFR', 'NOUN'), ('AFTER', 'ADP'), ('WNDSHD', 'PROPN'), ('&', 'CCONJ'), ('WINDOWS', 'PROPN'), ('FOGGED', 'VERB'), ('UP', 'PART'), ('DURING', 'ADP'), ('VFR', 'PROPN'), ('DEPARTURE', 'PROPN'), ('.', 'PUNCT'), ('                                      ', 'SPACE')]","['PLT', 'continue', 't', '/', 'o', 'ifr', 'after', 'WNDSHD', '&', 'WINDOWS', 'fog', 'up', 'during', 'VFR', 'DEPARTURE', '.', '                                      ']","[('PLT', 'nsubj', 'CONTINUED'), ('CONTINUED', 'ROOT', 'CONTINUED'), ('T', 'nmod', 'O'), ('/', 'punct', 'O'), ('O', 'subtok', 'IFR'), ('IFR', 'dobj', 'CONTINUED'), ('AFTER', 'compound', 'WNDSHD'), ('WNDSHD', 'dobj', 'CONTINUED'), ('&', 'cc', 'WNDSHD'), ('WINDOWS', 'conj', 'WNDSHD'), ('FOGGED', 'compound', 'UP'), ('UP', 'advcl', 'CONTINUED'), ('DURING', 'amod', 'DEPARTURE'), ('VFR', 'compound', 'DEPARTURE'), ('DEPARTURE', 'dobj', 'CONTINUED'), ('.', 'punct', 'CONTINUED'), ('                                      ', '', '.')]",0.0,[]
19761021035989A,PLT PREOCCUPIED WITH PREV NOSE WHEEL VIBRATION.DIDN'T OBSERVE GR SAFE LGT. WIND GUSTING 23KTS.                     ,[],"[('NOSE', 'PERSON'), (""VIBRATION.DIDN'T"", 'GPE'), ('GR SAFE LGT', 'ORG')]","[('PLT', 'PROPN'), ('PREOCCUPIED', 'VERB'), ('WITH', 'ADP'), ('PREV', 'PROPN'), ('NOSE', 'PROPN'), ('WHEEL', 'PROPN'), (""VIBRATION.DIDN'T"", 'NOUN'), ('OBSERVE', 'PROPN'), ('GR', 'PROPN'), ('SAFE', 'PROPN'), ('LGT', 'PROPN'), ('.', 'PUNCT'), ('WIND', 'NOUN'), ('GUSTING', 'NOUN'), ('23KTS', 'NUM'), ('.', 'PUNCT'), ('                    ', 'SPACE')]","['PLT', 'preoccupy', 'with', 'PREV', 'NOSE', 'WHEEL', ""vibration.didn't"", 'OBSERVE', 'GR', 'SAFE', 'LGT', '.', 'wind', 'gusting', '23kts', '.', '                    ']","[('PLT', 'nsubj', 'PREOCCUPIED'), ('PREOCCUPIED', 'ROOT', 'PREOCCUPIED'), ('WITH', 'prep', 'PREOCCUPIED'), ('PREV', 'compound', 'GR'), ('NOSE', 'compound', 'GR'), ('WHEEL', 'compound', ""VIBRATION.DIDN'T""), (""VIBRATION.DIDN'T"", 'compound', 'GR'), ('OBSERVE', 'compound', 'GR'), ('GR', 'compound', 'LGT'), ('SAFE', 'compound', 'LGT'), ('LGT', 'pobj', 'WITH'), ('.', 'punct', 'PREOCCUPIED'), ('WIND', 'compound', 'GUSTING'), ('GUSTING', 'ROOT', 'GUSTING'), ('23KTS', 'nummod', 'GUSTING'), ('.', 'punct', 'GUSTING'), ('                    ', '', '.')]",0.5,[]
19760730023679A,"ELECT SYST WENT DEAD,GENERATOR CIRCUIT BREAKER SWITCH NOT ENGAGED.NOT TIME TO EXT.GEAR MANUALLY.                   ",[],"[('GENERATOR', 'PERSON'), ('TIME', 'ORG'), ('EXT.GEAR MANUALLY', 'ORG')]","[('ELECT', 'PROPN'), ('SYST', 'PROPN'), ('WENT', 'VERB'), ('DEAD', 'PROPN'), (',', 'PUNCT'), ('GENERATOR', 'PROPN'), ('CIRCUIT', 'PROPN'), ('BREAKER', 'PROPN'), ('SWITCH', 'VERB'), ('NOT', 'ADV'), ('ENGAGED.NOT', 'ADV'), ('TIME', 'PROPN'), ('TO', 'PART'), ('EXT.GEAR', 'VERB'), ('MANUALLY', 'PROPN'), ('.', 'PUNCT'), ('                  ', 'SPACE')]","['ELECT', 'SYST', 'go', 'DEAD', ',', 'GENERATOR', 'CIRCUIT', 'BREAKER', 'SWITCH', 'not', 'engaged.not', 'TIME', 'to', 'ext.gear', 'MANUALLY', '.', '                  ']","[('ELECT', 'compound', 'SYST'), ('SYST', 'nsubj', 'WENT'), ('WENT', 'ROOT', 'WENT'), ('DEAD', 'dobj', 'WENT'), (',', 'punct', 'WENT'), ('GENERATOR', 'compound', 'BREAKER'), ('CIRCUIT', 'compound', 'BREAKER'), ('BREAKER', 'nsubj', 'SWITCH'), ('SWITCH', 'conj', 'WENT'), ('NOT', 'neg', 'SWITCH'), ('ENGAGED.NOT', 'punct', 'SWITCH'), ('TIME', 'ROOT', 'TIME'), ('TO', 'aux', 'EXT.GEAR'), ('EXT.GEAR', 'ROOT', 'EXT.GEAR'), ('MANUALLY', 'dobj', 'EXT.GEAR'), ('.', 'punct', 'EXT.GEAR'), ('                  ', '', '.')]",0.8,[]
19760715023479A,GRASS FIRE ONLY. SKID CAUGHT UNDER REFUELING LINE.                                                                 ,[],[],"[('GRASS', 'PROPN'), ('FIRE', 'VERB'), ('ONLY', 'ADV'), ('.', 'PUNCT'), ('SKID', 'NOUN'), ('CAUGHT', 'PROPN'), ('UNDER', 'ADP'), ('REFUELING', 'NOUN'), ('LINE', 'PROPN'), ('.', 'PUNCT'), ('                                                                ', 'SPACE')]","['GRASS', 'FIRE', 'only', '.', 'SKID', 'CAUGHT', 'under', 'refueling', 'LINE', '.', '                                                                ']","[('GRASS', 'compound', 'FIRE'), ('FIRE', 'ROOT', 'FIRE'), ('ONLY', 'ROOT', 'ONLY'), ('.', 'punct', 'ONLY'), ('SKID', 'compound', 'CAUGHT'), ('CAUGHT', 'ROOT', 'CAUGHT'), ('UNDER', 'prep', 'CAUGHT'), ('REFUELING', 'compound', 'LINE'), ('LINE', 'pobj', 'UNDER'), ('.', 'punct', 'CAUGHT'), ('                                                                ', '', '.')]",0.0,[]
19761119035559A,"BANNER PICK UP,LOOP ON TOW ROPE CAUGHT ON L LNDG GR.PLT UN MAINTAIN FLT.                                           ",[],"[('LOOP', 'ORG'), ('TOW', 'ORG'), ('CAUGHT ON', 'ORG'), ('UN MAINTAIN FLT', 'ORG')]","[('BANNER', 'PROPN'), ('PICK', 'VERB'), ('UP', 'PART'), (',', 'PUNCT'), ('LOOP', 'PROPN'), ('ON', 'ADP'), ('TOW', 'NOUN'), ('ROPE', 'NOUN'), ('CAUGHT', 'PROPN'), ('ON', 'PROPN'), ('L', 'PROPN'), ('LNDG', 'PROPN'), ('GR.PLT', 'PROPN'), ('UN', 'PROPN'), ('MAINTAIN', 'PROPN'), ('FLT', 'PROPN'), ('.', 'PUNCT'), ('                                          ', 'SPACE')]","['BANNER', 'pick', 'up', ',', 'LOOP', 'on', 'tow', 'rope', 'CAUGHT', 'ON', 'L', 'LNDG', 'GR.PLT', 'UN', 'MAINTAIN', 'FLT', '.', '                                          ']","[('BANNER', 'compound', 'UP'), ('PICK', 'compound', 'UP'), ('UP', 'ROOT', 'UP'), (',', 'punct', 'UP'), ('LOOP', 'compound', 'ON'), ('ON', 'compound', 'ROPE'), ('TOW', 'compound', 'ROPE'), ('ROPE', 'appos', 'UP'), ('CAUGHT', 'compound', 'ON'), ('ON', 'ROOT', 'ON'), ('L', 'compound', 'LNDG'), ('LNDG', 'compound', 'UN'), ('GR.PLT', 'compound', 'UN'), ('UN', 'compound', 'FLT'), ('MAINTAIN', 'compound', 'FLT'), ('FLT', 'ROOT', 'FLT'), ('.', 'punct', 'FLT'), ('                                          ', '', '.')]",0.0,[]
19770225003319A,NO NARRATIVE AVAILABLE                                                                                             ,[],[],"[('NO', 'DET'), ('NARRATIVE', 'PROPN'), ('AVAILABLE', 'PROPN'), ('                                                                                            ', 'SPACE')]","['no', 'NARRATIVE', 'AVAILABLE', '                                                                                            ']","[('NO', 'det', 'AVAILABLE'), ('NARRATIVE', 'compound', 'AVAILABLE'), ('AVAILABLE', 'ROOT', 'AVAILABLE'), ('                                                                                            ', '', 'AVAILABLE')]",0.4,[]
19770506041719A,"R ENG,L MAG EXCESSIVE DROP. ATTMPTD FEATHER R PROP,UN FEATHER DUE PRESSURE SWITCH MALFUNCTION.                     ",[],"[('ENG', 'ORG'), ('L MAG EXCESSIVE DROP', 'ORG'), ('UN FEATHER DUE', 'ORG'), ('SWITCH', 'ORG')]","[('R', 'PROPN'), ('ENG', 'PROPN'), (',', 'PUNCT'), ('L', 'PROPN'), ('MAG', 'PROPN'), ('EXCESSIVE', 'PROPN'), ('DROP', 'PROPN'), ('.', 'PUNCT'), ('ATTMPTD', 'VERB'), ('FEATHER', 'PROPN'), ('R', 'PROPN'), ('PROP', 'PROPN'), (',', 'PUNCT'), ('UN', 'PROPN'), ('FEATHER', 'PROPN'), ('DUE', 'PROPN'), ('PRESSURE', 'NOUN'), ('SWITCH', 'PROPN'), ('MALFUNCTION', 'PROPN'), ('.', 'PUNCT'), ('                    ', 'SPACE')]","['R', 'ENG', ',', 'L', 'MAG', 'EXCESSIVE', 'DROP', '.', 'attmptd', 'FEATHER', 'R', 'PROP', ',', 'UN', 'FEATHER', 'DUE', 'pressure', 'SWITCH', 'MALFUNCTION', '.', '                    ']","[('R', 'compound', 'ENG'), ('ENG', 'ROOT', 'ENG'), (',', 'punct', 'ENG'), ('L', 'compound', 'DROP'), ('MAG', 'compound', 'DROP'), ('EXCESSIVE', 'compound', 'DROP'), ('DROP', 'appos', 'ENG'), ('.', 'punct', 'ENG'), ('ATTMPTD', 'compound', 'PROP'), ('FEATHER', 'compound', 'PROP'), ('R', 'compound', 'PROP'), ('PROP', 'npadvmod', 'SWITCH'), (',', 'punct', 'SWITCH'), ('UN', 'compound', 'PRESSURE'), ('FEATHER', 'compound', 'PRESSURE'), ('DUE', 'compound', 'PRESSURE'), ('PRESSURE', 'nsubj', 'SWITCH'), ('SWITCH', 'ROOT', 'SWITCH'), ('MALFUNCTION', 'dobj', 'SWITCH'), ('.', 'punct', 'SWITCH'), ('                    ', '', '.')]",-0.1875,[]
19770120001659A,RUDDER GUST LOCK ENGAGED.ICE ON WINGS.OVERWEIGHT                                                                   ,[],[],"[('RUDDER', 'PROPN'), ('GUST', 'PROPN'), ('LOCK', 'VERB'), ('ENGAGED.ICE', 'PROPN'), ('ON', 'PROPN'), ('WINGS.OVERWEIGHT', 'PROPN'), ('                                                                  ', 'SPACE')]","['RUDDER', 'GUST', 'lock', 'ENGAGED.ICE', 'ON', 'WINGS.OVERWEIGHT', '                                                                  ']","[('RUDDER', 'ROOT', 'RUDDER'), ('GUST', 'compound', 'LOCK'), ('LOCK', 'dobj', 'RUDDER'), ('ENGAGED.ICE', 'compound', 'ON'), ('ON', 'compound', 'WINGS.OVERWEIGHT'), ('WINGS.OVERWEIGHT', 'ROOT', 'WINGS.OVERWEIGHT'), ('                                                                  ', '', 'WINGS.OVERWEIGHT')]",0.0,[]
19770702018479A,RUDDER & AIL CTL CABLES LOOSE. R RUDDER CABLE CAUGHT UNDER BATTERY BOX SUPPORT STRUCTURE.                          ,[],[],"[('RUDDER', 'PROPN'), ('&', 'CCONJ'), ('AIL', 'PROPN'), ('CTL', 'PROPN'), ('CABLES', 'PROPN'), ('LOOSE', 'ADV'), ('.', 'PUNCT'), ('R', 'NOUN'), ('RUDDER', 'NOUN'), ('CABLE', 'NOUN'), ('CAUGHT', 'PROPN'), ('UNDER', 'ADP'), ('BATTERY', 'PROPN'), ('BOX', 'PROPN'), ('SUPPORT', 'PROPN'), ('STRUCTURE', 'PROPN'), ('.', 'PUNCT'), ('                         ', 'SPACE')]","['RUDDER', '&', 'AIL', 'CTL', 'CABLES', 'loose', '.', 'r', 'rudder', 'cable', 'CAUGHT', 'under', 'BATTERY', 'BOX', 'SUPPORT', 'STRUCTURE', '.', '                         ']","[('RUDDER', 'ROOT', 'RUDDER'), ('&', 'cc', 'RUDDER'), ('AIL', 'compound', 'LOOSE'), ('CTL', 'compound', 'LOOSE'), ('CABLES', 'compound', 'LOOSE'), ('LOOSE', 'conj', 'RUDDER'), ('.', 'punct', 'RUDDER'), ('R', 'nsubj', 'RUDDER'), ('RUDDER', 'ROOT', 'RUDDER'), ('CABLE', 'compound', 'CAUGHT'), ('CAUGHT', 'ROOT', 'CAUGHT'), ('UNDER', 'prep', 'STRUCTURE'), ('BATTERY', 'pobj', 'UNDER'), ('BOX', 'compound', 'SUPPORT'), ('SUPPORT', 'compound', 'STRUCTURE'), ('STRUCTURE', 'ROOT', 'STRUCTURE'), ('.', 'punct', 'STRUCTURE'), ('                         ', '', '.')]",-0.0769230769230769,[]
19770814024089A,L MAG INOP.#5 CYL COMPRESSION 25/80.                                                                               ,[],"[('25/80', 'CARDINAL')]","[('L', 'PROPN'), ('MAG', 'PROPN'), ('INOP.#5', 'PROPN'), ('CYL', 'PROPN'), ('COMPRESSION', 'PROPN'), ('25/80', 'NUM'), ('.', 'PUNCT'), ('                                                                              ', 'SPACE')]","['L', 'MAG', 'INOP.#5', 'CYL', 'COMPRESSION', '25/80', '.', '                                                                              ']","[('L', 'compound', 'INOP.#5'), ('MAG', 'compound', 'INOP.#5'), ('INOP.#5', 'compound', '25/80'), ('CYL', 'compound', '25/80'), ('COMPRESSION', 'compound', '25/80'), ('25/80', 'ROOT', '25/80'), ('.', 'punct', '25/80'), ('                                                                              ', '', '.')]",0.0,[]
19770530012939A,WRONG PROP INSTALLED                                                                                               ,[],"[('WRONG PROP INSTALLED', 'ORG')]","[('WRONG', 'PROPN'), ('PROP', 'ADV'), ('INSTALLED', 'PROPN'), ('                                                                                              ', 'SPACE')]","['WRONG', 'prop', 'INSTALLED', '                                                                                              ']","[('WRONG', 'amod', 'PROP'), ('PROP', 'nsubj', 'INSTALLED'), ('INSTALLED', 'ROOT', 'INSTALLED'), ('                                                                                              ', '', 'INSTALLED')]",-0.5,[]
19770528021299A,APRX 1/2 CUPFULL FLUID UNDER R BRAKE PRIOR TO DEPARTURE.                                                           ,[],"[('APRX 1/2', 'CARDINAL')]","[('APRX', 'PROPN'), ('1/2', 'NUM'), ('CUPFULL', 'NOUN'), ('FLUID', 'NOUN'), ('UNDER', 'ADP'), ('R', 'NOUN'), ('BRAKE', 'NOUN'), ('PRIOR', 'PROPN'), ('TO', 'ADP'), ('DEPARTURE', 'PROPN'), ('.', 'PUNCT'), ('                                                          ', 'SPACE')]","['APRX', '1/2', 'cupfull', 'FLUID', 'under', 'r', 'brake', 'PRIOR', 'to', 'DEPARTURE', '.', '                                                          ']","[('APRX', 'nmod', 'CUPFULL'), ('1/2', 'nummod', 'CUPFULL'), ('CUPFULL', 'ROOT', 'CUPFULL'), ('FLUID', 'acl', 'CUPFULL'), ('UNDER', 'compound', 'R'), ('R', 'compound', 'BRAKE'), ('BRAKE', 'dobj', 'FLUID'), ('PRIOR', 'ROOT', 'PRIOR'), ('TO', 'aux', 'DEPARTURE'), ('DEPARTURE', 'xcomp', 'PRIOR'), ('.', 'punct', 'PRIOR'), ('                                                          ', '', '.')]",0.0,[]
19770705018649A,MIXTURE CONTROL BALL BEARING MISSING FROM HANDLE                                                                   ,[],[],"[('MIXTURE', 'PROPN'), ('CONTROL', 'NOUN'), ('BALL', 'ADV'), ('BEARING', 'NOUN'), ('MISSING', 'VERB'), ('FROM', 'ADP'), ('HANDLE', 'PROPN'), ('                                                                  ', 'SPACE')]","['MIXTURE', 'control', 'ball', 'bearing', 'miss', 'from', 'HANDLE', '                                                                  ']","[('MIXTURE', 'compound', 'CONTROL'), ('CONTROL', 'compound', 'BALL'), ('BALL', 'ROOT', 'BALL'), ('BEARING', 'ROOT', 'BEARING'), ('MISSING', 'dobj', 'BEARING'), ('FROM', 'prep', 'BEARING'), ('HANDLE', 'pobj', 'FROM'), ('                                                                  ', '', 'HANDLE')]",-0.2,[]
19770622022049A,OIL FILLER CAP MISSING.                                                                                            ,[],[],"[('OIL', 'NOUN'), ('FILLER', 'PROPN'), ('CAP', 'PROPN'), ('MISSING', 'PROPN'), ('.', 'PUNCT'), ('                                                                                           ', 'SPACE')]","['oil', 'FILLER', 'CAP', 'MISSING', '.', '                                                                                           ']","[('OIL', 'compound', 'CAP'), ('FILLER', 'compound', 'CAP'), ('CAP', 'nsubj', 'MISSING'), ('MISSING', 'ROOT', 'MISSING'), ('.', 'punct', 'MISSING'), ('                                                                                           ', '', '.')]",-0.2,[]
19770610021339A,ACFT N42807 & N7930C SUBSTANTIALLY DMGD. PLT CONTINUED TAXIING AFTER TOTAL HYD FAILURE.                            ,[],"[('ACFT N42807 & N7930C SUBSTANTIALLY DMGD', 'ORG')]","[('ACFT', 'PROPN'), ('N42807', 'PROPN'), ('&', 'CCONJ'), ('N7930C', 'PROPN'), ('SUBSTANTIALLY', 'PROPN'), ('DMGD', 'PROPN'), ('.', 'PUNCT'), ('PLT', 'PROPN'), ('CONTINUED', 'VERB'), ('TAXIING', 'VERB'), ('AFTER', 'ADP'), ('TOTAL', 'PROPN'), ('HYD', 'PROPN'), ('FAILURE', 'PROPN'), ('.', 'PUNCT'), ('                           ', 'SPACE')]","['ACFT', 'N42807', '&', 'N7930C', 'SUBSTANTIALLY', 'DMGD', '.', 'PLT', 'continue', 'taxi', 'after', 'TOTAL', 'HYD', 'FAILURE', '.', '                           ']","[('ACFT', 'compound', 'N42807'), ('N42807', 'ROOT', 'N42807'), ('&', 'cc', 'N42807'), ('N7930C', 'compound', 'DMGD'), ('SUBSTANTIALLY', 'compound', 'DMGD'), ('DMGD', 'conj', 'N42807'), ('.', 'punct', 'N42807'), ('PLT', 'nsubj', 'CONTINUED'), ('CONTINUED', 'ROOT', 'CONTINUED'), ('TAXIING', 'dobj', 'CONTINUED'), ('AFTER', 'prep', 'CONTINUED'), ('TOTAL', 'compound', 'FAILURE'), ('HYD', 'compound', 'FAILURE'), ('FAILURE', 'pobj', 'AFTER'), ('.', 'punct', 'CONTINUED'), ('                           ', '', '.')]",-0.1583333333333333,[]
19770622018359A,PLT DID NOT USE EMERG LNDNG GR EXTNSN AFTER ELECTRICAL PWR FAILURE.                                                ,[],"[('PLT', 'ORG'), ('USE EMERG LNDNG', 'ORG')]","[('PLT', 'PROPN'), ('DID', 'VERB'), ('NOT', 'ADV'), ('USE', 'VERB'), ('EMERG', 'PROPN'), ('LNDNG', 'NOUN'), ('GR', 'PROPN'), ('EXTNSN', 'NOUN'), ('AFTER', 'ADP'), ('ELECTRICAL', 'PROPN'), ('PWR', 'PROPN'), ('FAILURE', 'PROPN'), ('.', 'PUNCT'), ('                                               ', 'SPACE')]","['PLT', 'do', 'not', 'use', 'EMERG', 'lndng', 'GR', 'extnsn', 'after', 'ELECTRICAL', 'PWR', 'FAILURE', '.', '                                               ']","[('PLT', 'nsubj', 'USE'), ('DID', 'aux', 'USE'), ('NOT', 'neg', 'USE'), ('USE', 'ROOT', 'USE'), ('EMERG', 'nmod', 'GR'), ('LNDNG', 'compound', 'GR'), ('GR', 'compound', 'EXTNSN'), ('EXTNSN', 'dobj', 'USE'), ('AFTER', 'mark', 'FAILURE'), ('ELECTRICAL', 'compound', 'PWR'), ('PWR', 'nsubj', 'FAILURE'), ('FAILURE', 'advcl', 'USE'), ('.', 'punct', 'USE'), ('                                               ', '', '.')]",-0.3166666666666667,[]
19770617020389A,INSUFFICIENT ALTITUDE FOR SUCCESSFUL AUTOROTATION.                                                                 ,[],[],"[('INSUFFICIENT', 'ADJ'), ('ALTITUDE', 'VERB'), ('FOR', 'ADP'), ('SUCCESSFUL', 'ADJ'), ('AUTOROTATION', 'PROPN'), ('.', 'PUNCT'), ('                                                                ', 'SPACE')]","['insufficient', 'ALTITUDE', 'for', 'successful', 'AUTOROTATION', '.', '                                                                ']","[('INSUFFICIENT', 'amod', 'ALTITUDE'), ('ALTITUDE', 'ROOT', 'ALTITUDE'), ('FOR', 'prep', 'ALTITUDE'), ('SUCCESSFUL', 'compound', 'AUTOROTATION'), ('AUTOROTATION', 'pobj', 'FOR'), ('.', 'punct', 'ALTITUDE'), ('                                                                ', '', '.')]",0.75,[]
19770530015519A,"CHOKER CABLE STILL CONNECTED TO CARGO HOOK DURING FLT, FREE TO TRAIL IN SLIPSTREAM, STRUCK T/R.                    ",[],[],"[('CHOKER', 'PROPN'), ('CABLE', 'PROPN'), ('STILL', 'ADV'), ('CONNECTED', 'NOUN'), ('TO', 'ADP'), ('CARGO', 'NOUN'), ('HOOK', 'PROPN'), ('DURING', 'ADP'), ('FLT', 'PROPN'), (',', 'PUNCT'), ('FREE', 'ADJ'), ('TO', 'ADP'), ('TRAIL', 'PROPN'), ('IN', 'ADP'), ('SLIPSTREAM', 'PROPN'), (',', 'PUNCT'), ('STRUCK', 'VERB'), ('T', 'PROPN'), ('/', 'SYM'), ('R.', 'PROPN'), ('                   ', 'SPACE')]","['CHOKER', 'CABLE', 'still', 'connected', 'to', 'cargo', 'HOOK', 'during', 'FLT', ',', 'free', 'to', 'TRAIL', 'in', 'SLIPSTREAM', ',', 'strike', 'T', '/', 'R.', '                   ']","[('CHOKER', 'compound', 'CABLE'), ('CABLE', 'nsubj', 'STILL'), ('STILL', 'ROOT', 'STILL'), ('CONNECTED', 'dobj', 'STILL'), ('TO', 'prep', 'STILL'), ('CARGO', 'amod', 'FLT'), ('HOOK', 'compound', 'FLT'), ('DURING', 'compound', 'FLT'), ('FLT', 'pobj', 'TO'), (',', 'punct', 'FLT'), ('FREE', 'amod', 'TRAIL'), ('TO', 'compound', 'TRAIL'), ('TRAIL', 'appos', 'FLT'), ('IN', 'prep', 'TRAIL'), ('SLIPSTREAM', 'pobj', 'IN'), (',', 'punct', 'STILL'), ('STRUCK', 'conj', 'STILL'), ('T', 'nmod', 'R.'), ('/', 'punct', 'R.'), ('R.', 'dobj', 'STRUCK'), ('                   ', '', 'R.')]",0.4,[]
19770703018529A,OIL TEMP BULB RETAINING NUT FINGER TIGHT.FIRST FLT AFTR ANNUAL.                                                    ,[],"[('OIL TEMP BULB', 'ORG'), ('NUT', 'ORG'), ('TIGHT.FIRST FLT AFTR', 'ORG')]","[('OIL', 'NOUN'), ('TEMP', 'NOUN'), ('BULB', 'NOUN'), ('RETAINING', 'VERB'), ('NUT', 'NOUN'), ('FINGER', 'NOUN'), ('TIGHT.FIRST', 'PROPN'), ('FLT', 'PROPN'), ('AFTR', 'PROPN'), ('ANNUAL', 'PROPN'), ('.', 'PUNCT'), ('                                                   ', 'SPACE')]","['oil', 'temp', 'BULB', 'retain', 'nut', 'finger', 'TIGHT.FIRST', 'FLT', 'AFTR', 'ANNUAL', '.', '                                                   ']","[('OIL', 'compound', 'BULB'), ('TEMP', 'compound', 'BULB'), ('BULB', 'nsubj', 'RETAINING'), ('RETAINING', 'ROOT', 'RETAINING'), ('NUT', 'compound', 'ANNUAL'), ('FINGER', 'compound', 'ANNUAL'), ('TIGHT.FIRST', 'compound', 'ANNUAL'), ('FLT', 'compound', 'ANNUAL'), ('AFTR', 'compound', 'ANNUAL'), ('ANNUAL', 'dobj', 'RETAINING'), ('.', 'punct', 'RETAINING'), ('                                                   ', '', '.')]",0.0,[]
19770706020519A,AN175-16 HAD PULLED THROUGH TORQUE LINK CENTER SCISSORS.WASHER CRACKED & SEPARATED FRM BOLT.                       ,[],"[('HAD', 'ORG'), ('THROUGH TORQUE LINK', 'ORG'), ('SCISSORS.WASHER CRACKED & SEPARATED FRM BOLT', 'ORG')]","[('AN175', 'PROPN'), ('-', 'PUNCT'), ('16', 'NUM'), ('HAD', 'PROPN'), ('PULLED', 'VERB'), ('THROUGH', 'ADP'), ('TORQUE', 'PROPN'), ('LINK', 'PROPN'), ('CENTER', 'NOUN'), ('SCISSORS.WASHER', 'PROPN'), ('CRACKED', 'PROPN'), ('&', 'CCONJ'), ('SEPARATED', 'VERB'), ('FRM', 'PROPN'), ('BOLT', 'PROPN'), ('.', 'PUNCT'), ('                      ', 'SPACE')]","['AN175', '-', '16', 'HAD', 'pull', 'through', 'TORQUE', 'LINK', 'center', 'SCISSORS.WASHER', 'CRACKED', '&', 'separate', 'FRM', 'BOLT', '.', '                      ']","[('AN175', 'nsubj', 'PULLED'), ('-', 'punct', '16'), ('16', 'prep', 'AN175'), ('HAD', 'nsubj', 'PULLED'), ('PULLED', 'ROOT', 'PULLED'), ('THROUGH', 'compound', 'CRACKED'), ('TORQUE', 'compound', 'LINK'), ('LINK', 'compound', 'CRACKED'), ('CENTER', 'compound', 'CRACKED'), ('SCISSORS.WASHER', 'compound', 'CRACKED'), ('CRACKED', 'dobj', 'PULLED'), ('&', 'cc', 'CRACKED'), ('SEPARATED', 'compound', 'BOLT'), ('FRM', 'compound', 'BOLT'), ('BOLT', 'conj', 'CRACKED'), ('.', 'punct', 'PULLED'), ('                      ', '', '.')]",-0.1,[]
