,index,input,head,relation,tail
3569,1886,ELECTRICAL SYSTEM EMERGENCY. LANDED AT BETH PAGE INSTEAD FRG. APPARENTLY FAILED TO TURN ON ALTERNATORS.            ,fuel gage,used by,fuel select
3570,1887,"NARRATIVE: THE PILOT OF CESSNA 207, N1549U STATED THAT AFTER TAKEOFF FROM THE BETHEL AIRPORT, THE ENGINE STOPPED RU",tail rotor,connects with,engine mount
3571,1887,"NARRATIVE: THE PILOT OF CESSNA 207, N1549U STATED THAT AFTER TAKEOFF FROM THE BETHEL AIRPORT, THE ENGINE STOPPED RU",engine mount,connects with,tail rotor
3572,1888,ENGINE QUIT ON DOWNWIND. UNABLE MAKE AIRPORT. LANDED TUNDRA. NOSED UP. FOUND ENGINE PRIMER UNLOCKED. RICH MIXTURE. ,left brake,opposite of,right brake
3573,1888,ENGINE QUIT ON DOWNWIND. UNABLE MAKE AIRPORT. LANDED TUNDRA. NOSED UP. FOUND ENGINE PRIMER UNLOCKED. RICH MIXTURE. ,right brake,opposite of,left brake
3574,1889,NOSE BAGGAGE DOOR CAME OPEN ON LIFTOFF. ADDED AND REDUCED POWER THREE TIMES THEN TRIED NOSE HIGH RETURN.HIT POLE.  ,takeoff,different from,liftoff
3575,1889,NOSE BAGGAGE DOOR CAME OPEN ON LIFTOFF. ADDED AND REDUCED POWER THREE TIMES THEN TRIED NOSE HIGH RETURN.HIT POLE.  ,liftoff,different from,takeoff
3576,1890,ENGINE FAILED ON POLICE SURVEILANCE FLIGHT. AUTOROTATED TO EDGE OF CLEARING. STRUCK TREES. WATER IN FUEL.          ,nr4 cyl bore,part of,engine
3577,1890,ENGINE FAILED ON POLICE SURVEILANCE FLIGHT. AUTOROTATED TO EDGE OF CLEARING. STRUCK TREES. WATER IN FUEL.          ,engine,has part,nr4 cyl bore
3578,1891,STRUCK POWER LINES ON APPROACH. CAME TO REST WING CAUGHT BY POWER LINE. PILOT REPORTED MISUSED SPOILERS. (-23) DURI,stalled,subclass of,aileron problem
3579,1893,DURING CHECK OUT IN 680 FLP NOSE GEAR COLLAPSED LANDING. HAD LOOSE STEERING MISSING BUSHING AND LOOSE GEAR.        ,lighter-than-air free balloon,subclass of,launch
3580,1894,CLIMB NR1 ENGINE FIRE LIGHT. SHUTDOWN. STILL ON. USED BOTTLES. LIGHT OUT. HAD FIRE NO LEAK CHK NOZZLE CHANGE PER AD,vfr,subclass of,plan
3581,1895,LOST POWER ON TAKEOFF. LANDED OFF AIRPORT. FUEL SELECT ON EMPTY TANK. OTHER FULL. FUEL GAGE INOPERATIVE.           ,fl390,follows,nr1
3582,1895,LOST POWER ON TAKEOFF. LANDED OFF AIRPORT. FUEL SELECT ON EMPTY TANK. OTHER FULL. FUEL GAGE INOPERATIVE.           ,nr1,followed by,fl390
3583,1896,EN ROUTE TO SPRAY LOUD BANG AND TAIL ROTOR VIBRATION. LOST ANTI TORQUE CONTROL. SPUN IN. ENGINE MOUNTS BROKE.RUSTED,fuel tank,connects with,bladder
3584,1896,EN ROUTE TO SPRAY LOUD BANG AND TAIL ROTOR VIBRATION. LOST ANTI TORQUE CONTROL. SPUN IN. ENGINE MOUNTS BROKE.RUSTED,bladder,connects with,fuel tank
3585,1897,ON DESCENT LEFT BRAKE NO PRESSURE RISE. SET BRAKE THEN OVERLOOKED FOR LANDING. BLEW ALL 4 MAIN TIRES. SUSPENDED.   ,1969 Atlantic hurricane season,point in time,1969
3586,1898,ON TAKEOFF LIFTOFF REALIZED GUST LOCKS STILL INSTALLED. ABORTED. RAN OFF END RUNWAY. COLLAPSED NOSE GEAR.          ,hydraulics,connects with,generator
3587,1898,ON TAKEOFF LIFTOFF REALIZED GUST LOCKS STILL INSTALLED. ABORTED. RAN OFF END RUNWAY. COLLAPSED NOSE GEAR.          ,generator,connects with,hydraulics
3588,1899,ROUGH ENGINE EN ROUTE. LANDED ALB. NR4 CYL BORE TOO LARGE. USING OIL. PLUGS FOULED. SCAT HOSE COLLAPSED.           ,philadelphia,located in the administrative territorial entity,phl
3589,1899,ROUGH ENGINE EN ROUTE. LANDED ALB. NR4 CYL BORE TOO LARGE. USING OIL. PLUGS FOULED. SCAT HOSE COLLAPSED.           ,phl,capital,philadelphia
3590,1900,AILERON PROBLEM ON CLIMBOUT. LOST CONTROL TURNING BACK AND STALLED. AILERON PROBLEM KNOWN PRIOR TO FLIGHT.         ,runway 34,located in the administrative territorial entity,pam
3591,1901,LANDED ON LAKE WITHOUT RETRACTING. AMPHIBIOUS GEAR. FLIPPED OVER.                                                  ,takeoff,opposite of,liftoff
3592,1901,LANDED ON LAKE WITHOUT RETRACTING. AMPHIBIOUS GEAR. FLIPPED OVER.                                                  ,liftoff,opposite of,takeoff
3593,1902,"NARRATIVE: ON 10/08/95, AT 07:48 MDT, A SPECTATOR WATCHING THE LAUNCH OF LIGHTER-THAN-AIR FREE BALLOON WAS STRUCK I",prop brake,subclass of,brake
3594,1903,"NARRATIVE: STUDENT PILOT ON HER FIRST CROSS COUNTRY SOLO. RECEIVED WEATHER BRIEFING, FILED A VFR PLAN, THEN DEPARTE",crashed,has cause,lost control
3595,1904,CLIMBING THRU FL390 IN HEAVY RAIN. NR1 ENGINE FLAMED OUT. IGNITION SWITCH WAS NOT PUT IN AIR POSITION. RETURNED.   ,impact,has effect,ejected
3596,1905,LOST POWER AFTER SWITCHING TANKS. HIT WIRES LANDING. FUEL TANKS WERE EMPTY. BLADDER WAS COLLAPSED. FALSE READING. (,procedure,part of,ground
3597,1905,LOST POWER AFTER SWITCHING TANKS. HIT WIRES LANDING. FUEL TANKS WERE EMPTY. BLADDER WAS COLLAPSED. FALSE READING. (,ground,has part,procedure
3598,1906,FAILED TO CONNECT FUEL LINES TO WING TANKS. LOST POWER EN ROUTE. GEAR COLLAPSED LANDING.                           ,fuel boost,has part,boost switch
3599,1906,FAILED TO CONNECT FUEL LINES TO WING TANKS. LOST POWER EN ROUTE. GEAR COLLAPSED LANDING.                           ,boost switch,part of,fuel boost
3600,1907,LEFT HYDRAULICS LOST. SKYDROL FUMES IN CABIN. DISPATCHED GENERATOR INOP.APS WAS USED APU HYDRAULIC LINE BURST.     ,control lock,use,liftoff
3601,1908,NARRATIVE: AIRCRAFT N363BE DEPARTED PHILADELPHIA (PHL) AT APPROXIMATELY 1:40 PM AND DURING CLIMB THE #2 ENGINE OUTB,takeoff,part of,elevator
3602,1908,NARRATIVE: AIRCRAFT N363BE DEPARTED PHILADELPHIA (PHL) AT APPROXIMATELY 1:40 PM AND DURING CLIMB THE #2 ENGINE OUTB,elevator,has part,takeoff
3603,1909,"NARRATIVE: ON FINAL APPROACH TO RUNWAY 34 AT PAM, THE PILOT NOTICED THAT AILERON CONTROL WAS MINIMAL. AFTER AN UNEV",delta flight 981,location,avl
3604,1910,ON TAKEOFF ROLL NO LIFTOFF UNTIL OFF END RUNWAY. OVER AUTO INTO TREES. EXPLODED. FOUND CONTROL LOCK STILL IN PLACE.,engines,part of,aircraft
3605,1910,ON TAKEOFF ROLL NO LIFTOFF UNTIL OFF END RUNWAY. OVER AUTO INTO TREES. EXPLODED. FOUND CONTROL LOCK STILL IN PLACE.,aircraft,has part,engines
3606,1911,WHILE HOLDING HAD A RIGHT PROP BRAKE FIRE. BRAKE WAS PLACARDED PER MEL. USED PROP BRAKE IN VIOLATION OF MEL.       ,nr1 engine,subclass of,compressor
3607,1912,ON CLIMBOUT ADVISED RETURNING DUE OPEN DOOR. LOST CONTROL STALLED. ROLLED INVERTED. CRASHED. CONTROL NOT MAINTAINED,left rudder cable,connects with,right bank
3608,1912,ON CLIMBOUT ADVISED RETURNING DUE OPEN DOOR. LOST CONTROL STALLED. ROLLED INVERTED. CRASHED. CONTROL NOT MAINTAINED,left rudder cable,connects with,ground impact
3609,1912,ON CLIMBOUT ADVISED RETURNING DUE OPEN DOOR. LOST CONTROL STALLED. ROLLED INVERTED. CRASHED. CONTROL NOT MAINTAINED,right bank,connects with,left rudder cable
3610,1912,ON CLIMBOUT ADVISED RETURNING DUE OPEN DOOR. LOST CONTROL STALLED. ROLLED INVERTED. CRASHED. CONTROL NOT MAINTAINED,right bank,connects with,ground impact
3611,1912,ON CLIMBOUT ADVISED RETURNING DUE OPEN DOOR. LOST CONTROL STALLED. ROLLED INVERTED. CRASHED. CONTROL NOT MAINTAINED,ground impact,connects with,left rudder cable
3612,1912,ON CLIMBOUT ADVISED RETURNING DUE OPEN DOOR. LOST CONTROL STALLED. ROLLED INVERTED. CRASHED. CONTROL NOT MAINTAINED,ground impact,connects with,right bank
3613,1913,NOTICED WIND INCREASE. MADE HARD LANDING. PILOT EJECTED. BALLOON ROSE PASSENGER USED RIP CORD. IMPACT EJECTED ALL. ,propeller,has part,blade
3614,1913,NOTICED WIND INCREASE. MADE HARD LANDING. PILOT EJECTED. BALLOON ROSE PASSENGER USED RIP CORD. IMPACT EJECTED ALL. ,blade,part of,propeller
3615,1914,DURING PROCEDURE TURN PILOT RETRACTED FLAPS. STALLED. IMPACTED GROUND.                                             ,night landing,part of,night ops
3616,1914,DURING PROCEDURE TURN PILOT RETRACTED FLAPS. STALLED. IMPACTED GROUND.                                             ,night ops,has part,night landing
3617,1915,TRIED DEPART HIGH ALTITUDE APA WITH FUEL BOOST ON. IMPROPERLY LEAN BY RPM. UNPROTECTED BOOST SWITCH MAYBE BUMPED ON,heavy snow,subclass of,ice
3618,1916,UNCONTROLLABLE ON LIFTOFF. ABORTED. LANDED OFF END RUNWAY. CONTROL LOCK WAS STILL ON.                              ,ground power unit,part of,aircraft
3619,1916,UNCONTROLLABLE ON LIFTOFF. ABORTED. LANDED OFF END RUNWAY. CONTROL LOCK WAS STILL ON.                              ,aircraft,has part,ground power unit
3620,1917,LANDED ON SNOW COVERED FROZEN LAKE. TAXIED BACK AND FORTH TO COMPACT SNOW.  ON TAKEOFF ELEVATOR FROZEN. NOSED IN.  ,n2114j,start point,kbvy
3621,1917,LANDED ON SNOW COVERED FROZEN LAKE. TAXIED BACK AND FORTH TO COMPACT SNOW.  ON TAKEOFF ELEVATOR FROZEN. NOSED IN.  ,n2114j,point in time,"january 20, 1996"
3622,1918,"NARRATIVE: DELTA FLIGHT 981 WAS BEING MARSHALLED INTO PARKING AT AVL WITH WING WALKERS. JUST PRIOR TO STOPPING, AN ",take off,practiced by,pilot
3623,1918,"NARRATIVE: DELTA FLIGHT 981 WAS BEING MARSHALLED INTO PARKING AT AVL WITH WING WALKERS. JUST PRIOR TO STOPPING, AN ",pilot,field of this occupation,take off
3624,1919,TOO AIRCRAFT SANS PERMISSION WITH MASKING TAPES ON STATIC PORTS. OBSERVED LOW AND WOBBLY. ENGINES SPUTTERING.      ,landing roll,subclass of,runway
3625,1920,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.",fuel,part of,engine
3626,1920,"EXPLOSION LIFTING LOGS. PITCHED UP, ROLLED. COMPRESSOR STALL NR1 ENGINE. FAILED RELEASE LOGS AND USE SE PROCEDURES.",engine,has part,fuel
3627,1921,OBSERVED RIGHT BANK THEN PITCH DOWN TO GROUND IMPACT. ENGINE RUNNING. LEFT RUDDER CABLE NOT ATTACHED. HAD BEEN CUT.,seat,used by,driver
3628,1921,OBSERVED RIGHT BANK THEN PITCH DOWN TO GROUND IMPACT. ENGINE RUNNING. LEFT RUDDER CABLE NOT ATTACHED. HAD BEEN CUT.,driver,uses,seat
3629,1922,"NARRATIVE: THE PILOT REPORTED HE PULLED ONTO THE RUNWAY, APPLIED POWER, WHEN ONE PROPELLER BLADE SEPARATED FROM THE",crashed and burned,instance of,emergency
3630,1923,DRIFTED ON NIGHT LANDING. BEGAN GO ROUND WITH FULL FLAPS. STALLED AT 15FT AGL. NOSED OVER. TOTAL NIGHT OPS 4HRS.   ,helipad,use,takeoff
3631,1924,FLYING IN HEAVY SNOW. LOST POWER IFR AT NIGHT. HIT TREES LANDING. ICED INDUCTION SYSTEM. FAILED USE ALTERNATE AIR. ,n4517t,operator,kc fsdo
3632,1925,NARRATIVE: PILOT FAILED TO SEE GROUND POWER UNIT STILL ATTACHED TO AIRCRAFT. CONFUSION AS TO WHEN AND WHY IT WAS AT,carb needle,connects with,selector
3633,1925,NARRATIVE: PILOT FAILED TO SEE GROUND POWER UNIT STILL ATTACHED TO AIRCRAFT. CONFUSION AS TO WHEN AND WHY IT WAS AT,selector,connects with,carb needle
3634,1926,"NARRATIVE: N2114J DEPARTED RUNWAY 32 AT KBVY ON SATURDAY, JANUARY 20, 1996 AT 11:19 AM. THE VFR OPERATIONS WAS DUAL",nose gear,part of,nose p
3635,1926,"NARRATIVE: N2114J DEPARTED RUNWAY 32 AT KBVY ON SATURDAY, JANUARY 20, 1996 AT 11:19 AM. THE VFR OPERATIONS WAS DUAL",nose p,has part,nose gear
3636,1927,"NARRATIVE: ON TAKE OFF RUN, CANOPY OPENED DUE TO LATCH NOT BEING ADEQUATELY SECURED. PILOT WAS DISTRACTED TRYING TO",full flaps,opposite of,partial power
3637,1927,"NARRATIVE: ON TAKE OFF RUN, CANOPY OPENED DUE TO LATCH NOT BEING ADEQUATELY SECURED. PILOT WAS DISTRACTED TRYING TO",partial power,opposite of,full flaps
3638,1928,VEERED OFF RUNWAY ON LANDING ROLL. STRUCK A FROZEN ICED OVER SNOWBANK. LEFT WHEEL JAMMED BY SNOW IN WHEEL PANT.    ,torrance bailey,sibling,mike taraska
3639,1928,VEERED OFF RUNWAY ON LANDING ROLL. STRUCK A FROZEN ICED OVER SNOWBANK. LEFT WHEEL JAMMED BY SNOW IN WHEEL PANT.    ,mike taraska,sibling,torrance bailey
3640,1929,EN ROUTE TURNED ON BOOST PUMP UNKNOWNLY FLOODING ENGINE. LOST POWER. SMELLED FUEL. NOSED OVER DITCHING IN A LAKE.  ,fuel starvation,has effect,inop
3641,1929,EN ROUTE TURNED ON BOOST PUMP UNKNOWNLY FLOODING ENGINE. LOST POWER. SMELLED FUEL. NOSED OVER DITCHING IN A LAKE.  ,inop,has cause,fuel starvation
3642,1930,STALLED AS CLIMB ANGLE VARIED ON TAKEOFF. FOUND SEAT HAD SLID REARWARD.LOST CONTROL. SERVICE LETTER NOT COMPLIED.  ,banked,different from,go around
3643,1930,STALLED AS CLIMB ANGLE VARIED ON TAKEOFF. FOUND SEAT HAD SLID REARWARD.LOST CONTROL. SERVICE LETTER NOT COMPLIED.  ,go around,different from,banked
3644,1931,"DECLARED EMERGENCY. ATC LOST CONTACT. DIVED IN, CRASHED AND BURNED. ICY CONDITIONS. POOR MAINTAINED.               ",test flight from storage,has part,climbout
3645,1931,"DECLARED EMERGENCY. ATC LOST CONTACT. DIVED IN, CRASHED AND BURNED. ICY CONDITIONS. POOR MAINTAINED.               ",test flight from storage,has part,nose baggage
3646,1931,"DECLARED EMERGENCY. ATC LOST CONTACT. DIVED IN, CRASHED AND BURNED. ICY CONDITIONS. POOR MAINTAINED.               ",test flight from storage,has part,stalled
3647,1931,"DECLARED EMERGENCY. ATC LOST CONTACT. DIVED IN, CRASHED AND BURNED. ICY CONDITIONS. POOR MAINTAINED.               ",climbedout,part of,test flight from storage
3648,1931,"DECLARED EMERGENCY. ATC LOST CONTACT. DIVED IN, CRASHED AND BURNED. ICY CONDITIONS. POOR MAINTAINED.               ",climbedout,has part,stalled
3649,1931,"DECLARED EMERGENCY. ATC LOST CONTACT. DIVED IN, CRASHED AND BURNED. ICY CONDITIONS. POOR MAINTAINED.               ",nose baggage,part of,test flight from storage
3650,1931,"DECLARED EMERGENCY. ATC LOST CONTACT. DIVED IN, CRASHED AND BURNED. ICY CONDITIONS. POOR MAINTAINED.               ",nose baggage,has part,stalled
3651,1931,"DECLARED EMERGENCY. ATC LOST CONTACT. DIVED IN, CRASHED AND BURNED. ICY CONDITIONS. POOR MAINTAINED.               ",stalled,part of,test flight from storage
3652,1931,"DECLARED EMERGENCY. ATC LOST CONTACT. DIVED IN, CRASHED AND BURNED. ICY CONDITIONS. POOR MAINTAINED.               ",stalled,part of,jumpout
3653,1932,ROLLED OVER ATTEMPTING TAKEOFF FROM SHIP HELIPAD. FELL INTO OCEAN INVERTED. SANK. REAR TIEDOWN STRAP NOT REMOVED.  ,taxiway light lens,part of,taxi ope
3654,1932,ROLLED OVER ATTEMPTING TAKEOFF FROM SHIP HELIPAD. FELL INTO OCEAN INVERTED. SANK. REAR TIEDOWN STRAP NOT REMOVED.  ,taxi ope,has part,taxiway light lens
3655,1933,NARRATIVE: TWO KC FSDO INSPECTORS WERE ON THE EXECUTIVE BEECH FBO RAMP INSPECTING AN AIRPLANE WHEN N4517T WAS OBSER,2009 Atlantic hurricane season,point in time,2009
3656,1934,LOST POWER ON TAKEOFF. COLLIDED WITH TREES. USED AUTO FUEL. CARB NEEDLE VALVE SWELLED. CUT FUEL FLOW. SELECTOR OFF ,accident,has effect,boarding
3657,1934,LOST POWER ON TAKEOFF. COLLIDED WITH TREES. USED AUTO FUEL. CARB NEEDLE VALVE SWELLED. CUT FUEL FLOW. SELECTOR OFF ,boarding,has cause,accident
3658,1935,NARRATIVE: NOSE GEAR FAILED TO RETRACT AFTER TAKE OFF. AIRCRAFT MADE A GO-AROUND AND LANDED. CREW DISCOVERED NOSE P,main landing gear,part of,landed
3659,1936,WINDSHIFT ON LANDING. BEGAN GO AROUND FULL FLAPS PARTIAL POWER. STRUCK POWER LINE INVERTED AND LANDED ON A VEHICLE.,rotation,part of,takeoff
3660,1937,NARRATIVE: DOING TOUCH AND GOS AT TIME OF INCIDENT. TORRANCE BAILEY IN RIGHT SEAT ON CONTROLS. MIKE TARASKA STATED ,under inflated,subclass of,deflicted
3661,1938,LOST POWER EN ROUTE DUE FUEL STARVATION. TRIED FOR FIELD. HIT FENCE. SLID INTO DITCH. HEADER TANK PUMP PRIOR INOP. ,chicago,country,american
3662,1939,FIRST SOLO CROSSCOUNTRY. GUST LIFTED AIRCRAFT. BEGAN GO AROUND. FULL FLAPS. DRIFTED. BANKED AVOID TREES. HIT GROUND,1625,point in time,1625
3663,1940,ON CLIMBOUT NOSE BAGGAGE DOOR OPENED. REDUCED POWER. STALLED. ROLLED. DIVED INTO OCEAN. TEST FLIGHT FROM STORAGE.  ,maint,part of,narrative
3664,1941,NARRATIVE:I96SW010017 AIRCRAFT NOSEWHEEL STRUCK LOOSE DEBRIS ON ABQ RAMP (TAXIWAY LIGHT LENS) DURING NIGHT TAXI OPE,runway,connects with,wing
3665,1941,NARRATIVE:I96SW010017 AIRCRAFT NOSEWHEEL STRUCK LOOSE DEBRIS ON ABQ RAMP (TAXIWAY LIGHT LENS) DURING NIGHT TAXI OPE,runway,connects with,tail
3666,1941,NARRATIVE:I96SW010017 AIRCRAFT NOSEWHEEL STRUCK LOOSE DEBRIS ON ABQ RAMP (TAXIWAY LIGHT LENS) DURING NIGHT TAXI OPE,wing,connects with,runway
3667,1941,NARRATIVE:I96SW010017 AIRCRAFT NOSEWHEEL STRUCK LOOSE DEBRIS ON ABQ RAMP (TAXIWAY LIGHT LENS) DURING NIGHT TAXI OPE,wing,connects with,tail
3668,1941,NARRATIVE:I96SW010017 AIRCRAFT NOSEWHEEL STRUCK LOOSE DEBRIS ON ABQ RAMP (TAXIWAY LIGHT LENS) DURING NIGHT TAXI OPE,tail,connects with,runway
3669,1941,NARRATIVE:I96SW010017 AIRCRAFT NOSEWHEEL STRUCK LOOSE DEBRIS ON ABQ RAMP (TAXIWAY LIGHT LENS) DURING NIGHT TAXI OPE,tail,connects with,wing
3670,1943,HEARD NOISE ON TAKEOFF. ABORTED. SLID OFF RUNWAY. BELEIVES PASSENGER ACCIDENTLY UNLATCHED CARGO DOOR BOARDING.     ,crashed in lake,has cause,pumped out water prior flight
3671,1943,HEARD NOISE ON TAKEOFF. ABORTED. SLID OFF RUNWAY. BELEIVES PASSENGER ACCIDENTLY UNLATCHED CARGO DOOR BOARDING.     ,pumped out water prior flight,has effect,crashed in lake
3672,1944,"NARRATIVE: ON SUNDAY, DECEMBER 24, 1995, AT 1530 MST, A CESSNA 210E, N2323F, LANDED WITH THE MAIN LANDING GEAR IN T",pilot,field of this occupation,descent
3673,1944,"NARRATIVE: ON SUNDAY, DECEMBER 24, 1995, AT 1530 MST, A CESSNA 210E, N2323F, LANDED WITH THE MAIN LANDING GEAR IN T",pilot,field of this occupation,climb
3674,1944,"NARRATIVE: ON SUNDAY, DECEMBER 24, 1995, AT 1530 MST, A CESSNA 210E, N2323F, LANDED WITH THE MAIN LANDING GEAR IN T",pilot,field of this occupation,landing
3675,1944,"NARRATIVE: ON SUNDAY, DECEMBER 24, 1995, AT 1530 MST, A CESSNA 210E, N2323F, LANDED WITH THE MAIN LANDING GEAR IN T",descent,practiced by,pilot
3676,1944,"NARRATIVE: ON SUNDAY, DECEMBER 24, 1995, AT 1530 MST, A CESSNA 210E, N2323F, LANDED WITH THE MAIN LANDING GEAR IN T",climb,practiced by,pilot
3677,1944,"NARRATIVE: ON SUNDAY, DECEMBER 24, 1995, AT 1530 MST, A CESSNA 210E, N2323F, LANDED WITH THE MAIN LANDING GEAR IN T",landing,practiced by,pilot
3678,1945,NARRATIVE: AT ROTATION DURING TAKEOFF A VIBRATION WAS FELT AS WELL AS RAPID PRESSURIZATION FLUCTUATIONS. THE LANDIN,pilot in command,item operated,nose ge
3679,1945,NARRATIVE: AT ROTATION DURING TAKEOFF A VIBRATION WAS FELT AS WELL AS RAPID PRESSURIZATION FLUCTUATIONS. THE LANDIN,nose ge,operator,pilot in command
3680,1946,USDA AIRCRAFT. ABORTED TAKEOFF DUE LOUD NOISE. FLEW TIRES. LEFT RUNWAY. OVER DEFLICTED UNDER INFLATED TIRES. (-23) ,takeoff,has effect,impact
3681,1946,USDA AIRCRAFT. ABORTED TAKEOFF DUE LOUD NOISE. FLEW TIRES. LEFT RUNWAY. OVER DEFLICTED UNDER INFLATED TIRES. (-23) ,impact,has cause,takeoff
3682,1947,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T",landing gear,part of,runway
3683,1948,"NARRATIVE: HISTORY OF FLIGHT; ON 02-01-96 AT APPROXIMATELY 1625 LOCAL, MOONEY N231CS, FLOWN BY FRANK E. JOHNSON, RA",runway,part of,aircraft
3684,1948,"NARRATIVE: HISTORY OF FLIGHT; ON 02-01-96 AT APPROXIMATELY 1625 LOCAL, MOONEY N231CS, FLOWN BY FRANK E. JOHNSON, RA",aircraft,has part,runway
3685,1949,NARRATIVE: THE AIRCRAFT HAD JUST BEEN RETURNED TO SERVICE AFTER A REPAIR TO THE RIGHT ENGINE FOR AN OIL LEAK. MAINT,searay,subclass of,amateur built
3686,1950,RETRACTED FLAPS ON CLIMBOUT. STALLED. SETTLED. VEERED OFF RUNWAY. HIT CONCRETE WALL. SEVERED WING AND TAIL.        ,float equipped plane,has part,float
3687,1950,RETRACTED FLAPS ON CLIMBOUT. STALLED. SETTLED. VEERED OFF RUNWAY. HIT CONCRETE WALL. SEVERED WING AND TAIL.        ,float,part of,float equipped plane
3688,1951,LOST POWER EN ROUTE.SEPARATED LEFT MAIN LANDING GEAR IN ROUGH FIELD. HAD SAT IDLE PRIOR 5 MONTHS. FUEL CONTAMINATED,loss of engine power,has effect,off-airport
3689,1951,LOST POWER EN ROUTE.SEPARATED LEFT MAIN LANDING GEAR IN ROUGH FIELD. HAD SAT IDLE PRIOR 5 MONTHS. FUEL CONTAMINATED,off-airport,has cause,loss of engine power
3690,1952,AIRCRAFT PARKED ON SHORE WATER ROSE OVER TAIL. PUMPED OUT WATER PRIOR FLIGHT. CRASHED IN LAKE. KNOWN TO LEAK WATER.,preflight inspection,subclass of,inspection flight
3691,1953,"NARRATIVE: PILOT DEPARTED OLIVE BRANCH, MS AND DURING CLIMB OUT THE LEFT DOOR POPPED OPEN. A PRECAUTIONARY LANDING ",runway,has part,berm
3692,1953,"NARRATIVE: PILOT DEPARTED OLIVE BRANCH, MS AND DURING CLIMB OUT THE LEFT DOOR POPPED OPEN. A PRECAUTIONARY LANDING ",berm,part of,runway
3693,1954,"NARRATIVE: AT APPROXIMATELY 5:40 PM, FRIDAY, JUNE 7, 1996, MR. STUART W. ASHMUN, THE PILOT IN COMMAND HAD A NOSE GE",John F. Kennedy Airport,place served by transport hub,"Washington, D.C."
3694,1955,FAILED REMOVE TAPED STATIC PORTS. USED FULL POWER FROM TAKEOFF TO VERY HARD NOSE FIRST IMPACT. DAMAGED GEAR. WINGS.,low,subclass of,airspeed
3695,1956,NARRATIVE: RUNWAY 6R CENTER LINE LIGHT WAS OUT OF SOCKET. LEFT NOSE LANDING GEAR WHEEL HIT LIGHT DURING TAKEOFF. CR,corn,subclass of,millet
3696,1957,DOOR CAME OPEN ON TAKEOFF. ABORTED AND RAN OFF END RUNWAY TRYING TO KEEP A PET DOG IN AIRCRAFT. ROUGH REMOTE STRIP.,left engine,opposite of,right engine
3697,1957,DOOR CAME OPEN ON TAKEOFF. ABORTED AND RAN OFF END RUNWAY TRYING TO KEEP A PET DOG IN AIRCRAFT. ROUGH REMOTE STRIP.,right engine,opposite of,left engine
3698,1958,"NARRATIVE: AN AMPHIBIOUS AMATEUR BUILT SEARAY AIRCRAFT, N2171N SUSTAINED MINOR DAMAGE AFTER LANDING ON LAKE GENEVA,",pilot,field of this occupation,lift off
3699,1958,"NARRATIVE: AN AMPHIBIOUS AMATEUR BUILT SEARAY AIRCRAFT, N2171N SUSTAINED MINOR DAMAGE AFTER LANDING ON LAKE GENEVA,",lift off,practiced by,pilot
3700,1959,FLOAT EQUIPPED PLANE DUG IN A FLOAT WHILE LANDING ON RESERVOIR. UNAWARE OF WATER IN FLOAT. TWO HOLES IN SAME.      ,counter-balanc,subclass of,counter-balance weight
3701,1960,(.4)THE PILOT REPORTED THAT AFTER SETTING CRUISE POWER A TOTAL LOSS OF ENGINE POWER OCCURRED AND AN OFF-AIRPORT LAN,Aux pump,use,fuel flow
3702,1961,"NARRATIVE: THE PURPOSE OF THIS FLIGHT WAS A POST ANNUAL INSPECTION FLIGHT. DURING PREFLIGHT INSPECTION, CONTROL INT",belwo,has part,prop
3703,1961,"NARRATIVE: THE PURPOSE OF THIS FLIGHT WAS A POST ANNUAL INSPECTION FLIGHT. DURING PREFLIGHT INSPECTION, CONTROL INT",prop,part of,belwo
3704,1962,FULL FLAPS ON TAKEOFF. BOUNCED AND PORPOISED. FAILED LIFT. OVERRAN RUNWAY HIT BERM. FLAPS 10 NOT 20. NO AG LICENSE.,carb,part of,engine
3705,1962,FULL FLAPS ON TAKEOFF. BOUNCED AND PORPOISED. FAILED LIFT. OVERRAN RUNWAY HIT BERM. FLAPS 10 NOT 20. NO AG LICENSE.,engine,has part,carb
3706,1963,BOTH ENGINES QUIT ENTERING PATTERN. FEATHERED. LANDED OFF AIRPORT.WING HIT TREE.FUEL FILLER CAPS IMPROPER INSTALLED,pitot tube,part of,pre-flight
3707,1964,LANDING AIRSPEED INDICATED LOW. TRIED GO AROUND. WING HIT POLE. PANCAKED ON CITY STREET. PITOT COVER IN PLACE.     ,nosegear mechanism,part of,nosegear
3708,1964,LANDING AIRSPEED INDICATED LOW. TRIED GO AROUND. WING HIT POLE. PANCAKED ON CITY STREET. PITOT COVER IN PLACE.     ,nosegear,has part,nosegear mechanism
3709,1965,NARRATIVE: PILOT WAS SPRAYING A MILLET FIELD. EXPERIENCED POWER LOSS ON LAST PASS. MADE A FORCED LANDING IN A CORN ,fuel,part of,system
3710,1965,NARRATIVE: PILOT WAS SPRAYING A MILLET FIELD. EXPERIENCED POWER LOSS ON LAST PASS. MADE A FORCED LANDING IN A CORN ,system,has part,fuel
