,index,input,sentence,head,relation,tail
2741,2378,"(-23)ON FRIDAY OCTOBER 27, 2000, A DC-10 WAS BEING MARSHALLED TO A PARKING SPOT BY PERSONNEL OF PATHFINDER, A FREIG",<triplet> PATHFINDER <subj> FREIG <obj> instance of,PATHFINDER,instance of,FREIG
2742,2379,"(-23) AIRMAN STATED THAT AFTER HE PREFLIGHTED A/C, HE WENT INTO THE OPS HANGER TO FILE HIS FLIGHT PLAN. WHEN HE RET",<triplet> B-47 Flying Fort Worth <subj> BAE Systems <obj> manufacturer,B-47 Flying Fort Worth,manufacturer,BAE Systems
2743,2380,"(-23)DEPARTED TITUSVILLE, FLORIDA (TIX). AIRCRAFT WAS CRUISING AT 8500 FT. WITH ENGINE MAINTAINING 2400 RPM.  ENGIN",<triplet> TITUSVILLE <subj> FLORIDA <obj> located in the administrative territorial entity,TITUSVILLE,located in the administrative territorial entity,FLORIDA
2744,2381,"(-23) THE AIRCRAFT WAS CONDUCTING AERIAL APPLICATION USING A CANAL BANK AS A RUNWAY. WHILE REFUELLING, SOME JET A S",<triplet> AIRCRAFT <subj> AIRCRAFT <obj> uses,AIRCRAFT,uses,AIRCRAFT
2745,2382,"(.19) ON SEPTEMBER 14, 2000, ABOUT 1915 ALASKA DAYLIGHT TIME, A PIPER PA-31-350 AIRPLANE, N4105D, SUSTAINED SUBSTAN",<triplet> 1915 <subj> 1915 <obj> point in time,1915,point in time,1915
2746,2383,(-23) ENGINE QUIT DURING TAKEOFF. (.4) DURING THE TAKEOFF CLIMB THE AIRPLANE LOST POWER AND COLLIDED WITH THE TOPS ,<triplet> TAKEOFF <subj> (23) ENGINE <obj> instance of <triplet> TAKEOFF <subj> (23) ENGINE <obj> instance of,TAKEOFF,instance of,(23) ENGINE
2747,2383,(-23) ENGINE QUIT DURING TAKEOFF. (.4) DURING THE TAKEOFF CLIMB THE AIRPLANE LOST POWER AND COLLIDED WITH THE TOPS ,<triplet> TAKEOFF <subj> (23) ENGINE <obj> instance of <triplet> TAKEOFF <subj> (23) ENGINE <obj> instance of,TAKEOFF,instance of,(23) ENGINE
2748,2384,(-23) PILOT STATED THAT HE LOST POWER WHILE IN CRUISE NEAR LAKE MICHIGAN AND MICHIGAN CITY AIRPORT. HE APPLIED CARB,<triplet> MICHIGAN City AIRPORT <subj> MICHIGAN <obj> place served by transport hub,MICHIGAN City AIRPORT,place served by transport hub,MICHIGAN
2749,2385,"(-23) ON NOVEMBER 18, 2000, AIRCRAFT 8181L ATTEMPTED A NORMAL LANDING ON A GRASS AIRSTRIP LOCATED AT WHITE POST, VA",<triplet> WHITE POST <subj> VA <obj> located in the administrative territorial entity,WHITE POST,located in the administrative territorial entity,VA
2750,2386,"(.19)ON MARCH 14, 2001, ABOUT 1120 EASTERN STANDARD TIME, A CESSNA 150, N6584F, WAS SUBSTANTIALLY DAMAGED DURING A ",<triplet> Cessna 150 <subj> N6584F <obj> instance of,Cessna 150,instance of,N6584F
2751,2387,(-23) A/C RAN OFF RUNWAY WHILE TAXIING BACK TO RAMP AND STRUCK RUNWAY LIGHT WITH PROPELLER.                        ,<triplet> (23) <subj> (22) <obj> followed by,(23),followed by,(22)
2752,2388,"(-23)ON DECEMBER 6, 2000, A SIGNATURE FLIGHT SUPPORT BELTLOADER CAUSED MINOR DAMAGE TO THE DOOR SILL PLATE AND LOWE",<triplet> The Flying Machine <subj> John Wayne <obj> cast member,The Flying Machine,cast member,John Wayne
2753,2389,"(-23) PILOT FOUND A/C HAD DEAD BATTERY WHEN TRYING TO START ENGINE FOR FLIGHT. HE USED JUMPER CABLES TO START A/C, ",<triplet> JUMPER <subj> A/C <obj> has part,JUMPER,has part,A/C
2754,2390,(-23) THE UPPER ENGINE COWLING DEPARTED THE AIRPLANE JUST AFTER TAKEOFF FROM RUNWAY 29. THE COWLING SUBSEQUENTLY ST,<triplet> COWLING <subj> UPPER ENGINE <obj> subclass of,COWLING,subclass of,UPPER ENGINE
2755,2391,"(-23) A/C LANDED HARD AND BOUNCED. ON NEXT TOUCHDOWN, GEAR COLLAPSED.                                              ",<triplet> NEXT TOUCHDOWN <subj> A/C <obj> subclass of,NEXT TOUCHDOWN,subclass of,A/C
2756,2392,"(-23) DURING TAXI TO RUNWAY 16 FOR DEPARTURE, ^PRIVACY DA^ ATTEMPTED TO ST OP TO CONDUCT A RUNUP. THE LEFT BRAKE WA",<triplet> TAXI <subj> WA <obj> located in the administrative territorial entity,TAXI,located in the administrative territorial entity,WA
2757,2393,(-23) A/C WAS LANDING ON SEA RUNWAY 34L AND WAS DOWN TO 90 KNOTS ON ROLLOUT. PILOTS HEARD A LOUD THUMP AND DISCOVER,<triplet> Bendix C-130 Hercules <subj> C-130 Hercules Super Hornet <obj> instance of,Bendix C-130 Hercules,instance of,C-130 Hercules Super Hornet
2758,2394,"(-23)PILOT REPORTED THAT WHILE HE WAS ON TAKE OFF ROLL ON RUNWAY 19L AT SNA, JUST AFTER ROTATION THE PILOT DOOR OPE",<triplet> SNA <subj> SNA <obj> operator,SNA,operator,SNA
2759,2395,"(-23) THE PILOT WAS CRUISING AT 3500' MSL WHEN THE A/C LOST POWER. HE DE LARED AN EMERGENCY, TRIED TO RESTART THE E",<triplet> LOST POWER <subj> EMERGENCY <obj> has cause,LOST POWER,has cause,EMERGENCY
2760,2396,(-23) THE A/C PERFORMED A NORMAL RUNUP AND TAKEOFF AS REPORTED BY THE PILOT. SHORTLY AFTER TAKEOFF THE PILOT REPORT,<triplet> A/C <subj> RUNUP <obj> has part <triplet> RUNUP <subj> A/C <obj> part of,A/C,has part,RUNUP
2761,2396,(-23) THE A/C PERFORMED A NORMAL RUNUP AND TAKEOFF AS REPORTED BY THE PILOT. SHORTLY AFTER TAKEOFF THE PILOT REPORT,<triplet> A/C <subj> RUNUP <obj> has part <triplet> RUNUP <subj> A/C <obj> part of,RUNUP,part of,A/C
2762,2397,"(-23) DURING LANDING ROLL OUT, THE PILOT SWERVED TO AVOID HITTING A SNOWMOBILE THAT WAS ON THE RUNWAY. A/C GROUND L",<triplet> A/C <subj> GROUND <obj> has part <triplet> GROUND <subj> A/C <obj> part of,A/C,has part,GROUND
2763,2397,"(-23) DURING LANDING ROLL OUT, THE PILOT SWERVED TO AVOID HITTING A SNOWMOBILE THAT WAS ON THE RUNWAY. A/C GROUND L",<triplet> A/C <subj> GROUND <obj> has part <triplet> GROUND <subj> A/C <obj> part of,GROUND,part of,A/C
2764,2398,"(-23)DURING TAKE-OFF CLIMB, ENGINE LOST POWER AND QUIT RUNNING. AIRCRAFT WAS LANDED STRAIGHT AHEAD INTO A MUDDY FAR",<triplet> MUDDY <subj> FAR <obj> subclass of,MUDDY,subclass of,FAR
2765,2399,"(.4) ON MAY 10, 2001, ABOUT 1730 EASTERN DAYLIGHT TIME, A CHAMPION 7EC, N4737E, WAS SUBSTANTIALLY DAMAGED DURING A ",<triplet> CHAMPION 7EC <subj> N4737E <obj> located in the administrative territorial entity,CHAMPION 7EC,located in the administrative territorial entity,N4737E
2766,2400,"(-23)SOMETIME DURING THE NIGHT, AN UNMANNED, UNCONTROLLED US AIRWAYS LAVATORY TRUCK ROLLED ACROSS TAXIWAYS ""G"" AND ",<triplet> LAVATORY TRUCK <subj> US AIRWAYS <obj> operator,LAVATORY TRUCK,operator,US AIRWAYS
2767,2401,"(-23) AIRCRAFT DEPARTED FOR MAINTENANCE TEST AFTER ADJUSTMENTS ON LANDING GEAR. ON TAKEOFF ROLL, LANDING GEAR RETRA",<triplet> TAKEOFF ROLL <subj> MAINTENANCE <obj> subclass of,TAKEOFF ROLL,subclass of,MAINTENANCE
2768,2402,(-23)TOWER REPORTED THAT A CONTRAIL OF LIQUID WAS STREAMING OFF THE AIRCRAFT WING AFTER TAKEOFF. PILOT DECLARED EME,<triplet> TAKEOFF <subj> LIQUID <obj> has part,TAKEOFF,has part,LIQUID
2769,2403,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.",<triplet> HELICOPTER <subj> HELIPAD <obj> has part <triplet> HELIPAD <subj> HELICOPTER <obj> part of,HELICOPTER,has part,HELIPAD
2770,2403,"(-23) THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF.",<triplet> HELICOPTER <subj> HELIPAD <obj> has part <triplet> HELIPAD <subj> HELICOPTER <obj> part of,HELIPAD,part of,HELICOPTER
2771,2404,"(-23)PILOT DEPARTED MATHER FIELD, CALIFORNIA ENROUTE TO RANCHO MURIETA, CALIFORNIA. SHORTLY AFTER LEVEL OFF, THE EN",<triplet> MATHER FIELD <subj> CALIFORNIA <obj> located in the administrative territorial entity,MATHER FIELD,located in the administrative territorial entity,CALIFORNIA
2772,2405,"(-23) IN MAY 29, 2001, ABOUT 0718 EASTERN DAYLIGHT TIME, A CONTINENTAL COPTERS TOM CAT MARK 5A (A MODIFIED BEL 47 H",<triplet> TOM CAT <subj> COPTERS <obj> subclass of,TOM CAT,subclass of,COPTERS
2773,2406,"(-23)AIRCRAFT WAS IN CRUISE FLIGHT, THERE WAS A RPM LOSS AND PILOT COULD NOT MAINTAIN ALTITUDE. PILOT MADE AN EMERG",<triplet> EMERG <subj> RPM <obj> subclass of,EMERG,subclass of,RPM
2774,2407,(-23)RIGHT TOP ENGINE COWL DEPARTED AIRCRAFT DURING FLIGHT. AIRCRAFT LANDED WITHOUT INCIDENT.  ACTUAL NUMBER OF PAX,<triplet> COWL <subj> AIRCRAFT <obj> subclass of,COWL,subclass of,AIRCRAFT
2775,2408,"(-23) ^PRIVACY DATA O^ PIC OF N82HR, A PC-12-45 WAS DISTRACTED DURING PREFLIGHT AND LEFT THE TOW BAR ATTACHED TO TH",<triplet> N82HR <subj> PC-12-45 <obj> instance of,N82HR,instance of,PC-12-45
2776,2409,"(-23)GYROCOPTER LOST POWER ON TAKE-OFF CLIMB, DUE TO HIGH ANGLE OF ATTACK PILOT COULD NOT GET PROPER AUTO-ROTATION ",<triplet> GYROCOPTER <subj> AUTO-ROTATION <obj> use,GYROCOPTER,use,AUTO-ROTATION
2777,2410,"(-23) THE PILOT STATED THAT WHEN HE TOOK OFF, THE AIRCRAFT ENGINE QUIT AT ABOUT 100 TO 200 FEET AGL. THE AIRCRAFT H",<triplet> PILOT <subj> AIRCRAFT <obj> part of,PILOT,part of,AIRCRAFT
2778,2411,"(-23) ^PRIVACY DAT^ AND ONE PASSENGER WERE ENROUTE FROM PETERSBURGH, VA. (PTV) TO ORANGEBURGH, SC (OGB) IN N8084K A","<triplet> ORANGEBURGH, SC <subj> OGB <obj> located in the administrative territorial entity","ORANGEBURGH, SC",located in the administrative territorial entity,OGB
2779,2412,"(-23) ON 07/26/01 PILOT ROBERT TAIBEDEAU, CERT #2034160, ATTEMPTED TO DEPART VGT. PRIOR TO THIS INCIDENT THIS PILOT",<triplet> CERT <subj> PILOT <obj> subclass of,CERT,subclass of,PILOT
2780,2413,"(.19) ON AUGUST 5, 2001, ABOUT 2015 HOURS PACIFIC DAYLIGHT TIME, A CESSNA 336, N3838U, EXPERIENCED A LOSS OF POWER ",<triplet> CESSNA <subj> N3838U <obj> has part <triplet> N3838U <subj> CESSNA <obj> part of,CESSNA,has part,N3838U
2781,2413,"(.19) ON AUGUST 5, 2001, ABOUT 2015 HOURS PACIFIC DAYLIGHT TIME, A CESSNA 336, N3838U, EXPERIENCED A LOSS OF POWER ",<triplet> CESSNA <subj> N3838U <obj> has part <triplet> N3838U <subj> CESSNA <obj> part of,N3838U,part of,CESSNA
2782,2414,"(-23)ON JUNE 6, 2001, ABOUT 0800 HRS. EASTERN STANDARD TIME, A CESSNA 150, N2207J, REGISTERED TT FREDERICK PISHOTTA","<triplet> FREDERICK PISHOTTA <subj> June 6, 2001 <obj> date of death",FREDERICK PISHOTTA,date of death,"June 6, 2001"
2783,2415,(-23)ON A SECOND FLIGHT OF THE DAY AFTER REFUELING THE HELICOPTER THE PILOT FAILED TO NOTICE THAT THE WIND GUST HAD,<triplet> PILOT <subj> HELICOPTER <obj> item operated,PILOT,item operated,HELICOPTER
2784,2416,"(-23) PILOT WAS ON A VFR FLIGHT FROM AUBURN/LEWISTON, ME (LEW) TO BUFFALO, NY (BUF). APPROXIMATELY 15 MILES SOUTHWE",<triplet> AUBURN <subj> ME <obj> located in the administrative territorial entity,AUBURN,located in the administrative territorial entity,ME
2785,2417,(-23)ON TAKEOFF FOR A MIANTENANCE FERRY FLIGHT (SPECIAL FLIGHT PERMIT ISSUED) FROM FULTON COUNTY-BRONW FIELD (FTY) ,<triplet> BRONW <subj> FULTON County <obj> located in the administrative territorial entity,BRONW,located in the administrative territorial entity,FULTON County
2786,2418,(-23) THE AIRMAN ATTEMPTED A TAKEOFF WITH PITOT COVER ATTACHED. TAKEOFF WAS ABORTED WHEN THE PILOT NOTICED THAT THE,<triplet> PITOT <subj> TAKEOFF <obj> subclass of,PITOT,subclass of,TAKEOFF
2787,2419,"(-23) PILOT STATED THAT JUST BEFORE TAKE OFF AT YUMA INTERNATIONAL AIRPORT, HE ADJUSTED HIS SEAT FORWARD BECAUSE HE",<triplet> YUMA <subj> International Airport <obj> instance of,YUMA,instance of,International Airport
2788,2420,"(-23) SMALL TOW BAR WAS LEFT ATTACHED, AFTER A PRE-FLIGHT INSPECTION WAS COMPLETED IN HANGAR. PILOT WAS NOTIFIED TO",<triplet> HANGAR <subj> PRE-FLIGHT INSPECTION <obj> subclass of,HANGAR,subclass of,PRE-FLIGHT INSPECTION
2789,2421,(-23) ON 07/11/01 FEDEX FLIGHT 1611 INBOUND TO IND REPORTED HEARING A LOUD NOISE FROM THE REAR OF THE AIRCRAFT. THE,<triplet> FEDEX FLIGHT 1611 <subj> 07/11/01 <obj> point in time,FEDEX FLIGHT 1611,point in time,07/11/01
2790,2422,"(-23) ON 06/26/01 ABOUT 1000 EDT, DURING TAKEOFF ROLL, AIRCRAFT LEFT WHEEL HIT A SOFT SAND SPOT AND IT PULLED THE A",<triplet> TAKEOFF <subj> AIRCRAFT <obj> subclass of,TAKEOFF,subclass of,AIRCRAFT
2791,2423,(-23) ON 10/30/2001 MR. HATTER PURCHASED 44.3 GALLONS OF FUEL FROM THE FUEL TRUCK AT MOORE COUNTY AIRPORT IN DUMAS ,<triplet> MOORE County AIRPORT <subj> DUMAS <obj> place served by transport hub,MOORE County AIRPORT,place served by transport hub,DUMAS
2792,2424,"(-23) ON OCTOBER 3, 2001, ABOUT 1300L, N388BA, A LET-L33 SOLO GLIDER WAS SPINNING DOWN FROM 4000' WHEN A SMALL BATT",<triplet> LET-L33 <subj> GLIDER <obj> subclass of,LET-L33,subclass of,GLIDER
2793,2425,(-23) WHILE TAXIING TO PARKING AFTER LANDING THE AIRCRAFT NOSE WHEEL DEPARTED THE TAXIWAY. THE AIRCRAFT WAS STOPPED,<triplet> TAXI <subj> TAXIWAY <obj> different from <triplet> TAXIWAY <subj> TAXI <obj> different from,TAXI,different from,TAXIWAY
2794,2425,(-23) WHILE TAXIING TO PARKING AFTER LANDING THE AIRCRAFT NOSE WHEEL DEPARTED THE TAXIWAY. THE AIRCRAFT WAS STOPPED,<triplet> TAXI <subj> TAXIWAY <obj> different from <triplet> TAXIWAY <subj> TAXI <obj> different from,TAXIWAY,different from,TAXI
2795,2426,"(-23) THE AIRMAN PERFORMED A NORMAL TAKEOFF FROM THE CAMBRIDGE AIRPORT. IMMEDIATELY AFTER LIFT OFF, THE PILOT HEARD",<triplet> CAMBRIDGE AIRPORT <subj> AIRMAN <obj> use,CAMBRIDGE AIRPORT,use,AIRMAN
2796,2427,"(-23) PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 6:45 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A ","<triplet> LOVE AIRFIELD <subj> PRESCOTT, ARIZONA <obj> place served by transport hub",LOVE AIRFIELD,place served by transport hub,"PRESCOTT, ARIZONA"
2797,2428,(-23) SEE ATTACHED INFORMATION REGARDING PHONE INTERVIEW WITH MR. WOOD.                                            ,<triplet> WOOD <subj> 1946 <obj> inception,WOOD,inception,1946
2798,2429,"(-23) DURING TAXI OUT, CFI NOTICED NOSE LANDING GEAR GREEN LIGHT WAS OUT. SHE ATTEMPTED TO SWAP LIGHTS TO VERIFY TH",<triplet> CFI <subj> TAXI <obj> field of work,CFI,field of work,TAXI
2799,2430,(-23) PILOT HAD RECEIVED AN IFR CLEARANCE AND WAS CLEARED FOR TAXI BY TYS GROUND CONTROL. PILOT REALIZED A WHEEL CH,<triplet> IFR <subj> TAXI <obj> instance of,IFR,instance of,TAXI
2800,2431,"(-23) ON A FLIGHT FROM GARDEN VALLEY AIRPORT TO BOISE, IDAHO, THE ENGINE QUIT SUDDENLY. THE PILOT MADE AN ENGINE OU",<triplet> BOISE <subj> IDAHO <obj> located in the administrative territorial entity <triplet> IDAHO <subj> BOISE <obj> capital,BOISE,located in the administrative territorial entity,IDAHO
2801,2431,"(-23) ON A FLIGHT FROM GARDEN VALLEY AIRPORT TO BOISE, IDAHO, THE ENGINE QUIT SUDDENLY. THE PILOT MADE AN ENGINE OU",<triplet> BOISE <subj> IDAHO <obj> located in the administrative territorial entity <triplet> IDAHO <subj> BOISE <obj> capital,IDAHO,capital,BOISE
2802,2432,(-23) MAINTENANCE WAS PERFORMED SOMETIME BEFORE THE PROPOSED FLIGHT. THE ANTI-SKID CIRCUIT BREAKER WAS PULLED BY MA,<triplet> ANTI-SKID CIRCUIT BREAKER <subj> MA <obj> country,ANTI-SKID CIRCUIT BREAKER,country,MA
2803,2433,"(-23) ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF ",<triplet> CE-172 <subj> CESSNA <obj> manufacturer,CE-172,manufacturer,CESSNA
2804,2434,"(-23) THIS INCIDENT, ^PRIVACY DATA OMITTED^ IS CLOSED. ^PRIVACY DATA OMITTED^     INSPECTOR STATEMENT: ON AUGUST 18",<triplet> INSPECTOR STATEMENT <subj> AUGUST 18 <obj> publication date,INSPECTOR STATEMENT,publication date,AUGUST 18
2805,2435,"(23)PILOT STATED HE USED FUEL IN LEFT FUEL TANK, HE SELECTED RIGHT TANK, WHICH STILL HAD 10-15 GALLONS. AFTER ABOUT",<triplet> FUEL <subj> FUEL TANK <obj> part of <triplet> FUEL TANK <subj> FUEL <obj> has part,FUEL,part of,FUEL TANK
2806,2435,"(23)PILOT STATED HE USED FUEL IN LEFT FUEL TANK, HE SELECTED RIGHT TANK, WHICH STILL HAD 10-15 GALLONS. AFTER ABOUT",<triplet> FUEL <subj> FUEL TANK <obj> part of <triplet> FUEL TANK <subj> FUEL <obj> has part,FUEL TANK,has part,FUEL
2807,2436,(-23) PILOT ATTEMPTED TO LAND AT KODIAK MUNICIPAL AIRPORT. HE GOT A NOSE GEAR UNSAFE INDICATION. HE NOTIFIED TOWER ,<triplet> KODIAK MUNICIPAL AIRPORT <subj> Tower <obj> place served by transport hub,KODIAK MUNICIPAL AIRPORT,place served by transport hub,Tower
2808,2437,(-23) TAKEOFF WAS ABORTED DUE TO SEVERE VIBRATION AND LOSS OF NOSEWHEEL STEERING. THE NOSE LANDING GEAR TORQUE LINK,<triplet> (23)TAKEOFF <subj> NOSEWHEEL <obj> has part,(23)TAKEOFF,has part,NOSEWHEEL
2809,2438,"(-23) ON AUGUST 23, 2001, AT APPROXIMATELY 1530 EDT, A CESSNA 182R, N5419E, SUSTAINED SUBSTANTIAL DAMAGE DURING LAN",<triplet> CESSNA 182R <subj> N5419E <obj> instance of,CESSNA 182R,instance of,N5419E
2810,2439,(-23) AFTER TAKE OFF ACFT HAD POWER FAILURE. PILOT FLEW BY TOWER AND CONFIRMED ALL GEAR DOWN. ACFT LANDED AND NOSE ,<triplet> ACFT <subj> 23 <obj> number of participants,ACFT,number of participants,23
2811,2440,(-23)INSPECTION OF THE AIRCRAFT BY THE FBO INDICATES THAT THE PILOT ATTEMPTED THE TAKE-OFF ROLL WITHOUT THE PARKING,<triplet> FBO <subj> AIRCRAFT <obj> item operated,FBO,item operated,AIRCRAFT
2812,2441,(-23) THE PILOT IN COMMAND TAXIED AND TOOK OFF WITH THE ENGINE HEATER EXTENSION CORD PLUGGED INTO THE AIRPLANE. UPO,<triplet> PILOT <subj> AIRPLANE <obj> item operated <triplet> AIRPLANE <subj> PILOT <obj> operator,PILOT,item operated,AIRPLANE
2813,2441,(-23) THE PILOT IN COMMAND TAXIED AND TOOK OFF WITH THE ENGINE HEATER EXTENSION CORD PLUGGED INTO THE AIRPLANE. UPO,<triplet> PILOT <subj> AIRPLANE <obj> item operated <triplet> AIRPLANE <subj> PILOT <obj> operator,AIRPLANE,operator,PILOT
2814,2442,"(-23) AIRCRAFT DEPARTED FAIRBANKS INTERNATIONAL APPROXIMATELY 10 MINUTES AFTER TAKEOFF AND WHILE IN CLIMB, THE ENGI",<triplet> TAKEOFF <subj> CLIMB <obj> part of,TAKEOFF,part of,CLIMB
2815,2443,"(-23) ON JANUARY 2, 2002, AT APPROXIMATELY 2330 CST, A PIPER PA-28-180 MADE AN EMERGENCY LANDING RESULTING FROM SEP",<triplet> PA-28-180 <subj> PIPER <obj> instance of,PA-28-180,instance of,PIPER
2816,2444,(-23) ON 12/13/02 AT APPROXIMATELY 21:12 N111AM SUSTAINED HYDRAULIC FAILURE THUS LANDING AT PBI. DURING THE TAXI IN,<triplet> TAXI <subj> 12/13/02 <obj> point in time,TAXI,point in time,12/13/02
2817,2445,(-23) PILOT FORGOT TO REMOVE TOW BAR. WHILE TAXIING FOR TAKE-OFF PROP STRUCK TOW BAR.                              ,<triplet> TAXI <subj> PROP <obj> different from <triplet> PROP <subj> TAXI <obj> different from,TAXI,different from,PROP
2818,2445,(-23) PILOT FORGOT TO REMOVE TOW BAR. WHILE TAXIING FOR TAKE-OFF PROP STRUCK TOW BAR.                              ,<triplet> TAXI <subj> PROP <obj> different from <triplet> PROP <subj> TAXI <obj> different from,PROP,different from,TAXI
2819,2446,(-23) INEFFECTIVE ELEVATOR CONTROL BECAME APPARENT DURING TAKE OFF ROLL. (ONGOING INVESTIGATION TO DETERMINE CAUSE ,<triplet> INEFFECTIVE ELEVATOR Control <subj> TAKE OFF ROLL <obj> part of,INEFFECTIVE ELEVATOR Control,part of,TAKE OFF ROLL
2820,2447,(-23) PIC REPORTED THE RIGHT SIDE EMERGENCY EXIT WINDOW/DOOR DEPARTED. THE AIRPLANE HAD DEPARTED ON A TEST FLIGHT A,<triplet> A TEST FLIGHT A <subj> AIRPLANE <obj> instance of,A TEST FLIGHT A,instance of,AIRPLANE
2821,2448,(-23) BIRDS NEST IN ENGINE COWLING THAT WAS INGESTED INTO THE INDUCTION SYSTEM CAUSING A RESTRICTION TO AIRFLOW AND,<triplet> AIRFLOW <subj> INDUCTION SYSTEM <obj> has cause,AIRFLOW,has cause,INDUCTION SYSTEM
2822,2449,"(-23) ON MAY 29, 2002, AT 1400 HOURS EDT, A PIPER PA-23-250, N6597Y, REGISTERED TO AIRLINE TRAINING ACADEMY, INC, E",<triplet> PIPER <subj> PIPER PA-23-250 <obj> has part,PIPER,has part,PIPER PA-23-250
2823,2450,"(-23) DURING FLIGHT TRANSITIONING FROM CLIMB TO CRUISE, THE ENGINE COWLING SEPARATED FROM THE ENGINE COMPARTMENT AN",<triplet> CLIMB <subj> CRUISE <obj> followed by,CLIMB,followed by,CRUISE
2824,2451,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A",<triplet> KIS <subj> KIT <obj> subclass of,KIS,subclass of,KIT
2825,2452,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ",<triplet> MOWATA AIRPORT <subj> EUNICE <obj> place served by transport hub <subj> LOUISIANA <obj> located in the administrative territorial entity <triplet> EUNICE <subj> LOUISIANA <obj> located in the administrative territorial entity,MOWATA AIRPORT,place served by transport hub,EUNICE
2826,2452,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ",<triplet> MOWATA AIRPORT <subj> EUNICE <obj> place served by transport hub <subj> LOUISIANA <obj> located in the administrative territorial entity <triplet> EUNICE <subj> LOUISIANA <obj> located in the administrative territorial entity,MOWATA AIRPORT,located in the administrative territorial entity,LOUISIANA
2827,2452,"(-23) THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS (MAF) WITHOUT ANY KNOWN ",<triplet> MOWATA AIRPORT <subj> EUNICE <obj> place served by transport hub <subj> LOUISIANA <obj> located in the administrative territorial entity <triplet> EUNICE <subj> LOUISIANA <obj> located in the administrative territorial entity,EUNICE,located in the administrative territorial entity,LOUISIANA
2828,2453,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE",<triplet> KN68 <subj> AIRCRAFT <obj> instance of,KN68,instance of,AIRCRAFT
2829,2454,"(-23) THE AIRCRAFT DEPARTED FROM BUY FOR A MAINTENANCE TEST FLIGHT. ON DEPARTURE, AT APPROXIMATELY 800 FT. AGL, THE",<triplet> AGL <subj> BUY <obj> subsidiary,AGL,subsidiary,BUY
2830,2455,"(-23) ACCORDING TO PIC, HE ABORTED THE TAKE OFF AT 30 FT AGL DUE TO NO INDICATED AIRSPEED. DURING RESULTING LANDING",<triplet> AGL <subj> AIRSPEED <obj> different from,AGL,different from,AIRSPEED
2831,2456,(-23) THIS AIRCRAFT HAD JUST RECEIVED AN ANNUAL INSPECTION. DURING THE PREFLIGHT INSPECTION THE PILOT FAILED TO NOT,<triplet> PILOT <subj> AIRCRAFT <obj> part of,PILOT,part of,AIRCRAFT
2832,2457,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ",<triplet> GRUMMAN <subj> American <obj> country,GRUMMAN,country,American
2833,2458,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",<triplet> FAYETTEville <subj> TENNESSEE <obj> located in the administrative territorial entity,FAYETTEville,located in the administrative territorial entity,TENNESSEE
2834,2459,(-23) THE PILOT STATED THAT DURING TAKE OFF HE REALIZED HE HAD FAILED TO REMOVE THE CONTROL LOCK. HE RAN OFF THE EN,<triplet> PILOT <subj> CONTROL LOCK <obj> has part <triplet> CONTROL LOCK <subj> PILOT <obj> part of,PILOT,has part,CONTROL LOCK
2835,2459,(-23) THE PILOT STATED THAT DURING TAKE OFF HE REALIZED HE HAD FAILED TO REMOVE THE CONTROL LOCK. HE RAN OFF THE EN,<triplet> PILOT <subj> CONTROL LOCK <obj> has part <triplet> CONTROL LOCK <subj> PILOT <obj> part of,CONTROL LOCK,part of,PILOT
2836,2460,(-23) ^PRIVACY DATA OMITTED^ THE PILOT REFUELED THE AIRCRAFT AT HIS DESTINATION FROM TWO FIVE GALLON CONTAINERS HE ,<triplet> AirCRAFT <subj> CONTAINERS <obj> has part <triplet> CONTAINERS <subj> AirCRAFT <obj> part of,AirCRAFT,has part,CONTAINERS
