,index,input,head,relation,tail
2228,2007,"NARRATIVE: ON SEPTEMBER 6, 1996, A BEECHCRAFT, BE33A, N7368R PILOTED BY MR. JOHN MONYPENY WAS ENROUTE FROM CATALINA",crashed on takeoff and was missing,point in time,"february 7, 1997"
2229,2008,AFT CARGO LIGHTO ON CLIMBOUT. LOST PRESSURIZATION. NR3 ENGINE FAILED. RETURNED. CARGO DOOR OPEN. DOOR HIT ENGINE.  ,n956s,manufacturer,cessna
2230,2009,YAW STRING CAUGHT IN CANOPY ON TOW. RELEASED. TURNED BACK. HEAVY SINK ON FINAL. STRUCK TREES.                      ,sun 'n fun,instance of,fly-in
2231,2010,(.4)THE PILOT REPORTED THAT HE HAD A TRIP IN THE MORNING. HE REPORTED THAT HE WAS RUNNING LATE AND WAS IN A HURRY. ,ameristar flight 918,point in time,"april 11, 1997"
2232,2012,"AIRCRAFT CRASHED ON TAKEOFF AND WAS MISSING, SUBJECT OF AN ALNOT. WRECKAGE WAS LOCATED. (.19) ON FEBRUARY 7, 1997, ",crash,has effect,crash
2233,2013,"NARRATIVE: ON MARCH 13, 1997, N956S, A CESSNA MODEL 500, WHILE ON A FUNCTIONAL TEST FLIGHT LANDED WITH THE NOSE GEA",pilot,subclass of,passenger
2234,2014,"NARRATIVE: DURING AIRCRAFT ARRIVAL OPERATIONS AT SUN 'N FUN FLY-IN, THE AIRPLANE WAS DIRECTED BY A GROUND MARSHAL T",enigne,subclass of,modification
2235,2015,"NARRATIVE: ON APRIL 11, 1997, AT APPROXIMATELY 1755 MST, AMERISTAR FLIGHT 918, A FALCON DA-20, DEPARTED EL PASO INT",vfr,subclass of,cessna
2236,2016,ENGINE SIEZED ON CLIMBOUT. LANDED ON SUPER MARKET ROOF. CHANGED OIL PRIOR FLIGHT. FAILED SECURE TEMPERATURE PROBE. ,ak airport,named after,birchwood
2237,2017,LOST POWER CLIMBOUT TO CRUISE. FAILED VISUALY CHECK FUEL. SUSPECT OUT OF FUEL. LANDED ON ROAD. RAN OFF INTO DITCH. ,flim,subclass of,compressor
2238,2018,THE PILOT EXITED THE AIRCRAFT IN ORDER TO ESCORT A DEPLANING PASSENGER. THE STUDENT PILOT RATED PASSENGER WAS LEFT ,ifr,instance of,flight plan
2239,2019,HOT SMELL ON TEST FLIGHT. ENIGNE QUIT TURNING BASE. LANDED SHORT. BURNED. EXHAUST WELD BROKE. ILLEGAL MODIFICATION.,carb choke,part of,preflight
2240,2020,"NARRATIVE: PRIVATE PILOT, IN A SINGLE ENGINE CESSNA, ON A VFR FLIGHT WITH ONE PASSENGER, MADE AN EMERGENCY LANDING ",kotzebue,capital of,alaska
2241,2020,"NARRATIVE: PRIVATE PILOT, IN A SINGLE ENGINE CESSNA, ON A VFR FLIGHT WITH ONE PASSENGER, MADE AN EMERGENCY LANDING ",alaska,capital,kotzebue
2242,2021,"NARRATIVE: AIRCRAFT DEPARTED BIRCHWOOD, AK AIRPORT ON A SHORT PLEASURE FLIGHT. THE LEFT MAIN GEAR FAILED TO EXTEND ",n83ga,manufacturer,beechcraft
2243,2022,LOST POWER AFTER LIFTOFF. HAD COMPRESSOR STALL. HIT GROUND. CARTWHEELED. MASKING FLIM BLOCKED AIR INTAKE. (-23) ON ,fairbanks international,instance of,cessna
2244,2023,"NARRATIVE: THE LEAR 35, OPERATING UNDER FAR 135, DEPARTED SPIRIT OF ST. LOUIS AIRPORT ON AN IFR FLIGHT PLAN, PROPOS",part 141,instance of,curriculum
2245,2024,LOST POWER ON CLIMBOUT. SETTLED INTO TREES. CARB CHOKE ON. OVERLOOKED IN PREFLIGHT. (-23) THE PIC REPORTED A LOSS O,pitot cover,part of,runway
2246,2025,"NARRATIVE: ON 04/27/97 AT 6:25 A CESSNA CARAVAN, N303GV, DEPARTED KOTZEBUE, ALASKA WITH THE TAIL STAND ATTACHED.   ",runway conditions at steven's village,instance of,extrem
2247,2026,"NARRATIVE: ON APRIL 30, 1997, N83GA, BEECHCRAFT MODEL 200 MADE A LANDING EMERGENCY AFTER THE RIGHT ENGINE FIRE WARN",3021,point in time,"december 23, 1996"
2248,2027,"NARRATIVE: ON DECEMBER 7, 1996, AT APPROXIMATELY 1300 P.M. N5459R, A CESSNA 172F DEPARTED FAIRBANKS INTERNATIONAL A",gear up,use,inflight
2249,2028,NARRATIVE: THE FLIGHT WAS CONDUCTED UNDER A PART 141 CURRICULUM FOR A COMMERCIAL RATING. IT WAS THE PILOT'S FIRST S,thermaling,facet of,glider
2250,2029,DEPARTED IFR. REQUESTED RETURN. BROKE OUT ANGLE TO RUNWAY. DRAGGED WING LANDING. PITOT COVER STILL ON.M (-23) PILOT,carb icing,different from,manuel
2251,2029,DEPARTED IFR. REQUESTED RETURN. BROKE OUT ANGLE TO RUNWAY. DRAGGED WING LANDING. PITOT COVER STILL ON.M (-23) PILOT,manuel,different from,carb icing
2252,2030,NARRATIVE: THE CARGO DOOR WAS LATCHED BEFORE TAKEOFF BY MR. BOWEN. RUNWAY CONDITIONS AT STEVEN'S VILLAGE WAS EXTREM,gear up,different from,climbout
2253,2031,"NARRATIVE: ON DECEMBER 23, 1996, CONTINENTAL EXPRESS FLIGHT 3021 HAD AN IN-FLIGHT OPENING OF THE MAIN CABIN DOOR. N",airport,instance of,airport
2254,2032,DOOR CAME OPEN INFLIGHT. THROTTLED BACK INTO FEATHER BY MISTAKE. LANDED GEAR UP IN FIELD. COULD FLY WITH DOOR OPEN.,lost all electrical power,item operated,alternator
2255,2033,POWERED GLIDER UNALBE RESTART AFTER THERMALING. TOO LOW RETRACT. ENGINE NO FLAPS LANDED FAST AND HARD. GROUND LOOPE,rust,has cause,corrosion
2256,2033,POWERED GLIDER UNALBE RESTART AFTER THERMALING. TOO LOW RETRACT. ENGINE NO FLAPS LANDED FAST AND HARD. GROUND LOOPE,corrosion,has effect,rust
2257,2034,CARB ICING AT CRUISE. APPLIED PARTIAL CARB HEAT AND LEANED MIXTURE. CONTRARY TO MANUEL. ENGINE QUIT.FUEL EXHAUSTION,wind farm,subclass of,wind farm
2258,2035,CABIN DOOR OPENED ON CLIMBOUT. DISTRACTED RETURNED. LANDED GEAR UP. AWARE GEAR UP TOO LATE FOR GO AROUND.          ,strip,subclass of,landed
2259,2036,LOST POWER EN ROUTE AFTER SWITCHING TANKS. LANDED ON HIGHWAY. PUSHED TO NEARBY AIRPORT. WATER IN FUEL. SAT OUT.    ,runway 8,instance of,runway
2260,2037,"NARRATIVE: AFTER DEPARTING MONTEREY DEL NORTE, THE AIRCRAFT LOST ALL ELECTRICAL POWER. THE EMERGENCY ALTERNATOR RES",preflite,subclass of,collective disconnect
2261,2038,ENGINE QUIT ON FINAL. HIT LIGHT POLES AND FENCE. WATER RUST IN FUEL. LEAKY RUSTED FUEL CAPS. BAD O RING CORROSION. ,marlboro airport,place served by transport hub,"marlboro, nj"
2262,2039,ROUGH ENGINE. POWER LOSS. LANDED SOFT TERRAIN. NOSED OVER FOUND WATER IN FUEL.                                     ,2009,point in time,2009
2263,2040,"AIRCRAFT LANDED ON PRIVATE GRASS STRIP, LOST CONTROL, RAN OFF STRIP, HIT PINE TREES. (.4)THE PILOT STATED THAT WHIL",tailwheel,subclass of,rudder control
2264,2041,"NARRATIVE: AIRCRAFT WAS CLEARED TO LAND ON RUNWAY 8 (DOWNWIND), BUT THE PILOT DECIDED HE WAS GOING TOO FAST BECAUSE",nr2,subclass of,engine
2265,2042,COLLECTIVE DISCONNECT. DAMAGED ON RUN ON LOG. FAILED PREFLITE COLLECTIVE USED INCORRECT CONTROL INPUTS. UNSKILLED. ,radio,part of,electrical system
2266,2043,"NARRATIVE: AFTER DEPARTURE FROM MARLBORO AIRPORT, MARLBORO, NJ UNDER VISUAL METEOROLOGICAL CONDITION (VMC), THE PIL",1730,point in time,1730
2267,2044,AIRCRAFT MADE EMERGENCY LANMDING IN A FIELD AND BURNED. (.4)THE PILOT REPORTED THE AIRCRAFT CLIMBED OUT NORMALLY UN,rotor drive,part of,bank
2268,2045,LOUD POP ON TAKEOFF ROLL. LOST RUDDER CONTROL. EXITED RWY INTO CORNFIELD. HAD FAILED TO LOCK THE TAILWHEEL. (-23) M,1999,point in time,1999
2269,2046,LOST OIL PRESSURE NR2 ENGINE. LANDED MDT. OIL CAP CAME LOOSE. SIPHENED OIL PUT IN SEVEN QTS CONTINUED TO SVH.      ,tiedown chains,has part,tied skids
2270,2046,LOST OIL PRESSURE NR2 ENGINE. LANDED MDT. OIL CAP CAME LOOSE. SIPHENED OIL PUT IN SEVEN QTS CONTINUED TO SVH.      ,tied skids,part of,tiedown chains
2271,2047,"NARRATIVE: PILOT ADVISED THAT AFTER DEPARTURE ALL RADIOS WENT OUT. HE CIRCLED PATTERN, CHECKED ELECTRICAL SYSTEM AN",cruise altitude,part of,flight
2272,2048,"NARRATIVE: ON AUGUST 28, 1997, AT 1730 EDT N9401P PILOTED BY WARREN R. LUMPKINS, LOST POWER ON TAKEOFF FROM THE LIL",refueling,part of,preflight
2273,2049,FOREST FIRE FLIGHT. FILLED WATER BUCKET. LOUD BANK. LOST POWER. AUTOROTATED TO TREES. ROTOR DRIVE SHAFT FAILED. (-2,Flight Simulator,manufacturer,NASA
2274,2050,SKIDDED AND NOSED OVER LANDING ON 900 FT LONG GRAVEL STRIP. FOUND SPRAY CAN WEDGED UNDER RIGHT RUDDER PEDAL.       ,crashed on takeoff,facet of,ferry
2275,2051,TIRED TAXI WITH TIEDOWN CHAINS ATTACHE. ROLLED OVER. PILOT FAILED NOTE RAMP PERSON TIED SKIDS DUE HIGH WIND.       ,runway,part of,ground
2276,2052,THE SCHEDULED COMMUTER FLIGHT WAS AT CRUISE ALTITUDE WHEN THE CARGO DOOR OPENED IN FLIGHT AND STRUCK THE SIDE OF TH,pa12,instance of,float
2277,2053,NARRATIVE: MR. COBB STATED THAT HE PERFORMED A NORMAL PREFLIGHT AND SUMPED FUEL BEFORE AND AFTER REFUELING. DURING ,nose gear,part of,prefligh
2278,2054,NARRATIVE: THE PILOT CONTACTED THE INVESTIGATION INSPECTOR SHORTLY AFTER THIS INCIDENT OCCURRED AND PROVIDED THE FO,kitty hawk,instance of,aircar
2279,2055,"CRASHED ON TAKEOFF, OTHER CIRCUMSTANCES ARE UNKNOWN. (.4)THE PILOT WAS PLANNING TO FERRY HIS AIRPLANE FROM A PRIVAT",emergency landing,subclass of,landed
2280,2056,RUDDER BLOCKED LANDING. RAN OFF SIDE RUNWAY. GROUND LOOPED. OIL CAN ROLLED UNDER LEFT PEDAL FROM BACK FLOOR AREA. (,pilot,field of this occupation,took off
2281,2057,FLOAT EQUIPPED PA12 FOUND FLOATING UP SIDE DOWN IN LAKE. PILOT NOT FOUND IN DEEP LAKE.  SEEN PATCHING A FLOAT PRIOR,piper arrow,instance of,pa-28r-200
2282,2058,ENGINE QUIT ENROUTE. TORE OFF NOSE GEAR LANDING IN A SWAMP. OIL DIPSSTICK CAME OFF. FAILED TO SECURE IT ON PREFLIGH,flight coa142,point in time,"june 14, 1997"
2283,2059,"NARRATIVE: ON NOVEMBER 21, 1997, AT APPROXIMATELY 1130 LOCAL EST, A DC-9-15F, N564PC, OPERATED BY KITTY HAWK AIRCAR",fuel lever,part of,engine
2284,2060,"AIRCRAFT ENGINE QUIT AND PILOT MADE EMERGENCY LANDING, ROLLED OVER SEVERAL TIMES. (.4)INADEQUATE PREFLIGHT BY THE P",oil chge,use,fuel flush
2285,2061,"AS A RESULT OF IMPROPER PREFLIGHT PROCEDURES, THE ACFT TOOK OFF WITH A RIG PIN INSERTED IN THE ELEVATOR. THE PILOT ",landing,part of,emergency procedure
2286,2062,"NARRATIVE: ON MONDAY, DECEMBER 22, 1997, AT 0948 PST, A PIPER ARROW, PA-28R-200, N15428, HAD AN ENGINE FAILURE 15 N",preflight,followed by,take-off
2287,2063,"NARRATIVE: CONTINENTAL AIRLINES INC. FLIGHT COA142 DEPARTED COS ENROUTE TO EWR, JUNE 14, 1997. AFTER TAKE-OFF, THE ",pilot,item operated,flight controls
2288,2063,"NARRATIVE: CONTINENTAL AIRLINES INC. FLIGHT COA142 DEPARTED COS ENROUTE TO EWR, JUNE 14, 1997. AFTER TAKE-OFF, THE ",flight controls,operator,pilot
2289,2064,NR2 ENGINE FIRE WHILE LOADING PASSENGERS AT GATE. EVACUATED. FUEL LEVER WAS IN FLIGHT IDLE. CUT OFF. SMOKE CLEARED.,ground maintenance check,facet of,aircraft
2290,2065,LOST POWER ENROUTE. FORCE LANDED WEST OF AIRPORT. NOSED OVER IN MUD. 175 NOT FLOWN 10YRS. ONLY OIL CHGE FUEL FLUSH.,N1319e,instance of,n1319e
2291,2066,UNABLE SAFE GEAR FOR LANDING. LOST RIGHT ENGINE DUE LOW FUEL. LANDED GEAR UP. FAILED USE PROPER EMERGENCY PROCEDURE,plowed,subclass of,dirfts
2292,2067,NARRATIVE: COMMERCIAL PILOT DID NOT PROPERLY PREFLIGHT A/C. COWLING DETACHED DURING TAKE-OFF.                      ,crashed,location,Hartsfield-Jackson International Airport
2293,2068,PILOT DID NOT PERFORM PREFLIGHT CHECK AND FAILED TO REMOVE GUST LOCK FROM FLIGHT CONTROLS. STURCK TREES END OF RUN ,aircraft,point in time,7-13-97
2294,2069,NARRATIVE: WHAT STARTED AS AN AIRCRAFT GROUND MAINTENANCE CHECK TURNED INTO AN ABORTED TAKEOFF DUE TO LACK OF ANY A,Mech problems,subclass of,fuel pumps
2295,2070,"NARRATIVE: PIC DID NOT ADEQUATELY PREFLIGHT N1319E, AND CONSEQUENTLY FAILED TO NOTICE THAT THE FUEL TANKS WERE NEAR",(.4)befo,instance of,climbout
2296,2071,DRIFTED LANDING ROLL. HIT DRIFTED SNOW AND PLOWED DIRFTS. SKIDDED SIDEWAYS OFF RWY. INCORRECT RWY CONDITION REPORT.,inop,opposite of,sic
2297,2071,DRIFTED LANDING ROLL. HIT DRIFTED SNOW AND PLOWED DIRFTS. SKIDDED SIDEWAYS OFF RWY. INCORRECT RWY CONDITION REPORT.,sic,opposite of,inop
2298,2072,NARRATIVE: PARKING BRAKE APPARENTLY LEFT ON. T.O. WAS ABORTED. WHILE TAXIING BACK TO RAMP RIGHT BRAKE CAUGHT FIRE. ,wind check,part of,cockpit
2299,2073,NARRATIVE: ON SCENE INVESTIGATION ON 7-13-97 FOUND AIRCRAFT PARKED IN A WHEAT FIELD WITH THE LEFT MAIN GEAR COLLAPS,smoke fire,has cause,pilot overcome by smoke
2300,2074,LOST POWER BOTH ENGINES. DESTOYED LANDING. HAD KNOWN MECH PROBLEMS. FAILED FEATHER. STALLED. FUEL PUMPS INOP. (-23),fuel selector,facet of,pilot fueled aircraft
2301,2075,DOOR OPENED ON CLIMBOUT. BECAME DISTRUBED BELEIVING EMERGENCY. LANDED SHORT. SHEARED GEAR. SLID INTO TREE. (.4)BEFO,pilot,item operated,aircraft
2302,2076,V1 ROTATION PREMATURE. STALLED IMPACTED. SLIDE OFF RWY. ATTEMPT DEPART R ENGINE INOP NOT SIC. POSSIBLE ILLEGAL OPS.,carb,subclass of,engine
2303,2077,SMOKE IN COCKPIT RETURNING TO BASE PILOT PANICKED. CRASH LANDED. APPARENTLY ACTIVATED THE WIND CHECK SMOKER.       ,runwa,part of,air traffic control
2304,2078,THRU A ROD ON CLIMBOUT. SMOKE FIRE. PILOT OVERCOME BY SMOKE. STALL SPIN AND BURNED ON IMPACT. OUT OF CG UNAIRWORTH ,Stellafly,has part,Stellafly
2305,2079,NARRATIVE: PILOT FUELED AIRCRAFT AND PLACED FUEL SELECTOR ON LEFT TANK. PILOT BOARDED HIS TWO DOGS AND UPON HIS ENT,airport,place served by transport hub,anoka
2306,2080,NARRATIVE: UPON LANDING AIRCRAFT PILOT LOST CONTROL (UNKNOWN REASON) AND RECOVERY POSITIONED AIRCRAFT PERPENDICULAR,runway 5,part of,airport
2307,2081,GROUND LOOPED TO LEFT LANDING. FOLDED RIGHT GEAR. WING TIP HIT. PILOT ACCIDENTLY PULLED BRAKE ON INSTEAD CARB HEAT.,fuel tank cap,use,siphoning
2308,2082,"NARRATIVE: AT THE DIRECTION OF AIR TRAFFIC CONTROL (ATC), THE AIRCRAFT WAS HOLDING FOR DEPARTURE CLEARANCE AT RUNWA",tail rotor,part of,gear box
2309,2083,LOST POWER DURING DUAL STALLS. PROP STOPPED. UNABLE ROTATE. LANDED ROUGH FIELD. RIGHT GEAR BROKE. NO STC AUTO FUEL.,mainternance,connects with,nlf door
2310,2083,LOST POWER DURING DUAL STALLS. PROP STOPPED. UNABLE ROTATE. LANDED ROUGH FIELD. RIGHT GEAR BROKE. NO STC AUTO FUEL.,nlf door,connects with,mainternance
2311,2084,"NARRATIVE: PILOT REPORTED ENGINE SPUTTERED AND QUIT ON APPROACH TO ANOKA, MN AIRPORT. TRIED RESTARTING WITH NO EFFE",runway,use,takeoff
2312,2085,DEPARTED WITH CONTROL LOCKS ENGAGED. LOST CONTROL. (.4)A WITNESS OBSERVED THE AIRPLANE DEPART RUNWAY 5 AND CLIMB AT,Leningrad,country,Russia
2313,2085,DEPARTED WITH CONTROL LOCKS ENGAGED. LOST CONTROL. (.4)A WITNESS OBSERVED THE AIRPLANE DEPART RUNWAY 5 AND CLIMB AT,Russia,contains administrative territorial entity,Leningrad
2314,2086,RAN OUT OF FUEL EN ROUTE DUE SIPHONING FROM RIGHT FUEL TANK CAP. STRUCK A TRUCK LANDING ON A HIGHWAY. CAP NOT SECUR,take off,followed by,approach
2315,2086,RAN OUT OF FUEL EN ROUTE DUE SIPHONING FROM RIGHT FUEL TANK CAP. STRUCK A TRUCK LANDING ON A HIGHWAY. CAP NOT SECUR,approach,follows,take off
2316,2087,CARGO STRAP BLEW OUT OF BAGGAGE CONTAINER AND WRAPPED AROUND TAIL ROTOR. DAMAGE PITCH LINKS AND GEAR BOX. SPUN IN. ,alternator,part of,electrical system
2317,2087,CARGO STRAP BLEW OUT OF BAGGAGE CONTAINER AND WRAPPED AROUND TAIL ROTOR. DAMAGE PITCH LINKS AND GEAR BOX. SPUN IN. ,rain,has cause,wind
2318,2088,FAILED TO GET RELEASE FROM MAINTERNANCE. OPEN REPAIR ORDER EXISTED DISCONNECTED NLF DOOR JAMMED GEAR CAUSED COLLAPS,gear selector,use,lift off
2319,2089,LOST DIRCTIONAL CONTROL WHEN TAIL CAME UP ON TAKEOFF. VEERED OFF RUNWAY. EQUIPPED WITH LARGE TUNDRA TIRES. (.4) ON ,piper pa-12,subclass of,airplane
2320,2090,LANDED IN FIELD AFTER POWER LOSS. FUEL CONTAMINATED BY WATER. RT TANK DRAIN RUSTED CLOSED.                         ,gear,has part,assemby
2321,2090,LANDED IN FIELD AFTER POWER LOSS. FUEL CONTAMINATED BY WATER. RT TANK DRAIN RUSTED CLOSED.                         ,assemby,part of,gear
2322,2091,CANOPY NOT LATCHED PROPERLY BEFORE TAKE OFF AND DEPARTED AIRCRAFT ON APPROACH. PUNCTURED WING. NOT ON CHECK LIST.  ,runway,use,climbout
2323,2092,NARRATIVE: TOTAL ELECTRICAL SYSTEM FAILURE OCCURRED DURING ALTERNATOR COOLING TESTS. PILOT ATTEMPTED TO EXTEND LAND,John F. Kennedy,position held,President
2324,2093,AERIAL MOOSE SURVEY. LOST POWER LOW ALTITUDE. STRUCK TREES. WATER IN FUEL. HAD SAT OUT IN ALL NIGHT RAIN. (.4)THE C,sunmer,located in the administrative territorial entity,iowa
2325,2094,GEAR RETRACTION DUE GEAR SELECTOR IN THE UP POSITION. SETTLED BACK TO RUNWAY AFTER INITIAL LIFT OFF.               ,emerg landing,subclass of,climbout
2326,2095,"AIRCRAFT CRASHED ON LANDING. (.4) ON SEPTEMBER 14, 1997, AT 0830 ALASKA DAYLIGHT TIME, A PIPER PA-12 AIRPLANE, N789",roation,subclass of,takeoff roll
2327,2096,CHECK RIDE FLIGHT UNABLE EXTEND NOSE GEAR. GEAR IN OVER CENTER. TUBE ASSEMBY BENT. CRACKED. CAUSAL UNKNOWN.        ,oil leaks,facet of,oil
2328,2097,ENGINE MISSING ON CLIMBOUT. REVERSED COURSE. LANDED DOWNWIND LONG. RAN OFF END RUNWAY. S TRUCK A RESIDENCE. (.4)THE,easter daylight time,named after,sun
2329,2098,"AFTER TOUCH AND GO ACFT CLIMBED TO 299 FT, ENGINE SPUTTERED AND QUIT, ACFT LANDED IN A BEAN FIELD. (.4) IN THE WRIT",n18bz,date of death,"october 7, 1997"
2330,2099,"MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF SUNMER, IOWA",taxiing,uses,controls
2331,2099,"MR. KADERA THEN ATTEMPTED TO LAND IN A FIELD BUT WAS FORCED TO LAND ON HIGHWAY 93. THREE MILES EAST OF SUNMER, IOWA",controls,use,taxiing
2332,2100,"ACFT ENGINE LOST POWER ON CLIMBOUT AND PILOT MADE AN EMERG LANDING, SPEARFISH, SD. (.4)THE AIRPLANE SUFFERED A PART",aborted,subclass of,run-up
2333,2101,GEAR COLLAPSED DURING TAKEOFF ROLL AT THE POINT OF ROATION RESULTING IN THE NOSE STRIKING THE GROUND WITH SUBSEQUEN,airport,different from,airport
2334,2101,GEAR COLLAPSED DURING TAKEOFF ROLL AT THE POINT OF ROATION RESULTING IN THE NOSE STRIKING THE GROUND WITH SUBSEQUEN,airport,different from,airport
2335,2102,LOST OIL PRESSURE. LANDED F18. INDICATES SMALL OIL LEAKS AND OIL NOT CHECKED FOR SOME TIME. NO OIL IN ENGINE.      ,main gear,use,landing
2336,2103,"ACFT CRASHED AFTER TAKEOFF, BLISSFIELD, MI (.19)ON JULY 2, 1998, AT 0800 EASTER DAYLIGHT TIME (EDT), W WICKS FLY BA",ferry,has part,engine
2337,2104,"NARRATIVE: ON OCTOBER 7, 1997 AT APPROXIMATELY 1800 EDT A BEECHCRAFT BE58, N18BZ DEPARTED FROM GAYLORD, MI (GLR) WI",landing gear,subclass of,gear
2338,2105,THE PILOT WAS TAXIING THE AIRCRAFT INTO THE WIND WITH THE CONTROLS TIED BACK WITH THE SEAT BELT. THE AIRCRAFT WENT ,radio,has part,radar
2339,2106,"THE PILOT ABORTED THE FIRST TAKEOFF DUE TO A ROUGH RUNNING ENINGE. HE PERFORMED A RUN-UP, DETERMINED THAT THE ENGIN",fuel tank,part of,engine
2340,2107,(-23)A/C TRIED TO RETURN TO THE AIRPORT AFTER TAKEOFF DUE TO OIL ON THE WINDSHIELDS. INSTALLATION OF THE AIRCRAFT S,aileron,use,takeoff tow
2341,2108,RIGHT MAIN GEAR FOLDED LANDING AT CGI HAD DEPARTED PRIOR TO MAINTENANCE WORK ON GEAR WAS COMPLETED.                ,gunnison,located in the administrative territorial entity,idaho
2342,2109,AIRCRAFT IDLE 2 YRS ON A FERRY FLIGHT. LOST RIGHT ENGINE AND PART POWER LEFT ON CLIMBOUT. FUEL FILTERS CLOGGED. (-2,eastern daylight time,instance of,durin
2343,2110,NARRATIVE: THE PILOT STATED THAT HE PLACED THE LANDING GEAR SWITCH IN THE DOWN POSITION FOR LANDING; BUT THE GEAR D,forced landing in du,point in time,"august 26, 1998"
2344,2111,"ACFT REPORTED A PROBLEM WITH CABIN PRESSURE AT FL260 AND WAS CLEARED DOWN TO FL150, RADIO AND RADAR CONTACT WAS LOS",touch and go,subclass of,landing
2345,2112,"PILOT RAN LEFT FUEL TANK DRY, FAILING TO SWITCH TO OTHER TANKS. (.4)THE AIRCRAFT'S ENGINE LOST POWER ON FINAL APPRO",snow plow,use,snow taxiing
2346,2113,"GLIDER EXPERIENCED AILERON PROBLEMS ON TAKEOFF TOW, AFTER THE ACFT WAS RELEASED FROM THE TOW IT STRUCK A BUSH AND S",crashed on takeoff,subclass of,taking off
2347,2114,"(-5)IFR FLIGHT, REXBURG, IDAHO TO GUNNISON, CO., PILOT REQUESTED DIVERSION TO IDAHO FALLS (IDA) AFTER HAVING SMOKE ",a-36,parent taxon,beech
2348,2115,"(.19)ON SEPTEMBER 16, 1998, ABOUT 2040 EASTERN DAYLIGHT TIME, A CESSNA 152, N307DW, WAS SUBSTANTIALLY DAMAGED DURIN",Cockpit Concorde,subclass of,Cessna Caravan
2349,2116,"ON AUGUST 26, 1998, ABOUT 1805 EDT, A ROGINSON R-22 N9067G, WAS SUBSTANTIALLY DAMAGED DURING A FORCED LANDING IN DU",ava,located in the administrative territorial entity,mo.
2350,2117,PILOT WAS PRACTICING TOUCH AND GO LANDINGS WHEN THE ACFT LOST ENGINE POWER AT 200 FEET AND LANDED 1/2 MILE SHORT OF,pacific standard time,point in time,1045
2351,2118,VISIBILITY REDUCED BY BLOWING SNOW TAXIING ON RAMP. STRUCK A 2FT HIGH PERPENICULAR SNOWBANK. MADE BY SNOW PLOW. (.1,take-off,practiced by,pilot
2352,2118,VISIBILITY REDUCED BY BLOWING SNOW TAXIING ON RAMP. STRUCK A 2FT HIGH PERPENICULAR SNOWBANK. MADE BY SNOW PLOW. (.1,pilot,field of this occupation,take-off
2353,2119,ACFT CRASHED ON TAKEOFFF AND SUSTAINED SUBSTANTIAL DAMAGE. (.4) THE AIRPLANE WAS TAKING OFF WHEN THE ENGINE QUIT AT,crashed landed,subclass of,landing
2354,2120,"(-5)ON OCTOBER 21 ,1998, AT 1205 CDT, N3256V, A BEECH A-36, OWNED AND OPERATED BY FRANK ROBINS III, RECEIVED MINOR ",1115 central standard time,point in time,1115
2355,2121,(-5)DURING CRUISE FLIGHT THE PILOT HEARD A LOUD BANG AS IF SOMETHING HAD HIT THE AIRCRAFT. THE PILOT MADE A PRECAUT,bell 206b,subclass of,helicopter
2356,2122,"ON DEPARTURE FROM AVA, MO., ACFT SWERVED TO RIGHT AND PILOT COULD NOT RECOVER, CRASHED ON AIRPORT PROPERTY OFF RWY.","2,000 ft",opposite of,"4,500 ft"
2357,2123,"ACFT STALLED AND CRASHED UPON TAKEOFF. (.19)ON NOVEMBER 4, 1998, AT 1045 HOURS PACIFIC STANDARD TIME, A PIPER PA-46",aprt,different from,mixtu
2358,2123,"ACFT STALLED AND CRASHED UPON TAKEOFF. (.19)ON NOVEMBER 4, 1998, AT 1045 HOURS PACIFIC STANDARD TIME, A PIPER PA-46",mixtu,different from,aprt
2359,2124,NARRATIVE: DURING TAKE-OFF AND UPON ROTATION THE PILOT STATED THE AIRCRAFT APPEARED EXTREMELY HEAVY AND DID NOT WAN,flight 6269,point in time,"february 16, 1998"
2360,2125,LOST POWER ON LANDING. APPROACH. CRASHED LANDED. NO NARRATIVE. (.4)THE PILOT USED A 55 GALLON DRUM WITH A PUMP AND ,test flight,subclass of,airplane
2361,2126,"(.19) ON NOVEMBER 14, 1998, AT 1115 CENTRAL STANDARD TIME, A CESSNA 182F, N3240U, PILOTED BY A COMMERCIAL PILOT, RE",crashed off the end,has cause,pilot reported that the engine lost power
2362,2127,"(.19)ON NOVEMBER 15, 1998, APPROXIMATELY 0945 CENTRAL STANDARD TIME, A BELL 206B HELICOPTER, N21466, WAS SUBSTANTIA",taxiway,use,taxiing
2363,2128,"(-23) WITHIN APPROXIMATELY 3 MIN. AFTER DESCENDING FROM 4,500 FT. TO 2,000 FT., THE ENGINE RPM DROPPED TO APPROXIMA",1025e,instance of,cessna citation
2364,2129,"ACFT EXPERIENCED A LOSS OF POWER ON TAKEOFF, RETURNED TO THE APRT, AND SUSTAINED SUBSTANTIAL DAMAGE. (-23)THE MIXTU",P-51,manufacturer,Ford
2365,2130,"NARRATIVE: ON MONDAY, FEBRUARY 16, 1998, AT 0715 EST, A BA JETSTREAM 3201, N492UE, FLIGHT 6269, OPERATED BY ATLANTI",runway 36,length,36
