,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
263,20040821025519I,"(-23) ON AUGUST 21, 2004, AT 08:45 EDT, A MOONEY M20J, N202MG, S/N 24-1630 WAS RETURNING FROM A LOCAL FLIGHT, LANDI","[['MOONEY M20J', Entity(wikidata_entity_id=Q920799, wikipedia_entity_title=Mooney M20), None], ['LANDI', Entity not linked to a knowledge base, 'GPE']]",MOONEY M20J,,Mooney M20,Q920799
264,20041021024859A,"(-23) N3889B, A BE-35-F35, CO-OWNED AND REGISTERED TO H.N. AND PATRICIA MCCUTCHEN, WAS BASED AT THE STILLWATER, OK ","[['BE-35-F35', Entity not linked to a knowledge base, None], ['H.N. AND PATRICIA', Entity not linked to a knowledge base, 'GPE'], ['CC', Entity not linked to a knowledge base, 'ORG'], ['STILLWATER', Entity not linked to a knowledge base, 'ORG'], ['OK', Entity(wikidata_entity_id=Q1649, wikipedia_entity_title=Oklahoma), 'GPE']]",BE-35-F35,,,
265,20041202029289I,(-23) PILOT REPORTED THE LANDING GEAR RETRACTED DURING TAKE-OFF ROLL. PILOT FURTHER REPORTED THAT PRIOR TO EGRESSIN,"[['EGRESSIN', Entity not linked to a knowledge base, None]]",EGRESSIN,,,
266,20041202030719A,"(-23) THE PURPOSE OF THE FLIGHT WAS FOR A MAINTENANCE CHECK OF THE PRESSURIZATION SYSTEM, THE AILERON TRIM AND THE ","[['AILERON TRIM', Entity not linked to a knowledge base, None]]",AILERON TRIM,,,
267,20050114000899A,"(-23) AIRCRAFT N42WA DEPARTED RWY 27 ON IFR FLIGHT PLAN. AIRCRAFT ROTATED NORMALLY. AT 50 FT ALT, AIRCRAFT BEGAN CL","[['N42WA', Entity not linked to a knowledge base, None], ['Y', Entity not linked to a knowledge base, 'ORG'], ['IFR', Entity(wikidata_entity_id=Q847919, wikipedia_entity_title=Instrument flight rules), 'ORG'], ['BEGAN CL', Entity not linked to a knowledge base, 'ORG']]",N42WA,,,
268,20050914024069A,"(-23) NAVION, N2401T SUSTAINED SUBSTANTIAL DAMAGE TO ITS RIGHT WING AND HORIZONTAL STABILIZER AFTER LOSING POWER DU","[['01', Entity not linked to a knowledge base, None]]",01,,,
269,20050627013759A,"(-23) ON JUNE 27, 2005 AT APPROXIMATELY 1820 HRS PDT, A B-727, N357KP, OPERATED BY CAPITAL AIR CARGO (C8GA), WAS PU","[['B-727', Entity(wikidata_entity_id=Q6409, wikipedia_entity_title=Boeing 727), None], ['CAPITAL AIR CARGO', Entity not linked to a knowledge base, 'ORG'], ['8GA', Entity not linked to a knowledge base, 'ORG'], ['WAS', Entity not linked to a knowledge base, 'ORG']]",B-727,,Boeing 727,Q6409
270,20051208032799A,"(-23) N49815, A CE-152, ON 10/24/2005 WAS SUBJECT TO THE RISING WATER OF A TROPICAL HURRICANE AND RENDERED A CONSTR","[['CE-152', Entity not linked to a knowledge base, None], ['TROPICAL', Entity(wikidata_entity_id=Q42530, wikipedia_entity_title=Tropics), 'GPE']]",CE-152,,,
271,20051021027999I,"(-23) ON OCTOBER 21, 2005, A CESSNA 310, REGISTRATION NUMBER N3346X, S/N 310L-0196, LOST ITS RIGHT BRAKE AS IT WAS ","[['CESSNA 310', Entity(wikidata_entity_id=Q1057187, wikipedia_entity_title=Cessna 310), None]]",CESSNA 310,,Cessna 310,Q1057187
272,20060302003989I,"(-23) ASH 6351, CRJ 2, RETURNED TO ONTARIO, CA AT 0723PST WITH A NOSE GEAR ISSUE. (THE ""REMOVE BEFORE FLIGHT"" RED S","[['AS', Entity(wikidata_entity_id=Q2825642, wikipedia_entity_title=Aeromarine AS), None], ['ONTARIO', Entity(wikidata_entity_id=Q488134, wikipedia_entity_title=Ontario, California), 'GPE'], ['CA', Entity(wikidata_entity_id=Q99, wikipedia_entity_title=California), 'GPE']]",AS,,Aeromarine AS,Q2825642
273,20051108028679A,(-23) THE AIRCRAFT WAS NOT PREFLIGHTED PRIOR TO DEPARTURE. THE LINE PERSON HAD REMOVED THE OIL DIPSTICK FROM THE RI,"[['RI', Entity not linked to a knowledge base, None]]",RI,,,
274,20050922030889I,(-23) ON 09-22-05 AT APPROX. 0122 LOCAL N181FL ON FLIGHT FROM ENW TO MKE DEPARTING ON RWY 24R. AT ABOUT 400' OF RWY,"[['RWY', Entity(wikidata_entity_id=Q184590, wikipedia_entity_title=Runway), None]]",RWY,,Runway,Q184590
275,20060823017199A,(-23) PRIOR TO TAXI AND TAKEOFF THE PILOT FAILED TO REMOVE THE AIRCRAFT TOW BAR BEFORE TAKEOFF CAUSING SUBSTANTIAL ,"[['TAXI', Entity not linked to a knowledge base, None]]",TAXI,,,
276,20070514007929A,"(-23) ON 05/14/2007, 1941 CDT, A GRUMMAN/SCHWEIZER MODEL G-164B, N8402K, REGISTERED TO WILSON FLYING SERVICE, INC, ","[['CDT', Entity(wikidata_entity_id=Q2086913, wikipedia_entity_title=Central Time Zone), None], ['GRUMMAN/SCHWEIZER', Entity not linked to a knowledge base, 'ORG'], ['EL', Entity not linked to a knowledge base, 'ORG'], ['G-164B', Entity not linked to a knowledge base, None], ['WILSON FLYING SERVICE, INC', Entity not linked to a knowledge base, 'ORG']]",CDT,,Central Time Zone,Q2086913
277,20070501008469I,"(-23) ON 05/01/2007 A BE-58 DEPARTED GYY ENROUTE TO HUF, AT APPROXIMATELY 2 MINUTES AFTER TAKEOFF AIRCRAFT RETURNED","[['BE-58', Entity not linked to a knowledge base, None], ['HUF', Entity not linked to a knowledge base, 'ORG'], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), 'ORG']]",BE-58,,,
278,20070630826079I,(-23) AIRCRAFT DEPARTED RAY AIRPORT AND AFTER TAKEOFF INTO THE CLIMB AIRCRAFT ENGINE STARTED TO HAVE PROBLEMS. PILO,"[['CLIMB', Entity(wikidata_entity_id=Q1141401, wikipedia_entity_title=Rate of climb), None]]",CLIMB,,Rate of climb,Q1141401
279,20070705013159I,(-23) REXA FLG5966 RETURNED TO OMAHA DUE TO AN OPEN OXYGEN PANEL LOCATED ON THE EXTERIOR OF THE FUSELAGE BELOW THE ,"[['REXA FLG5966', Entity not linked to a knowledge base, None], ['OMAHA', Entity(wikidata_entity_id=Q43199, wikipedia_entity_title=Omaha, Nebraska), 'ORG']]",REXA FLG5966,,,
280,20071106826469A,(-23) PILOT TOOK OFF WITH FERTILIZER BUCKET ATTACHED. SUSPENSION CABLE FROM BUCKET WAS INADVERTENTLY OVER LOWER BLA,"[['BLA', Entity not linked to a knowledge base, None]]",BLA,,,
281,20070930021249A,(-23) THE PILOT AND THREE PASSENGERS WERE TAKING A LOCAL FLIGHT UNDER VFR CONDITIONS. THE PILOT WASHED THE AIRCRAFT,"[['PILOT', Entity not linked to a knowledge base, None], ['VFR', Entity(wikidata_entity_id=Q907246, wikipedia_entity_title=Visual flight rules), 'ORG'], ['PILOT', Entity not linked to a knowledge base, None]]",PILOT,,,
282,20070922020989A,"(-23) WITNESSES STATE: THE PILOT ^PRIVACY DATA OMITTED^ REPLACED THE VACUUM PUMP ON HIS GRUMMAN AA-5A, INSTALLING I","[['GRUMMAN AA-5A', Entity(wikidata_entity_id=Q1455248, wikipedia_entity_title=Grumman American AA-5), None]]",GRUMMAN AA-5A,,Grumman American AA-5,Q1455248
283,20071019022449A,"(-23) ON OCTOBER 19, 2007 AT APPROXIMATELY 14:00 CST, A CESSNA 152, N48862 DEPARTED RUNWAY 13 AT JOHN L. BAKER FIEL","[['CESSNA 152', Entity(wikidata_entity_id=Q2348731, wikipedia_entity_title=Cessna 152), None], ['JOHN L', Entity(wikidata_entity_id=Q448462, wikipedia_entity_title=Paddy Driscoll), 'PERSON'], ['BAKER FIEL', Entity not linked to a knowledge base, 'PERSON']]",CESSNA 152,,Cessna 152,Q2348731
284,20080810843599I,"(-23) THE SUBJECT AIRCRAFT LANDED AT PHX AND TAXIED TO THE PARKING AREA AT CUTTER AVIATION, FOLLOWING THE ""FOLLOW M","[['ING ARE', Entity not linked to a knowledge base, None]]",ING ARE,,,
285,20080722844939I,"ON 7/22/08 AT 1249 MST, CESSNA T182T, N562GK, ABORTED A TAKEOFF WITH BOTH MAIN WHEELS ON FIRE. TOWER AND FIRE DEPAR","[['CESSNA T182T', Entity not linked to a knowledge base, None]]",CESSNA T182T,,,
