,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
1143,20011003031879A,"(-23) ON OCTOBER 3, 2001, ABOUT 1300L, N388BA, A LET-L33 SOLO GLIDER WAS SPINNING DOWN FROM 4000' WHEN A SMALL BATT","[['LET-L33', Entity not linked to a knowledge base, None], ['SOLO', Entity(wikidata_entity_id=Q5454245, wikipedia_entity_title=First solo flight), None]]",SOLO,,First solo flight,Q5454245
1144,20011014030309I,(-23) WHILE TAXIING TO PARKING AFTER LANDING THE AIRCRAFT NOSE WHEEL DEPARTED THE TAXIWAY. THE AIRCRAFT WAS STOPPED,"[['OSE', Entity not linked to a knowledge base, None]]",OSE,,,
1145,20011015027579A,(-23) PILOT HAD RECEIVED AN IFR CLEARANCE AND WAS CLEARED FOR TAXI BY TYS GROUND CONTROL. PILOT REALIZED A WHEEL CH,"[['P', Entity not linked to a knowledge base, None], ['TYS GR', Entity not linked to a knowledge base, None]]",P,,,
1146,20011015027579A,(-23) PILOT HAD RECEIVED AN IFR CLEARANCE AND WAS CLEARED FOR TAXI BY TYS GROUND CONTROL. PILOT REALIZED A WHEEL CH,"[['P', Entity not linked to a knowledge base, None], ['TYS GR', Entity not linked to a knowledge base, None]]",TYS GR,,,
1147,20010918026899I,(-23) MAINTENANCE WAS PERFORMED SOMETIME BEFORE THE PROPOSED FLIGHT. THE ANTI-SKID CIRCUIT BREAKER WAS PULLED BY MA,"[['ANTI-SKID', Entity(wikidata_entity_id=Q190660, wikipedia_entity_title=Anti-lock braking system), None], ['MA', Entity not linked to a knowledge base, 'ORG']]",ANTI-SKID,,Anti-lock braking system,Q190660
1148,20010823023939A,"(-23) ON AUGUST 23, 2001, AT APPROXIMATELY 1530 EDT, A CESSNA 182R, N5419E, SUSTAINED SUBSTANTIAL DAMAGE DURING LAN","[['CESSNA 182R', Entity not linked to a knowledge base, None]]",CESSNA 182R,,,
1149,20020206000979I,(-23) THE PILOT IN COMMAND TAXIED AND TOOK OFF WITH THE ENGINE HEATER EXTENSION CORD PLUGGED INTO THE AIRPLANE. UPO,"[['UPO', Entity(wikidata_entity_id=Q7862981, wikipedia_entity_title=U.P.O.), None]]",UPO,,U.P.O.,Q7862981
1150,20020102000049I,"(-23) ON JANUARY 2, 2002, AT APPROXIMATELY 2330 CST, A PIPER PA-28-180 MADE AN EMERGENCY LANDING RESULTING FROM SEP","[['PIPER', Entity not linked to a knowledge base, None], ['PA-28-180', Entity not linked to a knowledge base, None], ['SEP', Entity not linked to a knowledge base, None]]",PIPER,,,
1151,20020102000049I,"(-23) ON JANUARY 2, 2002, AT APPROXIMATELY 2330 CST, A PIPER PA-28-180 MADE AN EMERGENCY LANDING RESULTING FROM SEP","[['PIPER', Entity not linked to a knowledge base, None], ['PA-28-180', Entity not linked to a knowledge base, None], ['SEP', Entity not linked to a knowledge base, None]]",PA-28-180,,,
1152,20020102000049I,"(-23) ON JANUARY 2, 2002, AT APPROXIMATELY 2330 CST, A PIPER PA-28-180 MADE AN EMERGENCY LANDING RESULTING FROM SEP","[['PIPER', Entity not linked to a knowledge base, None], ['PA-28-180', Entity not linked to a knowledge base, None], ['SEP', Entity not linked to a knowledge base, None]]",SEP,,,
1153,20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A","[['AMATEUR KIT BU', Entity not linked to a knowledge base, None], ['T', Entity not linked to a knowledge base, None], ['KIS', Entity not linked to a knowledge base, None], ['LSAR', Entity(wikidata_entity_id=Q1063793, wikipedia_entity_title=Integrated logistics support), None], ['NORTH PERRY', Entity(wikidata_entity_id=Q773588, wikipedia_entity_title=North Perry, Ohio), 'GPE']]",AMATEUR KIT BU,,,
1154,20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A","[['AMATEUR KIT BU', Entity not linked to a knowledge base, None], ['T', Entity not linked to a knowledge base, None], ['KIS', Entity not linked to a knowledge base, None], ['LSAR', Entity(wikidata_entity_id=Q1063793, wikipedia_entity_title=Integrated logistics support), None], ['NORTH PERRY', Entity(wikidata_entity_id=Q773588, wikipedia_entity_title=North Perry, Ohio), 'GPE']]",T,,,
1155,20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A","[['AMATEUR KIT BU', Entity not linked to a knowledge base, None], ['T', Entity not linked to a knowledge base, None], ['KIS', Entity not linked to a knowledge base, None], ['LSAR', Entity(wikidata_entity_id=Q1063793, wikipedia_entity_title=Integrated logistics support), None], ['NORTH PERRY', Entity(wikidata_entity_id=Q773588, wikipedia_entity_title=North Perry, Ohio), 'GPE']]",KIS,,,
1156,20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A","[['AMATEUR KIT BU', Entity not linked to a knowledge base, None], ['T', Entity not linked to a knowledge base, None], ['KIS', Entity not linked to a knowledge base, None], ['LSAR', Entity(wikidata_entity_id=Q1063793, wikipedia_entity_title=Integrated logistics support), None], ['NORTH PERRY', Entity(wikidata_entity_id=Q773588, wikipedia_entity_title=North Perry, Ohio), 'GPE']]",LSAR,,Integrated logistics support,Q1063793
1157,20020815036819I,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE","[['AIRCRAFT', Entity(wikidata_entity_id=Q11436, wikipedia_entity_title=Aircraft), None], ['68', Entity not linked to a knowledge base, None]]",AIRCRAFT,,Aircraft,Q11436
1158,20020815036819I,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE","[['AIRCRAFT', Entity(wikidata_entity_id=Q11436, wikipedia_entity_title=Aircraft), None], ['68', Entity not linked to a knowledge base, None]]",68,,,
1159,20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ","[['GRUMMAN AMERICAN', Entity(wikidata_entity_id=Q463261, wikipedia_entity_title=Grumman), None], ['AA-5B', Entity(wikidata_entity_id=Q1455248, wikipedia_entity_title=Grumman American AA-5), None]]",GRUMMAN AMERICAN,,Grumman,Q463261
1160,20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ","[['GRUMMAN AMERICAN', Entity(wikidata_entity_id=Q463261, wikipedia_entity_title=Grumman), None], ['AA-5B', Entity(wikidata_entity_id=Q1455248, wikipedia_entity_title=Grumman American AA-5), None]]",AA-5B,,Grumman American AA-5,Q1455248
1161,20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q","[['CE-182', Entity not linked to a knowledge base, None], ['HOT SPRINGS', Entity not linked to a knowledge base, 'GPE'], ['ARKANSAS', Entity(wikidata_entity_id=Q1612, wikipedia_entity_title=Arkansas), 'GPE'], ['FAYETTEVILLE', Entity not linked to a knowledge base, 'ORG'], ['TENNESSEE', Entity(wikidata_entity_id=Q1509, wikipedia_entity_title=Tennessee), 'GPE']]",CE-182,,,
1162,20020710019879A,(-23) THE PILOT STATED THAT DURING TAKE OFF HE REALIZED HE HAD FAILED TO REMOVE THE CONTROL LOCK. HE RAN OFF THE EN,"[['EN', Entity not linked to a knowledge base, None]]",EN,,,
1163,20021114030969I,"(-23) PILOT REPORTED WHEN RETURNING TO LEVEL FLIGHT FROM INVERTED AEROBATIC MANEUVER, ENGINE ""BURBLED"". PILOT DECLA","[['ER', Entity not linked to a knowledge base, None], ['ATIC', Entity not linked to a knowledge base, None], ['EUVER', Entity not linked to a knowledge base, None], ['DECLA', Entity(wikidata_entity_id=Q54709350, wikipedia_entity_title=Decla Film), None]]",ER,,,
1164,20021114030969I,"(-23) PILOT REPORTED WHEN RETURNING TO LEVEL FLIGHT FROM INVERTED AEROBATIC MANEUVER, ENGINE ""BURBLED"". PILOT DECLA","[['ER', Entity not linked to a knowledge base, None], ['ATIC', Entity not linked to a knowledge base, None], ['EUVER', Entity not linked to a knowledge base, None], ['DECLA', Entity(wikidata_entity_id=Q54709350, wikipedia_entity_title=Decla Film), None]]",ATIC,,,
1165,20021114030969I,"(-23) PILOT REPORTED WHEN RETURNING TO LEVEL FLIGHT FROM INVERTED AEROBATIC MANEUVER, ENGINE ""BURBLED"". PILOT DECLA","[['ER', Entity not linked to a knowledge base, None], ['ATIC', Entity not linked to a knowledge base, None], ['EUVER', Entity not linked to a knowledge base, None], ['DECLA', Entity(wikidata_entity_id=Q54709350, wikipedia_entity_title=Decla Film), None]]",EUVER,,,
1166,20021114030969I,"(-23) PILOT REPORTED WHEN RETURNING TO LEVEL FLIGHT FROM INVERTED AEROBATIC MANEUVER, ENGINE ""BURBLED"". PILOT DECLA","[['ER', Entity not linked to a knowledge base, None], ['ATIC', Entity not linked to a knowledge base, None], ['EUVER', Entity not linked to a knowledge base, None], ['DECLA', Entity(wikidata_entity_id=Q54709350, wikipedia_entity_title=Decla Film), None]]",DECLA,,Decla Film,Q54709350
1167,20020917036549I,(-23) WITNESS REPORTED SEEING CESSNA CE-401 N531MH DEPART EAGLE CREEK AIRPORT WITHOUT ANY LIGHTS AFTER DARK. AIR TR,"[['CESSNA CE-401', Entity not linked to a knowledge base, None], ['AGLE CREEK', Entity not linked to a knowledge base, 'ORG']]",CESSNA CE-401,,,
1168,20021117036339I,"(-23) ON NOVEMBER 17, 2002, AT 1630 LOCAL TIME A CESSNA 152, N4823L REGISTERED TO AERO WINGS INC. AND OPERATED BY J","[['CESSNA 152', Entity(wikidata_entity_id=Q2348731, wikipedia_entity_title=Cessna 152), None], ['AERO WINGS INC', Entity not linked to a knowledge base, 'ORG'], ['J', Entity not linked to a knowledge base, 'ORG']]",CESSNA 152,,Cessna 152,Q2348731
1169,20021024033449I,(-23) CREW FAILED TO SWITCH ON THE WING AND ENGINE ANTI-ICE WHEN GROUND ICING CONDITIONS EXISTED. CORRECTED ON THE ,"[['W', Entity not linked to a knowledge base, None]]",W,,,
1170,20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF","[['BEAGLE AIRCRAFT', Entity(wikidata_entity_id=Q652911, wikipedia_entity_title=Ilyushin Il-28), None], ['B.206 BASSET', Entity not linked to a knowledge base, None], ['72KB', Entity not linked to a knowledge base, None]]",BEAGLE AIRCRAFT,,Ilyushin Il-28,Q652911
1171,20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF","[['BEAGLE AIRCRAFT', Entity(wikidata_entity_id=Q652911, wikipedia_entity_title=Ilyushin Il-28), None], ['B.206 BASSET', Entity not linked to a knowledge base, None], ['72KB', Entity not linked to a knowledge base, None]]",B.206 BASSET,,,
1172,20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF","[['BEAGLE AIRCRAFT', Entity(wikidata_entity_id=Q652911, wikipedia_entity_title=Ilyushin Il-28), None], ['B.206 BASSET', Entity not linked to a knowledge base, None], ['72KB', Entity not linked to a knowledge base, None]]",72KB,,,
1173,20030317008009A,(-23) MS BOMBERGER LANDED AT CTJ AFTER A SECOND NO FLAP APPROACH AND RAN OFF THE END OF THE RUNWAY CAUSING THE NOSE,"[['MS BOMBERGER', Entity not linked to a knowledge base, None], ['CTJ', Entity(wikidata_entity_id=Q7985208, wikipedia_entity_title=West Georgia Regional Airport), 'GPE']]",MS BOMBERGER,,,
1174,20030109002509A,"(.19) ON JANUARY 9, 2003, APPROXIMATELY 1500 CENTRAL STANDARD TIME, AN AEROSPATIALE AS-350-BA SINGLE-ENGINE HELICOP","[['-350-BA', Entity not linked to a knowledge base, None]]",-350-BA,,,
1175,20030201001619I,(-23) AIRCRAFT HAD BEEN GROUNDED BECAUSE THE BRAKES WERE INOPERATIVE. CFK AND STUDENT PILOT FAILED TO CHECK THE DIS,"[['BRAKES', Entity(wikidata_entity_id=Q1534839, wikipedia_entity_title=Brake), None], ['CFK', Entity not linked to a knowledge base, 'PERSON'], ['PILOT', Entity not linked to a knowledge base, 'PERSON']]",BRAKES,,Brake,Q1534839
1176,20030102006879I,(-23) WHILE BEGINNING A TAKEOFF ROLL ON RUNWAY 4 THE CREW OF N961LL ABORTED THE TAKEOFF AFTER REACHING AN AIRSPEED ,"[['N961LL', Entity not linked to a knowledge base, None]]",N961LL,,,
1177,20021219034299I,"(-23) ON DECEMBER 19, 2002, ABOUT 1530 MOUNTAIN STANDARD TIME, A BEECHCRAFT A36, N323D, LANDED THE AIRCRAFT WITHOUT","[['BEECHCRAFT A36', Entity(wikidata_entity_id=Q673649, wikipedia_entity_title=Beechcraft Bonanza), None]]",BEECHCRAFT A36,,Beechcraft Bonanza,Q673649
1178,20021219033249I,"(-23) ON DECEMBER 19, 2002, AT APPROXIMATELY 1:03 AM, A FALCON DA-20 LANDED AT STANIFORD INTERNATIONAL AIRPORT WITH","[['FALCON DA-20', Entity not linked to a knowledge base, None], ['STANIFORD INTERNATIONAL AIRPORT', Entity not linked to a knowledge base, 'FAC']]",FALCON DA-20,,,
1179,20030208002149I,"(-23) ON 02/08/2003 AT APPROXIMATELY 22:30, A LEAR JET OPERATED BY FS AIR, ON A MEDEVAC OPERATION, SLID OFF THE END","[['LEAR JET', Entity(wikidata_entity_id=Q106236114), None], ['FS AIR', Entity not linked to a knowledge base, 'ORG']]",LEAR JET,,,Q106236114
1180,20030611018109A,"(-23) ON JUNE 11, 2003 AT APPROXIMATELY 1242 EDT, A STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT CRASHED DURING TAKE","[['STEVEN D. AYERS EXPERIMENTAL', Entity not linked to a knowledge base, None], ['RV-6A AIRCRAFT', Entity not linked to a knowledge base, None]]",STEVEN D. AYERS EXPERIMENTAL,,,
1181,20030611018109A,"(-23) ON JUNE 11, 2003 AT APPROXIMATELY 1242 EDT, A STEVEN D. AYERS EXPERIMENTAL RV-6A AIRCRAFT CRASHED DURING TAKE","[['STEVEN D. AYERS EXPERIMENTAL', Entity not linked to a knowledge base, None], ['RV-6A AIRCRAFT', Entity not linked to a knowledge base, None]]",RV-6A AIRCRAFT,,,
1182,20030424004209A,(-23) DURING TAXI FROM HANGER TO FUEL PUMPS AIRCRAFT WAS ON TAXIWAY WHEN A TELEPHONE MAN HOLE COVER BROKE AS AIRCRA,"[['XI', Entity not linked to a knowledge base, None], ['FUEL PUMPS', Entity(wikidata_entity_id=Q1570062, wikipedia_entity_title=Fuel pump), None], ['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), None], ['RA', Entity not linked to a knowledge base, None]]",XI,,,
1183,20030424004209A,(-23) DURING TAXI FROM HANGER TO FUEL PUMPS AIRCRAFT WAS ON TAXIWAY WHEN A TELEPHONE MAN HOLE COVER BROKE AS AIRCRA,"[['XI', Entity not linked to a knowledge base, None], ['FUEL PUMPS', Entity(wikidata_entity_id=Q1570062, wikipedia_entity_title=Fuel pump), None], ['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), None], ['RA', Entity not linked to a knowledge base, None]]",FUEL PUMPS,,Fuel pump,Q1570062
1184,20030424004209A,(-23) DURING TAXI FROM HANGER TO FUEL PUMPS AIRCRAFT WAS ON TAXIWAY WHEN A TELEPHONE MAN HOLE COVER BROKE AS AIRCRA,"[['XI', Entity not linked to a knowledge base, None], ['FUEL PUMPS', Entity(wikidata_entity_id=Q1570062, wikipedia_entity_title=Fuel pump), None], ['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), None], ['RA', Entity not linked to a knowledge base, None]]",TAXIWAY,,Taxiway,Q910386
1185,20030424004209A,(-23) DURING TAXI FROM HANGER TO FUEL PUMPS AIRCRAFT WAS ON TAXIWAY WHEN A TELEPHONE MAN HOLE COVER BROKE AS AIRCRA,"[['XI', Entity not linked to a knowledge base, None], ['FUEL PUMPS', Entity(wikidata_entity_id=Q1570062, wikipedia_entity_title=Fuel pump), None], ['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), None], ['RA', Entity not linked to a knowledge base, None]]",RA,,,
1186,20030617034909I,(-23) ^PRIVACY DATA OMITTED^ ON 6/17/2003 N7401P HAD A RIGHT MAIN GEAR FAILURE WHILE LANDING AT FOX FIELD LANCASTER,"[['FOX FIELD', Entity(wikidata_entity_id=Q3274578, wikipedia_entity_title=General William J. Fox Airfield), None], ['ANCASTER', Entity(wikidata_entity_id=Q488909, wikipedia_entity_title=Ancaster, Ontario), 'GPE']]",FOX FIELD,,General William J. Fox Airfield,Q3274578
1187,20030417006539I,"(-23) ON APRIL 17, 2003, AT 19:09 CENTRAL STANDARD TIME, AN EXPERIMENTAL AMATEUR BUILT MODEL BUCKER BU133R, N103S, ","[['UR BUILT', Entity not linked to a knowledge base, None], ['BU133R', Entity not linked to a knowledge base, None]]",UR BUILT,,,
1188,20030417006539I,"(-23) ON APRIL 17, 2003, AT 19:09 CENTRAL STANDARD TIME, AN EXPERIMENTAL AMATEUR BUILT MODEL BUCKER BU133R, N103S, ","[['UR BUILT', Entity not linked to a knowledge base, None], ['BU133R', Entity not linked to a knowledge base, None]]",BU133R,,,
1189,20030531037899A,"(-23) ON MAY 31, 2003, APPROXIMATELY 1030 CENTRAL DAYLIGHT TIME, AN AEROTEK PITTS S-2A SINGLE-ENGINE AEROBATIC BI-P","[['AEROTEK PITTS', Entity not linked to a knowledge base, None], ['S-2A', Entity(wikidata_entity_id=Q18062614), None]]",AEROTEK PITTS,,,
1190,20030531037899A,"(-23) ON MAY 31, 2003, APPROXIMATELY 1030 CENTRAL DAYLIGHT TIME, AN AEROTEK PITTS S-2A SINGLE-ENGINE AEROBATIC BI-P","[['AEROTEK PITTS', Entity not linked to a knowledge base, None], ['S-2A', Entity(wikidata_entity_id=Q18062614), None]]",S-2A,,,Q18062614
1191,20030415011469I,"(-23) AFTER GEAR MAINTENANCE AT SWEET WATER, THE EMERGENCY GEAR HANDLE NOT STOWED. PASSENGER SEAT BELT INTERFERED W","[['SWEET', Entity not linked to a knowledge base, None]]",SWEET,,,
1192,20030328006589I,"(-23) CRUISE FLIGHT 4500 WESTBOUND 4 SOUTH OF INCIDENT SITE ENGINE QUIT. ESTABLISHED MAX GLIDE, FUEL SELECTOR LH, A","[['CRUISE', Entity not linked to a knowledge base, None], ['IGHT', Entity(wikidata_entity_id=Q108740074), None], ['MAX GLIDE', Entity not linked to a knowledge base, None], ['FUEL SELECTOR', Entity(wikidata_entity_id=Q4698552, wikipedia_entity_title=Aircraft fuel system), None]]",CRUISE,,,
1193,20030328006589I,"(-23) CRUISE FLIGHT 4500 WESTBOUND 4 SOUTH OF INCIDENT SITE ENGINE QUIT. ESTABLISHED MAX GLIDE, FUEL SELECTOR LH, A","[['CRUISE', Entity not linked to a knowledge base, None], ['IGHT', Entity(wikidata_entity_id=Q108740074), None], ['MAX GLIDE', Entity not linked to a knowledge base, None], ['FUEL SELECTOR', Entity(wikidata_entity_id=Q4698552, wikipedia_entity_title=Aircraft fuel system), None]]",IGHT,,,Q108740074
1194,20030328006589I,"(-23) CRUISE FLIGHT 4500 WESTBOUND 4 SOUTH OF INCIDENT SITE ENGINE QUIT. ESTABLISHED MAX GLIDE, FUEL SELECTOR LH, A","[['CRUISE', Entity not linked to a knowledge base, None], ['IGHT', Entity(wikidata_entity_id=Q108740074), None], ['MAX GLIDE', Entity not linked to a knowledge base, None], ['FUEL SELECTOR', Entity(wikidata_entity_id=Q4698552, wikipedia_entity_title=Aircraft fuel system), None]]",MAX GLIDE,,,
1195,20030328006589I,"(-23) CRUISE FLIGHT 4500 WESTBOUND 4 SOUTH OF INCIDENT SITE ENGINE QUIT. ESTABLISHED MAX GLIDE, FUEL SELECTOR LH, A","[['CRUISE', Entity not linked to a knowledge base, None], ['IGHT', Entity(wikidata_entity_id=Q108740074), None], ['MAX GLIDE', Entity not linked to a knowledge base, None], ['FUEL SELECTOR', Entity(wikidata_entity_id=Q4698552, wikipedia_entity_title=Aircraft fuel system), None]]",FUEL SELECTOR,,Aircraft fuel system,Q4698552
1196,20030605015429A,"(-23) ENROUTE TO MUSCLE SHOALS ALA. (MSL) FROM REFORM ALA. (3M8) AT 3000 FEET, MR. RICHARDSON EXPERIENCED LOSS OF R","[['OALS ALA', Entity not linked to a knowledge base, None], ['REFORM ALA', Entity not linked to a knowledge base, None], ['RICHARDSON', Entity not linked to a knowledge base, 'PERSON']]",OALS ALA,,,
1197,20030605015429A,"(-23) ENROUTE TO MUSCLE SHOALS ALA. (MSL) FROM REFORM ALA. (3M8) AT 3000 FEET, MR. RICHARDSON EXPERIENCED LOSS OF R","[['OALS ALA', Entity not linked to a knowledge base, None], ['REFORM ALA', Entity not linked to a knowledge base, None], ['RICHARDSON', Entity not linked to a knowledge base, 'PERSON']]",REFORM ALA,,,
1198,20030515010309A,"(-23) THE PILOT WROTE, ""WHILE LEVELING OFF AT 700 FT AGL I FELT A VIBRATION IN THE ROTOR SYSTEM. AFTER CONFIRMING A","[['PILOT WROTE', Entity not linked to a knowledge base, None]]",PILOT WROTE,,,
1199,20030720015809A,"(-23) ON TAKEOFF, AIRCRAFT PITCHED UP TO AN EXCESSIVE NOSE HIGH ATTITUDE, THEN HIT THE GROUND HARD, SKIDDED TO A ST","[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1200,20030723018029I,(-23) AIRCRAFT WAS BEING MARSHALLED TO PARKING POSITION A52J ON CONCOURSE 1 EAST RAMP. THE PAINTED TAXI LINES AT TH,"[['52J', Entity not linked to a knowledge base, None]]",52J,,,
1201,20030702030429A,(-23) ENGINE WAS NOT RUNNING PROPERLY DURING TAKEOFF. PILOT CONTINUED THE TAKE OFF AND THE ENGINE FAILED AT APPROXI,"[['TAKEO', Entity not linked to a knowledge base, None], ['APPROXI', Entity not linked to a knowledge base, 'ORG']]",TAKEO,,,
1202,20030622012009I,(-23) THE PILOT OF N17655 BE-55 DECLARED AN EMERGENCY ON TAKEOFF WHEN PASSENGER NOTICED OIL STREAKS ON THE LEFT ENG,"[['BE-55', Entity not linked to a knowledge base, None]]",BE-55,,,
1203,20030725022279I,"(-23) ON TAKE OFF THE NOSE WHEEL OF FEDEX FLIGHT 1238, AN A300 AIRBUS STRUCK A RED FLAGGED ITEM LOCATED ON THE CENT","[['FEDEX', Entity(wikidata_entity_id=Q459477, wikipedia_entity_title=FedEx), None], ['IGHT', Entity(wikidata_entity_id=Q108740074), None], ['A300 AIRBUS', Entity(wikidata_entity_id=Q6437, wikipedia_entity_title=Airbus A300), None]]",FEDEX,,FedEx,Q459477
1204,20030725022279I,"(-23) ON TAKE OFF THE NOSE WHEEL OF FEDEX FLIGHT 1238, AN A300 AIRBUS STRUCK A RED FLAGGED ITEM LOCATED ON THE CENT","[['FEDEX', Entity(wikidata_entity_id=Q459477, wikipedia_entity_title=FedEx), None], ['IGHT', Entity(wikidata_entity_id=Q108740074), None], ['A300 AIRBUS', Entity(wikidata_entity_id=Q6437, wikipedia_entity_title=Airbus A300), None]]",IGHT,,,Q108740074
1205,20030725022279I,"(-23) ON TAKE OFF THE NOSE WHEEL OF FEDEX FLIGHT 1238, AN A300 AIRBUS STRUCK A RED FLAGGED ITEM LOCATED ON THE CENT","[['FEDEX', Entity(wikidata_entity_id=Q459477, wikipedia_entity_title=FedEx), None], ['IGHT', Entity(wikidata_entity_id=Q108740074), None], ['A300 AIRBUS', Entity(wikidata_entity_id=Q6437, wikipedia_entity_title=Airbus A300), None]]",A300 AIRBUS,,Airbus A300,Q6437
1206,20030716016929I,"(-23) ON JULY 16, 2003, N1674T, A CESSNA 414, PILOTED BY BENJAMIN BELL WAS TAXIING FOR TAKE-OFF AT HANOVER COUNTY A","[['CESSNA 414', Entity(wikidata_entity_id=Q1057233, wikipedia_entity_title=Cessna 414), None], ['BENJAMIN BELL', Entity not linked to a knowledge base, 'PERSON'], ['HANOVER COUNTY', Entity(wikidata_entity_id=Q341679, wikipedia_entity_title=Hanover County, Virginia), 'GPE']]",CESSNA 414,,Cessna 414,Q1057233
1207,20030901026139A,"(-23) ON SEPTEMBER 1, 2003, AT APPROXIMATELY 1130(LCL), A CESSNA MODEL 172-F N8578U CRASHED ON A FIELD NEAR THE FAJ","[['CESSNA', Entity(wikidata_entity_id=Q308889, wikipedia_entity_title=Cessna), None], ['EL', Entity not linked to a knowledge base, None], ['172-F N8578U', Entity not linked to a knowledge base, None], ['FAJ', Entity not linked to a knowledge base, 'GPE']]",CESSNA,,Cessna,Q308889
1208,20030901026139A,"(-23) ON SEPTEMBER 1, 2003, AT APPROXIMATELY 1130(LCL), A CESSNA MODEL 172-F N8578U CRASHED ON A FIELD NEAR THE FAJ","[['CESSNA', Entity(wikidata_entity_id=Q308889, wikipedia_entity_title=Cessna), None], ['EL', Entity not linked to a knowledge base, None], ['172-F N8578U', Entity not linked to a knowledge base, None], ['FAJ', Entity not linked to a knowledge base, 'GPE']]",EL,,,
1209,20030901026139A,"(-23) ON SEPTEMBER 1, 2003, AT APPROXIMATELY 1130(LCL), A CESSNA MODEL 172-F N8578U CRASHED ON A FIELD NEAR THE FAJ","[['CESSNA', Entity(wikidata_entity_id=Q308889, wikipedia_entity_title=Cessna), None], ['EL', Entity not linked to a knowledge base, None], ['172-F N8578U', Entity not linked to a knowledge base, None], ['FAJ', Entity not linked to a knowledge base, 'GPE']]",172-F N8578U,,,
1210,20030918026799A,"(-23) ON SEPTEMBER 18, 2003, AT 1750 EASTERN DAYLIGHT TIME, A CESSNA 172M, N13375, REGISTERED TO AND OPERATED BY MR","[['CESSNA 172M', Entity(wikidata_entity_id=Q244479, wikipedia_entity_title=Cessna 172), None]]",CESSNA 172M,,Cessna 172,Q244479
1211,20031005037479A,"(-23) PILOT STATEMENT: ON OCT. 5, 2003 AT APPROXIMATELY 0715Z, MY CESSNA 182H (N1919X) RAN OUT OF FUEL AND CRASHED ","[['CESSNA 182H', Entity not linked to a knowledge base, None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), 'ORG']]",CESSNA 182H,,,
1212,20031109037889I,"(-23) ON 10-22-2003 AIRPORT WAS NOTAMED CLOSED TO FACILITATE BORING 10"" TEST HOLES, ON THE CENTERLINE OF RUNWAY 20,","[['RUNWAY 20', Entity not linked to a knowledge base, None]]",RUNWAY 20,,,
