,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
1078,19900529017769A,RIGHT WING FOLDED ON TAKEOFF CLIMB. HOMEBUILT CRASHED INTO TREES. RIGHT WING RETAINING PINS WERE ABSENT.           ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1079,19900514018389A,HELICOPTER ROLLED OVER ON LIFTOFF FROM TRAILER. REFUELING HOSE MISPLACED OVER LANDING SKID.                        ,"[['HELICOPTER', Entity(wikidata_entity_id=Q34486, wikipedia_entity_title=Helicopter), None], ['LIFTOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['HOSE', Entity not linked to a knowledge base, 'PERSON']]",HELICOPTER,,Helicopter,Q34486
1080,19900514018389A,HELICOPTER ROLLED OVER ON LIFTOFF FROM TRAILER. REFUELING HOSE MISPLACED OVER LANDING SKID.                        ,"[['HELICOPTER', Entity(wikidata_entity_id=Q34486, wikipedia_entity_title=Helicopter), None], ['LIFTOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['HOSE', Entity not linked to a knowledge base, 'PERSON']]",LIFTOFF,,Takeoff,Q854248
1081,19900805058249I,GLIDER DID NOT GAIN ALTITUDE ON TAKEOFF. SPOILERS WERE NOT CLOSED. ABORTED AND LANDED IN PASTURE. HIT STREET LIGHT.,"[['GLIDER', Entity(wikidata_entity_id=Q601924, wikipedia_entity_title=Military glider), None], ['TIT', Entity(wikidata_entity_id=Q168473, wikipedia_entity_title=Tit (bird)), None], ['DE', Entity(wikidata_entity_id=Q1499623, wikipedia_entity_title=Destroyer escort), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",GLIDER,,Military glider,Q601924
1082,19901123065189I,UNABLE TO RETRACT LANDING GEAR AFTER TAKEOFF. GEAR BY-PASS HANDLE WAS LEFT IN THE BY-PASS POSITION ON TAKEOFF.     ,"[['TAK', Entity(wikidata_entity_id=Q2138927, wikipedia_entity_title=Ted T. Tanouye), None]]",TAK,,Ted T. Tanouye,Q2138927
1083,19901117051049A,TRIED TO DEPART SHORT CLOSED STRIP AFTER LANDING DUE LOW OIL. UNABLE RAN OFF END. PISTON RINGS BROKEN. LOST TEMPER.,"[['ON', Entity not linked to a knowledge base, None]]",ON,,,
1084,19901018054419I,"ATC REQUESTED PILOT TO EXPEDITE ROLLOUT. LOST CONTROL, VEERED AND STRUCK LIGHTS. RUNWAY HAD UNGROOVED PATCHES.     ","[['ATC', Entity(wikidata_entity_id=Q221395, wikipedia_entity_title=Air traffic control), None]]",ATC,,Air traffic control,Q221395
1085,19900908047359A,PILOT REPORT SEAT SLID BACK ON TAKEOFF ROLL. UNABLE REACH CONTROLS RAN OFF END RUNWAY. NO DEFECTS IN SEAT LATCH.   ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1086,19910131001309I,AIRCRAFT PASSENGER DOOR BLEW OPEN AND SEPARATED ON CLIMB. RETURNED AND LANDED WITHOUT INCIDENT.                    ,"[['ENGER DOOR', Entity not linked to a knowledge base, None], ['CLIMB', Entity not linked to a knowledge base, None]]",ENGER DOOR,,,
1087,19910131001309I,AIRCRAFT PASSENGER DOOR BLEW OPEN AND SEPARATED ON CLIMB. RETURNED AND LANDED WITHOUT INCIDENT.                    ,"[['ENGER DOOR', Entity not linked to a knowledge base, None], ['CLIMB', Entity not linked to a knowledge base, None]]",CLIMB,,,
1088,19910315005409I,RESTARTED MOVEMENT OF CONTROL WHEEL ON TAKEOFF. ABORTED.VEERED OFF RUNWAY. FOLDED SEAT BACK RESTRICTED WHEEL.      ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1089,19910313026919I,ATC SYSTEM ERROR CAUSED CONFLICTION BETWEEN AN EN ROUTE AIRCRAFT AND A LANDING MILITARY AIRCRAFT.                  ,"[['ATC', Entity(wikidata_entity_id=Q221395, wikipedia_entity_title=Air traffic control), None]]",ATC,,Air traffic control,Q221395
1090,19910102001329I,FUEL EXHAUSTION. SWITCHED TANKS BUT UNABLE TO RESTART. LANDED ON HIGHWAY. FUEL DRAIN TRAPPED OPEN AND LEAKING.     ,"[['FUEL DRAIN', Entity not linked to a knowledge base, None]]",FUEL DRAIN,,,
1091,19910210005989I,TAKEOFF WARNING HORN SOUNDED ON TAKEOFF ROLL. ABORTED. SPEEDBRAKE HANDLE WAS FULLY STOWED IN DOWN DETENT.          ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['SPEEDBRAKE HANDLE', Entity not linked to a knowledge base, 'PERSON']]",TAKEOFF,,Takeoff,Q854248
1092,19910210005989I,TAKEOFF WARNING HORN SOUNDED ON TAKEOFF ROLL. ABORTED. SPEEDBRAKE HANDLE WAS FULLY STOWED IN DOWN DETENT.          ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['SPEEDBRAKE HANDLE', Entity not linked to a knowledge base, 'PERSON']]",TAKEOFF ROLL,,Takeoff,Q854248
1093,19910326007669A,WHILE TAXIING FOR TAKEOFF PAVEMENT GAVE AWAY. WHEEL FELL THRU DEEP HOLE. PAVEMENT UNDERMINED BY BROKEN DRAIN PIPE. ,"[['T', Entity not linked to a knowledge base, None], ['GAVE AWAY', None, 'DATE'], ['RA', Entity not linked to a knowledge base, None]]",T,,,
1094,19901204052779A,"HIGH ALTITUDE TAKEOFF,RICH MIXTURE AND FULL FLAPS. ROTATED NOSE HIGH,STALLED IMPACTED RUNWAY. NOSED OVER.          ","[['DE', Entity not linked to a knowledge base, None]]",DE,,,
1095,19901204058499I,BANGING NOISE DURING TAKEOFF. RETURNED. FOUND FUELING ACCESS DOOR UNLATCHED.                                       ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1096,19901214061619I,HELICOPTER ON CART. OIL LEAK TEST. BEGAN TO SPIN AS PILOT TRIED TO BECOME AIRBORNE TO AVOID MECHANIC. ROLLED OVER. ,"[['AVOID', Entity(wikidata_entity_id=Q1379902, wikipedia_entity_title=Draft evasion), None], ['ECH', Entity(wikidata_entity_id=Q63217404), None]]",AVOID,,Draft evasion,Q1379902
1097,19901214061619I,HELICOPTER ON CART. OIL LEAK TEST. BEGAN TO SPIN AS PILOT TRIED TO BECOME AIRBORNE TO AVOID MECHANIC. ROLLED OVER. ,"[['AVOID', Entity(wikidata_entity_id=Q1379902, wikipedia_entity_title=Draft evasion), None], ['ECH', Entity(wikidata_entity_id=Q63217404), None]]",ECH,,,Q63217404
1098,19910325008089I,ENGINE STARTED WHEN PILOT ROTATED PROPELLER TO CHECK COMPRESSION. MAGNETOS WERE LEFT ON FROM PREVIOUS FLIGHT.      ,"[['MAGNETOS', Entity(wikidata_entity_id=Q3773501, wikipedia_entity_title=Ignition magneto), None]]",MAGNETOS,,Ignition magneto,Q3773501
1099,19901218061989I,FORGOT TO REMOVE CONTROL LOCK ON PREFLIGHT. ON TAKEOFF AIRCRAFT PORPOISED DAMAGING GEAR AND PROPELLER.             ,"[['OT', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CRAFT', Entity not linked to a knowledge base, None]]",OT,,,
1100,19901218061989I,FORGOT TO REMOVE CONTROL LOCK ON PREFLIGHT. ON TAKEOFF AIRCRAFT PORPOISED DAMAGING GEAR AND PROPELLER.             ,"[['OT', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CRAFT', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
1101,19901218061989I,FORGOT TO REMOVE CONTROL LOCK ON PREFLIGHT. ON TAKEOFF AIRCRAFT PORPOISED DAMAGING GEAR AND PROPELLER.             ,"[['OT', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['CRAFT', Entity not linked to a knowledge base, None]]",CRAFT,,,
1102,19910518016319A,GROUND LOOPED ON TAKEOFF ROLL IN A STRONG GUST QUARTERING CROSSWIND. HAD NEGLECTED TO INSURE TAILWHEEL WAS LOCKED. ,"[['TAKEOFF RO', Entity not linked to a knowledge base, None]]",TAKEOFF RO,,,
1103,19910704025959A,FAILED RESET BACK TRIM FOR TAKEOFF WITH BACK SEAT LOAD. NOSE HIGH PREMATURE TAKEOFF. STALLED. NO FULL LOAD TRAINING,"[['AK', Entity not linked to a knowledge base, None]]",AK,,,
1104,19910613021749A,ENGINE QUIT RETURNING AFTER JUMPERS AWAY. ATTEMPED FORCED LANDING COLLIDED WITH TREES HALFMILE FROM RUNWAY.        ,"[['TREES HALFMILE', Entity not linked to a knowledge base, None]]",TREES HALFMILE,,,
1105,19910601018539A,ON TAKEOFF LOOSE FUEL CAP SPILLED FUEL. ABORTED. WING EXPLODED ON RESTART. JUMPED OUT. AIRCRAFT STRUCK LIGHT POLE. ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1106,19910425012519A,FIRE IN FLIGHT. CRASH LANDED AND BURNED. TURBOCHARGER EXHAUST PIPE CAME OFF. PILOT AWARE LOSS OF POWER PRIOR FLIGHT,"[['URBOCHARGER', Entity not linked to a knowledge base, None]]",URBOCHARGER,,,
1107,19910705026439A,ENGINE QUIT ON DOWNWIND. STRUCK DIRT BANK SHORT OF RUNWAY. FUEL TANKS HAD LARGE AMOUNTS WATER INCLUDING CARB BOWL. ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['CARB', Entity(wikidata_entity_id=Q11358, wikipedia_entity_title=Carbohydrate), None]]",FUEL,,Fuel,Q42501
1108,19910705026439A,ENGINE QUIT ON DOWNWIND. STRUCK DIRT BANK SHORT OF RUNWAY. FUEL TANKS HAD LARGE AMOUNTS WATER INCLUDING CARB BOWL. ,"[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['CARB', Entity(wikidata_entity_id=Q11358, wikipedia_entity_title=Carbohydrate), None]]",CARB,,Carbohydrate,Q11358
1109,19910423012079A,STRONG SURFACE WINDS DAMAGED AILERON BELLCRANK WHILE TIED DOWN. PILOT FAILED NOTE ON PREFLIGHT. CRASHED ON TAKEOFF.,"[['AILERON BELLCRANK', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), 'GPE']]",AILERON BELLCRANK,,,
1110,19910703029409I,SMOKE IN COCKPIT. ENGINE FAILED. FORCED LANDING IN FIELD. OIL DIP STICK HAD NOT BEEN REPLACED.                     ,"[['SMOKE', Entity(wikidata_entity_id=Q909879, wikipedia_entity_title=Smoke screen), None], ['COCKPIT', Entity(wikidata_entity_id=Q194156, wikipedia_entity_title=Cockpit), None], ['ENGINE', Entity not linked to a knowledge base, 'PERSON'], ['DIP', Entity not linked to a knowledge base, None], ['STICK H', Entity not linked to a knowledge base, 'PERSON']]",SMOKE,,Smoke screen,Q909879
1111,19910703029409I,SMOKE IN COCKPIT. ENGINE FAILED. FORCED LANDING IN FIELD. OIL DIP STICK HAD NOT BEEN REPLACED.                     ,"[['SMOKE', Entity(wikidata_entity_id=Q909879, wikipedia_entity_title=Smoke screen), None], ['COCKPIT', Entity(wikidata_entity_id=Q194156, wikipedia_entity_title=Cockpit), None], ['ENGINE', Entity not linked to a knowledge base, 'PERSON'], ['DIP', Entity not linked to a knowledge base, None], ['STICK H', Entity not linked to a knowledge base, 'PERSON']]",COCKPIT,,Cockpit,Q194156
1112,19910609032899I,PILOT MADE EMERGENCY GEAR UP LANDING IN FIELD AFTER TAKEOFF. WATER IN FUEL AND INJECTOR NOZZLES FOULED.            ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1113,19910711027079A,DEBRIS IN COCKPIT BLINDED PILOT ON SWATH RUN. PULLED UP HIT TREES LANDED ON ROAD OVERSHOT INTO FENCE AND TREES.    ,"[['DEBRIS', Entity(wikidata_entity_id=Q637703, wikipedia_entity_title=Debris), None]]",DEBRIS,,Debris,Q637703
1114,19910714027129A,BOTH ENGINES QUIT. DITCHED IN OCEAN NEAR SHORE. POSSIBLY NOT REFUELED PROPERLY LAST REFUELING.                     ,"[['ES', Entity not linked to a knowledge base, None], ['OCEAN', Entity(wikidata_entity_id=Q9430, wikipedia_entity_title=Ocean), None]]",ES,,,
1115,19910714027129A,BOTH ENGINES QUIT. DITCHED IN OCEAN NEAR SHORE. POSSIBLY NOT REFUELED PROPERLY LAST REFUELING.                     ,"[['ES', Entity not linked to a knowledge base, None], ['OCEAN', Entity(wikidata_entity_id=Q9430, wikipedia_entity_title=Ocean), None]]",OCEAN,,Ocean,Q9430
1116,19910527020289A,USED BOLT FOR CONTROL LOCK. OVERLOOKED PRIOR TAKEOFF. ABORTED AFTER LIFTOFF HIT RUNWAY NOSE FIRST. CRUSHED FIREWALL,"[['TO', Entity not linked to a knowledge base, None], ['FIRST', None, 'ORDINAL']]",TO,,,
1117,19911012056829I,ENGINE LOST POWER ON APPROACH. LANDED SHORT OF RUNWAY. FUEL WAS CONTAMINATED.                                      ,"[['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",ENGINE,,Aircraft engine,Q743004
1118,19911012056829I,ENGINE LOST POWER ON APPROACH. LANDED SHORT OF RUNWAY. FUEL WAS CONTAMINATED.                                      ,"[['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None]]",FUEL,,Fuel,Q42501
1119,19910827036839A,LOST POWER ON TAKEOFF.ABORTED. STRUCK AIRPORT FENCE. BLOCKED EXHAUST MANIFOLD. ADVISED NOT TO FLY. NO FERRY PERMIT.,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1120,19910916040499I,COCKPIT DOOR OPENED ON CLIMBOUT. RETURNED. MADE A HARD LANDING. BLEW LEFT MAIN TIRE AND BENT LEFT PROPELLER.       ,"[['BLEW', Entity(wikidata_entity_id=Q1088, wikipedia_entity_title=Blue), None]]",BLEW,,Blue,Q1088
1121,19910902037379A,ENGINE QUIT ON TAKEOFF CLIMB. ON FORCED LANDING STRUCK TREE. DID NOT USE BOOST PUMP PER AIRCRAFT FLIGHT MANUAL.    ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1122,19911010045609A,TOOK OFF WITH RIGHT AILERON CONTROL LOCK IN PLACE. MADE LEFT UNCONTROLLED TURN INTO AIRPORT FENCE.                 ,"[['AILERON', Entity(wikidata_entity_id=Q509379, wikipedia_entity_title=Aileron), None]]",AILERON,,Aileron,Q509379
1123,19910813041289I,MAIN CARGO DOOR OPENED AFTER TAKEOFF. DUMPED FUEL AND RETURNED. LANDED SAFELY.                                     ,"[['MAIN CARGO DOOR', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['EL', Entity not linked to a knowledge base, None]]",MAIN CARGO DOOR,,,
1124,19910813041289I,MAIN CARGO DOOR OPENED AFTER TAKEOFF. DUMPED FUEL AND RETURNED. LANDED SAFELY.                                     ,"[['MAIN CARGO DOOR', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['EL', Entity not linked to a knowledge base, None]]",TAKEOFF,,Takeoff,Q854248
1125,19910813041289I,MAIN CARGO DOOR OPENED AFTER TAKEOFF. DUMPED FUEL AND RETURNED. LANDED SAFELY.                                     ,"[['MAIN CARGO DOOR', Entity not linked to a knowledge base, None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['EL', Entity not linked to a knowledge base, None]]",EL,,,
1126,19910907044549A,SET AMPHIBIAN PARKING BRAKE AT MOORING. OVERLOOKED BRAKE ON FOR LANDING AT AIRPORT. VEERED OFF RUNWAY. NOSED OVER. ,"[['AMPHIBIAN', Entity(wikidata_entity_id=Q10908, wikipedia_entity_title=Amphibian), None]]",AMPHIBIAN,,Amphibian,Q10908
1127,19910810038269I,NOTICED FUEL VENTING OVERBOARD. EMERGENCY LANDING AT CLOSED AIRPORT. FUEL CAPS PUT ON WRONG.                       ,"[['EL', Entity(wikidata_entity_id=Q2633778, wikipedia_entity_title=Elevation), None]]",EL,,Elevation,Q2633778
1128,19910721030579A,ENGINE QUIT ON CLIMBOUT. TRIED TO LAND ON ADJACENT RUNWAY BUT SETTLED IN STEEP TURN. HIT FENCE. WATER IN FUEL.     ,"[['EL', Entity(wikidata_entity_id=Q2633778, wikipedia_entity_title=Elevation), None]]",EL,,Elevation,Q2633778
1129,19911011046049A,FAILED TO UNFASTEN A STRAP HOLDING A SKID ON TRAILER. HELICOPTER FELL OVER ON ITS SIDE DURING ATTEMPTED LIFTOFF.   ,"[['HELICOPTER', Entity(wikidata_entity_id=Q34486, wikipedia_entity_title=Helicopter), None]]",HELICOPTER,,Helicopter,Q34486
1130,19911101048839A,ON LIFT OFF AIRCRAFT MADE TIGHT LEFT TURN. IMPACTED BETWEEN RUNWAYS. AUTOPILOT ON. CFI UNFAMILIAR WITH DISCONNECT. ,"[['CFI', Entity not linked to a knowledge base, None], ['FAM', Entity not linked to a knowledge base, 'ORG']]",CFI,,,
1131,19911128053639A,ENGINES LOST POWER ON CLIMBOUT. CRASH LANDED OFF END RUNWAY. LINEMAN HAD FUELED CONVAIR WITH JET FUEL INSTEAD AVGAS,"[['ENGINES', Entity not linked to a knowledge base, None], ['LINEMAN HAD', Entity not linked to a knowledge base, 'PERSON'], ['JET FUEL INSTEAD AVGAS', Entity not linked to a knowledge base, 'PERSON']]",ENGINES,,,
1132,19911208061009I,NOSE GEAR FOLDED ON LANDING ROLLOUT. RETRACTION ROD WAS BENT. PRIOR HARD LANDINGS.                                 ,"[['NOSE', Entity not linked to a knowledge base, None], ['PRIOR HARD LANDINGS', Entity not linked to a knowledge base, 'PERSON']]",NOSE,,,
1133,19920309017049A,LOST POWER ON DESCENT TO SPRAY FIELD. NOSED OVER IN WET WHEAT. WORN MAGS DIRTY OIL. INCORRECT WORN IGNITERS FACTORS,"[['WORN', Entity(wikidata_entity_id=Q617224, wikipedia_entity_title=Wear), None]]",WORN,,Wear,Q617224
1134,19911114051499A,"LEFT FUEL TANK VENT BLOCKED, ENGINE QUIT TURNING FINAL DUE CAVATATION OF FUEL. LANDED HARD,SHORT OF RUNWAY.        ","[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['HARD', Entity not linked to a knowledge base, 'GPE'], ['WAY', Entity not linked to a knowledge base, 'GPE']]",FUEL,,Fuel,Q42501
1135,19911114051499A,"LEFT FUEL TANK VENT BLOCKED, ENGINE QUIT TURNING FINAL DUE CAVATATION OF FUEL. LANDED HARD,SHORT OF RUNWAY.        ","[['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['FUEL', Entity(wikidata_entity_id=Q42501, wikipedia_entity_title=Fuel), None], ['HARD', Entity not linked to a knowledge base, 'GPE'], ['WAY', Entity not linked to a knowledge base, 'GPE']]",FUEL,,Fuel,Q42501
1136,19920301008169I,"DURING NR2 ENGINE RUNUP ON TAXIWAY SEVERAL LARGE PIECES OF ASPHALT WERE HURLED INTO AIR,HIT TAIL ON MAINTENANCE RUN","[['NR2', Entity(wikidata_entity_id=Q54931002), None], ['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), None]]",NR2,,,Q54931002
1137,19920301008169I,"DURING NR2 ENGINE RUNUP ON TAXIWAY SEVERAL LARGE PIECES OF ASPHALT WERE HURLED INTO AIR,HIT TAIL ON MAINTENANCE RUN","[['NR2', Entity(wikidata_entity_id=Q54931002), None], ['TAXIWAY', Entity(wikidata_entity_id=Q910386, wikipedia_entity_title=Taxiway), None]]",TAXIWAY,,Taxiway,Q910386
1138,19911128053699A,NEGLECTED TO REMOVE CONTROL LOCK. ABORTED TAKEOFF UPON DISCOVERY. RAN OFF END RUNWAY. STRUCK LIGHTS AND A FENCE.   ,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
1139,19911220057019A,WRECKAGE INDICATES PILOT EXERTED CONTROL PRESSURE WITH AUTOPILOT ON CAUSING RUNAWAY TRIM LOST CONTROL AND CRASHED. ,"[['RUNAWAY', Entity(wikidata_entity_id=Q908282, wikipedia_entity_title=Thermal runaway), None]]",RUNAWAY,,Thermal runaway,Q908282
1140,19911122053369A,CABIN DOOR OPENED ON TAKEOFF ROLL. ABORTED AND RAN OFF END OF RUNWAY. NOSE GEAR COLLAPSED.                         ,"[['CABIN', Entity not linked to a knowledge base, None], ['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",CABIN,,,
1141,19911122053369A,CABIN DOOR OPENED ON TAKEOFF ROLL. ABORTED AND RAN OFF END OF RUNWAY. NOSE GEAR COLLAPSED.                         ,"[['CABIN', Entity not linked to a knowledge base, None], ['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF ROLL,,Takeoff,Q854248
1142,19911025054759I,FUEL LEAK ON CLIMB. RETURNED. LEAKING FUEL WAS DUE TO A LOOSE GAS CAP.                                             ,"[['FUEL LEAK', Entity(wikidata_entity_id=Q1349983, wikipedia_entity_title=Leak), None], ['CLIMB', Entity not linked to a knowledge base, None], ['LEAKING FUEL', Entity not linked to a knowledge base, None], ['LOOSE GAS CAP', Entity not linked to a knowledge base, None]]",FUEL LEAK,,Leak,Q1349983
1143,19911025054759I,FUEL LEAK ON CLIMB. RETURNED. LEAKING FUEL WAS DUE TO A LOOSE GAS CAP.                                             ,"[['FUEL LEAK', Entity(wikidata_entity_id=Q1349983, wikipedia_entity_title=Leak), None], ['CLIMB', Entity not linked to a knowledge base, None], ['LEAKING FUEL', Entity not linked to a knowledge base, None], ['LOOSE GAS CAP', Entity not linked to a knowledge base, None]]",CLIMB,,,
1144,19911025054759I,FUEL LEAK ON CLIMB. RETURNED. LEAKING FUEL WAS DUE TO A LOOSE GAS CAP.                                             ,"[['FUEL LEAK', Entity(wikidata_entity_id=Q1349983, wikipedia_entity_title=Leak), None], ['CLIMB', Entity not linked to a knowledge base, None], ['LEAKING FUEL', Entity not linked to a knowledge base, None], ['LOOSE GAS CAP', Entity not linked to a knowledge base, None]]",LEAKING FUEL,,,
1145,19911025054759I,FUEL LEAK ON CLIMB. RETURNED. LEAKING FUEL WAS DUE TO A LOOSE GAS CAP.                                             ,"[['FUEL LEAK', Entity(wikidata_entity_id=Q1349983, wikipedia_entity_title=Leak), None], ['CLIMB', Entity not linked to a knowledge base, None], ['LEAKING FUEL', Entity not linked to a knowledge base, None], ['LOOSE GAS CAP', Entity not linked to a knowledge base, None]]",LOOSE GAS CAP,,,
1146,19911226057229I,ENGINE LOST POWER AFTER TAKEOFF. LANDED IN FIELD. FOUND ICE JAM IN SUMP DRAIN BEFORE FLIGHT.                       ,"[['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['ICE JAM', Entity(wikidata_entity_id=Q262798, wikipedia_entity_title=Ice jam), None], ['SUMP DRAIN', Entity(wikidata_entity_id=Q7638034, wikipedia_entity_title=Sump pump), None]]",ENGINE,,Aircraft engine,Q743004
1147,19911226057229I,ENGINE LOST POWER AFTER TAKEOFF. LANDED IN FIELD. FOUND ICE JAM IN SUMP DRAIN BEFORE FLIGHT.                       ,"[['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['ICE JAM', Entity(wikidata_entity_id=Q262798, wikipedia_entity_title=Ice jam), None], ['SUMP DRAIN', Entity(wikidata_entity_id=Q7638034, wikipedia_entity_title=Sump pump), None]]",TAKEOFF,,Takeoff,Q854248
1148,19911226057229I,ENGINE LOST POWER AFTER TAKEOFF. LANDED IN FIELD. FOUND ICE JAM IN SUMP DRAIN BEFORE FLIGHT.                       ,"[['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['ICE JAM', Entity(wikidata_entity_id=Q262798, wikipedia_entity_title=Ice jam), None], ['SUMP DRAIN', Entity(wikidata_entity_id=Q7638034, wikipedia_entity_title=Sump pump), None]]",ICE JAM,,Ice jam,Q262798
1149,19911226057229I,ENGINE LOST POWER AFTER TAKEOFF. LANDED IN FIELD. FOUND ICE JAM IN SUMP DRAIN BEFORE FLIGHT.                       ,"[['ENGINE', Entity(wikidata_entity_id=Q743004, wikipedia_entity_title=Aircraft engine), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['ICE JAM', Entity(wikidata_entity_id=Q262798, wikipedia_entity_title=Ice jam), None], ['SUMP DRAIN', Entity(wikidata_entity_id=Q7638034, wikipedia_entity_title=Sump pump), None]]",SUMP DRAIN,,Sump pump,Q7638034
1150,19920305005079A,ON LOADING TAIL HIT RAMP. ON TAKEOFF REPORTED JAMMED ELEVATORS WANTED RETURN. TRAFFIC ON RUNWAY. LOST CONTROL.     ,"[['AKEOFF', Entity not linked to a knowledge base, None], ['JAMMED', Entity(wikidata_entity_id=Q1032176, wikipedia_entity_title=Countermeasure), None]]",AKEOFF,,,
1151,19920305005079A,ON LOADING TAIL HIT RAMP. ON TAKEOFF REPORTED JAMMED ELEVATORS WANTED RETURN. TRAFFIC ON RUNWAY. LOST CONTROL.     ,"[['AKEOFF', Entity not linked to a knowledge base, None], ['JAMMED', Entity(wikidata_entity_id=Q1032176, wikipedia_entity_title=Countermeasure), None]]",JAMMED,,Countermeasure,Q1032176
1152,19911026048049A,ENCOUNTERED SPATIAL DISORIENTATION ON CLIMBING TURN AFTER TAKEOFF. DESCENDED INTO GROUND. PANEL LIGHTS INOPERATIVE.,"[['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF,,Takeoff,Q854248
