,c5_id,c119_input,c119_entity_linking,mentions,labels,entities,qids
1093,20000127002439I,(-5) ON JANUARY 27TH AT 10:27PM AIRCRAFT N1959F A CE-172N OPERATED BY EAGLE AVIATION INC. AND PILOTED BY FRANCIS H.,"[['CRAFT', Entity not linked to a knowledge base, None], ['N1959F A CE-172N', Entity not linked to a knowledge base, None], ['EAGLE AVIATION INC', Entity not linked to a knowledge base, 'ORG'], ['FRANCIS H.', Entity not linked to a knowledge base, 'PERSON']]",CRAFT,,,
1094,20000127002439I,(-5) ON JANUARY 27TH AT 10:27PM AIRCRAFT N1959F A CE-172N OPERATED BY EAGLE AVIATION INC. AND PILOTED BY FRANCIS H.,"[['CRAFT', Entity not linked to a knowledge base, None], ['N1959F A CE-172N', Entity not linked to a knowledge base, None], ['EAGLE AVIATION INC', Entity not linked to a knowledge base, 'ORG'], ['FRANCIS H.', Entity not linked to a knowledge base, 'PERSON']]",N1959F A CE-172N,,,
1095,20000215041409A,"(.19) ON FEBRUARY 19, 2000, AT 1825 EASTERN STANDARD TIME, A BEECH 1900D, N81SK, OPERATED AS SKYWAY AIRLINE FLIGHT ","[['BEECH 1900D', Entity(wikidata_entity_id=Q661819, wikipedia_entity_title=Beechcraft 1900), None], ['81SK', Entity not linked to a knowledge base, None], ['SKYWAY AIRLINE', Entity not linked to a knowledge base, 'ORG']]",BEECH 1900D,,Beechcraft 1900,Q661819
1096,20000215041409A,"(.19) ON FEBRUARY 19, 2000, AT 1825 EASTERN STANDARD TIME, A BEECH 1900D, N81SK, OPERATED AS SKYWAY AIRLINE FLIGHT ","[['BEECH 1900D', Entity(wikidata_entity_id=Q661819, wikipedia_entity_title=Beechcraft 1900), None], ['81SK', Entity not linked to a knowledge base, None], ['SKYWAY AIRLINE', Entity not linked to a knowledge base, 'ORG']]",81SK,,,
1097,20000622035789I,"(-23)ON THURSDAY, JUNE, 22, 2000, CONTINENTAL AIRLINES FLIGHT 1763 DEPARTED YYZ FOR EWR AT 0957 EDT. AT CRUISE ALTI","[['YYZ', Entity(wikidata_entity_id=Q242066, wikipedia_entity_title=Toronto Pearson International Airport), None], ['EWR', Entity(wikidata_entity_id=Q466786, wikipedia_entity_title=Newark Liberty International Airport), None], ['CRUISE ALTI', Entity not linked to a knowledge base, 'ORG']]",YYZ,,Toronto Pearson International Airport,Q242066
1098,20000622035789I,"(-23)ON THURSDAY, JUNE, 22, 2000, CONTINENTAL AIRLINES FLIGHT 1763 DEPARTED YYZ FOR EWR AT 0957 EDT. AT CRUISE ALTI","[['YYZ', Entity(wikidata_entity_id=Q242066, wikipedia_entity_title=Toronto Pearson International Airport), None], ['EWR', Entity(wikidata_entity_id=Q466786, wikipedia_entity_title=Newark Liberty International Airport), None], ['CRUISE ALTI', Entity not linked to a knowledge base, 'ORG']]",EWR,,Newark Liberty International Airport,Q466786
1099,20000422027739I,(-23)AIRCRAFT LANDED LONG AND WENT OFF OF END OF RUNWAY 18 INTO THE GRASS. RUNWAY WAS CLOSED FOR ELEVEN MINUTES BEC,"[['RUNWAY 18', Entity(wikidata_entity_id=Q2333252, wikipedia_entity_title=Runway 18 West), None]]",RUNWAY 18,,Runway 18 West,Q2333252
1100,20000625032189I,(-23)NORTHWEST AIRLINES DC-10 BOEING PUSHED BACK FOR REPOSITIONING OFF OF GATE B-52 STRUCK A CONTINENTAL AIRLINES D,"[['DC-10', Entity(wikidata_entity_id=Q208075, wikipedia_entity_title=McDonnell Douglas DC-10), None], ['GATE B-52', Entity not linked to a knowledge base, None]]",DC-10,,McDonnell Douglas DC-10,Q208075
1101,20000625032189I,(-23)NORTHWEST AIRLINES DC-10 BOEING PUSHED BACK FOR REPOSITIONING OFF OF GATE B-52 STRUCK A CONTINENTAL AIRLINES D,"[['DC-10', Entity(wikidata_entity_id=Q208075, wikipedia_entity_title=McDonnell Douglas DC-10), None], ['GATE B-52', Entity not linked to a knowledge base, None]]",GATE B-52,,,
1102,20000512008589A,"(-23) THE MODEL B55 BARON WAS LOADED WITH A TOTAL OF SIX ADULT MALE OCCUPANTS, BAGGAGE, 126 POUNDS OF ADDITIONAL BA","[['B55 BARON', Entity not linked to a knowledge base, None]]",B55 BARON,,,
1103,20000823008769A,(-23) ON TAKEOFF AT 50 TO 70 FEET AGL THE ENGINE ON N800RH QUIT WITH THE RIGHT TANK SELECTED.  DUE TO THE SHORT DIS,"[['N800', Entity(wikidata_entity_id=Q2322452, wikipedia_entity_title=Nokia N800), None]]",N800,,Nokia N800,Q2322452
1104,20000628010849A,"(-23) STUDENT PILOT STATED THAT WHILE PRACTICING DIFFERENT MANEUVERS FOR HIS CHECK RIDE THE NEXT MORNING, THE AIRCR","[['AIRCR', Entity not linked to a knowledge base, None]]",AIRCR,,,
1105,20000814041259A,"(.19) ON AUGUST 14, 2000, ABOUT 1252 HOURS PACIFIC DAYLIGHT TIME, A BEECH K35, N878R, OWNED AND OPERATED BY THE PIL","[['BEECH K35', Entity not linked to a knowledge base, None], ['PIL', Entity not linked to a knowledge base, 'ORG']]",BEECH K35,,,
1106,20000723035769I,(-23) ABOUT 7:15 AM ON SATURDAY 7/22/2000 I ^PRIVACY DATA OMI^ PIC OF AIRCRAFT N2709R LEFT LBE ON AN IFR FLIGHT SOP,"[['N2709', Entity not linked to a knowledge base, None], ['BE', Entity not linked to a knowledge base, 'ORG'], ['IFR', Entity(wikidata_entity_id=Q847919, wikipedia_entity_title=Instrument flight rules), None]]",N2709,,,
1107,20000730035959I,(-23)ON 7/30/00 A CESSNA 150F OPERATED BY ^PRIVACY DATA OMITTED^ DEPARTED WILROADS GARDEN AIRPORT (9K1) AT DODGE CI,"[['CESSNA 150F', Entity not linked to a knowledge base, None], ['WILROADS GARDEN AIRPORT', Entity not linked to a knowledge base, 'FAC'], ['DODGE CI', Entity not linked to a knowledge base, 'ORG']]",CESSNA 150F,,,
1108,20000830029919I,(-23)THE AIRCRAFT WAS TAXIED WITH A TOW BAR ATTACHED. THE CREW CEASED TAXING AFTER BECOMING AWARE OF THE ATTACHED T,"[['TOW', Entity(wikidata_entity_id=Q747313, wikipedia_entity_title=BGM-71 TOW), None], ['CRE', Entity not linked to a knowledge base, None]]",TOW,,BGM-71 TOW,Q747313
1109,20000830029919I,(-23)THE AIRCRAFT WAS TAXIED WITH A TOW BAR ATTACHED. THE CREW CEASED TAXING AFTER BECOMING AWARE OF THE ATTACHED T,"[['TOW', Entity(wikidata_entity_id=Q747313, wikipedia_entity_title=BGM-71 TOW), None], ['CRE', Entity not linked to a knowledge base, None]]",CRE,,,
1110,20001027030999I,"(-23)ON FRIDAY OCTOBER 27, 2000, A DC-10 WAS BEING MARSHALLED TO A PARKING SPOT BY PERSONNEL OF PATHFINDER, A FREIG","[['DC-10', Entity(wikidata_entity_id=Q208075, wikipedia_entity_title=McDonnell Douglas DC-10), None], ['PATHFINDER', Entity not linked to a knowledge base, 'ORG'], ['FREIG', Entity not linked to a knowledge base, None]]",DC-10,,McDonnell Douglas DC-10,Q208075
1111,20001118043779A,"(-23) ON NOVEMBER 18, 2000, AIRCRAFT 8181L ATTEMPTED A NORMAL LANDING ON A GRASS AIRSTRIP LOCATED AT WHITE POST, VA","[['AIRCRAFT 8181L', Entity not linked to a knowledge base, None], ['WHITE POST', Entity(wikidata_entity_id=Q7995236, wikipedia_entity_title=White Post, Virginia), 'ORG'], ['VA', Entity(wikidata_entity_id=Q1370, wikipedia_entity_title=Virginia), 'GPE']]",AIRCRAFT 8181L,,,
1112,20010314005559A,"(.19)ON MARCH 14, 2001, ABOUT 1120 EASTERN STANDARD TIME, A CESSNA 150, N6584F, WAS SUBSTANTIALLY DAMAGED DURING A ","[['CESSNA 150', Entity(wikidata_entity_id=Q1057117, wikipedia_entity_title=Cessna 150), None]]",CESSNA 150,,Cessna 150,Q1057117
1113,20010220001429I,"(-23) PILOT FOUND A/C HAD DEAD BATTERY WHEN TRYING TO START ENGINE FOR FLIGHT. HE USED JUMPER CABLES TO START A/C, ","[['JUMPER', Entity not linked to a knowledge base, None]]",JUMPER,,,
1114,20001127041639A,(-23) THE UPPER ENGINE COWLING DEPARTED THE AIRPLANE JUST AFTER TAKEOFF FROM RUNWAY 29. THE COWLING SUBSEQUENTLY ST,"[['UPPER', Entity not linked to a knowledge base, None]]",UPPER,,,
1115,20001206021339I,(-23) A/C WAS LANDING ON SEA RUNWAY 34L AND WAS DOWN TO 90 KNOTS ON ROLLOUT. PILOTS HEARD A LOUD THUMP AND DISCOVER,"[['SEA RUNWAY', Entity not linked to a knowledge base, None]]",SEA RUNWAY,,,
1116,20010510035129A,"(.4) ON MAY 10, 2001, ABOUT 1730 EASTERN DAYLIGHT TIME, A CHAMPION 7EC, N4737E, WAS SUBSTANTIALLY DAMAGED DURING A ","[['EC', Entity not linked to a knowledge base, None]]",EC,,,
1117,20010515015799I,"(-23) AIRCRAFT DEPARTED FOR MAINTENANCE TEST AFTER ADJUSTMENTS ON LANDING GEAR. ON TAKEOFF ROLL, LANDING GEAR RETRA","[['CRAFT', Entity(wikidata_entity_id=Q2207288, wikipedia_entity_title=Craft), None], ['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",CRAFT,,Craft,Q2207288
1118,20010515015799I,"(-23) AIRCRAFT DEPARTED FOR MAINTENANCE TEST AFTER ADJUSTMENTS ON LANDING GEAR. ON TAKEOFF ROLL, LANDING GEAR RETRA","[['CRAFT', Entity(wikidata_entity_id=Q2207288, wikipedia_entity_title=Craft), None], ['TAKEOFF ROLL', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None]]",TAKEOFF ROLL,,Takeoff,Q854248
1119,20010321003219I,(-23)TOWER REPORTED THAT A CONTRAIL OF LIQUID WAS STREAMING OFF THE AIRCRAFT WING AFTER TAKEOFF. PILOT DECLARED EME,"[['LIQUID', Entity(wikidata_entity_id=Q11435, wikipedia_entity_title=Liquid), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['EME', Entity(wikidata_entity_id=Q420122, wikipedia_entity_title=Emergency position-indicating radiobeacon station), None]]",LIQUID,,Liquid,Q11435
1120,20010321003219I,(-23)TOWER REPORTED THAT A CONTRAIL OF LIQUID WAS STREAMING OFF THE AIRCRAFT WING AFTER TAKEOFF. PILOT DECLARED EME,"[['LIQUID', Entity(wikidata_entity_id=Q11435, wikipedia_entity_title=Liquid), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['EME', Entity(wikidata_entity_id=Q420122, wikipedia_entity_title=Emergency position-indicating radiobeacon station), None]]",TAKEOFF,,Takeoff,Q854248
1121,20010321003219I,(-23)TOWER REPORTED THAT A CONTRAIL OF LIQUID WAS STREAMING OFF THE AIRCRAFT WING AFTER TAKEOFF. PILOT DECLARED EME,"[['LIQUID', Entity(wikidata_entity_id=Q11435, wikipedia_entity_title=Liquid), None], ['TAKEOFF', Entity(wikidata_entity_id=Q854248, wikipedia_entity_title=Takeoff), None], ['EME', Entity(wikidata_entity_id=Q420122, wikipedia_entity_title=Emergency position-indicating radiobeacon station), None]]",EME,,Emergency position-indicating radiobeacon station,Q420122
1122,20010529017659A,"(-23) IN MAY 29, 2001, ABOUT 0718 EASTERN DAYLIGHT TIME, A CONTINENTAL COPTERS TOM CAT MARK 5A (A MODIFIED BEL 47 H","[['TOM CAT MARK 5A', Entity not linked to a knowledge base, None], ['BEL', Entity not linked to a knowledge base, 'ORG']]",TOM CAT MARK 5A,,,
1123,20010411007659I,(-23)RIGHT TOP ENGINE COWL DEPARTED AIRCRAFT DURING FLIGHT. AIRCRAFT LANDED WITHOUT INCIDENT.  ACTUAL NUMBER OF PAX,"[['COWL', Entity(wikidata_entity_id=Q1138219, wikipedia_entity_title=Cowling), None]]",COWL,,Cowling,Q1138219
1124,20010517008369I,"(-23) ^PRIVACY DATA O^ PIC OF N82HR, A PC-12-45 WAS DISTRACTED DURING PREFLIGHT AND LEFT THE TOW BAR ATTACHED TO TH","[['PC-12-45', Entity not linked to a knowledge base, None]]",PC-12-45,,,
1125,20010805023549A,"(.19) ON AUGUST 5, 2001, ABOUT 2015 HOURS PACIFIC DAYLIGHT TIME, A CESSNA 336, N3838U, EXPERIENCED A LOSS OF POWER ","[['CESSNA', Entity(wikidata_entity_id=Q308889, wikipedia_entity_title=Cessna), None]]",CESSNA,,Cessna,Q308889
1126,20010611023089I,"(-23)ON JUNE 6, 2001, ABOUT 0800 HRS. EASTERN STANDARD TIME, A CESSNA 150, N2207J, REGISTERED TT FREDERICK PISHOTTA","[['CESSNA 150', Entity(wikidata_entity_id=Q1057117, wikipedia_entity_title=Cessna 150), None], ['FREDERICK PISHOTTA', Entity not linked to a knowledge base, 'PERSON']]",CESSNA 150,,Cessna 150,Q1057117
1127,20010717021699I,(-23) THE AIRMAN ATTEMPTED A TAKEOFF WITH PITOT COVER ATTACHED. TAKEOFF WAS ABORTED WHEN THE PILOT NOTICED THAT THE,"[['T', Entity not linked to a knowledge base, None], ['TAK', Entity(wikidata_entity_id=Q2138927, wikipedia_entity_title=Ted T. Tanouye), 'PERSON']]",T,,,
1128,20010610033379I,"(-23) SMALL TOW BAR WAS LEFT ATTACHED, AFTER A PRE-FLIGHT INSPECTION WAS COMPLETED IN HANGAR. PILOT WAS NOTIFIED TO","[['SM', Entity not linked to a knowledge base, None], ['TOW', Entity not linked to a knowledge base, None], ['HANGAR', Entity(wikidata_entity_id=Q192375, wikipedia_entity_title=Hangar), 'GPE'], ['PILOT', Entity not linked to a knowledge base, 'PERSON']]",SM,,,
1129,20010610033379I,"(-23) SMALL TOW BAR WAS LEFT ATTACHED, AFTER A PRE-FLIGHT INSPECTION WAS COMPLETED IN HANGAR. PILOT WAS NOTIFIED TO","[['SM', Entity not linked to a knowledge base, None], ['TOW', Entity not linked to a knowledge base, None], ['HANGAR', Entity(wikidata_entity_id=Q192375, wikipedia_entity_title=Hangar), 'GPE'], ['PILOT', Entity not linked to a knowledge base, 'PERSON']]",TOW,,,
1130,20011003031879A,"(-23) ON OCTOBER 3, 2001, ABOUT 1300L, N388BA, A LET-L33 SOLO GLIDER WAS SPINNING DOWN FROM 4000' WHEN A SMALL BATT","[['LET-L33', Entity not linked to a knowledge base, None], ['SOLO', Entity not linked to a knowledge base, None]]",LET-L33,,,
1131,20011003031879A,"(-23) ON OCTOBER 3, 2001, ABOUT 1300L, N388BA, A LET-L33 SOLO GLIDER WAS SPINNING DOWN FROM 4000' WHEN A SMALL BATT","[['LET-L33', Entity not linked to a knowledge base, None], ['SOLO', Entity not linked to a knowledge base, None]]",SOLO,,,
1132,20011014030309I,(-23) WHILE TAXIING TO PARKING AFTER LANDING THE AIRCRAFT NOSE WHEEL DEPARTED THE TAXIWAY. THE AIRCRAFT WAS STOPPED,"[['OSE', Entity not linked to a knowledge base, None]]",OSE,,,
1133,20011015027579A,(-23) PILOT HAD RECEIVED AN IFR CLEARANCE AND WAS CLEARED FOR TAXI BY TYS GROUND CONTROL. PILOT REALIZED A WHEEL CH,"[['P', Entity not linked to a knowledge base, None], ['TYS GR', Entity not linked to a knowledge base, None]]",P,,,
1134,20011015027579A,(-23) PILOT HAD RECEIVED AN IFR CLEARANCE AND WAS CLEARED FOR TAXI BY TYS GROUND CONTROL. PILOT REALIZED A WHEEL CH,"[['P', Entity not linked to a knowledge base, None], ['TYS GR', Entity not linked to a knowledge base, None]]",TYS GR,,,
1135,20010918026899I,(-23) MAINTENANCE WAS PERFORMED SOMETIME BEFORE THE PROPOSED FLIGHT. THE ANTI-SKID CIRCUIT BREAKER WAS PULLED BY MA,"[['ANTI-SKID', Entity(wikidata_entity_id=Q190660, wikipedia_entity_title=Anti-lock braking system), None], ['MA', Entity not linked to a knowledge base, 'ORG']]",ANTI-SKID,,Anti-lock braking system,Q190660
1136,20010823023939A,"(-23) ON AUGUST 23, 2001, AT APPROXIMATELY 1530 EDT, A CESSNA 182R, N5419E, SUSTAINED SUBSTANTIAL DAMAGE DURING LAN","[['CESSNA 182R', Entity not linked to a knowledge base, None]]",CESSNA 182R,,,
1137,20020206000979I,(-23) THE PILOT IN COMMAND TAXIED AND TOOK OFF WITH THE ENGINE HEATER EXTENSION CORD PLUGGED INTO THE AIRPLANE. UPO,"[['UPO', Entity(wikidata_entity_id=Q7862981, wikipedia_entity_title=U.P.O.), None]]",UPO,,U.P.O.,Q7862981
1138,20020102000049I,"(-23) ON JANUARY 2, 2002, AT APPROXIMATELY 2330 CST, A PIPER PA-28-180 MADE AN EMERGENCY LANDING RESULTING FROM SEP","[['PIPER', Entity(wikidata_entity_id=Q934012, wikipedia_entity_title=Piper Aircraft), None], ['PA-28-180', Entity not linked to a knowledge base, None], ['SEP', Entity not linked to a knowledge base, None]]",PIPER,,Piper Aircraft,Q934012
1139,20020102000049I,"(-23) ON JANUARY 2, 2002, AT APPROXIMATELY 2330 CST, A PIPER PA-28-180 MADE AN EMERGENCY LANDING RESULTING FROM SEP","[['PIPER', Entity(wikidata_entity_id=Q934012, wikipedia_entity_title=Piper Aircraft), None], ['PA-28-180', Entity not linked to a knowledge base, None], ['SEP', Entity not linked to a knowledge base, None]]",PA-28-180,,,
1140,20020102000049I,"(-23) ON JANUARY 2, 2002, AT APPROXIMATELY 2330 CST, A PIPER PA-28-180 MADE AN EMERGENCY LANDING RESULTING FROM SEP","[['PIPER', Entity(wikidata_entity_id=Q934012, wikipedia_entity_title=Piper Aircraft), None], ['PA-28-180', Entity not linked to a knowledge base, None], ['SEP', Entity not linked to a knowledge base, None]]",SEP,,,
1141,20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A","[['AMATEUR KIT BU', Entity not linked to a knowledge base, None], ['T', Entity not linked to a knowledge base, None], ['KIS', Entity not linked to a knowledge base, None], ['LSAR', Entity(wikidata_entity_id=Q1063793, wikipedia_entity_title=Integrated logistics support), None], ['NORTH PERRY', Entity(wikidata_entity_id=Q773588, wikipedia_entity_title=North Perry, Ohio), 'GPE']]",AMATEUR KIT BU,,,
1142,20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A","[['AMATEUR KIT BU', Entity not linked to a knowledge base, None], ['T', Entity not linked to a knowledge base, None], ['KIS', Entity not linked to a knowledge base, None], ['LSAR', Entity(wikidata_entity_id=Q1063793, wikipedia_entity_title=Integrated logistics support), None], ['NORTH PERRY', Entity(wikidata_entity_id=Q773588, wikipedia_entity_title=North Perry, Ohio), 'GPE']]",T,,,
1143,20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A","[['AMATEUR KIT BU', Entity not linked to a knowledge base, None], ['T', Entity not linked to a knowledge base, None], ['KIS', Entity not linked to a knowledge base, None], ['LSAR', Entity(wikidata_entity_id=Q1063793, wikipedia_entity_title=Integrated logistics support), None], ['NORTH PERRY', Entity(wikidata_entity_id=Q773588, wikipedia_entity_title=North Perry, Ohio), 'GPE']]",KIS,,,
1144,20020418009469A,"(-23) AN AMATEUR KIT BUILT AIRPLANE, A 4 PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1/4 MILE EAST OF THE NORTH PERRY A","[['AMATEUR KIT BU', Entity not linked to a knowledge base, None], ['T', Entity not linked to a knowledge base, None], ['KIS', Entity not linked to a knowledge base, None], ['LSAR', Entity(wikidata_entity_id=Q1063793, wikipedia_entity_title=Integrated logistics support), None], ['NORTH PERRY', Entity(wikidata_entity_id=Q773588, wikipedia_entity_title=North Perry, Ohio), 'GPE']]",LSAR,,Integrated logistics support,Q1063793
1145,20020815036819I,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE","[['AIRCRAFT', Entity(wikidata_entity_id=Q11436, wikipedia_entity_title=Aircraft), None], ['68', Entity not linked to a knowledge base, None]]",AIRCRAFT,,Aircraft,Q11436
1146,20020815036819I,"(-23) AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 0945 HRS. AIRCRAFT CLIMBE","[['AIRCRAFT', Entity(wikidata_entity_id=Q11436, wikipedia_entity_title=Aircraft), None], ['68', Entity not linked to a knowledge base, None]]",68,,,
1147,20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ","[['GRUMMAN AMERICAN', Entity(wikidata_entity_id=Q463261, wikipedia_entity_title=Grumman), None], ['AA-5B', Entity(wikidata_entity_id=Q1455248, wikipedia_entity_title=Grumman American AA-5), None]]",GRUMMAN AMERICAN,,Grumman,Q463261
1148,20020801025679A,"(.19) ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AA-5B, N81310, WAS DESTROYED WHEN IT ","[['GRUMMAN AMERICAN', Entity(wikidata_entity_id=Q463261, wikipedia_entity_title=Grumman), None], ['AA-5B', Entity(wikidata_entity_id=Q1455248, wikipedia_entity_title=Grumman American AA-5), None]]",AA-5B,,Grumman American AA-5,Q1455248
1149,20020619014309A,"(-23) N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q","[['CE-182', Entity not linked to a knowledge base, None], ['HOT SPRINGS', Entity not linked to a knowledge base, 'GPE'], ['ARKANSAS', Entity(wikidata_entity_id=Q1612, wikipedia_entity_title=Arkansas), 'GPE'], ['FAYETTEVILLE', Entity(wikidata_entity_id=Q290929, wikipedia_entity_title=Fayetteville Regional Airport), 'ORG'], ['TENNESSEE', Entity(wikidata_entity_id=Q1509, wikipedia_entity_title=Tennessee), 'GPE']]",CE-182,,,
1150,20020710019879A,(-23) THE PILOT STATED THAT DURING TAKE OFF HE REALIZED HE HAD FAILED TO REMOVE THE CONTROL LOCK. HE RAN OFF THE EN,"[['EN', Entity not linked to a knowledge base, None]]",EN,,,
1151,20021114030969I,"(-23) PILOT REPORTED WHEN RETURNING TO LEVEL FLIGHT FROM INVERTED AEROBATIC MANEUVER, ENGINE ""BURBLED"". PILOT DECLA","[['ER', Entity not linked to a knowledge base, None], ['ATIC', Entity not linked to a knowledge base, None], ['EUVER', Entity not linked to a knowledge base, None], ['DECLA', Entity(wikidata_entity_id=Q54709350, wikipedia_entity_title=Decla Film), None]]",ER,,,
1152,20021114030969I,"(-23) PILOT REPORTED WHEN RETURNING TO LEVEL FLIGHT FROM INVERTED AEROBATIC MANEUVER, ENGINE ""BURBLED"". PILOT DECLA","[['ER', Entity not linked to a knowledge base, None], ['ATIC', Entity not linked to a knowledge base, None], ['EUVER', Entity not linked to a knowledge base, None], ['DECLA', Entity(wikidata_entity_id=Q54709350, wikipedia_entity_title=Decla Film), None]]",ATIC,,,
1153,20021114030969I,"(-23) PILOT REPORTED WHEN RETURNING TO LEVEL FLIGHT FROM INVERTED AEROBATIC MANEUVER, ENGINE ""BURBLED"". PILOT DECLA","[['ER', Entity not linked to a knowledge base, None], ['ATIC', Entity not linked to a knowledge base, None], ['EUVER', Entity not linked to a knowledge base, None], ['DECLA', Entity(wikidata_entity_id=Q54709350, wikipedia_entity_title=Decla Film), None]]",EUVER,,,
1154,20021114030969I,"(-23) PILOT REPORTED WHEN RETURNING TO LEVEL FLIGHT FROM INVERTED AEROBATIC MANEUVER, ENGINE ""BURBLED"". PILOT DECLA","[['ER', Entity not linked to a knowledge base, None], ['ATIC', Entity not linked to a knowledge base, None], ['EUVER', Entity not linked to a knowledge base, None], ['DECLA', Entity(wikidata_entity_id=Q54709350, wikipedia_entity_title=Decla Film), None]]",DECLA,,Decla Film,Q54709350
1155,20020917036549I,(-23) WITNESS REPORTED SEEING CESSNA CE-401 N531MH DEPART EAGLE CREEK AIRPORT WITHOUT ANY LIGHTS AFTER DARK. AIR TR,"[['CESSNA CE-401', Entity not linked to a knowledge base, None], ['AGLE CREEK', Entity not linked to a knowledge base, 'ORG']]",CESSNA CE-401,,,
1156,20021117036339I,"(-23) ON NOVEMBER 17, 2002, AT 1630 LOCAL TIME A CESSNA 152, N4823L REGISTERED TO AERO WINGS INC. AND OPERATED BY J","[['CESSNA 152', Entity(wikidata_entity_id=Q2348731, wikipedia_entity_title=Cessna 152), None], ['AERO WINGS INC', Entity not linked to a knowledge base, 'ORG'], ['J', Entity not linked to a knowledge base, 'ORG']]",CESSNA 152,,Cessna 152,Q2348731
1157,20021024033449I,(-23) CREW FAILED TO SWITCH ON THE WING AND ENGINE ANTI-ICE WHEN GROUND ICING CONDITIONS EXISTED. CORRECTED ON THE ,"[['W', Entity not linked to a knowledge base, None]]",W,,,
1158,20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF","[['BEAGLE AIRCRAFT', Entity(wikidata_entity_id=Q812907, wikipedia_entity_title=Beagle Aircraft), None], ['B.206 BASSET', Entity not linked to a knowledge base, None], ['72KB', Entity not linked to a knowledge base, None]]",BEAGLE AIRCRAFT,,Beagle Aircraft,Q812907
1159,20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF","[['BEAGLE AIRCRAFT', Entity(wikidata_entity_id=Q812907, wikipedia_entity_title=Beagle Aircraft), None], ['B.206 BASSET', Entity not linked to a knowledge base, None], ['72KB', Entity not linked to a knowledge base, None]]",B.206 BASSET,,,
1160,20021002026869A,"(.19) ON OCTOBER 2, 2002, ABOUT 1540 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B.206 BASSET, N72KB, WAS DESTROYED AF","[['BEAGLE AIRCRAFT', Entity(wikidata_entity_id=Q812907, wikipedia_entity_title=Beagle Aircraft), None], ['B.206 BASSET', Entity not linked to a knowledge base, None], ['72KB', Entity not linked to a knowledge base, None]]",72KB,,,
1161,20030317008009A,(-23) MS BOMBERGER LANDED AT CTJ AFTER A SECOND NO FLAP APPROACH AND RAN OFF THE END OF THE RUNWAY CAUSING THE NOSE,"[['MS BOMBERGER', Entity not linked to a knowledge base, None], ['CTJ', Entity(wikidata_entity_id=Q7985208, wikipedia_entity_title=West Georgia Regional Airport), 'GPE']]",MS BOMBERGER,,,
1162,20030109002509A,"(.19) ON JANUARY 9, 2003, APPROXIMATELY 1500 CENTRAL STANDARD TIME, AN AEROSPATIALE AS-350-BA SINGLE-ENGINE HELICOP","[['-350-BA', Entity not linked to a knowledge base, None]]",-350-BA,,,
1163,20030201001619I,(-23) AIRCRAFT HAD BEEN GROUNDED BECAUSE THE BRAKES WERE INOPERATIVE. CFK AND STUDENT PILOT FAILED TO CHECK THE DIS,"[['BRAKES', Entity(wikidata_entity_id=Q1534839, wikipedia_entity_title=Brake), None], ['CFK', Entity not linked to a knowledge base, 'PERSON'], ['PILOT', Entity not linked to a knowledge base, 'PERSON']]",BRAKES,,Brake,Q1534839
1164,20030102006879I,(-23) WHILE BEGINNING A TAKEOFF ROLL ON RUNWAY 4 THE CREW OF N961LL ABORTED THE TAKEOFF AFTER REACHING AN AIRSPEED ,"[['N961LL', Entity not linked to a knowledge base, None]]",N961LL,,,
